gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
lowly_expressed	lowly_expressed	SLC5A4|6527	12.1224
SLC5A6|8884	1828.8628	SLC5A6|8884	2189.8778
SLC5A7|60482	10.3791	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A8|160728	8.4857
lowly_expressed	lowly_expressed	SLC5A9|200010	26.2653
SLC6A10P|386757	7.6715	SLC6A10P|386757	8.4857
SLC6A11|6538	97.4729	SLC6A11|6538	14.5469
SLC6A12|6539	37.9061	SLC6A12|6539	16.9714
SLC6A14|11254	12.6354	SLC6A14|11254	816.2441
lowly_expressed	lowly_expressed	SLC6A15|55117	8.4857
SLC6A16|28968	5.4152	SLC6A16|28968	24.649
SLC6A17|388662	7.6715	SLC6A17|388662	23.0326
SLC6A1|6529	11.2816	SLC6A1|6529	6.4653
SLC6A20|54716	6.3177	SLC6A20|54716	5.6571
lowly_expressed	lowly_expressed	SLC6A2|6530	48.0857
SLC6A4|6532	9.0253	lowly_expressed	lowly_expressed
SLC6A6|6533	1105.5957	SLC6A6|6533	847.7624
SLC6A8|6535	1845.6679	SLC6A8|6535	518.8403
SLC6A9|6536	431.5162	SLC6A9|6536	485.9683
lowly_expressed	lowly_expressed	SLC7A10|56301	32.8882
SLC7A11|23657	482.4007	SLC7A11|23657	68.2897
SLC7A13|157724	11.2816	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC7A14|57709	14.1428
SLC7A1|6541	1434.1155	SLC7A1|6541	1228.8110000000001
SLC7A2|6542	13704.8736	SLC7A2|6542	2412.769
SLC7A3|84889	13.0866	SLC7A3|84889	286.8977
SLC7A4|6545	578.5199	SLC7A4|6545	62.2285
lowly_expressed	lowly_expressed	SLC7A5P2|387254	5.0995
SLC7A5|8140	1335.7401	SLC7A5|8140	442.4689
SLC7A6OS|84138	173.3935	SLC7A6OS|84138	211.8557
SLC7A6|9057	748.0866	SLC7A6|9057	799.1555
SLC7A7|9056	409.296	SLC7A7|9056	182.6447
SLC7A8|23428	3399.3682	SLC7A8|23428	1624.0024
SLC7A9|11136	5.4152	SLC7A9|11136	12.9306
SLC8A1|6546	159.7473	SLC8A1|6546	220.2243
SLC8A2|6543	79.4224	SLC8A2|6543	5.2531
SLC9A1|6548	3406.5884	SLC9A1|6548	1489.0393
SLC9A2|6549	232.852	SLC9A2|6549	164.8651
SLC9A3R1|9368	24474.7292	SLC9A3R1|9368	2716.2340000000004
SLC9A3R2|9351	1705.3249	SLC9A3R2|9351	1330.2354
SLC9A5|6553	8.574	SLC9A5|6553	29.901999999999997
SLC9A6|10479	194.0433	SLC9A6|10479	411.7588
SLC9A7|84679	169.6751	SLC9A7|84679	199.6161
SLC9A8|23315	508.1227	SLC9A8|23315	815.4359
SLC9A9|285195	116.426	SLC9A9|285195	101.8285
lowly_expressed	lowly_expressed	SLCO1A2|6579	279.2201
SLCO2A1|6578	477.4368	SLCO2A1|6578	558.8443
SLCO2B1|11309	711.1913	SLCO2B1|11309	1022.3255
SLCO3A1|28232	150.2708	SLCO3A1|28232	534.5995
SLCO4A1|28231	11.2816	SLCO4A1|28231	32.5285
SLCO4C1|353189	13.5379	SLCO4C1|353189	33.9428
SLFN11|91607	1992.7798	SLFN11|91607	633.5994
SLFN12L|342615	16.6968	SLFN12L|342615	25.4571
SLFN12|55106	184.5668	SLFN12|55106	167.6937
SLFN13|146857	452.6173	SLFN13|146857	650.9748
SLFN5|162394	1205.3249	SLFN5|162394	908.3746
lowly_expressed	lowly_expressed	SLFNL1|200172	8.8898
SLIT1|6585	23.4657	SLIT1|6585	18.1837
SLIT2|9353	259.4765	SLIT2|9353	258.612
SLIT3|6586	675.9928	SLIT3|6586	991.6153
SLITRK4|139065	74.9097	SLITRK4|139065	117.9917
SLITRK5|26050	53.2491	SLITRK5|26050	166.8855
SLITRK6|84189	5407.491	SLITRK6|84189	787.1502
SLK|9748	2422.8339	SLK|9748	2160.2182
SLMAP|7871	1069.0433	SLMAP|7871	1558.5413
SLMO1|10650	79.8736	SLMO1|10650	62.2285
SLMO2|51012	2439.5307	SLMO2|51012	1174.6641
SLPI|6590	29.7834	SLPI|6590	1324.9823
SLTM|79811	1785.1986	SLTM|79811	2272.1487
SLU7|10569	689.0794	SLU7|10569	1636.933
SMAD1|4086	815.4332	SMAD1|4086	858.6726
SMAD2|4087	2298.2852	SMAD2|4087	2139.6101
SMAD3|4088	729.2419	SMAD3|4088	1510.4556
SMAD4|4089	1282.491	SMAD4|4089	2723.5842
SMAD5|4090	1583.935	SMAD5|4090	2103.2428
SMAD6|4091	14.8917	SMAD6|4091	54.551
SMAD7|4092	880.4152	SMAD7|4092	577.028
SMAD9|4093	33.8448	SMAD9|4093	80.8162
SMAGP|57228	299.639	SMAGP|57228	244.4691
SMAP1|60682	661.3944	SMAP1|60682	685.2126
SMAP2|64744	1077.1661	SMAP2|64744	787.5543
SMARCA1|6594	1086.1913	SMARCA1|6594	1324.5782
SMARCA2|6595	2408.3935	SMARCA2|6595	5880.9981
SMARCA4|6597	9023.917	SMARCA4|6597	2479.0383
SMARCA5|8467	3836.6426	SMARCA5|8467	2432.5205
SMARCAD1|56916	1066.3357	SMARCAD1|56916	1128.1948
SMARCAL1|50485	842.9603	SMARCAL1|50485	670.3707
SMARCB1|6598	1746.8412	SMARCB1|6598	1214.6681
SMARCC1|6599	2849.278	SMARCC1|6599	4114.355
SMARCC2|6601	4738.2671	SMARCC2|6601	4000.0
SMARCD1|6602	1373.1949	SMARCD1|6602	1491.4638
SMARCD2|6603	4326.7148	SMARCD2|6603	3341.7517
SMARCD3|6604	554.6029	SMARCD3|6604	585.5137
SMARCE1|6605	4086.6426	SMARCE1|6605	2831.8012
SMC1A|8243	4289.2599	SMC1A|8243	2797.8584
SMC2|10592	711.6426	SMC2|10592	560.8647
SMC3|9126	2006.3177	SMC3|9126	2171.5325
SMC4|10051	1941.787	SMC4|10051	855.0359
SMC5|23137	875.4513	SMC5|23137	1405.7986
SMC6|79677	796.4801	SMC6|79677	629.9626
SMCHD1|23347	1320.8484	SMCHD1|23347	1851.5002
SMCR7L|54471	2839.8014	SMCR7L|54471	1300.3334
SMCR7|125170	561.3718	SMCR7|125170	442.0649
SMCR8|140775	2311.1236	SMCR8|140775	2112.9407
SMEK1|55671	1259.9278	SMEK1|55671	1979.9979999999998
SMEK2|57223	3156.5884	SMEK2|57223	2458.0261
SMG1|23049	3521.2094	SMG1|23049	4798.4645
SMG5|23381	3977.4368	SMG5|23381	2395.3935
SMG6|23293	1217.0578	SMG6|23293	1726.235
SMG7|9887	4520.3069	SMG7|9887	2262.8548
SMN2|6607	1015.7175	SMN2|6607	1095.0399
SMNDC1|10285	687.7256	SMNDC1|10285	555.2076
lowly_expressed	lowly_expressed	SMOC1|64093	139.0039
SMOC2|64094	1092.9603	SMOC2|64094	1949.2878
SMOX|54498	295.1264	SMOX|54498	192.7467
SMO|6608	782.9422	SMO|6608	717.6482
SMPD1|6609	1044.6751	SMPD1|6609	532.9831
SMPD2|6610	178.7004	SMPD2|6610	218.2039
SMPD3|55512	176.44400000000002	SMPD3|55512	395.5955
SMPD4|55627	4526.6245	SMPD4|55627	1868.8756
SMPDL3A|10924	86.6426	SMPDL3A|10924	285.2813
SMPDL3B|27293	274.8195	SMPDL3B|27293	335.7915
lowly_expressed	lowly_expressed	SMR3B|10879	76.7754
SMS|6611	3358.7545	SMS|6611	1057.8846
SMTNL1|219537	14.8917	SMTNL1|219537	5.2531
SMTN|6525	664.2599	SMTN|6525	872.0073
SMU1|55234	1135.8303	SMU1|55234	1730.6799
SMUG1|23583	487.3646	SMUG1|23583	454.5914
SMURF1|57154	950.722	SMURF1|57154	964.2105
SMURF2|64750	467.509	SMURF2|64750	758.0564
lowly_expressed	lowly_expressed	SMYD1|150572	655.0157
SMYD2|56950	817.2383	SMYD2|56950	627.5381
SMYD3|64754	300.9928	SMYD3|64754	194.3631
SMYD4|114826	261.7329	SMYD4|114826	552.7831
SMYD5|10322	762.1841	SMYD5|10322	838.4685
SNAI1|6615	113.2671	SNAI1|6615	61.8244
SNAI2|6591	403.8809	SNAI2|6591	700.6768
SNAI3|333929	15.7942	SNAI3|333929	22.2245
SNAP23|8773	1044.2238	SNAP23|8773	1320.5374
SNAP25|6616	14.4404	SNAP25|6616	25.8612
SNAP29|9342	3958.0325	SNAP29|9342	975.8561
SNAP47|116841	1338.2175	SNAP47|116841	753.3811
SNAPC1|6617	95.6679	SNAPC1|6617	205.6773
SNAPC2|6618	434.1155	SNAPC2|6618	366.9057
SNAPC3|6619	370.4874	SNAPC3|6619	442.87300000000005
SNAPC4|6621	186.8231	SNAPC4|6621	500.6566
SNAPC5|10302	75.3023	SNAPC5|10302	97.6907
SNAPIN|23557	803.7004	SNAPIN|23557	450.9546
SNCAIP|9627	73.1047	SNCAIP|9627	136.1754
SNCA|6622	20.3069	SNCA|6622	145.4692
SNCG|6623	631.769	SNCG|6623	664.7136
SND1|27044	7303.7004	SND1|27044	4955.248
SNED1|25992	995.4874	SNED1|25992	716.8401
SNF8|11267	1021.6606	SNF8|11267	656.632
SNHG10|283596	18.9531	SNHG10|283596	117.5876
SNHG11|128439	293.935	SNHG11|128439	194.1893
SNHG12|85028	111.4621	SNHG12|85028	244.4691
SNHG1|23642	585.7401	SNHG1|23642	1099.9091
SNHG3-RCC1|751867	134.3231	SNHG3-RCC1|751867	254.1226
SNHG3|8420	31.1372	SNHG3|8420	70.3101
SNHG4|724102	12.9152	SNHG4|724102	41.2809
SNHG5|387066	316.78700000000003	SNHG5|387066	2422.871
SNHG6|641638	1020.3069	SNHG6|641638	749.1666
SNHG7|84973	613.3078	SNHG7|84973	1294.555
SNHG8|100093630	603.3394	SNHG8|100093630	1258.713
SNHG9|735301	52.3466	SNHG9|735301	22.2245
SNIP1|79753	414.2599	SNIP1|79753	454.9955
SNN|8303	852.4368	SNN|8303	1034.0438
SNORA39|677821	6.6065	SNORA39|677821	15.1248
SNORA7B|677797	7.0262	SNORA7B|677797	9.0635
SNORA8|654320	205.1264	SNORA8|654320	409.0474
SNORD116-20|100033431	10.8303	SNORD116-20|100033431	21.4163
SNORD116-28|100033820	36.5343	SNORD116-28|100033820	113.9024
SNORD116-4|100033416	42.148	SNORD116-4|100033416	89.7788
SNORD1C|677850	18.2987	SNORD1C|677850	21.2506
SNPH|9751	232.852	SNPH|9751	130.9223
SNRK|54861	813.1769	SNRK|54861	1466.8148
SNRNP200|23020	7201.7148	SNRNP200|23020	9427.619
SNRNP25|79622	701.7148	SNRNP25|79622	311.1425
SNRNP27|11017	338.8989	SNRNP27|11017	390.3425
SNRNP35|11066	317.4368	SNRNP35|11066	342.2245
SNRNP40|9410	893.0505	SNRNP40|9410	705.9299
SNRNP48|154007	282.0397	SNRNP48|154007	594.8076
SNRNP70|6625	1998.6462	SNRNP70|6625	4309.9303
SNRPA1|6627	353.7906	SNRPA1|6627	237.1957
SNRPA|6626	1006.7689999999999	SNRPA|6626	1202.9498
SNRPB2|6629	993.2310000000001	SNRPB2|6629	745.5299
SNRPB|6628	2313.1769	SNRPB|6628	1505.6066
SNRPC|6631	655.2347	SNRPC|6631	798.8686
SNRPD1|6632	488.7184	SNRPD1|6632	509.1423
SNRPD2|6633	2111.9134	SNRPD2|6633	2478.2301
SNRPD3|6634	1095.9973	SNRPD3|6634	1412.1467
SNRPE|6635	758.1227	SNRPE|6635	629.5585
SNRPF|6636	564.5307	SNRPF|6636	453.7832
SNRPG|6637	245.4874	SNRPG|6637	307.9099
SNRPN|6638	1710.5731	SNRPN|6638	1852.28
SNTA1|6640	535.6498	SNTA1|6640	310.3344
SNTB1|6641	237.8159	SNTB1|6641	920.497
SNTB2|6645	692.2383	SNTB2|6645	880.0889
lowly_expressed	lowly_expressed	SNTG2|54221	15.3551
SNTN|132203	8.1227	lowly_expressed	lowly_expressed
SNUPN|10073	595.2166	SNUPN|10073	472.3709
SNURF|8926	110.7265	SNURF|8926	100.6081
SNW1|22938	1136.7329	SNW1|22938	1574.7045
SNX10|29887	676.8953	SNX10|29887	185.0692
SNX11|29916	599.7292	SNX11|29916	543.8933
SNX12|29934	255.4152	SNX12|29934	266.2895
SNX13|23161	1203.9711	SNX13|23161	1177.4927
SNX14|57231	853.7906	SNX14|57231	1185.9784
SNX15|29907	699.4585	SNX15|29907	603.2933
SNX16|64089	382.2202	SNX16|64089	240.4283
SNX17|9784	2896.6606	SNX17|9784	2177.1896
SNX18|112574	1019.4043	SNX18|112574	1183.5539
SNX19|399979	2197.2022	SNX19|399979	1960.6021
SNX1|6642	2032.0397	SNX1|6642	4058.1877
SNX20|124460	47.4052	SNX20|124460	26.8391
SNX21|90203	708.4386	SNX21|90203	530.4899
SNX22|79856	111.4395	SNX22|79856	106.9522
SNX24|28966	326.2635	SNX24|28966	111.9305
SNX25|83891	418.7726	SNX25|83891	414.9914
SNX27|81609	2458.3574	SNX27|81609	1123.0064
SNX29|92017	932.7617	SNX29|92017	783.5135
SNX2|6643	1519.4043	SNX2|6643	1409.0312
SNX30|401548	570.8484	SNX30|401548	980.7051
SNX32|254122	27.9783	SNX32|254122	8.8898
SNX33|257364	1198.556	SNX33|257364	1288.2109
SNX3|8724	1599.2779999999998	SNX3|8724	2319.8303
SNX4|8723	1096.1191	SNX4|8723	878.0685
SNX5|27131	2166.5162	SNX5|27131	1520.9617
SNX6|58533	1135.8303	SNX6|58533	1065.9663
SNX7|51375	684.5668	SNX7|51375	429.5383
SNX8|29886	401.1733	SNX8|29886	340.6405
SNX9|51429	1790.6137	SNX9|51429	1681.786
SOAT1|6646	976.0830000000001	SOAT1|6646	392.7669
SOAT2|8435	7.6715	SOAT2|8435	8.0816
SOBP|55084	46.9314	SOBP|55084	180.6243
SOCS1|8651	32.0397	SOCS1|8651	21.0122
SOCS2|8835	153.8809	SOCS2|8835	317.6078
SOCS3|9021	832.5812	SOCS3|9021	733.0033
SOCS4|122809	507.6715	SOCS4|122809	495.4036
SOCS5|9655	773.0144	SOCS5|9655	1072.0275
SOCS6|9306	1204.8736	SOCS6|9306	1303.566
SOCS7|30837	67.6895	SOCS7|30837	179.00799999999998
SOD1|6647	2102.4368	SOD1|6647	2342.8629
SOD2|6648	2347.9242	SOD2|6648	3379.3312
SOD3|6649	43.7726	SOD3|6649	529.3464
lowly_expressed	lowly_expressed	SOHLH2|54937	24.451
SOLH|6650	470.6679	SOLH|6650	518.8403
SON|6651	6537.0036	SON|6651	8674.8156
SORBS1|10580	608.3032	SORBS1|10580	3369.6333
SORBS2|8470	82.5812	SORBS2|8470	2866.9563
SORBS3|10174	2254.9639	SORBS3|10174	2630.9728
SORCS1|114815	16.2455	SORCS1|114815	35.9632
SORCS2|57537	565.8845	SORCS2|57537	115.1631
SORD|6652	1291.065	SORD|6652	648.5504
SORL1|6653	1300.0903	SORL1|6653	5198.909000000001
SORT1|6272	3112.3646	SORT1|6272	2740.8829
SOS1|6654	2061.3718	SOS1|6654	1876.9573
SOS2|6655	713.8989	SOS2|6655	1575.9168
lowly_expressed	lowly_expressed	SOSTDC1|25928	480.8567
SOX10|6663	54.1516	SOX10|6663	4445.7016
SOX11|6664	25.721999999999998	SOX11|6664	15.7592
SOX12|6666	855.1444	SOX12|6666	457.4199
SOX13|9580	1461.1913	SOX13|9580	1229.2151
SOX15|6665	47.3827	SOX15|6665	52.5306
SOX17|64321	31.1372	SOX17|64321	107.8897
SOX18|54345	51.443999999999996	SOX18|54345	245.2773
SOX2|6657	383.1227	lowly_expressed	lowly_expressed
SOX4|6659	2837.5451	SOX4|6659	3751.8941
SOX5|6660	35.6498	SOX5|6660	49.702
SOX6|55553	54.1516	SOX6|55553	85.6652
SOX7|83595	86.2094	SOX7|83595	280.4324
SOX8|30812	5.8664	SOX8|30812	178.1998
SOX9|6662	517.5993	SOX9|6662	3532.0739
SP100|6672	2143.0505	SP100|6672	1650.2677
SP110|3431	606.9495	SP110|3431	403.6771
SP140L|93349	165.6137	SP140L|93349	389.5343
SP140|11262	74.4585	SP140|11262	36.7714
SP1|6667	3692.6895	SP1|6667	4751.5911
SP2|6668	751.3538	SP2|6668	945.9541
SP3|6670	2828.9711	SP3|6670	2830.993
SP4|6671	281.5884	SP4|6671	450.5506
lowly_expressed	lowly_expressed	SP5|389058	10.102
SP6|80320	245.0361	SP6|80320	272.3507
SPA17|53340	124.5487	SPA17|53340	115.1631
SPAG16|79582	338.4477	SPAG16|79582	349.5303
SPAG17|200162	219.3141	SPAG17|200162	38.3877
SPAG1|6674	688.1769	SPAG1|6674	106.6774
SPAG4|6676	142.148	SPAG4|6676	33.5387
SPAG5|10615	1078.6778	SPAG5|10615	121.3213
SPAG6|9576	300.0903	SPAG6|9576	10.9102
SPAG7|9552	499.5487	SPAG7|9552	751.9952
SPAG8|26206	29.3321	SPAG8|26206	30.3061
SPAG9|9043	2551.444	SPAG9|9043	2128.6999
SPARCL1|8404	9552.7978	SPARCL1|8404	15429.4373
SPARC|6678	76888.9892	SPARC|6678	13331.4476
SPAST|6683	805.9567	SPAST|6683	509.1423
SPATA13|221178	614.0027	SPATA13|221178	1119.7091
SPATA17|128153	108.7545	SPATA17|128153	42.4285
SPATA18|132671	434.5668	SPATA18|132671	633.5994
SPATA20|64847	1302.7978	SPATA20|64847	996.1936
SPATA24|202051	15.7942	SPATA24|202051	47.6816
SPATA2L|124044	91.1552	SPATA2L|124044	187.8978
SPATA2|9825	968.8628	SPATA2|9825	457.0159
SPATA4|132851	9.4765	SPATA4|132851	14.1428
SPATA5L1|79029	129.9639	SPATA5L1|79029	210.9304
SPATA5|166378	267.14799999999997	SPATA5|166378	250.5304
SPATA6|54558	87.9964	SPATA6|54558	216.5875
SPATA7|55812	124.5487	SPATA7|55812	245.6814
SPATA9|83890	6.769	SPATA9|83890	6.5178
SPATS2L|26010	1319.4946	SPATS2L|26010	1383.17
SPATS2|65244	923.7365	SPATS2|65244	552.379
SPC24|147841	21.2094	lowly_expressed	lowly_expressed
SPC25|57405	123.6462	SPC25|57405	7.6775
SPCS1|28972	1493.6462	SPCS1|28972	1382.3619
SPCS2|9789	483.7545	SPCS2|9789	495.4036
SPCS3|60559	3004.0614	SPCS3|60559	2302.8589
SPDEF|25803	3428.2491	SPDEF|25803	2628.9524
SPDYA|245711	7.9558	SPDYA|245711	9.4515
SPDYE1|285955	13.5379	SPDYE1|285955	17.3755
SPDYE3|441272	109.6886	SPDYE3|441272	75.7976
SPDYE5|442590	7.2202	SPDYE5|442590	16.9714
SPDYE6|729597	32.491	SPDYE6|729597	41.6204
SPDYE7P|441251	7.6715	SPDYE7P|441251	9.6979
SPDYE8P|389517	17.5993	SPDYE8P|389517	23.0326
SPEF1|25876	33.8448	SPEF1|25876	15.7592
SPEF2|79925	311.8231	SPEF2|79925	456.2077
SPEG|10290	114.1697	SPEG|10290	524.9015
SPEN|23013	2642.5993	SPEN|23013	4500.2526
SPESP1|246777	5.4152	SPESP1|246777	33.5387
SPG11|80208	1764.4404	SPG11|80208	2637.034
SPG20|23111	1447.2022	SPG20|23111	1558.9453
SPG21|51324	1796.0289	SPG21|51324	1445.8026
SPG7|6687	566.3357	SPG7|6687	1493.8883
SPHAR|10638	74.472	SPHAR|10638	96.7451
SPHK1|8877	360.8032	SPHK1|8877	229.7525
SPHK2|56848	422.1255	SPHK2|56848	264.7176
lowly_expressed	lowly_expressed	SPHKAP|80309	292.5548
SPI1|6688	278.8809	SPI1|6688	132.5386
SPIB|6689	18.0505	lowly_expressed	lowly_expressed
SPIN1|10927	2409.2960000000003	SPIN1|10927	3911.1021
SPIN2B|474343	38.8854	SPIN2B|474343	90.9062
SPIN3|169981	259.0253	SPIN3|169981	486.5138
SPIN4|139886	159.296	SPIN4|139886	327.7099
lowly_expressed	lowly_expressed	SPINK1|6690	6.8694
lowly_expressed	lowly_expressed	SPINK5|11005	219.8202
SPINT1|6692	3139.4404	SPINT1|6692	3363.5721
SPINT2|10653	9535.6498	SPINT2|10653	6775.6339
SPIRE1|56907	1066.787	SPIRE1|56907	787.1502
SPIRE2|84501	46.9314	SPIRE2|84501	124.45700000000001
SPNS1|83985	979.5668	SPNS1|83985	689.4474
SPNS2|124976	161.62	SPNS2|124976	630.4879
lowly_expressed	lowly_expressed	SPNS3|201305	13.7388
SPN|6693	230.1444	SPN|6693	193.1508
SPOCD1|90853	77.6173	SPOCD1|90853	6.8694
SPOCK1|6695	850.1805	SPOCK1|6695	202.0406
SPOCK2|9806	758.574	SPOCK2|9806	561.2688
SPON1|10418	2222.0217	SPON1|10418	676.836
SPON2|10417	722.9242	SPON2|10417	558.0362
SPOPL|339745	1252.7076	SPOPL|339745	1400.5455
SPOP|8405	1536.5523	SPOP|8405	1409.8394
SPP1|6696	1060.4693	SPP1|6696	47.2775
SPPL2A|84888	575.8123	SPPL2A|84888	538.6403
SPPL2B|56928	535.1986	SPPL2B|56928	929.3868
SPPL3|121665	2022.5632	SPPL3|121665	1420.7496
SPRED1|161742	904.3321	SPRED1|161742	1522.174
SPRED2|200734	1294.2238	SPRED2|200734	1514.4964
SPRN|503542	101.5343	SPRN|503542	114.7591
SPRY1|10252	423.7365	SPRY1|10252	1244.5702
SPRY2|10253	117.3285	SPRY2|10253	1254.6722
SPRY3|10251	67.2383	SPRY3|10251	84.8571
SPRY4|81848	342.509	SPRY4|81848	524.9015
SPRYD3|84926	1932.7617	SPRYD3|84926	1634.5085
SPRYD4|283377	179.1516	SPRYD4|283377	365.2894
SPR|6697	1088.4477	SPR|6697	597.232
SPSB1|80176	725.1805	SPSB1|80176	389.5343
SPSB2|84727	101.5343	SPSB2|84727	77.9877
SPSB3|90864	535.1986	SPSB3|90864	1084.9581
SPSB4|92369	21.2094	lowly_expressed	lowly_expressed
SPTAN1|6709	7611.0108	SPTAN1|6709	8195.9794
SPTBN1|6711	4747.2924	SPTBN1|6711	13088.1907
SPTBN2|6712	1521.2094	SPTBN2|6712	1197.2927
SPTBN4|57731	270.7581	SPTBN4|57731	52.9346
SPTBN5|51332	35.6498	SPTBN5|51332	251.3062
SPTB|6710	25.721999999999998	SPTB|6710	114.355
SPTLC1|10558	1445.8484	SPTLC1|10558	1602.9902
SPTLC2|9517	1541.065	SPTLC2|9517	2444.2873
SPTLC3|55304	436.8231	SPTLC3|55304	360.4404
SPTY2D1|144108	1970.3565	SPTY2D1|144108	1171.3385
SQLE|6713	2266.2455	SQLE|6713	508.7383
SQRDL|58472	643.9531	SQRDL|58472	876.4522
SQSTM1|8878	15809.268999999998	SQSTM1|8878	6891.6739
SR140|23350	2815.8845	SR140|23350	2828.1645
SRA1|10011	293.7726	SRA1|10011	386.3016
SRBD1|55133	391.2455	SRBD1|55133	490.5546
SRCAP|10847	6622.2924	SRCAP|10847	5356.0966
SRCIN1|80725	225.1805	SRCIN1|80725	354.7833
SRCRB4D|136853	43.7726	SRCRB4D|136853	17.7796
SRC|6714	2615.5235	SRC|6714	898.2726
SRD5A1|6715	157.491	SRD5A1|6715	205.2733
SRD5A2|6716	16.6968	lowly_expressed	lowly_expressed
SRD5A3|79644	471.1191	SRD5A3|79644	321.2446
SREBF1|6720	7484.2058	SREBF1|6720	2731.9931
SREBF2|6721	5167.87	SREBF2|6721	4317.2038
SRFBP1|153443	217.0578	SRFBP1|153443	294.1711
SRF|6722	690.4332	SRF|6722	1525.8107
SRGAP1|57522	358.3032	SRGAP1|57522	447.3179
SRGAP2|23380	1066.787	SRGAP2|23380	503.0811
SRGAP3|9901	184.1155	SRGAP3|9901	535.0035
SRGN|5552	784.7473	SRGN|5552	560.0566
SRI|6717	1666.065	SRI|6717	1296.2926
SRL|6345	12.6354	SRL|6345	25.053
SRMS|6725	14.8917	SRMS|6725	22.6285
SRM|6723	1317.6895	SRM|6723	590.3627
SRP14|6727	2597.4729	SRP14|6727	3336.4986
SRP19|6728	486.6291	SRP19|6728	538.4221
SRP54|6729	1282.0397	SRP54|6729	1030.003
SRP68|6730	2928.7004	SRP68|6730	2007.8796
SRP72|6731	4693.5921	SRP72|6731	2896.0501
SRP9|6726	6957.5812	SRP9|6726	3177.2906
SRPK1|6732	1356.9495	SRPK1|6732	1002.9296
SRPK2|6733	1693.1408	SRPK2|6733	1185.1702
SRPK3|26576	16.3357	SRPK3|26576	26.0269
SRPRB|58477	1796.9314	SRPRB|58477	1019.9010000000001
SRPR|6734	3408.8448	SRPR|6734	3133.2458
SRPX2|27286	544.2238	SRPX2|27286	61.0163
SRPX|8406	217.0578	SRPX|8406	611.779
SRRD|402055	278.8809	SRRD|402055	202.0406
SRRM1|10250	1637.6354	SRRM1|10250	2672.1891
SRRM2|23524	14505.8664	SRRM2|23524	22851.6012
SRRM3|222183	157.491	SRRM3|222183	48.0857
SRRM5|100170229	129.0478	SRRM5|100170229	31.9709
SRRT|51593	2282.491	SRRT|51593	1869.6838
SRR|63826	182.7888	SRR|63826	255.5612
SRXN1|140809	2171.9314	SRXN1|140809	530.1546
SS18L1|26039	407.0397	SS18L1|26039	620.2647
SS18L2|51188	171.9314	SS18L2|51188	252.1467
SS18|6760	2355.1444	SS18|6760	2026.8714
SSBP1|6742	836.6426	SSBP1|6742	736.6401
SSBP2|23635	253.1588	SSBP2|23635	689.7666
SSBP3|23648	242.7798	SSBP3|23648	750.7829
SSBP4|170463	325.361	SSBP4|170463	328.51800000000003
SSB|6741	1959.6029	SSB|6741	1687.8634
SSC5D|284297	570.3971	SSC5D|284297	106.2734
SSFA2|6744	1530.6859	SSFA2|6744	3015.2541
SSH1|54434	1383.1227	SSH1|54434	1282.1497
SSH2|85464	613.2671	SSH2|85464	518.8403
SSH3|54961	2347.0217	SSH3|54961	1199.7171
SSNA1|8636	462.9964	SSNA1|8636	540.2566
SSPN|8082	696.7509	SSPN|8082	1319.7293
SSPO|23145	32.491	SSPO|23145	48.8938
SSR1|6745	3287.4549	SSR1|6745	3601.98
SSR2|6746	5930.5054	SSR2|6746	5369.8353
SSR3|6747	5687.7256	SSR3|6747	3433.4781
SSR4|6748	3344.7653	SSR4|6748	1828.0634
SSRP1|6749	4914.7112	SSRP1|6749	3977.7755
SSSCA1|10534	282.0397	SSSCA1|10534	253.3589
SSTR1|6751	11.2816	SSTR1|6751	40.004
SSTR2|6752	106.4982	SSTR2|6752	25.053
SSU72|29101	3101.5343	SSU72|29101	2186.8876
SSX2IP|117178	471.5704	SSX2IP|117178	344.2772
ST13|6767	3978.7906	ST13|6767	7393.4741
ST14|6768	1608.7545	ST14|6768	2291.1405
ST20|400410	47.6128	ST20|400410	41.2244
ST3GAL1|6482	1256.769	ST3GAL1|6482	1063.1377
ST3GAL2|6483	508.574	ST3GAL2|6483	295.3834
ST3GAL3|6487	170.5776	ST3GAL3|6487	262.2487
ST3GAL4|6484	520.3069	ST3GAL4|6484	208.91
ST3GAL5|8869	194.4946	ST3GAL5|8869	204.4651
ST3GAL6|10402	38.3574	ST3GAL6|10402	114.7591
ST5|6764	945.8484	ST5|6764	2748.5605
ST6GAL1|6480	1074.4585	ST6GAL1|6480	1485.8066
ST6GAL2|84620	535.1986	ST6GAL2|84620	203.2529
ST6GALNAC1|55808	5.4152	ST6GALNAC1|55808	62.2285
ST6GALNAC2|10610	541.065	ST6GALNAC2|10610	911.2032
ST6GALNAC3|256435	30.6859	ST6GALNAC3|256435	85.2611
ST6GALNAC4|27090	277.9783	ST6GALNAC4|27090	227.0936
ST6GALNAC5|81849	37.4549	ST6GALNAC5|81849	351.9547
ST6GALNAC6|30815	944.9458	ST6GALNAC6|30815	1114.8601
ST7L|54879	129.5126	ST7L|54879	309.1221
ST7OT1|93653	6.417000000000001	ST7OT1|93653	70.5324
ST7|7982	744.8872	ST7|7982	499.6101
