gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
SHKBP1|92799	773.2657	SHKBP1|92799	581.8844
SHMT1|6470	1038.8663	SHMT1|6470	944.4642
SHMT2|6472	1411.1675	SHMT2|6472	1272.9478
SHOC2|8036	5598.9848	SHOC2|8036	1137.8892
SHOX2|6474	129.8646	SHOX2|6474	87.3433
SHPK|23729	372.1658	SHPK|23729	409.2196
SHPRH|257218	394.3613	SHPRH|257218	821.298
SHQ1|55164	549.0694	SHQ1|55164	436.7165
SHROOM1|134549	77.4112	SHROOM1|134549	167.8124
SHROOM2|357	254.6531	SHROOM2|357	234.533
SHROOM3|57619	1684.8562	SHROOM3|57619	4487.6668
SHROOM4|57477	682.7411	SHROOM4|57477	488.4755
SIAE|54414	478.8494	SIAE|54414	763.4452
SIAH1|6477	1130.3299	SIAH1|6477	591.298
SIAH2|6478	5946.7005	SIAH2|6478	761.8277
lowly_expressed	lowly_expressed	SIAH3|283514	5.2568
SIDT1|54847	123.9425	SIDT1|54847	350.5863
SIDT2|51092	1441.4129	SIDT2|51092	2033.4816
SIGIRR|59307	421.3198	SIGIRR|59307	396.2798
SIGLEC10|89790	176.3959	SIGLEC10|89790	93.4088
SIGLEC11|114132	7.1912	SIGLEC11|114132	9.3004
SIGLEC12|89858	10.5753	SIGLEC12|89858	19.0053
SIGLEC14|100049587	65.9898	SIGLEC14|100049587	18.6009
SIGLEC15|284266	49.9154	SIGLEC15|284266	11.7266
lowly_expressed	lowly_expressed	SIGLEC16|400709	5.2568
SIGLEC1|6614	780.4569	SIGLEC1|6614	206.6316
SIGLEC5|8778	27.0728	SIGLEC5|8778	13.3441
SIGLEC6|946	45.2623	SIGLEC6|946	11.3223
SIGLEC7|27036	43.1472	SIGLEC7|27036	9.7048
SIGLEC8|27181	64.2978	SIGLEC8|27181	24.6664
SIGLEC9|27180	55.8376	SIGLEC9|27180	21.0271
SIGLECP3|284367	33.8409	SIGLECP3|284367	51.75899999999999
SIGMAR1|10280	999.154	SIGMAR1|10280	1038.8192
SIK1|150094	652.2843	SIK1|150094	663.1622
SIK2|23235	3771.9966	SIK2|23235	1843.5099
SIK3|23387	882.4027	SIK3|23387	1718.5605
SIKE1|80143	884.0948	SIKE1|80143	879.0942
SIL1|64374	969.9662	SIL1|64374	486.4537
SILV|6490	54.5685	SILV|6490	342.0946
SIM1|6492	57.1066	SIM1|6492	21.0271
SIM2|6493	10.5753	SIM2|6493	43.2673
SIN3A|25942	2360.8291	SIN3A|25942	2751.3142
SIN3B|23309	1264.8054	SIN3B|23309	1599.2721
SIP1|8487	131.5567	SIP1|8487	129.3975
SIPA1L1|26037	763.5364	SIPA1L1|26037	1544.6826
SIPA1L2|57568	1380.2876	SIPA1L2|57568	746.8662
SIPA1L3|23094	1081.6413	SIPA1L3|23094	1412.8589
SIPA1|6494	568.1049	SIPA1|6494	460.1698
SIRPA|140885	1685.7022	SIRPA|140885	2913.8698
SIRPB1|10326	114.6362	SIRPB1|10326	141.5285
SIRPB2|284759	90.1015	SIRPB2|284759	30.3275
SIRPG|55423	42.7242	SIRPG|55423	27.497
SIRT1|23411	731.8105	SIRT1|23411	835.4226
SIRT2|22933	932.7411	SIRT2|22933	1096.2394
SIRT3|23410	476.176	SIRT3|23410	956.5346
SIRT4|23409	10.9983	SIRT4|23409	39.628
SIRT5|23408	195.0085	SIRT5|23408	401.5366
SIRT6|51548	203.4687	SIRT6|51548	144.7634
SIRT7|51547	401.8613	SIRT7|51547	234.1286
SIT1|27240	79.9492	SIT1|27240	35.5843
SIVA1|10572	693.3164	SIVA1|10572	522.8467
SIX1|6495	90.5245	SIX1|6495	22.6446
SIX2|10736	61.7597	SIX2|10736	9.7048
lowly_expressed	lowly_expressed	SIX3|6496	8.4917
SIX4|51804	295.6853	SIX4|51804	141.5285
SIX5|147912	425.1269	SIX5|147912	531.3385
SKA1|220134	109.5601	SKA1|220134	14.9616
SKA2|348235	1075.7191	SKA2|348235	389.8099
SKA3|221150	173.2953	SKA3|221150	28.7262
SKAP1|8631	426.3959	SKAP1|8631	269.3085
SKAP2|8935	1004.6531	SKAP2|8935	1010.9179
SKIL|6498	933.5871	SKIL|6498	321.8763
SKIV2L2|23517	1319.6870000000001	SKIV2L2|23517	1733.8253
SKIV2L|6499	1014.8054	SKIV2L|6499	824.5047
SKI|6497	2000.4229999999998	SKI|6497	3037.6061
SKP1|6500	5609.1371	SKP1|6500	5443.9951
SKP2|6502	188.2403	SKP2|6502	175.09099999999998
SLA2|84174	88.8325	SLA2|84174	67.9337
SLAIN1|122060	120.1354	SLAIN1|122060	293.5706
SLAIN2|57606	1595.1777	SLAIN2|57606	1162.5556
SLAMF1|6504	65.5668	SLAMF1|6504	82.4909
SLAMF6|114836	104.0609	SLAMF6|114836	91.387
SLAMF7|57823	419.2047	SLAMF7|57823	814.3955
SLAMF8|56833	439.6997	SLAMF8|56833	159.1994
SLA|6503	449.2386	SLA|6503	259.6037
SLBP|7884	1398.4772	SLBP|7884	701.9814
SLC10A3|8273	507.6142	SLC10A3|8273	437.5253
lowly_expressed	lowly_expressed	SLC10A5|347051	7.2786
SLC10A6|345274	14.3824	SLC10A6|345274	35.1799
SLC10A7|84068	325.2961	SLC10A7|84068	268.9042
SLC11A1|6556	55.4146	SLC11A1|6556	18.6009
SLC11A2|4891	1128.1726	SLC11A2|4891	2685.8067
SLC12A1|6557	8.0372	SLC12A1|6557	5.6611
SLC12A2|6558	2455.5838	SLC12A2|6558	4843.5099
SLC12A3|6559	9.7293	lowly_expressed	lowly_expressed
SLC12A4|6560	928.8198	SLC12A4|6560	1253.4088
SLC12A6|9990	905.3173	SLC12A6|9990	1019.5956
SLC12A7|10723	1694.5854	SLC12A7|10723	1405.5803
SLC12A8|84561	82.9992	SLC12A8|84561	252.3251
SLC12A9|56996	732.6565	SLC12A9|56996	733.5219999999999
SLC13A2|9058	9.3063	SLC13A2|9058	1411.2414
SLC13A3|64849	26.2267	SLC13A3|64849	122.5233
lowly_expressed	lowly_expressed	SLC13A4|26266	8.0873
lowly_expressed	lowly_expressed	SLC13A5|284111	16.5791
SLC14A1|6563	75.2961	SLC14A1|6563	94.6219
SLC14A2|8170	9.7293	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC15A1|6564	10.1092
SLC15A2|6565	27.9188	SLC15A2|6565	169.4298
SLC15A3|51296	697.9695	SLC15A3|51296	333.1985
SLC15A4|121260	492.8088	SLC15A4|121260	744.44
SLC16A10|117247	6.3452	SLC16A10|117247	10.5135
SLC16A11|162515	7.1912	SLC16A11|162515	74.8079
SLC16A12|387700	8.4602	SLC16A12|387700	54.1852
SLC16A13|201232	109.9831	SLC16A13|201232	82.8953
SLC16A14|151473	484.7716	SLC16A14|151473	196.9268
SLC16A1|6566	625.6345	SLC16A1|6566	499.3934
SLC16A2|6567	979.2724	SLC16A2|6567	771.5326
SLC16A3|9123	415.8206	SLC16A3|9123	64.6987
SLC16A4|9122	295.2623	SLC16A4|9122	423.3724
SLC16A5|9121	139.1709	SLC16A5|9121	476.3445
SLC16A6|9120	170.4738	SLC16A6|9120	54.1852
SLC16A7|9194	283.8409	SLC16A7|9194	89.3651
lowly_expressed	lowly_expressed	SLC16A8|23539	10.1092
SLC16A9|220963	34.264	SLC16A9|220963	90.1739
SLC17A5|26503	625.6345	SLC17A5|26503	854.4278
SLC17A7|57030	47.3773	SLC17A7|57030	91.7913
SLC17A9|63910	134.0948	SLC17A9|63910	83.704
SLC18A2|6571	66.8359	SLC18A2|6571	15.366
SLC19A1|6573	296.1083	SLC19A1|6573	83.704
SLC19A2|10560	4906.0914	SLC19A2|10560	495.3498
SLC19A3|80704	3553.2995	SLC19A3|80704	696.7246
SLC1A1|6505	3752.5381	SLC1A1|6505	133.4412
SLC1A2|6506	46.5313	SLC1A2|6506	221.9976
SLC1A3|6507	566.8359	SLC1A3|6507	271.7347
SLC1A4|6509	5340.1015	SLC1A4|6509	1731.9046
SLC1A5|6510	3762.6904	SLC1A5|6510	3900.5257
SLC1A7|6512	34.687	SLC1A7|6512	12.130999999999998
SLC20A1|6574	1510.9983	SLC20A1|6574	598.4634
SLC20A2|6575	652.2843	SLC20A2|6575	1299.2317
lowly_expressed	lowly_expressed	SLC22A11|55867	8.8961
SLC22A15|55356	268.1895	SLC22A15|55356	82.8953
lowly_expressed	lowly_expressed	SLC22A16|85413	7.2786
SLC22A17|51310	256.7682	SLC22A17|51310	1007.683
SLC22A18AS|5003	16.4975	lowly_expressed	lowly_expressed
SLC22A18|5002	109.1371	SLC22A18|5002	251.9207
lowly_expressed	lowly_expressed	SLC22A1|6580	5.6611
lowly_expressed	lowly_expressed	SLC22A20|440044	7.683
SLC22A23|63027	540.9475	SLC22A23|63027	875.0303
SLC22A3|6581	167.0897	SLC22A3|6581	213.5059
SLC22A4|6583	21.1506	SLC22A4|6583	51.3546
SLC22A5|6584	670.4738	SLC22A5|6584	537.8083
lowly_expressed	lowly_expressed	SLC23A1|9963	8.4917
SLC23A2|9962	985.6176	SLC23A2|9962	1749.6967
lowly_expressed	lowly_expressed	SLC23A3|151295	10.1092
SLC24A1|9187	467.8511	SLC24A1|9187	640.5176
SLC24A2|25769	38.4941	lowly_expressed	lowly_expressed
SLC24A3|57419	405.2453	SLC24A3|57419	533.3603
SLC24A4|123041	7.1912	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC24A5|283652	8.9001
SLC24A6|80024	736.4636	SLC24A6|80024	736.3526
SLC25A10|1468	1206.0068	SLC25A10|1468	452.4949
SLC25A11|8402	796.9543	SLC25A11|8402	886.7772
SLC25A12|8604	460.2369	SLC25A12|8604	940.558
SLC25A13|10165	572.335	SLC25A13|10165	470.6834
SLC25A14|9016	104.0609	SLC25A14|9016	139.5067
SLC25A15|10166	279.5431	SLC25A15|10166	440.6429
SLC25A16|8034	278.3418	SLC25A16|8034	223.615
SLC25A17|10478	698.8156	SLC25A17|10478	523.2511
SLC25A18|83733	30.0338	SLC25A18|83733	22.2402
SLC25A19|60386	204.3147	SLC25A19|60386	120.09700000000001
SLC25A1|6576	1184.0102	SLC25A1|6576	862.5152
SLC25A20|788	448.8156	SLC25A20|788	291.5487
SLC25A21|89874	6.8486	SLC25A21|89874	12.1391
SLC25A22|79751	305.4146	SLC25A22|79751	304.0841
SLC25A23|79085	1448.8156	SLC25A23|79085	1654.6704
SLC25A24|29957	1142.555	SLC25A24|29957	922.3615
SLC25A25|114789	640.4399	SLC25A25|114789	316.6195
SLC25A26|115286	330.75300000000004	SLC25A26|115286	492.7942
SLC25A27|9481	39.3401	SLC25A27|9481	479.1751
SLC25A28|81894	523.6887	SLC25A28|81894	686.2111
SLC25A29|123096	761.8443	SLC25A29|123096	1046.5022
SLC25A30|253512	545.6853	SLC25A30|253512	498.9891
SLC25A32|81034	486.4255	SLC25A32|81034	346.575
SLC25A33|84275	225.0423	SLC25A33|84275	136.2717
SLC25A34|284723	18.6125	SLC25A34|284723	31.945
SLC25A35|399512	104.0482	SLC25A35|399512	203.4573
SLC25A36|55186	1091.3706	SLC25A36|55186	2561.2616
SLC25A37|51312	291.0321	SLC25A37|51312	1391.8318
SLC25A38|54977	616.7513	SLC25A38|54977	894.4602
SLC25A39|51629	2736.8866	SLC25A39|51629	1432.6729
SLC25A3|5250	5938.6633	SLC25A3|5250	8153.6595
SLC25A40|55972	225.0423	SLC25A40|55972	253.9426
SLC25A42|284439	224.6193	SLC25A42|284439	521.2293
SLC25A43|203427	306.6836	SLC25A43|203427	476.7489
SLC25A44|9673	1475.8883	SLC25A44|9673	659.1185
SLC25A45|283130	156.0914	SLC25A45|283130	233.3199
SLC25A46|91137	924.7039	SLC25A46|91137	616.2556
SLC25A4|291	675.1269	SLC25A4|291	549.9393
SLC25A5|292	4013.1134	SLC25A5|292	4748.0793
SLC25A6|293	7161.5905	SLC25A6|293	10700.3639
SLC26A10|65012	5.22	SLC26A10|65012	80.64699999999999
SLC26A11|284129	601.5228	SLC26A11|284129	365.9523
SLC26A1|10861	102.4577	SLC26A1|10861	47.7153
SLC26A2|1836	584.1794	SLC26A2|1836	1433.4816
lowly_expressed	lowly_expressed	SLC26A3|1811	23.4533
SLC26A4|5172	24.5347	SLC26A4|5172	97.0481
SLC26A5|375611	7.1912	SLC26A5|375611	22.6446
SLC26A6|65010	516.7386	SLC26A6|65010	148.8233
SLC26A7|115111	19.4585	SLC26A7|115111	15.7703
SLC27A1|376497	602.7919	SLC27A1|376497	1760.2103
SLC27A2|11001	802.0305	SLC27A2|11001	35.5843
SLC27A3|11000	488.1557	SLC27A3|11000	424.1812
SLC27A4|10999	487.7327	SLC27A4|10999	338.051
SLC27A5|10998	104.9577	SLC27A5|10998	132.7699
lowly_expressed	lowly_expressed	SLC27A6|28965	370.4003
lowly_expressed	lowly_expressed	SLC28A1|9154	6.0655
lowly_expressed	lowly_expressed	SLC28A3|64078	467.8528
SLC29A1|2030	2974.1963	SLC29A1|2030	2281.8439
SLC29A2|3177	180.7572	SLC29A2|3177	439.4258
SLC29A3|55315	498.731	SLC29A3|55315	273.3522
SLC29A4|222962	342.6396	SLC29A4|222962	99.07
SLC2A10|81031	1266.9205	SLC2A10|81031	756.9753
SLC2A11|66035	76.1421	SLC2A11|66035	241.0028
SLC2A12|154091	46.1083	SLC2A12|154091	373.6353
SLC2A13|114134	185.7022	SLC2A13|114134	145.5722
SLC2A14|144195	8.0372	SLC2A14|144195	8.0873
SLC2A1|6513	1809.2217	SLC2A1|6513	1068.3381
SLC2A3|6515	506.7682	SLC2A3|6515	246.66400000000002
SLC2A4RG|56731	1237.7327	SLC2A4RG|56731	740.8006
SLC2A4|6517	379.4416	SLC2A4|6517	165.3862
SLC2A5|6518	142.555	SLC2A5|6518	45.6935
SLC2A6|11182	140.4399	SLC2A6|11182	23.4533
SLC2A8|29988	444.1624	SLC2A8|29988	282.2483
SLC2A9|56606	61.7597	SLC2A9|56606	217.9539
SLC30A1|7779	1361.2521	SLC30A1|7779	254.3469
lowly_expressed	lowly_expressed	SLC30A2|7780	16.9834
SLC30A4|7782	118.8663	SLC30A4|7782	91.387
SLC30A5|64924	1426.3959	SLC30A5|64924	1354.2256
SLC30A6|55676	477.1574	SLC30A6|55676	279.0133
SLC30A7|148867	1475.0423	SLC30A7|148867	708.4513
SLC30A8|169026	5.4992	lowly_expressed	lowly_expressed
SLC30A9|10463	1622.2504	SLC30A9|10463	1532.9559
SLC31A1|1317	1225.4653	SLC31A1|1317	1217.9539
SLC31A2|1318	408.2064	SLC31A2|1318	581.48
SLC33A1|9197	692.0474	SLC33A1|9197	716.5386
SLC34A2|10568	82.9103	SLC34A2|10568	4513.5463
SLC35A1|10559	338.9086	SLC35A1|10559	887.687
SLC35A2|7355	1181.0491	SLC35A2|7355	517.9943
SLC35A3|23443	499.154	SLC35A3|23443	429.4379
SLC35A4|113829	1857.445	SLC35A4|113829	2573.3926
SLC35A5|55032	574.4501	SLC35A5|55032	733.9264
SLC35B1|10237	1415.8206	SLC35B1|10237	581.8844
SLC35B2|347734	1151.4382	SLC35B2|347734	1247.4727
SLC35B3|51000	543.9932	SLC35B3|51000	457.3393
SLC35B4|84912	472.9272	SLC35B4|84912	416.4982
SLC35C1|55343	549.4924	SLC35C1|55343	473.514
SLC35C2|51006	902.7073	SLC35C2|51006	1141.9329
SLC35D1|23169	997.8849	SLC35D1|23169	568.1359
SLC35D2|11046	259.7293	SLC35D2|11046	495.3498
SLC35E1|79939	2617.5973	SLC35E1|79939	2234.1286
SLC35E2|728661	1709.0609	SLC35E2|728661	3560.9705
SLC35E2|9906	51.5144	SLC35E2|9906	188.7262
SLC35E3|55508	250.0	SLC35E3|55508	307.7234
SLC35E4|339665	52.4704	SLC35E4|339665	48.5281
SLC35F1|222553	11.4213	SLC35F1|222553	18.6009
SLC35F2|54733	396.7851	SLC35F2|54733	180.3478
lowly_expressed	lowly_expressed	SLC35F3|148641	189.2438
SLC35F5|80255	1640.4399	SLC35F5|80255	745.2487
SLC36A1|206358	486.0406	SLC36A1|206358	327.9418
SLC36A4|120103	185.7022	SLC36A4|120103	122.5233
SLC37A1|54020	483.5025	SLC37A1|54020	363.1217
SLC37A2|219855	301.1844	SLC37A2|219855	142.3372
SLC37A3|84255	738.5787	SLC37A3|84255	1006.4699
SLC37A4|2542	334.6024	SLC37A4|2542	595.6328
SLC38A10|124565	4427.665	SLC38A10|124565	1507.4808
SLC38A11|151258	5.0761	SLC38A11|151258	6.0655
SLC38A1|81539	4331.2183	SLC38A1|81539	4511.5245
SLC38A2|54407	3681.0491	SLC38A2|54407	4905.7825
SLC38A3|10991	9.3063	SLC38A3|10991	59.442
SLC38A4|55089	42.3012	SLC38A4|55089	25.0708
SLC38A5|92745	68.5279	SLC38A5|92745	106.3486
SLC38A6|145389	191.6244	SLC38A6|145389	107.1573
SLC38A7|55238	233.5025	SLC38A7|55238	224.8281
SLC38A9|153129	227.1574	SLC38A9|153129	228.4674
SLC39A10|57181	1192.0474	SLC39A10|57181	598.059
SLC39A11|201266	1803.7225	SLC39A11|201266	832.592
SLC39A13|91252	663.2826	SLC39A13|91252	756.571
SLC39A14|23516	2039.7631	SLC39A14|23516	1099.07
SLC39A1|27173	4984.3486	SLC39A1|27173	2114.0315
SLC39A2|29986	5.0761	SLC39A2|29986	31.5406
SLC39A3|29985	463.19800000000004	SLC39A3|29985	257.5819
SLC39A4|55630	212.775	SLC39A4|55630	151.6377
SLC39A6|25800	57497.4619	SLC39A6|25800	12226.85
SLC39A7|7922	4174.2809	SLC39A7|7922	1685.8067
SLC39A8|64116	472.5042	SLC39A8|64116	1294.3793
SLC39A9|55334	3595.6007	SLC39A9|55334	2596.4416
lowly_expressed	lowly_expressed	SLC3A1|6519	9.1144
SLC3A2|6520	3442.4704	SLC3A2|6520	2039.2236
SLC40A1|30061	3484.7716	SLC40A1|30061	5006.8742
SLC41A1|254428	983.5025	SLC41A1|254428	857.6628
SLC41A2|84102	415.8206	SLC41A2|84102	199.7574
SLC41A3|54946	786.802	SLC41A3|54946	1494.5410000000002
SLC43A1|8501	299.9154	SLC43A1|8501	283.4614
SLC43A2|124935	627.3266	SLC43A2|124935	627.9822
SLC43A3|29015	954.7377	SLC43A3|29015	1759.0174
SLC44A1|23446	2039.3401	SLC44A1|23446	2850.3841
SLC44A2|57153	3131.1337	SLC44A2|57153	6002.4262
SLC44A3|126969	197.5465	SLC44A3|126969	413.2632
SLC44A4|80736	1736.8866	SLC44A4|80736	430.651
lowly_expressed	lowly_expressed	SLC44A5|204962	6.4699
SLC45A1|50651	62.6058	SLC45A1|50651	25.4751
SLC45A3|85414	187.8173	SLC45A3|85414	208.2491
SLC45A4|57210	333.7563	SLC45A4|57210	496.9672
SLC46A1|113235	1076.1464	SLC46A1|113235	1181.3951
SLC46A2|57864	5.9222	SLC46A2|57864	21.4315
SLC46A3|283537	666.2437	SLC46A3|283537	858.8759
SLC47A1|55244	370.5584	SLC47A1|55244	78.8516
SLC47A2|146802	5.4992	SLC47A2|146802	25.0708
SLC48A1|55652	769.8816	SLC48A1|55652	1011.3223
lowly_expressed	lowly_expressed	SLC4A10|57282	16.1747
SLC4A11|83959	175.1269	SLC4A11|83959	285.0789
SLC4A1AP|22950	550.7614	SLC4A1AP|22950	579.4581
SLC4A2|6522	2484.3232	SLC4A2|6522	1204.9211
SLC4A3|6508	48.6464	SLC4A3|6508	412.4545
SLC4A4|8671	125.6345	SLC4A4|8671	21.8358
SLC4A5|57835	160.9349	SLC4A5|57835	166.292
SLC4A7|9497	787.225	SLC4A7|9497	2441.5689
SLC4A8|9498	111.6751	SLC4A8|9498	179.1347
SLC5A10|125206	11.1717	lowly_expressed	lowly_expressed
SLC5A11|115584	24.1117	lowly_expressed	lowly_expressed
SLC5A1|6523	8.8832	SLC5A1|6523	1864.1326
SLC5A3|6526	1255.5964	SLC5A3|6526	800.0566
SLC5A4|6527	17.3435	SLC5A4|6527	7.683
SLC5A6|8884	1695.4484	SLC5A6|8884	2292.5273
SLC5A7|60482	17.3435	lowly_expressed	lowly_expressed
SLC5A9|200010	5.9222	SLC5A9|200010	19.0053
SLC6A10P|386757	5.9222	SLC6A10P|386757	34.3712
SLC6A11|6538	69.797	SLC6A11|6538	24.261999999999997
SLC6A12|6539	13.9594	SLC6A12|6539	13.7485
SLC6A14|11254	10.5753	SLC6A14|11254	1463.0004
lowly_expressed	lowly_expressed	SLC6A15|55117	14.1529
SLC6A16|28968	7.1912	SLC6A16|28968	40.4367
SLC6A17|388662	6.3452	SLC6A17|388662	13.7485
SLC6A1|6529	22.8426	SLC6A1|6529	15.366
SLC6A20|54716	19.8816	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A2|6530	27.9013
SLC6A6|6533	1343.4856	SLC6A6|6533	1080.0647
SLC6A8|6535	1015.2284	SLC6A8|6535	609.7857
SLC6A9|6536	282.2039	SLC6A9|6536	236.6033
SLC7A10|56301	162.0854	SLC7A10|56301	25.1638
SLC7A11|23657	511.4213	SLC7A11|23657	42.4586
lowly_expressed	lowly_expressed	SLC7A14|57709	5.6611
SLC7A1|6541	1005.0761	SLC7A1|6541	1277.8002
SLC7A2|6542	19590.1015	SLC7A2|6542	2450.0607
SLC7A3|84889	15.2284	SLC7A3|84889	143.14600000000002
lowly_expressed	lowly_expressed	SLC7A4|6545	30.3275
SLC7A5P2|387254	7.9188	lowly_expressed	lowly_expressed
SLC7A5|8140	781.7259	SLC7A5|8140	528.1035
SLC7A6OS|84138	158.4687	SLC7A6OS|84138	181.9693
SLC7A6|9057	1284.8477	SLC7A6|9057	979.3732
SLC7A7|9056	386.6328	SLC7A7|9056	243.8334
SLC7A8|23428	5316.4129	SLC7A8|23428	1441.1646
lowly_expressed	lowly_expressed	SLC7A9|11136	8.0873
SLC8A1|6546	253.8071	SLC8A1|6546	212.2928
lowly_expressed	lowly_expressed	SLC8A2|6543	5.2568
SLC8A3|6547	10.9983	SLC8A3|6547	16.9834
SLC9A1|6548	1527.4958	SLC9A1|6548	1865.7501
SLC9A2|6549	50.3384	SLC9A2|6549	48.5241
SLC9A3R1|9368	20144.6701	SLC9A3R1|9368	2605.742
SLC9A3R2|9351	1515.2284	SLC9A3R2|9351	1061.0594
SLC9A5|6553	19.4585	SLC9A5|6553	35.9887
SLC9A6|10479	278.7648	SLC9A6|10479	431.8641
SLC9A7|84679	330.3723	SLC9A7|84679	255.56
SLC9A8|23315	386.6328	SLC9A8|23315	746.4618
SLC9A9|285195	263.5364	SLC9A9|285195	211.8884
lowly_expressed	lowly_expressed	SLCO1A2|6579	222.4019
SLCO1C1|53919	16.4975	SLCO1C1|53919	5.2568
SLCO2A1|6578	1074.8731	SLCO2A1|6578	639.7089
SLCO2B1|11309	1260.5753	SLCO2B1|11309	801.4557
SLCO3A1|28232	423.4349	SLCO3A1|28232	642.9438
SLCO4A1|28231	91.3452	SLCO4A1|28231	27.0117
SLCO4C1|353189	8.0372	SLCO4C1|353189	13.7485
SLCO5A1|81796	12.2673	lowly_expressed	lowly_expressed
SLFN11|91607	1057.1066	SLFN11|91607	645.37
SLFN12L|342615	39.7631	SLFN12L|342615	19.4096
SLFN12|55106	179.78	SLFN12|55106	167.0036
SLFN13|146857	345.6007	SLFN13|146857	719.3692
SLFN5|162394	2005.0761	SLFN5|162394	1033.9668
lowly_expressed	lowly_expressed	SLFNL1|200172	8.4917
SLIT1|6585	7.6142	SLIT1|6585	29.9232
SLIT2|9353	716.5821	SLIT2|9353	639.7089
SLIT3|6586	2198.3926	SLIT3|6586	1923.1702
lowly_expressed	lowly_expressed	SLITRK1|114798	20.6227
SLITRK2|84631	20.7276	SLITRK2|84631	6.4699
SLITRK4|139065	95.1777	SLITRK4|139065	280.6308
lowly_expressed	lowly_expressed	SLITRK5|26050	41.6498
SLITRK6|84189	63.4518	SLITRK6|84189	347.7558
SLK|9748	2727.5804	SLK|9748	2287.1007
SLMAP|7871	1074.0271	SLMAP|7871	1556.4092
SLMO1|10650	33.8409	SLMO1|10650	45.6935
SLMO2|51012	1400.5922	SLMO2|51012	1134.6543
SLPI|6590	379.8646	SLPI|6590	4636.8783
SLTM|79811	2142.132	SLTM|79811	1989.4865
SLU7|10569	1006.3452	SLU7|10569	1528.5079
lowly_expressed	lowly_expressed	SLURP1|57152	6.8742
SMAD1|4086	936.5482	SMAD1|4086	1052.5677
SMAD2|4087	1974.6193	SMAD2|4087	2168.2167
SMAD3|4088	1369.7124	SMAD3|4088	1942.9842
SMAD4|4089	1575.9179	SMAD4|4089	2558.6575
SMAD5OS|9597	5.0761	lowly_expressed	lowly_expressed
SMAD5|4090	2024.1117	SMAD5|4090	2148.4027
SMAD6|4091	80.3723	SMAD6|4091	46.9066
SMAD7|4092	696.2775	SMAD7|4092	439.1427
SMAD9|4093	65.5668	SMAD9|4093	69.1468
SMAGP|57228	106.176	SMAGP|57228	375.2527
SMAP1|60682	649.0863	SMAP1|60682	682.8306
SMAP2|64744	1178.511	SMAP2|64744	910.2305
SMARCA1|6594	752.9611	SMARCA1|6594	1507.8852
SMARCA2|6595	2708.1218	SMARCA2|6595	5821.6741
SMARCA4|6597	3154.8223	SMARCA4|6597	2462.596
SMARCA5|8467	2442.0474	SMARCA5|8467	2230.8937
SMARCAD1|56916	1068.1049	SMARCAD1|56916	1049.7372
SMARCAL1|50485	564.7208	SMARCAL1|50485	612.6163
SMARCB1|6598	934.0102	SMARCB1|6598	1168.2167
SMARCC1|6599	3134.0948	SMARCC1|6599	3996.7651
SMARCC2|6601	3039.7631	SMARCC2|6601	4214.719
SMARCD1|6602	1281.7259	SMARCD1|6602	1724.2216
SMARCD2|6603	4248.731	SMARCD2|6603	3294.7837
SMARCD3|6604	276.6497	SMARCD3|6604	831.7833
SMARCE1|6605	3106.176	SMARCE1|6605	2726.6478
SMC1A|8243	3779.6108	SMC1A|8243	2583.0975
SMC2|10592	599.8308	SMC2|10592	584.3106
SMC3|9126	1865.4822	SMC3|9126	2063.4856
SMC4|10051	1730.5415	SMC4|10051	759.8059
SMC5|23137	724.6193	SMC5|23137	1287.9094
SMC6|79677	778.7648	SMC6|79677	555.1961
SMCHD1|23347	1580.3723	SMCHD1|23347	1619.0861
SMCR7L|54471	857.868	SMCR7L|54471	1331.1767
SMCR7|125170	207.6988	SMCR7|125170	338.051
SMCR8|140775	1271.2014	SMCR8|140775	1709.3975
SMEK1|55671	1566.4129	SMEK1|55671	1753.7404
SMEK2|57223	2190.7783	SMEK2|57223	2191.2657
SMG1|23049	5399.3232	SMG1|23049	3998.3825
SMG5|23381	3062.6058	SMG5|23381	2093.8132
SMG6|23293	1148.4772	SMG6|23293	1560.4529
SMG7|9887	3220.8122	SMG7|9887	2405.5803
SMN2|6607	853.5787	SMN2|6607	1186.0089
SMNDC1|10285	611.2521	SMNDC1|10285	513.9507
SMOC1|64093	102.7919	SMOC1|64093	273.3522
SMOC2|64094	1881.1337	SMOC2|64094	2241.0028
SMOX|54498	126.0575	SMOX|54498	135.463
SMO|6608	428.51099999999997	SMO|6608	824.1003
SMPD1|6609	584.6024	SMPD1|6609	579.0538
SMPD2|6610	182.3181	SMPD2|6610	181.5609
SMPD3|55512	87.5635	SMPD3|55512	165.7905
SMPD4|55627	1739.4247	SMPD4|55627	1793.3684
SMPDL3A|10924	174.7039	SMPDL3A|10924	314.1933
SMPDL3B|27293	200.5076	SMPDL3B|27293	226.85
SMS|6611	1252.9611	SMS|6611	1055.3983
lowly_expressed	lowly_expressed	SMTNL2|342527	9.3004
SMTN|6525	650.1692	SMTN|6525	1005.2568
SMU1|55234	1121.4044	SMU1|55234	1660.7359
SMUG1|23583	573.181	SMUG1|23583	461.3829
