gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
SRMS|6725	25.3747	lowly_expressed	lowly_expressed
SRM|6723	274.23	SRM|6723	599.2909999999999
SRP14|6727	3330.5029	SRP14|6727	3282.9342
SRP19|6728	621.0437	SRP19|6728	506.0378
SRP54|6729	2583.9371	SRP54|6729	885.7701
SRP68|6730	2777.1515	SRP68|6730	2066.4111
SRP72|6731	3929.7121	SRP72|6731	2415.6839999999997
SRP9|6726	11847.5288	SRP9|6726	2821.9634
SRPK1|6732	2366.8766	SRPK1|6732	719.0914
SRPK2|6733	1427.7078	SRPK2|6733	1157.2018
SRPK3|26576	8.4073	SRPK3|26576	14.9432
SRPRB|58477	1319.789	SRPRB|58477	671.0555
SRPR|6734	3117.4167	SRPR|6734	3278.3043
SRPX2|27286	919.2971	SRPX2|27286	272.8785
SRPX|8406	810.7668	SRPX|8406	3125.5154
SRRD|402055	354.0226	SRRD|402055	245.0987
SRRM1|10250	1755.1328	SRRM1|10250	2521.8838
SRRM2|23524	9118.6778	SRRM2|23524	19734.6452
SRRM3|222183	33.0177	SRRM3|222183	78.1307
SRRM5|100170229	13.5372	SRRM5|100170229	17.1164
SRRT|51593	705.5995	SRRT|51593	1207.2633
SRR|63826	473.1124	SRR|63826	343.8298
SRXN1|140809	1562.8356	SRXN1|140809	571.2219
SS18L1|26039	801.5952	SS18L1|26039	491.9337
SS18L2|51188	355.5512	SS18L2|51188	202.8503
SS18|6760	2263.5435	SS18|6760	1821.8911
SSBP1|6742	1166.6237	SSBP1|6742	739.6368
SSBP2|23635	383.3716	SSBP2|23635	700.8609
SSBP3|23648	499.2391	SSBP3|23648	809.3757
SSBP4|170463	205.7489	SSBP4|170463	301.5264
SSB|6741	3049.969	SSB|6741	2159.2939
SSC5D|284297	1176.7125	SSC5D|284297	579.6137
SSFA2|6744	2339.9733	SSFA2|6744	3794.8347
SSH1|54434	1056.2592	SSH1|54434	1337.7704
SSH2|85464	440.8468	SSH2|85464	910.0774
SSH3|54961	710.4910000000001	SSH3|54961	859.7265
SSNA1|8636	281.5672	SSNA1|8636	430.8761
SSPN|8082	1319.1775	SSPN|8082	2329.1615
lowly_expressed	lowly_expressed	SSPO|23145	71.1857
SSR1|6745	6386.1644	SSR1|6745	3371.1929
SSR2|6746	4697.984	SSR2|6746	3291.3261
SSR3|6747	6056.5993	SSR3|6747	3312.1609
SSR4|6748	1717.8351	SSR4|6748	1523.8371
SSRP1|6749	2459.2037	SSRP1|6749	2816.4653
SSSCA1|10534	173.9541	SSSCA1|10534	189.2498
SSTR1|6751	50.1379	SSTR1|6751	73.7901
SSTR2|6752	258.0268	SSTR2|6752	44.273999999999994
SSU72|29101	1078.5767	SSU72|29101	2123.7069
SSX2IP|117178	1902.1837	SSX2IP|117178	185.7773
ST13|6767	6854.8316	ST13|6767	7394.6321
ST14|6768	937.3345	ST14|6768	1097.0122
ST18|9705	8.5601	lowly_expressed	lowly_expressed
ST20|400410	48.0927	ST20|400410	39.0364
ST3GAL1|6482	1990.2307	ST3GAL1|6482	1815.8142
ST3GAL2|6483	225.0092	ST3GAL2|6483	624.4665
ST3GAL3|6487	59.0038	ST3GAL3|6487	362.0054
ST3GAL4|6484	334.4566	ST3GAL4|6484	338.5662
ST3GAL5|8869	236.0151	ST3GAL5|8869	543.7315
ST3GAL6|10402	180.0685	ST3GAL6|10402	422.1949
ST5|6764	795.4809	ST5|6764	1994.6466
ST6GAL1|6480	1284.937	ST6GAL1|6480	1785.4301
ST6GAL2|84620	997.5611	ST6GAL2|84620	78.9988
ST6GALNAC1|55808	491.5962	ST6GALNAC1|55808	63.0833
ST6GALNAC2|10610	1504.1375	ST6GALNAC2|10610	537.3653
ST6GALNAC3|256435	119.8419	ST6GALNAC3|256435	340.01300000000003
ST6GALNAC4|27090	277.8986	ST6GALNAC4|27090	244.2306
ST6GALNAC5|81849	40.9663	ST6GALNAC5|81849	163.4956
ST6GALNAC6|30815	452.1584	ST6GALNAC6|30815	3014.1069
ST7L|54879	327.1193	ST7L|54879	353.0348
ST7OT1|93653	17.7653	ST7OT1|93653	83.7011
ST7|7982	668.5708	ST7|7982	554.6292
ST8SIA1|6489	43.7178	ST8SIA1|6489	196.4841
lowly_expressed	lowly_expressed	ST8SIA2|8128	77.8413
ST8SIA4|7903	460.4128	ST8SIA4|7903	392.3895
ST8SIA6|338596	15.286	ST8SIA6|338596	72.9219
STAB1|23166	575.3632	STAB1|23166	1758.5184
STAB2|55576	11.0059	STAB2|55576	188.3817
lowly_expressed	lowly_expressed	STAC2|342667	2727.6279
STAC3|246329	9.1716	STAC3|246329	21.0085
STAC|6769	29.0433	STAC|6769	142.9502
STAG1|10274	913.2469	STAG1|10274	1324.6502
STAG2|10735	3553.3720000000003	STAG2|10735	3843.4493
lowly_expressed	lowly_expressed	STAG3L1|54441	155.6826
STAG3L2|442582	7.9487	STAG3L2|442582	79.8669
STAG3L3|442578	47.1969	STAG3L3|442578	173.7626
STAG3L4|64940	62.3667	STAG3L4|64940	146.1333
STAG3|10734	9.2755	STAG3|10734	14.6596
STAM2|10254	2435.6633	STAM2|10254	1104.2465
STAMBPL1|57559	78.8755	STAMBPL1|57559	195.3266
STAMBP|10617	830.3328	STAMBP|10617	638.3564
STAM|8027	1025.3816	STAM|8027	597.5548
lowly_expressed	lowly_expressed	STAP1|26228	5.2087
STAP2|55620	265.6698	STAP2|55620	196.4841
STARD10|10809	2684.2129	STARD10|10809	562.2513
STARD13|90627	959.0405	STARD13|90627	1349.0559
STARD3NL|83930	655.1558	STARD3NL|83930	572.9581
STARD3|10948	4957.2337	STARD3|10948	653.6931
STARD4|134429	62.9781	STARD4|134429	47.4571
STARD5|80765	109.4474	STARD5|80765	96.3611
STARD7|56910	5820.7493	STARD7|56910	2809.0169
STARD8|9754	165.394	STARD8|9754	538.8121
lowly_expressed	lowly_expressed	STAR|6770	11.8643
STAT1|6772	6641.134	STAT1|6772	3414.5989
STAT2|6773	1874.3632	STAT2|6773	2546.1911
STAT3|6774	6007.99	STAT3|6774	6009.1152
STAT4|6775	27.8204	STAT4|6775	117.7747
STAT5A|6776	482.7303	STAT5A|6776	5249.8011
STAT5B|6777	1049.2276	STAT5B|6777	4758.7354
STAT6|6778	1708.9693	STAT6|6778	3803.8053
STAU1|6780	4961.5138	STAU1|6780	2736.0197
STAU2|27067	1637.1253	STAU2|27067	936.6997
STBD1|8987	701.46	STBD1|8987	4459.3214
STC1|6781	385.8174	STC1|6781	1042.0314
STC2|8614	250.6896	STC2|8614	4300.369000000001
STEAP1|26872	675.6389999999999	STEAP1|26872	549.5189
STEAP2|261729	671.0532	STEAP2|261729	1171.6704
STEAP3|55240	431.6752	STEAP3|55240	898.2131
STEAP4|79689	1214.0102	STEAP4|79689	2718.0786
STIL|6491	413.3321	STIL|6491	62.7939
STIM1|6786	1542.3524	STIM1|6786	2096.7952
STIM2|57620	850.5103	STIM2|57620	792.3027
STIP1|10963	3031.5097	STIP1|10963	1462.2007
STK10|6793	369.6143	STK10|6793	782.7534
STK11IP|114790	181.9028	STK11IP|114790	289.9515
STK11|6794	248.2438	STK11|6794	769.7316
STK16|8576	591.872	STK16|8576	520.2923
STK17A|9263	994.8097	STK17A|9263	581.0606
STK17B|9262	2268.1293	STK17B|9262	1230.1237
STK19|8859	724.2147	STK19|8859	250.1367
STK24|8428	2398.3656	STK24|8428	3016.4219
STK25|10494	596.4578	STK25|10494	1550.17
lowly_expressed	lowly_expressed	STK32A|202374	16.2049
STK32B|55351	58.0866	STK32B|55351	175.6493
STK32C|282974	11.923	STK32C|282974	69.4495
STK35|140901	1078.2709	STK35|140901	1121.3195
STK36|27148	890.2538	STK36|27148	521.7391
STK38L|23012	2889.9618	STK38L|23012	1059.1044
STK38|11329	3344.8717	STK38|11329	1219.4169
STK39|27347	1919.3039	STK39|27347	955.7983
STK3|6788	901.5654	STK3|6788	590.3205
STK40|83931	664.0217	STK40|83931	1803.3712
STK4|6789	1544.1867	STK4|6789	1008.1748
lowly_expressed	lowly_expressed	STL|7955	11.0367
STMN1|3925	3142.4857	STMN1|3925	888.3744
STMN2|11075	202.9974	STMN2|11075	14.4686
STMN3|50861	393.4604	STMN3|50861	501.7724
STOML1|9399	58.698	STOML1|9399	227.447
STOML2|30968	833.39	STOML2|30968	1254.431
STOM|2040	15043.2096	STOM|2040	10615.93
STON1|11037	768.5776	STON1|11037	1444.0368
STON2|85439	390.4032	STON2|85439	275.7723
STOX1|219736	298.6875	STOX1|219736	890.1107
STOX2|56977	7.0315	STOX2|56977	98.0974
STRA13|201254	231.4293	STRA13|201254	209.7953
STRA6|64220	69.0925	STRA6|64220	21.1242
STRADA|92335	688.7849	STRADA|92335	513.3473
STRADB|55437	470.5016	STRADB|55437	714.172
STRAP|11171	3503.2341	STRAP|11171	2061.4917
STRBP|55342	1712.3322	STRBP|55342	438.3998
STRC|161497	14.3688	STRC|161497	19.387999999999998
STRN3|29966	1130.2432	STRN3|29966	874.4846
STRN4|29888	821.1613	STRN4|29888	1470.8819
STRN|6801	435.6496	STRN|6801	653.1144
STS|412	4578.4479	STS|412	1305.9394
STT3A|3703	3758.5095	STT3A|3703	2550.8211
STT3B|201595	3044.0442	STT3B|201595	1761.7015
STUB1|10273	480.8196	STUB1|10273	1114.5337
STX10|8677	35.4634	STX10|8677	215.00400000000002
STX11|8676	196.88299999999998	STX11|8676	1127.3964
STX12|23673	1878.6433	STX12|23673	2513.492
STX16|8675	2200.2597	STX16|8675	1885.8424
STX17|55014	1047.0876	STX17|55014	1159.2274
STX18|53407	401.4091	STX18|53407	441.5829
STX19|415117	13.7574	STX19|415117	23.1498
STX1A|6804	56.8484	STX1A|6804	39.8843
STX1B|112755	25.069000000000003	STX1B|112755	70.0282
STX2|2054	358.9141	STX2|2054	365.7672
STX3|6809	1322.2347	STX3|6809	548.9402
STX4|6810	230.8179	STX4|6810	539.1015
STX5|6811	886.5851	STX5|6811	875.3527
STX6|10228	1467.8762	STX6|10228	886.9855
STX7|8417	2129.0272	STX7|8417	2108.0807
STX8|9482	236.3208	STX8|9482	313.9695
STXBP1|6812	819.9384	STXBP1|6812	2053.3893
STXBP2|6813	682.9763	STXBP2|6813	463.5752
STXBP3|6814	1352.8066	STXBP3|6814	867.5396
STXBP4|252983	593.0949	STXBP4|252983	128.1921
STXBP5|134957	419.74300000000005	STXBP5|134957	657.3624
STXBP6|29091	12.2288	STXBP6|29091	68.292
STYK1|55359	135.4335	STYK1|55359	40.2228
STYXL1|51657	688.7849	STYXL1|51657	296.0284
STYX|6815	1186.4955	STYX|6815	681.4729
SUB1|10923	4166.6444	SUB1|10923	3291.6154
SUCLA2|8803	1625.8718	SUCLA2|8803	1843.3625
SUCLG1|8802	1251.6136	SUCLG1|8802	2852.9263
SUCLG2|8801	1825.7539	SUCLG2|8801	1838.3853
SUCNR1|56670	14.3688	SUCNR1|56670	19.9667
SUDS3|64426	2125.97	SUDS3|64426	1075.888
SUFU|51684	401.1033	SUFU|51684	733.8494
SUGT1L1|283507	19.2297	SUGT1L1|283507	54.3037
lowly_expressed	lowly_expressed	SUGT1P1|441394	8.3918
SUGT1|10910	829.4157	SUGT1|10910	490.4869
SULF1|23213	14345.8645	SULF1|23213	1427.7653
SULF2|55959	3612.0701	SULF2|55959	2415.9734
SULT1A1|6817	125.9562	SULT1A1|6817	295.1602
lowly_expressed	lowly_expressed	SULT1A2|6799	22.8604
SULT1A3|6818	360.5375	SULT1A3|6818	726.6527
SULT1C4|27233	18.6489	SULT1C4|27233	99.2549
lowly_expressed	lowly_expressed	SULT1E1|6783	6.9449
SULT2B1|6820	190.7687	SULT2B1|6820	97.80799999999999
lowly_expressed	lowly_expressed	SULT4A1|25830	5.4981
SUMF1|285362	1553.664	SUMF1|285362	904.5793
SUMF2|25870	1996.3451	SUMF2|25870	2219.1999
SUMO1P3|474338	238.4608	SUMO1P3|474338	125.2984
SUMO1|7341	3633.1647	SUMO1|7341	1438.7615
SUMO2|6613	4650.2918	SUMO2|6613	2321.6378
SUMO3|6612	2305.7328	SUMO3|6612	1542.9357
SUN1|23353	1834.3141	SUN1|23353	3674.4556
SUN2|25777	955.6776	SUN2|25777	6663.9659
SUOX|6821	588.8148	SUOX|6821	1043.7676
SUPT16H|11198	4540.8444	SUPT16H|11198	3123.2005
SUPT3H|8464	205.7489	SUPT3H|8464	122.4047
SUPT4H1|6827	5175.1533	SUPT4H1|6827	979.1709
SUPT5H|6829	1115.2629	SUPT5H|6829	2967.8073
SUPT6H|6830	7048.6575	SUPT6H|6830	3625.841
SUPT7L|9913	1117.0973	SUPT7L|9913	1080.8074
SUPV3L1|6832	635.5898	SUPV3L1|6832	592.6355
SURF1|6834	932.1373	SURF1|6834	739.0581
SURF2|6835	34.852	SURF2|6835	143.8183
SURF4|6836	6416.1248	SURF4|6836	5685.5965
SURF6|6838	152.8595	SURF6|6838	505.2449
SUSD1|64420	432.8981	SUSD1|64420	277.5085
SUSD2|56241	332.3166	SUSD2|56241	320.3357
SUSD3|203328	300.8275	SUSD3|203328	78.1307
SUSD4|55061	361.6656	SUSD4|55061	124.7197
SUSD5|26032	217.9777	SUSD5|26032	63.0833
SUV39H1|6839	199.0231	SUV39H1|6839	251.1756
SUV39H2|79723	327.4251	SUV39H2|79723	109.6723
SUV420H1|51111	1203.9215	SUV420H1|51111	1385.8063
SUV420H2|84787	55.9466	SUV420H2|84787	107.3573
SUZ12P|440423	108.2245	SUZ12P|440423	108.8042
SUZ12|23512	1180.6868	SUZ12|23512	977.5013
SV2A|9900	28.4319	SV2A|9900	137.1627
SV2B|9899	50.4436	SV2B|9899	344.0642
SVEP1|79987	744.7223	SVEP1|79987	6815.6811
SVIL|6840	1510.2274	SVIL|6840	4495.0705
SVIP|258010	390.4032	SVIP|258010	221.0808
SVOPL|136306	11.0059	lowly_expressed	lowly_expressed
SWAP70|23075	3590.0583	SWAP70|23075	2606.3807
SYAP1|94056	1642.934	SYAP1|94056	1035.9546
SYBU|55638	805.5696	SYBU|55638	812.7439999999999
lowly_expressed	lowly_expressed	SYCE1|93426	102.4524
SYCE2|256126	38.5206	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SYCP2L|221711	5.2087
SYCP2|10388	1979.8363	SYCP2|10388	228.3151
SYDE1|85360	204.2203	SYDE1|85360	482.6738
SYDE2|84144	699.7908	SYDE2|84144	200.8247
SYF2|25949	869.4649	SYF2|25949	1244.5923
SYK|6850	755.4317	SYK|6850	389.4958
SYMPK|8189	1100.8942	SYMPK|8189	1503.0022
SYN1|6853	19.2603	SYN1|6853	12.1537
SYN2|6854	19.566	SYN2|6854	328.4381
SYN3|8224	10.7002	SYN3|8224	13.0218
SYNCRIP|10492	4426.1998	SYNCRIP|10492	4219.3446
SYNC|81493	227.8371	SYNC|81493	309.1138
SYNE1|23345	709.5738	SYNE1|23345	3638.8628
SYNE2|23224	2755.1397	SYNE2|23224	6467.1924
SYNGAP1|8831	162.6425	SYNGAP1|8831	501.483
SYNGR1|9145	133.8835	SYNGR1|9145	698.7166
SYNGR2|9144	5118.6534	SYNGR2|9144	1802.2137
SYNGR3|9143	22.0118	lowly_expressed	lowly_expressed
SYNGR4|23546	9.1716	lowly_expressed	lowly_expressed
SYNJ1|8867	520.3338	SYNJ1|8867	499.4574
SYNJ2BP|55333	2568.0397	SYNJ2BP|55333	1495.1892
SYNJ2|8871	541.4284	SYNJ2|8871	616.9428
SYNM|23336	702.2366	SYNM|23336	15591.4056
lowly_expressed	lowly_expressed	SYNPO2L|79933	5.2087
SYNPO2|171024	833.6957	SYNPO2|171024	4105.0423
SYNPO|11346	1308.7831	SYNPO|11346	6125.7325
SYNRG|11276	791.5065	SYNRG|11276	1593.5759
SYPL1|6856	5756.3832	SYPL1|6856	3098.3144
SYPL2|284612	36.992	SYPL2|284612	63.662
SYP|6855	39.132	SYP|6855	41.9591
SYS1-DBNDD2|767557	21.3086	SYS1-DBNDD2|767557	11.8353
SYS1|90196	1188.8862	SYS1|90196	962.2774
SYT11|23208	528.2824	SYT11|23208	452.8684
SYT12|91683	152.2481	SYT12|91683	378.4996
lowly_expressed	lowly_expressed	SYT13|57586	10.128
SYT15|83849	39.4378	SYT15|83849	272.5892
SYT17|51760	345.7682	SYT17|51760	251.7543
SYT1|6857	20.7889	SYT1|6857	77.5519
lowly_expressed	lowly_expressed	SYT2|127833	38.4866
SYT6|148281	5.1972	lowly_expressed	lowly_expressed
SYT7|9066	903.7054	SYT7|9066	718.5126
lowly_expressed	lowly_expressed	SYT8|90019	65.1089
SYT9|143425	254.0525	SYT9|143425	24.8861
SYTL1|84958	110.976	SYTL1|84958	263.6186
SYTL2|54843	1568.95	SYTL2|54843	778.9915
SYTL3|94120	113.7275	SYTL3|94120	189.8285
SYTL4|94121	784.7807	SYTL4|94121	559.9363
SYTL5|94122	295.0188	SYTL5|94122	95.2036
SYVN1|84447	1820.8624	SYVN1|84447	1708.1675
TAB1|10454	283.4229	TAB1|10454	689.9834
TAB2|23118	2922.368	TAB2|23118	3075.454
TAB3|257397	1841.3456	TAB3|257397	938.1466
TAC1|6863	27.8204	TAC1|6863	5.7875
TACC1|6867	7353.1536	TACC1|6867	9228.0981
TACC2|10579	380.0087	TACC2|10579	1217.6807
TACC3|10460	341.4881	TACC3|10460	154.5251
TACO1|51204	257.1097	TACO1|51204	314.8376
TACR1|6869	50.1379	TACR1|6869	536.4971
TACR2|6865	26.5976	TACR2|6865	19.387999999999998
TACSTD2|4070	7974.9861	TACSTD2|4070	5044.3464
TADA1|117143	478.756	TADA1|117143	246.2562
TADA2A|6871	122.5933	TADA2A|6871	222.817
TADA2B|93624	667.3846	TADA2B|93624	991.9699
TADA3|10474	919.2359	TADA3|10474	1421.2834
TAF10|6881	1039.7503	TAF10|6881	417.5649
TAF11|6882	1196.2785	TAF11|6882	519.4241
TAF12|6883	412.4149	TAF12|6883	372.1334
TAF13|6884	301.7447	TAF13|6884	167.8362
TAF15|8148	638.9527	TAF15|8148	1850.8283
TAF1A|9015	109.4474	TAF1A|9015	90.8631
TAF1B|9014	587.2862	TAF1B|9014	226.8683
TAF1C|9013	203.9146	TAF1C|9013	774.9403
TAF1D|79101	366.5265	TAF1D|79101	507.719
TAF1L|138474	29.0433	TAF1L|138474	50.9296
TAF1|6872	1209.7301	TAF1|6872	1869.9269
TAF2|6873	1796.0992	TAF2|6873	737.0325
TAF3|83860	184.0428	TAF3|83860	346.0899
TAF4B|6875	110.6703	TAF4B|6875	226.2895
TAF4|6874	892.0881	TAF4|6874	421.0374
TAF5L|27097	528.8939	TAF5L|27097	611.7341
TAF5|6877	127.1791	TAF5|6877	129.3496
TAF6L|10629	90.7985	TAF6L|10629	209.5059
TAF6|6878	783.5578	TAF6|6878	881.1401
TAF7|6879	2256.512	TAF7|6879	2965.7817
TAF8|129685	409.6635	TAF8|129685	627.6496
TAF9B|51616	1587.5988	TAF9B|51616	865.8034
TAF9|6880	1437.4908	TAF9|6880	1026.984
TAGAP|117289	115.5618	TAGAP|117289	250.0181
TAGLN2|8407	10368.7659	TAGLN2|8407	6036.3163
TAGLN|6876	5243.9982	TAGLN|6876	15018.844
TAL1|6886	72.7611	TAL1|6886	268.8273
TALDO1|6888	4011.9506	TALDO1|6888	3468.7116
TANC1|85461	1215.5388	TANC1|85461	1519.4965
TANC2|26115	3601.9814	TANC2|26115	1184.4028
TANK|10010	1224.4046	TANK|10010	1377.7038
TAOK1|57551	1653.9398	TAOK1|57551	1026.4053
TAOK2|9344	667.9960000000001	TAOK2|9344	1576.2136
TAOK3|51347	1230.2133	TAOK3|51347	1039.1377
TAP1|6890	901.2596	TAP1|6890	1352.239
TAP2|6891	416.3893	TAP2|6891	1219.631
TAPBPL|55080	212.7804	TAPBPL|55080	493.4066
TAPBP|6892	4707.1556	TAPBP|6892	2956.5217
TAPT1|202018	914.4056	TAPT1|202018	979.8162
TARBP1|6894	955.3719	TARBP1|6894	518.8454
TARBP2|6895	190.1572	TARBP2|6895	226.2895
TARDBP|23435	2974.6459999999997	TARDBP|23435	3080.3733
lowly_expressed	lowly_expressed	TARP|445347	7.2343
TARS2|80222	419.4465	TARS2|80222	450.8428
TARSL2|123283	254.0525	TARSL2|123283	434.9273
TARS|6897	2703.7789	TARS|6897	1309.4118
lowly_expressed	lowly_expressed	TAS1R1|80835	5.4981
lowly_expressed	lowly_expressed	TAS1R3|83756	5.7875
TAS2R14|50840	6.0655	TAS2R14|50840	9.7895
TAS2R20|259295	16.5088	TAS2R20|259295	19.6773
lowly_expressed	lowly_expressed	TAS2R4|50832	5.7875
lowly_expressed	lowly_expressed	TAS2R5|54429	9.8387
TASP1|55617	235.0979	TASP1|55617	206.3228
TATDN1|83940	626.724	TATDN1|83940	401.6494
TATDN2|9797	1077.3538	TATDN2|9797	1222.3106
TATDN3|128387	459.19	TATDN3|128387	429.4292
lowly_expressed	lowly_expressed	TAT|6898	599.2909999999999
TAX1BP1|8887	5716.9455	TAX1BP1|8887	3265.2825
TAX1BP3|30851	1831.1957	TAX1BP3|30851	1166.0247
TAZ|6901	140.0193	TAZ|6901	295.4496
TBC1D10A|83874	250.0812	TBC1D10A|83874	458.3839
TBC1D10B|26000	1079.1881	TBC1D10B|26000	971.1351
TBC1D10C|374403	6.7258	TBC1D10C|374403	30.9629
TBC1D12|23232	457.3556	TBC1D12|23232	432.3229
TBC1D13|54662	723.0255	TBC1D13|54662	1444.5489
TBC1D14|57533	959.6519999999999	TBC1D14|57533	2018.6645
TBC1D15|64786	1457.3625	TBC1D15|64786	1540.6207
TBC1D16|125058	180.9857	TBC1D16|125058	1094.4079
TBC1D17|79735	444.4023	TBC1D17|79735	1398.9988
TBC1D19|55296	130.2363	TBC1D19|55296	128.4815
TBC1D1|23216	1406.6132	TBC1D1|23216	1315.7781
TBC1D20|128637	1424.6506	TBC1D20|128637	1746.0754
TBC1D22A|25771	213.0861	TBC1D22A|25771	363.7416
TBC1D22B|55633	380.611	TBC1D22B|55633	324.6502
TBC1D23|55773	1511.7805	TBC1D23|55773	1075.888
TBC1D24|57465	190.7687	TBC1D24|57465	524.2885
TBC1D25|4943	295.3246	TBC1D25|4943	606.5254
TBC1D2B|23102	982.8866	TBC1D2B|23102	3430.8037
TBC1D2|55357	410.5806	TBC1D2|55357	255.2268
TBC1D3B|414059	26.5976	TBC1D3B|414059	64.5301
TBC1D3C|414060	9.1716	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TBC1D3G|654341	19.7208
TBC1D3H|729877	5.8087	TBC1D3H|729877	5.4981
TBC1D3|729873	138.8453	TBC1D3|729873	218.6848
TBC1D4|9882	1485.1829	TBC1D4|9882	2238.8772
TBC1D5|9779	1243.6649	TBC1D5|9779	2232.511
TBC1D7|51256	515.748	TBC1D7|51256	153.3676
TBC1D8B|54885	501.9906	TBC1D8B|54885	306.4458
TBC1D8|11138	863.9619	TBC1D8|11138	816.0313
TBC1D9B|23061	2011.6311	TBC1D9B|23061	4714.1720000000005
TBC1D9|23158	4182.5418	TBC1D9|23158	4276.6404
TBCA|6902	1056.2592	TBCA|6902	951.7471
TBCB|1155	396.0559	TBCB|1155	521.6263
TBCCD1|55171	389.486	TBCCD1|55171	266.5123
TBCC|6903	597.6807	TBCC|6903	310.7864
TBCD|6904	1286.6643	TBCD|6904	1322.9053
TBCEL|219899	536.8426	TBCEL|219899	458.6559
TBCE|6905	745.0433	TBCE|6905	274.0129
TBCK|93627	1058.0935	TBCK|93627	748.2659
TBK1|29110	1086.5254	TBK1|29110	631.9902
TBKBP1|9755	611.438	TBKBP1|9755	372.1334
TBL1XR1|79718	5644.4901	TBL1XR1|79718	3066.4834
TBL1X|6907	745.0372	TBL1X|6907	1145.6269
TBL2|26608	783.2521	TBL2|26608	574.9837
TBL3|10607	330.1765	TBL3|10607	603.6316
TBPL1|9519	365.3342	TBPL1|9519	250.5968
TBP|6908	215.8376	TBP|6908	290.2409
TBRG1|84897	610.2151	TBRG1|84897	1029.0096
TBRG4|9238	460.4128	TBRG4|9238	645.8801
TBX10|347853	286.153	lowly_expressed	lowly_expressed
TBX15|6913	353.7169	TBX15|6913	1263.4016
TBX18|9096	218.8948	TBX18|9096	336.2512
TBX19|9095	36.0748	TBX19|9095	83.05
TBX1|6899	13.1459	TBX1|6899	59.3214
lowly_expressed	lowly_expressed	TBX21|30009	10.128
TBX2|6909	145.828	TBX2|6909	234.9707
TBX3|6926	736.1714	TBX3|6926	1594.444
lowly_expressed	lowly_expressed	TBX4|9496	8.1024
TBX5|6910	136.9621	TBX5|6910	181.7261
TBX6|6911	30.2662	TBX6|6911	34.4354
TBXA2R|6915	36.0748	TBXA2R|6915	73.7901
TBXAS1|6916	173.9541	TBXAS1|6916	173.6237
TC2N|123036	6634.4082	TC2N|123036	1727.2662
TCEA1|6917	3194.1522	TCEA1|6917	1442.8127
TCEA2|6919	128.0963	TCEA2|6919	318.0207
TCEA3|6920	192.60299999999998	TCEA3|6920	589.7417
TCEAL1|9338	820.8555	TCEAL1|9338	441.8722
lowly_expressed	lowly_expressed	TCEAL2|140597	42.8272
TCEAL3|85012	408.1349	TCEAL3|85012	416.1181
TCEAL4|79921	2141.8674	TCEAL4|79921	2046.4443
lowly_expressed	lowly_expressed	TCEAL5|340543	54.9808
TCEAL6|158931	9.1716	TCEAL6|158931	18.2305
TCEAL7|56849	54.418	TCEAL7|56849	153.3676
TCEAL8|90843	1536.5437	TCEAL8|90843	860.0159
TCEANC|170082	64.5067	TCEANC|170082	76.9732
TCEB1|6921	1047.6989999999998	TCEB1|6921	406.2794
TCEB2|6923	748.0944	TCEB2|6923	782.4639999999999
TCEB3|6924	1247.5445	TCEB3|6924	2159.0509
TCERG1|10915	792.7294	TCERG1|10915	882.8764
TCF12|6938	2082.5579	TCF12|6938	2154.091
lowly_expressed	lowly_expressed	TCF15|6939	40.2228
TCF19|6941	562.523	TCF19|6941	316.2845
TCF20|6942	711.7139	TCF20|6942	1336.0341
TCF21|6943	5.1972	lowly_expressed	lowly_expressed
TCF25|22980	728.8341	TCF25|22980	2252.4778
TCF3|6929	928.7743	TCF3|6929	770.8891
TCF4|6925	3286.1736	TCF4|6925	4067.4239
TCF7L1|83439	810.4611	TCF7L1|83439	1301.02
TCF7L2|6934	1043.1133	TCF7L2|6934	1633.7987
TCF7|6932	115.2561	TCF7|6932	626.4921
TCFL5|10732	442.9868	TCFL5|10732	306.4458
TCHH|7062	8.8659	TCHH|7062	12.1537
TCHP|84260	235.7094	TCHP|84260	288.2413
TCIRG1|10312	501.9906	TCIRG1|10312	608.5509999999999
TCL1B|9623	28.4319	lowly_expressed	lowly_expressed
TCN1|6947	8.2544	TCN1|6947	724.5895
TCN2|6948	338.7367	TCN2|6948	1254.431
TCOF1|6949	233.5693	TCOF1|6949	894.7406
TCP10L|140290	18.5571	TCP10L|140290	11.3145
TCP11L1|55346	219.2464	TCP11L1|55346	270.0109
TCP11L2|255394	168.7569	TCP11L2|255394	511.9005
TCP1|6950	3731.3494	TCP1|6950	3333.8233
TCTA|6988	1714.1665	TCTA|6988	1008.7535
lowly_expressed	lowly_expressed	TCTE1|202500	5.2087
TCTE3|6991	38.5206	TCTE3|6991	23.7286
TCTEX1D1|200132	13.7574	TCTEX1D1|200132	19.0986
TCTEX1D2|255758	254.9666	TCTEX1D2|255758	70.0282
TCTEX1D4|343521	6.1144	lowly_expressed	lowly_expressed
TCTN1|79600	626.4977	TCTN1|79600	439.4589
TCTN2|79867	688.1735	TCTN2|79867	437.2423
TCTN3|26123	1414.8676	TCTN3|26123	1005.2811
TDG|6996	887.1966	TDG|6996	363.4522
TDP1|55775	608.0751	TDP1|55775	323.5188
