gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
ST3GAL3|6487	194.3186	ST3GAL3|6487	684.8269
ST3GAL4|6484	1734.8703	ST3GAL4|6484	751.5275
ST3GAL5|8869	132.1531	ST3GAL5|8869	456.2118
ST3GAL6|10402	42.4043	ST3GAL6|10402	166.4969
ST5|6764	595.7184	ST5|6764	448.0652
ST6GAL1|6480	433.5117	ST6GAL1|6480	1699.5927
ST6GAL2|84620	262.2478	ST6GAL2|84620	9.165
ST6GALNAC1|55808	32.111999999999995	ST6GALNAC1|55808	106.9246
ST6GALNAC2|10610	1153.5611	ST6GALNAC2|10610	138.4929
ST6GALNAC3|256435	39.5224	ST6GALNAC3|256435	234.7251
ST6GALNAC4|27090	71.6344	ST6GALNAC4|27090	160.8961
ST6GALNAC5|81849	23.0548	ST6GALNAC5|81849	10.1833
ST6GALNAC6|30815	1005.352	ST6GALNAC6|30815	4955.1935
ST7L|54879	218.6085	ST7L|54879	244.9084
ST7OT1|93653	18.7032	ST7OT1|93653	34.3635
ST7|7982	636.6982	ST7|7982	992.6069
ST8SIA1|6489	31.2886	ST8SIA1|6489	82.9939
ST8SIA2|8128	8.6455	ST8SIA2|8128	14.7658
ST8SIA4|7903	282.8324	ST8SIA4|7903	400.2037
ST8SIA5|29906	5.7637	lowly_expressed	lowly_expressed
ST8SIA6|338596	25.5249	lowly_expressed	lowly_expressed
STAB1|23166	527.3775	STAB1|23166	2438.4725
STAC2|342667	8.6455	STAC2|342667	191.9552
STAC3|246329	72.2231	STAC3|246329	44.2974
STAC|6769	5.7637	STAC|6769	75.3564
STAG1|10274	856.0725	STAG1|10274	1360.2088
STAG2|10735	3013.9975	STAG2|10735	2795.3157
STAG3L1|54441	90.9839	STAG3L1|54441	68.2281
STAG3L2|442582	104.9815	STAG3L2|442582	24.4399
STAG3L3|442578	187.6575	STAG3L3|442578	141.8635
STAG3L4|64940	173.734	STAG3L4|64940	149.6945
STAG3|10734	16.2454	STAG3|10734	10.2393
STAM2|10254	1702.3466	STAM2|10254	947.556
STAMBPL1|57559	39.1107	STAMBPL1|57559	147.1487
STAMBP|10617	818.4438	STAMBP|10617	698.5743
STAM|8027	725.4014	STAM|8027	570.7739
STAP2|55620	413.3388	STAP2|55620	38.6965
STARD10|10809	8476.7394	STARD10|10809	230.1426
STARD13|90627	408.8102	STARD13|90627	1349.2872
STARD3NL|83930	544.2569	STARD3NL|83930	552.9532
STARD3|10948	503.0877	STARD3|10948	534.6232
STARD4|134429	29.6418	STARD4|134429	40.224000000000004
STARD5|80765	190.2017	STARD5|80765	112.0163
STARD7|56910	3083.2235	STARD7|56910	3232.6069
STARD8|9754	136.2701	STARD8|9754	602.8513
STAR|6770	116.9205	STAR|6770	6.11
STAT1|6772	2945.245	STAT1|6772	4466.9043
STAT2|6773	1433.9234	STAT2|6773	2161.4053
STAT3|6774	4319.8847	STAT3|6774	6130.8554
STAT4|6775	5.352	STAT4|6775	95.2138
STAT5A|6776	403.4582	STAT5A|6776	4698.0652
STAT5B|6777	1624.9485	STAT5B|6777	5789.7149
STAT6|6778	2309.5924	STAT6|6778	4719.4501
STAU1|6780	25651.2968	STAU1|6780	2939.9185
STAU2|27067	2088.1021	STAU2|27067	1143.0754
STBD1|8987	589.79	STBD1|8987	3641.8126
STC1|6781	181.5562	STC1|6781	496.945
STC2|8614	1991.3545	STC2|8614	687.3727
STEAP1|26872	92.219	STEAP1|26872	776.9857
STEAP2|261729	249.0737	STEAP2|261729	1034.1141
STEAP3|55240	974.4751	STEAP3|55240	533.0957
STEAP4|79689	2155.2079	STEAP4|79689	2744.9084
STIL|6491	172.9107	STIL|6491	43.278999999999996
STIM1|6786	1193.4953	STIM1|6786	2072.8106
STIM2|57620	398.5179	STIM2|57620	450.1018
STIP1|10963	5230.1359	STIP1|10963	1989.8167
STK10|6793	715.1091	STK10|6793	930.7536
STK11IP|114790	658.7073	STK11IP|114790	159.3686
STK11|6794	1571.4286	STK11|6794	756.6191
STK16|8576	634.8291	STK16|8576	453.1568
STK17A|9263	517.4969	STK17A|9263	447.556
STK17B|9262	535.6114	STK17B|9262	1212.8310000000001
STK19|8859	234.6727	STK19|8859	233.7729
STK24|8428	3074.1046	STK24|8428	2465.8859
STK25|10494	1554.5492	STK25|10494	1477.0876
STK31|56164	37.8757	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	STK32A|202374	18.8391
STK32B|55351	86.867	STK32B|55351	195.0102
STK32C|282974	247.8839	STK32C|282974	81.9756
lowly_expressed	lowly_expressed	STK33|65975	6.6191
STK35|140901	2047.3446	STK35|140901	960.2851
STK36|27148	732.4002	STK36|27148	257.1283
STK38L|23012	1000.4117	STK38L|23012	1129.8371
STK38|11329	1418.6908	STK38|11329	1453.1568
STK39|27347	999.5883	STK39|27347	814.1548
STK3|6788	1892.5484	STK3|6788	666.4969
STK40|83931	920.5434	STK40|83931	2873.7271
STK4|6789	838.205	STK4|6789	1061.0998
lowly_expressed	lowly_expressed	STL|7955	8.1925
STMN1|3925	1336.7641	STMN1|3925	849.7963
STMN2|11075	27.5834	STMN2|11075	62.1181
STMN3|50861	1862.9065	STMN3|50861	371.6904
STOML1|9399	497.7357	STOML1|9399	340.1222
STOML2|30968	1170.0288	STOML2|30968	1407.332
STOM|2040	1935.3643	STOM|2040	9003.5642
STON1-GTF2A1L|286749	11.655	STON1-GTF2A1L|286749	117.0367
STON1|11037	212.3055	STON1|11037	1043.3503
STON2|85439	256.0725	STON2|85439	127.2912
STOX1|219736	759.9835	STOX1|219736	277.4949
STOX2|56977	25.5249	STOX2|56977	63.6456
STRA13|201254	263.0712	STRA13|201254	225.5601
STRA6|64220	231.7826	lowly_expressed	lowly_expressed
STRADA|92335	467.2705	STRADA|92335	440.9369
STRADB|55437	203.7876	STRADB|55437	840.1222
STRAP|11171	2593.2483	STRAP|11171	2624.2363
STRBP|55342	1321.5315	STRBP|55342	300.9165
STRN3|29966	1079.4566	STRN3|29966	872.7088
STRN4|29888	2089.3372	STRN4|29888	1495.4175
STRN|6801	525.3191	STRN|6801	723.0143
STS|412	469.3289	STS|412	4407.8411
STT3A|3703	5165.9119	STT3A|3703	2731.6701
STT3B|201595	2797.4475	STT3B|201595	1777.4949
STUB1|10273	1363.1494	STUB1|10273	1758.5539999999999
STX10|8677	226.4306	STX10|8677	231.1609
STX11|8676	294.7715	STX11|8676	1211.8126
STX12|23673	1551.6674	STX12|23673	2507.1283
STX16|8675	9853.4376	STX16|8675	1675.6619
STX17|55014	673.5282	STX17|55014	1020.8758
STX18|53407	608.4809	STX18|53407	562.6273
STX1A|6804	203.6929	STX1A|6804	25.9674
STX1B|112755	25.5249	STX1B|112755	106.9246
STX2|2054	333.8823	STX2|2054	654.7862
STX3|6809	1332.2355	STX3|6809	407.8411
STX4|6810	617.1264	STX4|6810	760.6925
STX5|6811	679.7036	STX5|6811	980.1426
STX6|10228	1082.5278	STX6|10228	988.2077
STX7|8417	1622.8901	STX7|8417	3428.7169
STX8|9482	218.6085	STX8|9482	685.8452
STXBP1|6812	644.7098	STXBP1|6812	2339.1039
STXBP2|6813	1548.3738	STXBP2|6813	156.8228
STXBP3|6814	1041.5809	STXBP3|6814	682.7902
STXBP4|252983	55.9901	STXBP4|252983	97.7597
STXBP5L|9515	5.7637	lowly_expressed	lowly_expressed
STXBP5|134957	552.4866	STXBP5|134957	553.4063
lowly_expressed	lowly_expressed	STXBP6|29091	90.1222
STYK1|55359	25.1132	STYK1|55359	7.6375
STYXL1|51657	1151.0910000000001	STYXL1|51657	296.8432
STYX|6815	431.4533	STYX|6815	478.1059
SUB1|10923	11472.6225	SUB1|10923	4072.8106
SUCLA2|8803	1144.0510000000002	SUCLA2|8803	1815.1018
SUCLG1|8802	1203.3759	SUCLG1|8802	3267.8208
SUCLG2|8801	2153.9728	SUCLG2|8801	1899.6945
lowly_expressed	lowly_expressed	SUCNR1|56670	103.3605
SUDS3|64426	2528.2009	SUDS3|64426	813.6456
SUFU|51684	658.2956	SUFU|51684	623.2179
SUGT1L1|283507	46.9864	SUGT1L1|283507	25.2037
lowly_expressed	lowly_expressed	SUGT1P1|441394	13.7475
SUGT1|10910	500.6175	SUGT1|10910	519.8574
SULF1|23213	9521.2021	SULF1|23213	922.6069
SULF2|55959	4685.0556	SULF2|55959	1815.1731
SULT1A1|6817	337.5875	SULT1A1|6817	591.1405
SULT1A2|6799	8.2338	SULT1A2|6799	97.2505
SULT1A3|6818	637.9580000000001	SULT1A3|6818	750.8401
SULT1C4|27233	10.704	SULT1C4|27233	61.0998
SULT2B1|6820	462.3302	lowly_expressed	lowly_expressed
SULT4A1|25830	101.6879	lowly_expressed	lowly_expressed
SUMF1|285362	2066.6941	SUMF1|285362	1612.0163
SUMF2|25870	3909.4277	SUMF2|25870	2716.3951
SUMO1P3|474338	160.1482	SUMO1P3|474338	101.3238
SUMO1|7341	2588.3079	SUMO1|7341	1789.2057
SUMO2|6613	2087.6904	SUMO2|6613	2296.334
SUMO3|6612	1659.9424	SUMO3|6612	2358.4521
SUN1|23353	5630.7122	SUN1|23353	3087.5764
SUN2|25777	1745.5743	SUN2|25777	8202.1385
SUOX|6821	983.944	SUOX|6821	915.4786
SUPT16H|11198	4412.9271	SUPT16H|11198	3219.9593
SUPT3H|8464	80.28	SUPT3H|8464	97.7597
SUPT4H1|6827	670.2264	SUPT4H1|6827	1345.1527
SUPT5H|6829	2219.0202	SUPT5H|6829	2228.1059
SUPT6H|6830	4053.52	SUPT6H|6830	3476.0692
SUPT7L|9913	987.2375	SUPT7L|9913	1121.1813
SUPV3L1|6832	726.2248	SUPV3L1|6832	529.5316
SURF1|6834	353.6435	SURF1|6834	841.6497
SURF2|6835	95.9242	SURF2|6835	182.2811
SURF4|6836	3622.4784	SURF4|6836	9367.1079
SURF6|6838	477.9745	SURF6|6838	543.7882
SUSD1|64420	220.6669	SUSD1|64420	238.7984
SUSD2|56241	548.7855	SUSD2|56241	126.2729
SUSD3|203328	191.8485	SUSD3|203328	31.0591
SUSD4|55061	662.0008	SUSD4|55061	13.7475
SUSD5|26032	31.2886	SUSD5|26032	72.8106
SUV39H1|6839	170.8522	SUV39H1|6839	200.1018
SUV39H2|79723	156.0313	SUV39H2|79723	91.1405
SUV420H1|51111	1871.9638	SUV420H1|51111	1214.3585
SUV420H2|84787	183.6147	SUV420H2|84787	55.498999999999995
SUZ12P|440423	132.9765	SUZ12P|440423	42.7699
SUZ12|23512	1089.7489	SUZ12|23512	718.9409
SV2A|9900	54.755	SV2A|9900	13.7475
SV2B|9899	30.8769	SV2B|9899	302.444
SVEP1|79987	513.5035	SVEP1|79987	8099.0173
SVIL|6840	2249.1807	SVIL|6840	2314.1344
SVIP|258010	342.1161	SVIP|258010	115.5804
SVOPL|136306	5.352	lowly_expressed	lowly_expressed
SWAP70|23075	1052.2849	SWAP70|23075	2413.442
SYAP1|94056	3384.1087	SYAP1|94056	1138.4929
SYBU|55638	158.5014	SYBU|55638	992.3167
lowly_expressed	lowly_expressed	SYCE1L|100130958	5.6008
lowly_expressed	lowly_expressed	SYCE1|93426	52.6731
SYCP2L|221711	41.5809	SYCP2L|221711	7.7088
SYCP2|10388	1526.9658	SYCP2|10388	16.8024
SYDE1|85360	201.3174	SYDE1|85360	619.1446
SYDE2|84144	262.6595	SYDE2|84144	131.8737
SYF2|25949	1075.3396	SYF2|25949	1441.4460000000001
SYK|6850	323.59	SYK|6850	645.6212
SYMPK|8189	1632.359	SYMPK|8189	1050.9165
SYN1|6853	83.9852	lowly_expressed	lowly_expressed
SYN2|6854	21.8197	SYN2|6854	556.0081
SYN3|8224	11.1157	SYN3|8224	17.3116
SYNCRIP|10492	5243.7217	SYNCRIP|10492	3819.7556
SYNC|81493	58.275	SYNC|81493	681.5784
SYNE1|23345	728.2832	SYNE1|23345	4324.3381
SYNE2|23224	2405.105	SYNE2|23224	4204.6843
SYNGAP1|8831	420.7493	SYNGAP1|8831	213.3401
SYNGR1|9145	1639.8271	SYNGR1|9145	265.0764
SYNGR2|9144	2351.1733	SYNGR2|9144	1918.0244
SYNGR3|9143	61.3421	lowly_expressed	lowly_expressed
SYNJ1|8867	307.534	SYNJ1|8867	366.5988
SYNJ2BP|55333	1296.0066	SYNJ2BP|55333	1742.3625
SYNJ2|8871	749.6912	SYNJ2|8871	236.2525
SYNM|23336	8328.1186	SYNM|23336	4607.4338
SYNPO2L|79933	9.0572	lowly_expressed	lowly_expressed
SYNPO2|171024	502.2643	SYNPO2|171024	7895.6212
SYNPO|11346	1258.9543	SYNPO|11346	20682.7902
SYNRG|11276	895.0185	SYNRG|11276	1151.7312
SYPL1|6856	2754.2198	SYPL1|6856	2685.8452
SYPL2|284612	24.7015	SYPL2|284612	67.7189
SYP|6855	23.4664	SYP|6855	76.8839
SYS1-DBNDD2|767557	12.079	lowly_expressed	lowly_expressed
SYS1|90196	521.4203	SYS1|90196	1000.5092
SYT11|23208	241.6632	SYT11|23208	591.1405
SYT12|91683	3227.6657	SYT12|91683	45.3157
SYT13|57586	1307.9457	lowly_expressed	lowly_expressed
SYT15|83849	251.1322	SYT15|83849	244.3992
SYT17|51760	32.111999999999995	SYT17|51760	30.5499
SYT1|6857	157.6781	SYT1|6857	22.9124
SYT2|127833	10.2923	SYT2|127833	19.8574
SYT3|84258	8.2338	lowly_expressed	lowly_expressed
SYT7|9066	3588.7196	SYT7|9066	190.9369
SYTL1|84958	717.9909	SYTL1|84958	22.4033
SYTL2|54843	17988.4726	SYTL2|54843	221.4868
SYTL3|94120	35.4055	SYTL3|94120	295.8248
SYTL4|94121	1309.1807	SYTL4|94121	1141.0387
SYTL5|94122	423.2194	lowly_expressed	lowly_expressed
SYVN1|84447	1874.4339	SYVN1|84447	1670.0611
TAB1|10454	815.5043	TAB1|10454	506.3086
TAB2|23118	3197.6122	TAB2|23118	3784.6232
TAB3|257397	1045.6978	TAB3|257397	826.8839
TACC1|6867	27172.0873	TACC1|6867	14582.4847
TACC2|10579	1133.3882	TACC2|10579	3376.2729
TACC3|10460	233.0177	TACC3|10460	205.1935
TACO1|51204	368.0527	TACO1|51204	402.7495
TACR1|6869	23.4664	TACR1|6869	688.9002
TACR2|6865	9.4689	TACR2|6865	30.5499
TACSTD2|4070	4942.3631	TACSTD2|4070	520.8758
TADA1|117143	362.7007	TADA1|117143	157.8411
TADA2A|6871	163.4417	TADA2A|6871	141.0387
TADA2B|93624	1645.9448	TADA2B|93624	834.0122
TADA3|10474	1560.5434	TADA3|10474	1291.3442
TAF10|6881	589.9547	TAF10|6881	704.1752
TAF11|6882	543.0218	TAF11|6882	464.3585
TAF12|6883	483.3265	TAF12|6883	416.4969
TAF13|6884	244.1334	TAF13|6884	236.2525
TAF15|8148	1620.4199	TAF15|8148	2939.4094
TAF1A|9015	54.755	TAF1A|9015	59.0631
TAF1B|9014	220.6669	TAF1B|9014	246.4358
TAF1C|9013	950.1853	TAF1C|9013	457.7393
TAF1D|79101	629.2672	TAF1D|79101	417.6477
TAF1L|138474	41.5809	TAF1L|138474	41.2424
TAF1|6872	1706.0519	TAF1|6872	1712.8310000000001
TAF2|6873	6324.825	TAF2|6873	718.9409
TAF3|83860	254.8374	TAF3|83860	285.6415
TAF4B|6875	250.3088	TAF4B|6875	160.8961
TAF4|6874	1768.2174	TAF4|6874	317.7189
TAF5L|27097	658.7073	TAF5L|27097	605.3971
TAF5|6877	73.6929	TAF5|6877	100.8147
TAF6L|10629	211.19799999999998	TAF6L|10629	165.9878
TAF6|6878	1516.2618	TAF6|6878	687.3727
TAF7L|54457	5.7637	lowly_expressed	lowly_expressed
TAF7|6879	958.4191	TAF7|6879	2880.8554
TAF8|129685	503.0877	TAF8|129685	692.4644
TAF9B|51616	892.5484	TAF9B|51616	756.6191
TAF9|6880	1099.2178	TAF9|6880	1045.1731
TAGAP|117289	34.5821	TAGAP|117289	288.1874
TAGLN2|8407	3691.2309999999998	TAGLN2|8407	7995.4175
TAGLN|6876	6373.0959	TAGLN|6876	8928.4776
TAL1|6886	48.168	TAL1|6886	251.0183
TALDO1|6888	2822.9724	TALDO1|6888	4264.2566
TANC1|85461	621.655	TANC1|85461	1010.6925
TANC2|26115	1657.4722	TANC2|26115	648.1669999999999
TANK|10010	972.4166	TANK|10010	1217.9226
TAOK1|57551	453.273	TAOK1|57551	1318.7373
TAOK2|9344	1623.7135	TAOK2|9344	1461.8126
TAOK3|51347	1969.9465	TAOK3|51347	1181.7719
TAP1|6890	998.3532	TAP1|6890	1202.1385
TAP2|6891	393.5776	TAP2|6891	904.9745
TAPBPL|55080	251.1404	TAPBPL|55080	724.1089999999999
TAPBP|6892	2391.1075	TAPBP|6892	1897.6578
TAPT1|202018	973.24	TAPT1|202018	631.3646
TARBP1|6894	1157.6781	TARBP1|6894	345.2138
TARBP2|6895	293.9481	TARBP2|6895	142.5662
TARDBP|23435	3362.289	TARDBP|23435	3042.2607
lowly_expressed	lowly_expressed	TARP|445347	11.2016
TARS2|80222	673.5282	TARS2|80222	378.3096
TARSL2|123283	271.7168	TARSL2|123283	416.4969
TARS|6897	2222.3137	TARS|6897	1708.2485
TAS1R3|83756	39.1107	lowly_expressed	lowly_expressed
TAS2R14|50840	6.1754	TAS2R14|50840	9.7556
TAS2R20|259295	6.9988	TAS2R20|259295	20.3666
TAS2R4|50832	10.2923	lowly_expressed	lowly_expressed
TAS2R5|54429	15.6443	lowly_expressed	lowly_expressed
TASP1|55617	137.9168	TASP1|55617	150.2037
TATDN1|83940	1526.5541	TATDN1|83940	364.5621
TATDN2|9797	1117.3322	TATDN2|9797	1154.7862
TATDN3|128387	159.3248	TATDN3|128387	471.4868
TAT|6898	180.3211	lowly_expressed	lowly_expressed
TAX1BP1|8887	6975.7102	TAX1BP1|8887	2795.3157
TAX1BP3|30851	1004.3022	TAX1BP3|30851	2297.5509
TAZ|6901	209.9629	TAZ|6901	319.2464
TBC1D10A|83874	698.6414	TBC1D10A|83874	582.4695
TBC1D10B|26000	1087.2787	TBC1D10B|26000	940.9369
TBC1D10C|374403	15.6443	TBC1D10C|374403	41.7515
TBC1D12|23232	680.9387	TBC1D12|23232	531.0591
TBC1D13|54662	536.8464	TBC1D13|54662	1513.2383
TBC1D14|57533	1785.5084	TBC1D14|57533	1953.1568
TBC1D15|64786	1164.6768	TBC1D15|64786	1621.1813
TBC1D16|125058	358.9955	TBC1D16|125058	2381.8737
TBC1D17|79735	721.5974	TBC1D17|79735	1142.057
TBC1D19|55296	90.9839	TBC1D19|55296	133.4012
TBC1D1|23216	1500.2058	TBC1D1|23216	1183.2994
TBC1D20|128637	1510.9098	TBC1D20|128637	1895.6212
TBC1D22A|25771	361.4656	TBC1D22A|25771	453.1568
TBC1D22B|55633	336.3277	TBC1D22B|55633	271.334
TBC1D23|55773	858.3779	TBC1D23|55773	1042.7699
TBC1D24|57465	282.0091	TBC1D24|57465	357.94300000000004
TBC1D25|4943	442.569	TBC1D25|4943	517.3116
TBC1D2B|23102	4102.5113	TBC1D2B|23102	4461.8126
TBC1D2|55357	270.07	TBC1D2|55357	159.3686
TBC1D3B|414059	99.6295	TBC1D3B|414059	29.0224
TBC1D3C|414060	33.7587	TBC1D3C|414060	13.7475
TBC1D3G|654341	9.0572	lowly_expressed	lowly_expressed
TBC1D3H|729877	14.4092	lowly_expressed	lowly_expressed
TBC1D3|729873	203.6435	TBC1D3|729873	172.388
TBC1D4|9882	505.9695	TBC1D4|9882	1831.9756
TBC1D5|9779	1657.0605	TBC1D5|9779	2257.6375
TBC1D7|51256	370.9345	TBC1D7|51256	150.2037
TBC1D8B|54885	96.3359	TBC1D8B|54885	303.9715
TBC1D8|11138	682.9971	TBC1D8|11138	529.0224
TBC1D9B|23061	4843.9687	TBC1D9B|23061	7045.8248
TBC1D9|23158	5323.1783	TBC1D9|23158	2556.5173
TBCA|6902	1762.0420000000001	TBCA|6902	1179.7352
TBCB|1155	1341.7909	TBCB|1155	660.8758
TBCCD1|55171	321.5315	TBCCD1|55171	201.6293
TBCC|6903	400.5764	TBCC|6903	338.5947
TBCD|6904	1462.6678	TBCD|6904	1279.445
TBCEL|219899	470.9757	TBCEL|219899	422.0978
TBCE|6905	555.2408	TBCE|6905	345.6568
TBCK|93627	764.4545	TBCK|93627	852.8513
TBK1|29110	701.935	TBK1|29110	565.6823
TBKBP1|9755	395.2244	TBKBP1|9755	345.2138
TBL1XR1|79718	2317.4146	TBL1XR1|79718	2879.3279
TBL1X|6907	1263.8946	TBL1X|6907	1084.5214
TBL2|26608	1612.1861	TBL2|26608	743.3809
TBL3|10607	738.1639	TBL3|10607	450.1018
TBPL1|9519	200.9057	TBPL1|9519	215.8859
TBP|6908	322.3549	TBP|6908	217.9226
TBRG1|84897	722.5196	TBRG1|84897	1123.7271
TBRG4|9238	1189.79	TBRG4|9238	518.3299
TBX15|6913	131.7415	TBX15|6913	1783.0957
TBX18|9096	57.2252	TBX18|9096	369.6538
TBX19|9095	35.4343	TBX19|9095	26.9857
TBX1|6899	27.1717	TBX1|6899	52.443999999999996
TBX20|57057	62.9889	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TBX21|30009	14.2566
TBX2|6909	525.3191	TBX2|6909	225.0509
TBX3|6926	2706.4636	TBX3|6926	778.0041
lowly_expressed	lowly_expressed	TBX4|9496	10.6925
TBX5|6910	69.1643	TBX5|6910	286.1507
TBX6|6911	12.7625	TBX6|6911	12.7291
TBXA2R|6915	48.5797	TBXA2R|6915	33.6049
TBXAS1|6916	70.811	TBXAS1|6916	375.2546
TC2N|123036	1653.3553	TC2N|123036	390.5295
TCEA1|6917	2552.0789999999997	TCEA1|6917	1402.7495
TCEA2|6919	1083.5735	TCEA2|6919	202.6477
TCEA3|6920	798.6826	TCEA3|6920	367.6171
TCEAL1|9338	516.6735	TCEAL1|9338	273.4216
lowly_expressed	lowly_expressed	TCEAL2|140597	20.3666
TCEAL3|85012	1048.5797	TCEAL3|85012	372.7088
TCEAL4|79921	5664.8827	TCEAL4|79921	1893.0754
TCEAL5|340543	14.8209	TCEAL5|340543	16.2933
TCEAL6|158931	35.8172	TCEAL6|158931	9.6741
TCEAL7|56849	33.3471	TCEAL7|56849	92.66799999999999
TCEAL8|90843	573.0753	TCEAL8|90843	918.0244
TCEANC|170082	94.2775	TCEANC|170082	73.8289
TCEB1|6921	941.5397	TCEB1|6921	487.2709
TCEB2|6923	1142.4455	TCEB2|6923	819.2464
TCEB3|6924	2039.0778	TCEB3|6924	1941.11
TCERG1|10915	1417.8674	TCERG1|10915	742.8717
TCF12|6938	2521.2021	TCF12|6938	1958.5947
TCF15|6939	23.8781	TCF15|6939	49.388999999999996
TCF19|6941	168.7937	TCF19|6941	195.5193
TCF20|6942	1869.9053	TCF20|6942	857.4338
lowly_expressed	lowly_expressed	TCF21|6943	10.6925
TCF25|22980	2425.2779	TCF25|22980	1869.6538
TCF3|6929	1341.7044	TCF3|6929	550.4073
TCF4|6925	1315.7678	TCF4|6925	4503.055
TCF7L1|83439	123.5076	TCF7L1|83439	1095.2138
TCF7L2|6934	336.7641	TCF7L2|6934	1174.1344
TCF7|6932	327.2952	TCF7|6932	176.6802
TCFL5|10732	917.6616	TCFL5|10732	376.7821
lowly_expressed	lowly_expressed	TCHH|7062	12.22
TCHP|84260	550.4323	TCHP|84260	317.2098
TCIRG1|10312	634.0058	TCIRG1|10312	473.0143
lowly_expressed	lowly_expressed	TCL1A|8115	7.1283
TCL1B|9623	11.585	lowly_expressed	lowly_expressed
TCL6|27004	117.2746	lowly_expressed	lowly_expressed
TCN1|6947	6.9988	lowly_expressed	lowly_expressed
TCN2|6948	265.1297	TCN2|6948	1565.1731
TCOF1|6949	1179.4977	TCOF1|6949	842.668
TCP10L|140290	35.562	TCP10L|140290	10.6925
TCP11L1|55346	162.6184	TCP11L1|55346	360.4888
TCP11L2|255394	176.2042	TCP11L2|255394	383.9104
TCP1|6950	5381.7538	TCP1|6950	3691.6191
TCTA|6988	2354.0552	TCTA|6988	1243.89
TCTE3|6991	50.6381	TCTE3|6991	32.0774
lowly_expressed	lowly_expressed	TCTEX1D1|200132	10.6925
TCTEX1D2|255758	109.5101	TCTEX1D2|255758	40.224000000000004
TCTEX1D4|343521	6.1754	TCTEX1D4|343521	5.0916
TCTN1|79600	761.1733	TCTN1|79600	504.5825
TCTN2|79867	223.5488	TCTN2|79867	269.3483
TCTN3|26123	1356.1136	TCTN3|26123	965.8859
TDG|6996	686.2907	TDG|6996	304.4807
TDH|157739	20.1729	lowly_expressed	lowly_expressed
TDO2|6999	19.3495	lowly_expressed	lowly_expressed
TDP1|55775	461.9185	TDP1|55775	267.3116
TDP2|51567	883.9028	TDP2|51567	905.8045
lowly_expressed	lowly_expressed	TDRD10|126668	40.7332
lowly_expressed	lowly_expressed	TDRD1|56165	13.7475
TDRD3|81550	649.6501	TDRD3|81550	554.4807
TDRD5|163589	290.2429	TDRD5|163589	34.1141
TDRD6|221400	5.352	TDRD6|221400	23.9308
TDRD7|23424	402.6348	TDRD7|23424	520.3666
TDRD9|122402	6.1754	TDRD9|122402	9.165
TDRKH|11022	389.04900000000004	TDRKH|11022	206.72099999999998
TEAD1|7003	3220.6669	TEAD1|7003	6024.9491
TEAD2|8463	370.1112	TEAD2|8463	663.9511
TEAD3|7005	929.6007	TEAD3|7005	609.9796
TEAD4|7004	207.0811	TEAD4|7004	67.7189
TECPR1|25851	320.2964	TECPR1|25851	268.3299
TECPR2|9895	911.4862	TECPR2|9895	883.4012
TECR|9524	1738.5755	TECR|9524	1725.0509
TECTA|7007	101.2762	TECTA|7007	18.8391
TEC|7006	59.2837	TEC|7006	37.169000000000004
TEF|7008	1585.8378	TEF|7008	3647.6578
TEKT3|64518	13.1741	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TEKT4|150483	5.0916
TEK|7010	252.7789	TEK|7010	1729.6334
TELO2|9894	917.2499	TELO2|9894	258.6558
TENC1|23371	914.7797	TENC1|23371	8846.166
TEP1|7011	923.4253	TEP1|7011	683.8086
TERF1|7013	1199.6706	TERF1|7013	520.8758
TERF2IP|54386	2435.9819	TERF2IP|54386	1969.4501
TERF2|7014	661.1774	TERF2|7014	624.7454
TERT|7015	16.8794	lowly_expressed	lowly_expressed
TESC|54997	212.8448	TESC|54997	75.8656
TESK1|7016	861.6715	TESK1|7016	1900.7128
TESK2|10420	269.6583	TESK2|10420	128.3096
TES|26136	1313.2688	TES|26136	513.1669999999999
TET1|80312	27.9951	TET1|80312	60.5906
TET2|54790	765.3355	TET2|54790	508.1466
TET3|200424	1067.9292	TET3|200424	264.2566
TEX10|54881	328.5303	TEX10|54881	298.3707
TEX19|400629	5.7637	lowly_expressed	lowly_expressed
TEX261|113419	3006.9988	TEX261|113419	3975.5601
TEX264|51368	1303.417	TEX264|51368	630.8554
TEX2|55852	1395.2244	TEX2|55852	1910.8961
TEX9|374618	77.8098	TEX9|374618	18.8391
TFAM|7019	630.3005	TFAM|7019	394.6029
TFAP2A|7020	3728.2133	TFAP2A|7020	37.169000000000004
TFAP2B|7021	1766.9823	TFAP2B|7021	23.4216
TFAP2C|7022	2774.3928	TFAP2C|7022	77.9022
TFAP2E|339488	65.459	TFAP2E|339488	7.6375
TFAP4|7023	140.387	TFAP4|7023	158.8595
TFB1M|51106	123.5076	TFB1M|51106	85.5397
TFB2M|64216	440.0988	TFB2M|64216	269.3483
TFCP2L1|29842	47.7563	TFCP2L1|29842	33.0957
TFCP2|7024	749.2795	TFCP2|7024	746.4358
TFDP1|7027	1808.9749	TFDP1|7027	1318.2281
TFDP2|7029	218.1968	TFDP2|7029	498.9817
TFE3|7030	1133.7999	TFE3|7030	4625.7637
