gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
SLC3A2|6520	6473.4159	SLC3A2|6520	2228.739
SLC40A1|30061	1064.4574	SLC40A1|30061	5256.3888
SLC41A1|254428	222.8696	SLC41A1|254428	832.4256
SLC41A2|84102	64.0932	SLC41A2|84102	283.6196
SLC41A3|54946	969.4101	SLC41A3|54946	968.9987
SLC43A1|8501	47.3416	SLC43A1|8501	167.5744
SLC43A2|124935	424.2535	SLC43A2|124935	188.1022
SLC43A3|29015	674.1224	SLC43A3|29015	2191.4118
SLC44A1|23446	9813.1828	SLC44A1|23446	4388.7725
SLC44A2|57153	4035.6883	SLC44A2|57153	3472.1408
SLC44A3|126969	229.4246	SLC44A3|126969	493.9254
SLC44A4|80736	1279.6795	SLC44A4|80736	299.9581
SLC44A5|204962	144.5739	SLC44A5|204962	78.34100000000001
SLC45A1|50651	33.8674	SLC45A1|50651	24.2983
SLC45A3|85414	95.7757	SLC45A3|85414	139.5057
SLC45A4|57210	669.7014	SLC45A4|57210	144.9518
SLC46A1|113235	1265.9104	SLC46A1|113235	706.8412
SLC46A2|57864	6.555	SLC46A2|57864	5.0272
SLC46A3|283537	2115.0765	SLC46A3|283537	1431.9229
SLC47A1|55244	46.6133	SLC47A1|55244	42.3125
lowly_expressed	lowly_expressed	SLC47A2|146802	12.1491
SLC48A1|55652	1060.0874	SLC48A1|55652	889.8199
lowly_expressed	lowly_expressed	SLC4A10|57282	5.0272
SLC4A11|83959	11.2891	SLC4A11|83959	30.1634
SLC4A1AP|22950	710.8521	SLC4A1AP|22950	423.5442
SLC4A2|6522	1544.4283	SLC4A2|6522	453.9925
SLC4A3|6508	34.9599	SLC4A3|6508	75.8274
lowly_expressed	lowly_expressed	SLC4A4|8671	265.1864
SLC4A5|57835	293.9476	SLC4A5|57835	196.062
SLC4A7|9497	2332.4836	SLC4A7|9497	3761.2065
SLC4A8|9498	13.8383	SLC4A8|9498	107.2476
SLC5A11|115584	5.0983	lowly_expressed	lowly_expressed
SLC5A1|6523	34.5958	SLC5A1|6523	698.3661
SLC5A3|6526	649.4792	SLC5A3|6526	1095.2451
SLC5A6|8884	1310.2913	SLC5A6|8884	1401.7595
SLC5A7|60482	158.7764	lowly_expressed	lowly_expressed
SLC6A12|6539	15.6591	SLC6A12|6539	9.6355
lowly_expressed	lowly_expressed	SLC6A14|11254	99.2878
lowly_expressed	lowly_expressed	SLC6A15|55117	79.5978
lowly_expressed	lowly_expressed	SLC6A16|28968	60.3268
lowly_expressed	lowly_expressed	SLC6A17|388662	6.284
SLC6A1|6529	6.9192	SLC6A1|6529	6.702999999999999
SLC6A20|54716	7.2833	SLC6A20|54716	55.7185
lowly_expressed	lowly_expressed	SLC6A2|6530	15.9196
SLC6A4|6532	88.1282	SLC6A4|6532	13.8249
SLC6A6|6533	266.9337	SLC6A6|6533	490.5739
SLC6A8|6535	963.2192	SLC6A8|6535	264.7675
SLC6A9|6536	9184.6358	SLC6A9|6536	96.3553
lowly_expressed	lowly_expressed	SLC7A10|56301	221.9732
SLC7A11|23657	45.1566	SLC7A11|23657	70.8002
SLC7A13|157724	21.4858	lowly_expressed	lowly_expressed
SLC7A1|6541	1015.295	SLC7A1|6541	1011.3113
SLC7A2|6542	4437.3634	SLC7A2|6542	917.0507
lowly_expressed	lowly_expressed	SLC7A3|84889	68.2866
SLC7A4|6545	125.2731	SLC7A4|6545	27.6498
SLC7A5|8140	156.5914	SLC7A5|8140	323.4185
SLC7A6OS|84138	78.059	SLC7A6OS|84138	36.8203
SLC7A6|9057	367.6803	SLC7A6|9057	893.6364
SLC7A7|9056	168.2447	SLC7A7|9056	196.8999
SLC7A8|23428	7824.472	SLC7A8|23428	1117.3021
lowly_expressed	lowly_expressed	SLC7A9|11136	5.0272
SLC8A1|6546	58.2666	SLC8A1|6546	250.1047
SLC8A2|6543	19.3008	SLC8A2|6543	5.8651
SLC8A3|6547	7.6475	SLC8A3|6547	5.4462
SLC9A1|6548	2316.8245	SLC9A1|6548	1046.5019
SLC9A2|6549	505.4625	SLC9A2|6549	83.3682
SLC9A3R1|9368	29576.1107	SLC9A3R1|9368	2545.4545
SLC9A3R2|9351	1841.5878	SLC9A3R2|9351	335.9866
SLC9A6|10479	122.3598	SLC9A6|10479	609.9707
SLC9A7|84679	87.764	SLC9A7|84679	117.721
SLC9A8|23315	581.2090000000001	SLC9A8|23315	339.3381
SLC9A9|285195	41.1508	SLC9A9|285195	242.9828
lowly_expressed	lowly_expressed	SLCO1A2|6579	25.5551
lowly_expressed	lowly_expressed	SLCO1C1|53919	6.702999999999999
SLCO2A1|6578	230.8813	SLCO2A1|6578	547.5492
SLCO2B1|11309	426.4385	SLCO2B1|11309	494.7633
SLCO3A1|28232	278.9512	SLCO3A1|28232	531.6297
SLCO4A1|28231	14.2025	SLCO4A1|28231	35.1906
lowly_expressed	lowly_expressed	SLCO4C1|353189	7.5408
SLFN11|91607	257.1012	SLFN11|91607	968.9987
SLFN12L|342615	5.4625	lowly_expressed	lowly_expressed
SLFN12|55106	82.6657	SLFN12|55106	109.7612
SLFN13|146857	53.1682	SLFN13|146857	527.0214
SLFN5|162394	160.2331	SLFN5|162394	413.0708
SLIT2|9353	32.4108	SLIT2|9353	62.4214
SLIT3|6586	267.2979	SLIT3|6586	635.9447
lowly_expressed	lowly_expressed	SLITRK1|114798	5.0272
lowly_expressed	lowly_expressed	SLITRK2|84631	8.7977
lowly_expressed	lowly_expressed	SLITRK3|22865	5.8651
SLITRK4|139065	17.48	SLITRK4|139065	64.9351
lowly_expressed	lowly_expressed	SLITRK5|26050	64.5161
SLITRK6|84189	95.7757	SLITRK6|84189	511.1018
SLK|9748	1643.8456	SLK|9748	1974.8638
SLMAP|7871	1429.7160000000001	SLMAP|7871	2474.6544
SLMO1|10650	37.5091	SLMO1|10650	10.8923
SLMO2|51012	2105.244	SLMO2|51012	2837.4529
SLN|6588	9.8325	lowly_expressed	lowly_expressed
SLPI|6590	221.41299999999998	SLPI|6590	4152.4927
SLTM|79811	2874.7269	SLTM|79811	1444.0721
SLU7|10569	1308.8128	SLU7|10569	1657.7294
SMAD1|4086	587.0357	SMAD1|4086	1456.2212
SMAD2|4087	1801.8937	SMAD2|4087	3748.6385
SMAD3|4088	1443.9184	SMAD3|4088	1194.8052
SMAD4|4089	1640.5681	SMAD4|4089	3928.8102
lowly_expressed	lowly_expressed	SMAD5OS|9597	7.1219
SMAD5|4090	1593.5907	SMAD5|4090	2894.0092
SMAD6|4091	20.3933	SMAD6|4091	105.9908
SMAD7|4092	880.1894	SMAD7|4092	1009.6355
SMAD9|4093	8.3758	SMAD9|4093	18.8521
SMAGP|57228	179.5339	SMAGP|57228	284.4575
SMAP1|60682	869.1843	SMAP1|60682	1449.8995
SMAP2|64744	1149.3081	SMAP2|64744	1144.5329
SMARCA1|6594	605.244	SMARCA1|6594	1812.3167
SMARCA2|6595	3886.0159999999996	SMARCA2|6595	4165.4797
SMARCA4|6597	1765.8412	SMARCA4|6597	604.5245
SMARCA5|8467	2373.2374	SMARCA5|8467	1500.2095
SMARCAD1|56916	653.3139	SMARCAD1|56916	1476.7491
SMARCAL1|50485	618.7181	SMARCAL1|50485	390.4483
SMARCB1|6598	1134.0131	SMARCB1|6598	421.0306
SMARCC1|6599	3297.8878	SMARCC1|6599	2661.0809
SMARCC2|6601	2391.1143	SMARCC2|6601	1974.026
SMARCD1|6602	1208.303	SMARCD1|6602	1289.9036
SMARCD2|6603	3006.555	SMARCD2|6603	1513.6154
SMARCD3|6604	291.3328	SMARCD3|6604	424.801
SMARCE1|6605	5265.1129	SMARCE1|6605	4836.1961
SMC1A|8243	1611.0706	SMC1A|8243	1694.1768
SMC2|10592	651.4931	SMC2|10592	617.9305
SMC3|9126	1697.7422	SMC3|9126	1240.4692
SMC4|10051	1286.5987	SMC4|10051	588.186
SMC5|23137	961.0342	SMC5|23137	1627.566
SMC6|79677	516.0233	SMC6|79677	426.4767
SMCHD1|23347	1207.2105	SMCHD1|23347	1460.4106
SMCR7L|54471	823.3795	SMCR7L|54471	924.1726
SMCR7|125170	210.8521	SMCR7|125170	146.6276
SMCR8|140775	546.2709	SMCR8|140775	569.4931
SMEK1|55671	1972.6875	SMEK1|55671	2449.9372
SMEK2|57223	2372.5419	SMEK2|57223	2340.176
SMG1|23049	3487.2542	SMG1|23049	2939.6732
SMG5|23381	1719.2279999999998	SMG5|23381	542.9409
SMG6|23293	611.0706	SMG6|23293	665.6891
SMG7|9887	2088.8565	SMG7|9887	1516.129
lowly_expressed	lowly_expressed	SMN1|6606	24.336
SMN2|6607	822.7203	SMN2|6607	1498.0771
SMNDC1|10285	618.7181	SMNDC1|10285	1377.8802
lowly_expressed	lowly_expressed	SMOC1|64093	61.1646
SMOC2|64094	7032.0466	SMOC2|64094	2082.5304
SMOX|54498	78.6599	SMOX|54498	46.0829
SMO|6608	115.8048	SMO|6608	197.3188
SMPD1|6609	747.6329	SMPD1|6609	379.13699999999994
SMPD2|6610	333.2119	SMPD2|6610	90.9091
SMPD3|55512	97.9607	SMPD3|55512	55.2995
SMPD4|55627	1573.9257	SMPD4|55627	843.7369
SMPDL3A|10924	174.0714	SMPDL3A|10924	473.8165
SMPDL3B|27293	417.6985	SMPDL3B|27293	70.3812
lowly_expressed	lowly_expressed	SMPX|23676	7.5408
SMR3B|10879	22.9425	SMR3B|10879	273.9841
SMS|6611	2468.6817	SMS|6611	1846.2505
SMTNL1|219537	7.2833	lowly_expressed	lowly_expressed
SMTNL2|342527	5.8267	SMTNL2|342527	23.0415
SMTN|6525	253.4596	SMTN|6525	356.5145
SMU1|55234	2226.5113	SMU1|55234	2085.4629
SMUG1|23583	552.4399	SMUG1|23583	494.3444
SMURF1|57154	597.1559	SMURF1|57154	606.2003
SMURF2|64750	242.8988	SMURF2|64750	586.5103
lowly_expressed	lowly_expressed	SMYD1|150572	409.3004
SMYD2|56950	490.1675	SMYD2|56950	942.1868
SMYD3|64754	440.6409	SMYD3|64754	200.2514
SMYD4|114826	134.3773	SMYD4|114826	286.1332
SMYD5|10322	836.4894	SMYD5|10322	583.1588
SNAI1|6615	73.5615	SNAI1|6615	102.2204
SNAI2|6591	210.8521	SNAI2|6591	1496.4389999999999
SNAP23|8773	1739.9854	SNAP23|8773	2340.5949
lowly_expressed	lowly_expressed	SNAP25|6616	30.5823
SNAP29|9342	1973.78	SNAP29|9342	1172.1827
SNAP47|116841	703.1209	SNAP47|116841	372.2329
lowly_expressed	lowly_expressed	SNAP91|9892	16.3385
SNAPC1|6617	150.0364	SNAPC1|6617	248.8479
SNAPC2|6618	832.8478	SNAPC2|6618	172.1827
SNAPC3|6619	779.3154	SNAPC3|6619	565.5635
SNAPC4|6621	217.7713	SNAPC4|6621	37.7042
SNAPC5|10302	108.1792	SNAPC5|10302	33.3264
SNAPIN|23557	700.2913	SNAPIN|23557	851.6967
SNCAIP|9627	24.7633	SNCAIP|9627	174.2773
SNCA|6622	25.8558	SNCA|6622	577.7126
SNCG|6623	543.3358	SNCG|6623	485.9656
SND1|27044	5162.7822	SND1|27044	1933.3892
SNED1|25992	121.2673	SNED1|25992	330.1215
SNF8|11267	855.4261	SNF8|11267	170.5069
SNHG10|283596	56.4457	SNHG10|283596	146.2086
SNHG11|128439	251.0379	SNHG11|128439	96.3553
SNHG12|85028	99.6723	SNHG12|85028	141.6003
SNHG1|23642	399.9162	SNHG1|23642	905.7394
SNHG3-RCC1|751867	183.5033	SNHG3-RCC1|751867	379.4931
SNHG3|8420	31.3183	SNHG3|8420	60.3268
SNHG4|724102	6.555	SNHG4|724102	10.0545
SNHG5|387066	1331.7553	SNHG5|387066	3016.7574
SNHG6|641638	1939.9126	SNHG6|641638	1647.6749
SNHG7|84973	651.0197	SNHG7|84973	692.5429
SNHG8|100093630	825.9286	SNHG8|100093630	894.8471
SNHG9|735301	116.169	SNHG9|735301	64.5161
SNIP1|79753	433.7218	SNIP1|79753	626.7281
SNN|8303	680.6264	SNN|8303	822.7901
SNORA23|677808	8.3758	SNORA23|677808	5.8651
SNORA53|677832	7.2833	SNORA53|677832	8.3787
SNORA57|692158	7.2833	lowly_expressed	lowly_expressed
SNORA63|6043	6.555	lowly_expressed	lowly_expressed
SNORA74A|26821	12.3816	lowly_expressed	lowly_expressed
SNORA81|677847	8.3758	lowly_expressed	lowly_expressed
SNORA8|654320	174.268	SNORA8|654320	361.0599
lowly_expressed	lowly_expressed	SNORD116-20|100033431	5.0272
SNORD116-28|100033820	13.5907	lowly_expressed	lowly_expressed
SNORD116-4|100033416	5.9177	lowly_expressed	lowly_expressed
SNORD17|692086	12.7458	SNORD17|692086	5.4462
SNORD1C|677850	11.6861	SNORD1C|677850	5.886
SNPH|9751	22.2141	SNPH|9751	52.367
SNRK|54861	565.9141	SNRK|54861	1899.0364
SNRNP200|23020	6208.303000000001	SNRNP200|23020	2614.9979
SNRNP25|79622	896.941	SNRNP25|79622	155.8442
SNRNP27|11017	564.8216	SNRNP27|11017	1182.6561
SNRNP35|11066	245.4443	SNRNP35|11066	69.1915
SNRNP40|9410	1526.22	SNRNP40|9410	867.6163
SNRNP48|154007	276.402	SNRNP48|154007	573.9422
SNRNP70|6625	1074.654	SNRNP70|6625	526.1835
SNRPA1|6627	418.0626	SNRPA1|6627	223.7118
SNRPA|6626	1173.343	SNRPA|6626	1327.1889
SNRPB2|6629	1690.8229999999999	SNRPB2|6629	1841.6422
SNRPB|6628	2536.0524	SNRPB|6628	1069.1244
SNRPC|6631	1466.1326	SNRPC|6631	925.0105
SNRPD1|6632	986.1617	SNRPD1|6632	549.6439
SNRPD2|6633	3109.9782	SNRPD2|6633	1377.4612
SNRPD3|6634	2904.035	SNRPD3|6634	1036.4474
SNRPE|6635	871.8135	SNRPE|6635	1646.8370000000002
SNRPF|6636	824.8361	SNRPF|6636	488.4793
SNRPG|6637	922.0685	SNRPG|6637	696.2715
SNRPN|6638	1688.7363	SNRPN|6638	1491.4118
SNTA1|6640	292.7895	SNTA1|6640	344.3653
SNTB1|6641	410.051	SNTB1|6641	594.0511
SNTB2|6645	439.9126	SNTB2|6645	1718.0561
lowly_expressed	lowly_expressed	SNTG2|54221	7.1219
SNUPN|10073	529.8616	SNUPN|10073	416.0034
SNURF|8926	49.0641	lowly_expressed	lowly_expressed
SNW1|22938	1581.5732	SNW1|22938	1199.8324
SNX10|29887	711.2163	SNX10|29887	557.1848
SNX11|29916	1077.9315	SNX11|29916	496.0201
SNX12|29934	157.6839	SNX12|29934	80.0168
SNX13|23161	1017.1158	SNX13|23161	1336.8245
SNX14|57231	1809.9053	SNX14|57231	2121.0725
SNX15|29907	796.7953	SNX15|29907	588.186
SNX16|64089	499.6358	SNX16|64089	470.465
SNX17|9784	2555.3532	SNX17|9784	1286.1332
SNX18|112574	1094.319	SNX18|112574	2087.9765
SNX19|399979	2603.7873	SNX19|399979	1968.5798
SNX1|6642	2869.2644	SNX1|6642	3445.7478
SNX20|124460	24.4428	SNX20|124460	10.4734
SNX21|90203	233.1755	SNX21|90203	302.2078
SNX22|79856	75.2003	SNX22|79856	11.7595
SNX24|28966	596.8682	SNX24|28966	279.8492
SNX25|83891	402.0393	SNX25|83891	378.2991
SNX27|81609	1017.4654	SNX27|81609	922.3837
SNX29|92017	620.9031	SNX29|92017	500.6284
SNX2|6643	1564.0932	SNX2|6643	1916.2128
SNX30|401548	550.6191	SNX30|401548	600.7541
lowly_expressed	lowly_expressed	SNX31|169166	8.3787
SNX33|257364	954.1151	SNX33|257364	544.1977
SNX3|8724	2595.0473	SNX3|8724	8571.0096
SNX4|8723	1676.2564	SNX4|8723	1478.8437
SNX5|27131	1493.0808	SNX5|27131	2875.1571
SNX6|58533	1372.5419	SNX6|58533	1968.1609
SNX7|51375	383.1027	SNX7|51375	1001.2568
SNX8|29886	281.5004	SNX8|29886	75.8274
SNX9|51429	2947.5601	SNX9|51429	2527.8592
SOAT1|6646	414.0568	SOAT1|6646	620.863
SOBP|55084	19.665	SOBP|55084	153.3305
SOCS1|8651	42.6074	SOCS1|8651	55.2995
SOCS2|8835	83.7582	SOCS2|8835	2112.6938
SOCS3|9021	955.9359	SOCS3|9021	4917.0507
SOCS4|122809	568.8274	SOCS4|122809	870.5488
SOCS5|9655	581.9374	SOCS5|9655	3726.0159
SOCS6|9306	2148.9439	SOCS6|9306	1682.8655
SOCS7|30837	34.9599	SOCS7|30837	53.6238
SOD1|6647	6533.1391	SOD1|6647	2894.8471
SOD2|6648	4568.4632	SOD2|6648	12729.7863
SOD3|6649	57.5382	SOD3|6649	2722.6644
SOLH|6650	711.2163	SOLH|6650	145.3708
SON|6651	6133.2848	SON|6651	5625.0524
SORBS1|10580	214.1296	SORBS1|10580	8730.6242
SORBS2|8470	490.1675	SORBS2|8470	3511.1018
SORBS3|10174	987.6184	SORBS3|10174	1700.8798
lowly_expressed	lowly_expressed	SORCS1|114815	36.8664
SORCS2|57537	63.0007	SORCS2|57537	13.8249
SORD|6652	2166.7881	SORD|6652	333.05400000000003
SORL1|6653	1530.9541	SORL1|6653	2418.5170000000003
SORT1|6272	2595.0473	SORT1|6272	3229.1579
SOS1|6654	925.346	SOS1|6654	1991.2023
SOS2|6655	903.1318	SOS2|6655	2408.0436
SOSTDC1|25928	30.9541	SOSTDC1|25928	2267.7
SOX10|6663	63.3649	SOX10|6663	1878.0897
SOX11|6664	6.555	SOX11|6664	111.43700000000001
SOX12|6666	874.7269	SOX12|6666	183.4939
SOX13|9580	663.5106	SOX13|9580	987.4319
lowly_expressed	lowly_expressed	SOX15|6665	120.6535
SOX17|64321	62.6366	SOX17|64321	543.3599
SOX18|54345	134.7414	SOX18|54345	384.5832
SOX2OT|347689	6.1908	SOX2OT|347689	5.4462
SOX30|11063	7.2833	SOX30|11063	5.4462
SOX4|6659	1978.8784	SOX4|6659	5317.1345
SOX5|6660	208.6672	SOX5|6660	36.4474
SOX6|55553	17.48	SOX6|55553	75.4085
SOX7|83595	88.4924	SOX7|83595	821.4495
SOX8|30812	5.8267	SOX8|30812	38.5421
SOX9|6662	477.4217	SOX9|6662	7664.4323
SP100|6672	1592.134	SP100|6672	1618.7683
SP110|3431	730.1529	SP110|3431	405.9489
SP140L|93349	346.6861	SP140L|93349	263.9296
SP140|11262	28.405	SP140|11262	15.5006
SP1|6667	2907.866	SP1|6667	4364.0553
SP2|6668	760.7429	SP2|6668	905.7394
SP3|6670	2818.2811	SP3|6670	3649.3506
SP4|6671	155.8631	SP4|6671	494.3444
lowly_expressed	lowly_expressed	SP5|389058	18.8521
SP6|80320	139.8398	SP6|80320	51.9481
SPA17|53340	374.3627	SPA17|53340	150.8169
SPAG16|79582	379.461	SPAG16|79582	971.0934
SPAG17|200162	109.9782	SPAG17|200162	26.393
SPAG1|6674	891.1143	SPAG1|6674	278.1734
SPAG4|6676	145.6664	lowly_expressed	lowly_expressed
SPAG5|10615	373.6344	SPAG5|10615	30.1634
lowly_expressed	lowly_expressed	SPAG6|9576	33.0959
SPAG7|9552	432.9934	SPAG7|9552	190.1969
SPAG8|26206	12.7458	SPAG8|26206	15.0817
SPAG9|9043	1833.9403	SPAG9|9043	2309.5936
SPARCL1|8404	3222.5055	SPARCL1|8404	15095.5174
SPARC|6678	24457.7567	SPARC|6678	26953.4981
SPAST|6683	543.3358	SPAST|6683	895.685
SPATA13|221178	310.4297	SPATA13|221178	57.8132
SPATA17|128153	94.6832	SPATA17|128153	36.4474
SPATA18|132671	156.9556	SPATA18|132671	686.6359
SPATA1|64173	5.4953	lowly_expressed	lowly_expressed
SPATA20|64847	1002.9133	SPATA20|64847	306.2421
lowly_expressed	lowly_expressed	SPATA22|84690	5.4462
SPATA24|202051	21.1216	SPATA24|202051	13.8249
SPATA2L|124044	103.7873	SPATA2L|124044	35.6096
SPATA2|9825	584.4865	SPATA2|9825	589.4428
SPATA4|132851	48.0699	lowly_expressed	lowly_expressed
SPATA5L1|79029	230.5171	SPATA5L1|79029	244.6586
SPATA5|166378	221.0488	SPATA5|166378	319.6481
SPATA6|54558	111.79899999999999	SPATA6|54558	100.5446
SPATA7|55812	135.8339	SPATA7|55812	476.7491
lowly_expressed	lowly_expressed	SPATA9|83890	13.4059
SPATS2L|26010	589.5849	SPATS2L|26010	1539.1705
SPATS2|65244	400.5827	SPATS2|65244	330.1215
SPC25|57405	86.6715	SPC25|57405	15.0817
SPCS1|28972	5122.7094	SPCS1|28972	4596.9837
SPCS2|9789	1593.9548	SPCS2|9789	2136.5731
SPCS3|60559	3870.7209999999995	SPCS3|60559	4217.0088
SPDEF|25803	3974.5084	SPDEF|25803	514.0344
SPDYA|245711	9.6723	SPDYA|245711	18.5337
lowly_expressed	lowly_expressed	SPDYE1|285955	10.4734
SPDYE3|441272	105.5098	SPDYE3|441272	71.7009
SPDYE6|729597	7.6475	lowly_expressed	lowly_expressed
SPDYE8P|389517	16.3875	SPDYE8P|389517	15.0817
SPEF1|25876	54.2607	lowly_expressed	lowly_expressed
SPEF2|79925	305.5353	SPEF2|79925	268.5379
SPEG|10290	24.035	SPEG|10290	244.6586
SPEN|23013	1200.6555	SPEN|23013	1561.3741
SPESP1|246777	358.6854	SPESP1|246777	103.8961
SPG11|80208	2160.9614	SPG11|80208	1611.2275
SPG20|23111	812.0903	SPG20|23111	2583.1588
SPG21|51324	2328.842	SPG21|51324	3619.1873
SPG7|6687	578.2957	SPG7|6687	398.408
SPHAR|10638	81.5404	SPHAR|10638	577.5199
SPHK1|8877	100.5572	SPHK1|8877	91.26100000000001
SPHK2|56848	231.6606	SPHK2|56848	37.7587
lowly_expressed	lowly_expressed	SPHKAP|80309	47.3398
SPI1|6688	231.2454	SPI1|6688	75.4085
SPIN1|10927	4028.405	SPIN1|10927	4035.1906
SPIN2B|474343	160.7101	SPIN2B|474343	124.42399999999999
SPIN3|169981	401.311	SPIN3|169981	396.3134
SPIN4|139886	156.5914	SPIN4|139886	381.2317
SPINK4|27290	21.1216	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPINK5|11005	15.9196
SPINK8|646424	61.5441	SPINK8|646424	53.2049
SPINT1|6692	5481.7917	SPINT1|6692	1404.6921
SPINT2|10653	16601.2382	SPINT2|10653	2974.4449
SPIRE1|56907	600.874	SPIRE1|56907	1015.0817
SPIRE2|84501	130.0073	SPIRE2|84501	31.8391
SPNS1|83985	1270.1275	SPNS1|83985	203.6531
SPNS2|124976	128.059	SPNS2|124976	356.1165
lowly_expressed	lowly_expressed	SPNS3|201305	7.1219
SPN|6693	57.9024	SPN|6693	125.2618
SPOCD1|90853	18.2083	SPOCD1|90853	5.0272
SPOCK1|6695	276.7662	SPOCK1|6695	892.3335
SPOCK2|9806	99.7815	SPOCK2|9806	93.3054
lowly_expressed	lowly_expressed	SPOCK3|50859	111.43700000000001
SPON1|10418	475.2367	SPON1|10418	1058.2321
SPON2|10417	324.1078	SPON2|10417	207.7922
SPOPL|339745	2910.7793	SPOPL|339745	1706.3259
SPOP|8405	2615.8048	SPOP|8405	1481.7763
SPP1|6696	2966.8609	SPP1|6696	288.2279
SPPL2A|84888	1305.5353	SPPL2A|84888	883.9548
SPPL2B|56928	548.7983	SPPL2B|56928	105.5718
SPPL3|121665	1886.016	SPPL3|121665	2017.1764
SPRED1|161742	426.8026	SPRED1|161742	1804.7759
SPRED2|200734	1184.268	SPRED2|200734	1705.4881
SPRN|503542	42.6074	SPRN|503542	8.7977
SPRY1|10252	391.4785	SPRY1|10252	3666.946
SPRY2|10253	77.2032	SPRY2|10253	2319.2292
SPRY3|10251	27.3125	SPRY3|10251	40.2178
SPRY4|81848	233.4304	SPRY4|81848	308.7558
SPRYD3|84926	1989.8034	SPRYD3|84926	1139.0867
SPRYD4|283377	452.6584	SPRYD4|283377	577.2937
SPR|6697	2500.3642	SPR|6697	359.44699999999995
SPSB1|80176	310.6336	SPSB1|80176	562.6309
SPSB2|84727	126.3656	SPSB2|84727	33.9338
SPSB3|90864	995.63	SPSB3|90864	211.5626
SPTAN1|6709	9309.177	SPTAN1|6709	2803.938
SPTBN1|6711	3065.5499	SPTBN1|6711	10689.5685
SPTBN2|6712	986.1617	SPTBN2|6712	165.4797
SPTBN4|57731	88.8565	SPTBN4|57731	10.0545
SPTBN5|51332	154.7706	SPTBN5|51332	22.2036
SPTB|6710	19.3008	SPTB|6710	98.031
SPTLC1|10558	2277.8587	SPTLC1|10558	3856.7239
SPTLC2|9517	1784.7779	SPTLC2|9517	1123.5861
SPTLC3|55304	383.4669	SPTLC3|55304	328.0268
SPTY2D1|144108	1801.402	SPTY2D1|144108	1227.0633
SQLE|6713	3718.8638	SQLE|6713	377.8802
SQRDL|58472	3299.7087	SQRDL|58472	1488.4793
SQSTM1|8878	18730.6664	SQSTM1|8878	4828.2153
SR140|23350	1832.1194	SR140|23350	2536.6569
SRA1|10011	654.0422	SRA1|10011	374.5287
SRBD1|55133	646.0306	SRBD1|55133	514.8722
SRCAP|10847	4848.5069	SRCAP|10847	1764.558
SRCIN1|80725	359.0677	SRCIN1|80725	116.8831
SRCRB4D|136853	54.949	SRCRB4D|136853	33.5149
SRC|6714	888.201	SRC|6714	287.39
SRD5A1|6715	88.1282	SRD5A1|6715	248.8479
SRD5A3|79644	921.3256	SRD5A3|79644	1559.6649
SREBF1|6720	2712.3088	SREBF1|6720	1091.328
SREBF2|6721	1982.52	SREBF2|6721	1180.1424
SRFBP1|153443	301.5295	SRFBP1|153443	409.7193
SRF|6722	536.0524	SRF|6722	975.7017
SRGAP1|57522	538.6016	SRGAP1|57522	585.2535
SRGAP2|23380	213.7655	SRGAP2|23380	543.7788
SRGAP3|9901	270.9395	SRGAP3|9901	252.6183
SRGN|5552	982.1559	SRGN|5552	2896.5228
SRI|6717	1583.394	SRI|6717	3382.9074
SRL|6345	8.0117	SRL|6345	20.1089
SRMS|6725	75.3824	lowly_expressed	lowly_expressed
SRM|6723	915.1493	SRM|6723	515.2912
SRP14|6727	6075.7465	SRP14|6727	6826.1416
SRP19|6728	909.5157	SRP19|6728	880.4902
SRP54|6729	2626.7298	SRP54|6729	1066.6108
SRP68|6730	2978.8784	SRP68|6730	1708.4206
SRP72|6731	4066.2782	SRP72|6731	3787.1806
SRP9|6726	8642.3889	SRP9|6726	10450.775
SRPK1|6732	922.0685	SRPK1|6732	1301.6339
SRPK2|6733	1694.8288	SRPK2|6733	1260.1592
SRPRB|58477	2584.8507	SRPRB|58477	1401.7595
SRPR|6734	4809.177	SRPR|6734	3373.2719
SRPX2|27286	115.4406	SRPX2|27286	210.7248
SRPX|8406	111.79899999999999	SRPX|8406	1867.1973
SRRD|402055	345.9578	SRRD|402055	209.8869
SRRM1|10250	1706.118	SRRM1|10250	2852.1156
SRRM2|23524	11516.7444	SRRM2|23524	6282.7817
SRRM3|222183	154.4064	SRRM3|222183	23.4604
SRRM5|100170229	24.4028	SRRM5|100170229	9.4219
SRRT|51593	1450.1092	SRRT|51593	410.5572
SRR|63826	363.4851	SRR|63826	563.5526
SRXN1|140809	1276.402	SRXN1|140809	532.0486
SS18L1|26039	319.7378	SS18L1|26039	494.3444
SS18L2|51188	483.2484	SS18L2|51188	795.5593
SS18|6760	2492.7167	SS18|6760	2980.31
SSBP1|6742	1362.3452	SSBP1|6742	1034.3527
SSBP2|23635	839.4028	SSBP2|23635	1179.7235
SSBP3|23648	526.22	SSBP3|23648	684.5413
SSBP4|170463	459.5776	SSBP4|170463	184.3318
SSB|6741	2506.0743	SSB|6741	2002.6979
SSC5D|284297	300.0728	SSC5D|284297	473.3976
SSFA2|6744	1319.7378	SSFA2|6744	4714.2857
SSH1|54434	554.2607	SSH1|54434	789.2752
SSH2|85464	253.0954	SSH2|85464	539.5894
