gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
SRXN1|140809	1384.3770000000002	SRXN1|140809	1278.6344
SS18L1|26039	531.2187	SS18L1|26039	497.4539
SS18L2|51188	213.6542	SS18L2|51188	239.2598
SS18|6760	1599.4896	SS18|6760	1563.5086
SSBP1|6742	1096.3449	SSBP1|6742	889.3352
SSBP2|23635	351.4721	SSBP2|23635	695.1158
SSBP3|23648	420.7456	SSBP3|23648	636.8787
SSBP4|170463	754.717	SSBP4|170463	465.61
SSB|6741	2180.5925	SSB|6741	1989.5546
SSC5D|284297	1268.7996	SSC5D|284297	431.1841
SSFA2|6744	2210.1905	SSFA2|6744	6596.2849
SSH1|54434	1544.7999	SSH1|54434	1300.7244
SSH2|85464	491.4775	SSH2|85464	716.3451
SSH3|54961	1892.9906	SSH3|54961	1911.7837
SSNA1|8636	912.5877	SSNA1|8636	807.8606
SSPN|8082	818.5216	SSPN|8082	582.3711
SSPO|23145	31.3554	SSPO|23145	93.8105
SSR1|6745	3342.6306	SSR1|6745	3503.9805
SSR2|6746	6021.329000000001	SSR2|6746	6790.7911
SSR3|6747	2521.1922	SSR3|6747	2691.8167
SSR4|6748	2451.9187	SSR4|6748	4069.9993
SSRP1|6749	5728.1925	SSRP1|6749	5600.8033
SSSCA1|10534	229.6965	SSSCA1|10534	164.6704
SSTR1|6751	18.9591	SSTR1|6751	10.6146
SSTR2|6752	120.6818	SSTR2|6752	27.2538
lowly_expressed	lowly_expressed	SSTR3|6753	6.3114
SSU72|29101	1815.6959	SSU72|29101	1579.5739999999998
SSX2IP|117178	535.2292	SSX2IP|117178	452.7003
ST13|6767	3115.4863	ST13|6767	4689.0913
ST14|6768	2296.9647	ST14|6768	2392.0247
lowly_expressed	lowly_expressed	ST18|9705	5.7376
ST20|400410	68.723	ST20|400410	71.821
ST3GAL1|6482	1634.8555	ST3GAL1|6482	1511.5829
ST3GAL2|6483	600.8568	ST3GAL2|6483	410.2417
ST3GAL3|6487	249.7493	ST3GAL3|6487	164.6704
ST3GAL4|6484	861.1795	ST3GAL4|6484	593.8464
ST3GAL5|8869	284.0215	ST3GAL5|8869	321.8819
ST3GAL6|10402	105.0041	ST3GAL6|10402	79.1795
ST5|6764	1095.9803	ST5|6764	662.6981
ST6GAL1|6480	1253.4865	ST6GAL1|6480	2978.699
ST6GAL2|84620	293.8656	ST6GAL2|84620	36.7209
ST6GALNAC1|55808	98.0767	ST6GALNAC1|55808	39.8766
ST6GALNAC2|10610	1432.5039	ST6GALNAC2|10610	2049.7741
ST6GALNAC3|256435	44.8455	ST6GALNAC3|256435	30.4095
ST6GALNAC4|27090	224.9567	ST6GALNAC4|27090	208.8503
ST6GALNAC5|81849	95.5246	ST6GALNAC5|81849	103.2776
ST6GALNAC6|30815	1593.656	ST6GALNAC6|30815	1367.568
ST7L|54879	312.0992	ST7L|54879	296.0625
ST7OT1|93653	17.9892	ST7OT1|93653	11.2142
ST7|7982	491.3208	ST7|7982	817.4998
ST8SIA1|6489	36.4598	ST8SIA1|6489	103.5645
ST8SIA2|8128	14.5839	lowly_expressed	lowly_expressed
ST8SIA4|7903	287.3029	ST8SIA4|7903	366.0618
ST8SIA5|29906	5.1044	lowly_expressed	lowly_expressed
ST8SIA6|338596	53.5958	ST8SIA6|338596	119.6299
STAB1|23166	1942.5066	STAB1|23166	1104.5342
STAB2|55576	6.9274	STAB2|55576	95.5318
STAC2|342667	108.6501	lowly_expressed	lowly_expressed
STAC3|246329	53.9604	STAC3|246329	48.4831
STAC|6769	13.4901	STAC|6769	26.3932
STAG1|10274	729.9462	STAG1|10274	845.5024
STAG2|10735	1915.5957	STAG2|10735	2680.9152
STAG3L1|54441	144.7452	STAG3L1|54441	98.6875
STAG3L2|442582	97.3476	STAG3L2|442582	147.7444
STAG3L3|442578	190.1704	STAG3L3|442578	239.8939
STAG3L4|64940	119.9526	STAG3L4|64940	115.9005
STAG3|10734	17.5627	STAG3|10734	42.0541
STAM2|10254	1155.4097	STAM2|10254	1370.1499
STAMBPL1|57559	175.736	STAMBPL1|57559	161.5147
STAMBP|10617	770.0301	STAMBP|10617	827.6555
STAM|8027	389.7548	STAM|8027	562.5762
STAP1|26228	20.4175	STAP1|26228	154.0558
STAP2|55620	367.5144	STAP2|55620	600.4447
STARD10|10809	6051.9552	STARD10|10809	3204.7622
STARD13|90627	573.512	STARD13|90627	413.1105
STARD3NL|83930	670.8595	STARD3NL|83930	648.9278
STARD3|10948	837.1160000000001	STARD3|10948	709.7468
STARD4|134429	50.6791	STARD4|134429	93.8105
STARD5|80765	136.7241	STARD5|80765	114.1792
STARD7|56910	3295.7725	STARD7|56910	3797.1656
STARD8|9754	328.1378	STARD8|9754	217.4568
lowly_expressed	lowly_expressed	STAR|6770	13.4835
STAT1|6772	6642.2386	STAT1|6772	5031.6288
STAT2|6773	3063.3488	STAT2|6773	2217.0265
STAT3|6774	4760.5505	STAT3|6774	4462.4543
STAT4|6775	60.1586	STAT4|6775	195.3669
STAT5A|6776	970.5587	STAT5A|6776	823.0653
STAT5B|6777	1441.6188	STAT5B|6777	1468.5505
STAT6|6778	3444.3533	STAT6|6778	3680.4131
STAU1|6780	3097.2564	STAU1|6780	2622.3912
STAU2|27067	919.8797	STAU2|27067	916.5889999999999
STBD1|8987	1179.8341	STBD1|8987	703.8428
STC1|6781	1301.6133	STC1|6781	754.5005
STC2|8614	679.6099	STC2|8614	42.7455
STEAP1|26872	205.9976	STEAP1|26872	616.2232
STEAP2|261729	493.6651	STEAP2|261729	1483.4684
STEAP3|55240	928.2654	STEAP3|55240	1060.8908
STEAP4|79689	1139.3674	STEAP4|79689	462.7412
STIL|6491	292.7719	STIL|6491	317.2918
STIM1|6786	1036.5509	STIM1|6786	1480.8865
STIM2|57620	519.9161	STIM2|57620	441.225
STIP1|10963	1668.7631	STIP1|10963	1555.7627
STK10|6793	952.3289	STK10|6793	1232.1595
STK11IP|114790	523.9267	STK11IP|114790	422.8645
STK11|6794	924.9839999999999	STK11|6794	816.467
STK16|8576	831.6471	STK16|8576	701.7141
STK17A|9263	459.0283	STK17A|9263	875.5648
STK17B|9262	909.671	STK17B|9262	1477.4439
STK19|8859	663.7754	STK19|8859	287.0315
STK24|8428	2298.4231	STK24|8428	2593.9898
STK25|10494	1878.0421	STK25|10494	1725.884
STK32A|202374	16.7715	lowly_expressed	lowly_expressed
STK32B|55351	281.4693	STK32B|55351	78.3189
STK32C|282974	130.5259	STK32C|282974	83.8873
STK35|140901	1247.2883	STK35|140901	1231.5857
STK36|27148	841.4912	STK36|27148	607.9036
STK38L|23012	817.0632	STK38L|23012	1326.8307
STK38|11329	1362.5011	STK38|11329	1623.7539
STK39|27347	1059.5206	STK39|27347	2738.5785
STK3|6788	826.9073	STK3|6788	778.5986
STK40|83931	1156.8681	STK40|83931	1143.226
STK4|6789	948.6829	STK4|6789	1487.4848
STL|7955	7.3321	lowly_expressed	lowly_expressed
STMN1|3925	1509.7986	STMN1|3925	942.4084
STMN2|11075	16.0423	STMN2|11075	51.0651
STMN3|50861	492.5713	STMN3|50861	403.9303
STOML1|9399	302.2514	STOML1|9399	178.7277
STOML2|30968	1533.862	STOML2|30968	1071.5054
STOM|2040	5198.7968	STOM|2040	4605.6085
STON1-GTF2A1L|286749	6.5044	lowly_expressed	lowly_expressed
STON1|11037	293.8	STON1|11037	184.4079
STON2|85439	208.5498	STON2|85439	399.0533
STOX1|219736	127.2446	STOX1|219736	214.588
STOX2|56977	22.2405	STOX2|56977	27.8276
STRA13|201254	826.9073	STRA13|201254	496.8802
STRA6|64220	185.9448	STRA6|64220	174.9982
STRADA|92335	612.8885	STRADA|92335	419.135
STRADB|55437	301.1576	STRADB|55437	273.112
STRAP|11171	2991.8877	STRAP|11171	2974.6826
STRBP|55342	1245.1007	STRBP|55342	1215.8072
STRC|161497	11.3025	STRC|161497	8.0384
STRN3|29966	817.7924	STRN3|29966	734.6912
STRN4|29888	2090.2379	STRN4|29888	1725.3102
STRN|6801	354.0242	STRN|6801	558.8467
STS|412	1032.5403	STS|412	1552.0333
STT3A|3703	2320.299	STT3A|3703	2575.6293
STT3B|201595	1687.3576	STT3B|201595	2598.8668
STUB1|10273	1830.5679	STUB1|10273	1382.2707
STX10|8677	239.5406	STX10|8677	365.7749
STX11|8676	248.6555	STX11|8676	148.3182
STX12|23673	975.6631	STX12|23673	792.3689
STX16|8675	2113.9367	STX16|8675	1766.9081
STX17|55014	914.7753	STX17|55014	1011.547
STX18|53407	693.8292	STX18|53407	497.167
STX19|415117	5.468999999999999	STX19|415117	20.9424
STX1A|6804	124.6596	STX1A|6804	141.4186
STX1B|112755	67.4506	STX1B|112755	32.1308
STX2|2054	258.4997	STX2|2054	221.4731
STX3|6809	2372.0718	STX3|6809	2643.6205
STX4|6810	807.2189999999999	STX4|6810	654.3785
STX5|6811	898.7330000000001	STX5|6811	752.4923
STX6|10228	1829.547	STX6|10228	1845.4077
STX7|8417	1271.7163	STX7|8417	1476.8701
STX8|9482	268.3438	STX8|9482	202.8258
STXBP1|6812	661.7446	STXBP1|6812	381.2666
STXBP2|6813	1213.3807	STXBP2|6813	1866.4563
STXBP3|6814	1034.7279	STXBP3|6814	1181.0945
STXBP4|252983	138.9117	STXBP4|252983	187.62099999999998
STXBP5|134957	254.8027	STXBP5|134957	534.4503
lowly_expressed	lowly_expressed	STXBP6|29091	48.4831
STYK1|55359	166.6211	STYK1|55359	157.2115
STYXL1|51657	986.9656	STYXL1|51657	942.4084
STYX|6815	693.1	STYX|6815	821.9178
SUB1|10923	2576.6111	SUB1|10923	2754.6439
SUCLA2|8803	1071.8367	SUCLA2|8803	1398.8353
SUCLG1|8802	1747.5162	SUCLG1|8802	1612.2786
SUCLG2|8801	929.3592	SUCLG2|8801	947.2854
SUCNR1|56670	11.3025	SUCNR1|56670	17.2129
SUDS3|64426	1564.4882	SUDS3|64426	1444.1655
SUFU|51684	872.8466	SUFU|51684	930.0724
SUGT1L1|283507	93.2786	SUGT1L1|283507	108.1059
SUGT1P1|441394	6.9274	SUGT1P1|441394	7.7458
SUGT1|10910	532.3125	SUGT1|10910	614.215
SULF1|23213	3173.8219	SULF1|23213	820.1965
SULF2|55959	5991.432	SULF2|55959	1119.4148
SULT1A1|6817	188.4969	SULT1A1|6817	334.5048
SULT1A2|6799	43.0225	SULT1A2|6799	47.9093
SULT1A3|6818	524.7288	SULT1A3|6818	596.0582
lowly_expressed	lowly_expressed	SULT1C2|6819	12.9097
SULT1C4|27233	27.3448	SULT1C4|27233	44.7536
SULT2B1|6820	476.1644	SULT2B1|6820	348.56199999999995
SULT4A1|25830	5.8336	SULT4A1|25830	11.7622
SUMF1|285362	1244.7361	SUMF1|285362	1216.6679
SUMF2|25870	2815.4225	SUMF2|25870	3831.3132
SUMO1P3|474338	162.9751	SUMO1P3|474338	191.9243
SUMO1|7341	2034.4545	SUMO1|7341	2166.5352
SUMO2|6613	2855.8928	SUMO2|6613	2690.9559999999997
SUMO3|6612	3329.5051	SUMO3|6612	2917.8799
SUN1|23353	2193.419	SUN1|23353	2015.2306
SUN2|25777	2789.9006	SUN2|25777	5137.4883
SUOX|6821	1752.6205	SUOX|6821	1052.2843
SUPT16H|11198	3189.8642	SUPT16H|11198	3284.5155
SUPT3H|8464	63.8046	SUPT3H|8464	64.2616
SUPT4H1|6827	1816.9720000000002	SUPT4H1|6827	1756.9160000000002
SUPT5H|6829	2793.9112	SUPT5H|6829	2900.667
SUPT6H|6830	2357.8525	SUPT6H|6830	2061.5363
SUPT7L|9913	1129.5233	SUPT7L|9913	953.4304
SUPV3L1|6832	625.6494	SUPV3L1|6832	559.1336
SURF1|6834	790.4475	SURF1|6834	577.781
SURF2|6835	210.7374	SURF2|6835	156.064
SURF4|6836	6528.8488	SURF4|6836	5281.5033
SURF6|6838	825.4489	SURF6|6838	696.8371
SUSD1|64420	222.0399	SUSD1|64420	251.5958
SUSD2|56241	1023.0608	SUSD2|56241	8429.4628
SUSD3|203328	942.4847	SUSD3|203328	163.8098
SUSD4|55061	341.2633	SUSD4|55061	287.743
SUSD5|26032	32.8138	SUSD5|26032	86.0647
SUV39H1|6839	305.1682	SUV39H1|6839	228.0714
SUV39H2|79723	97.7122	SUV39H2|79723	49.3438
SUV420H1|51111	892.1703	SUV420H1|51111	961.6295
SUV420H2|84787	287.6675	SUV420H2|84787	256.7597
SUZ12P|440423	113.7544	SUZ12P|440423	102.417
SUZ12|23512	724.82	SUZ12|23512	693.6814
SV2A|9900	49.5853	SV2A|9900	82.90899999999999
SV2B|9899	121.7756	SV2B|9899	94.0974
lowly_expressed	lowly_expressed	SV2C|22987	12.0491
SVEP1|79987	1125.5929	SVEP1|79987	1188.7198
SVIL|6840	1664.9093	SVIL|6840	1787.096
SVIP|258010	549.0839	SVIP|258010	734.1318
SVOPL|136306	16.7715	SVOPL|136306	20.6555
lowly_expressed	lowly_expressed	SVOP|55530	8.3196
SWAP70|23075	1719.4422	SWAP70|23075	2341.5334
SYAP1|94056	1188.5881	SYAP1|94056	3512.587
SYBU|55638	1274.6331	SYBU|55638	4583.5186
SYCE1L|100130958	6.1982	lowly_expressed	lowly_expressed
SYCE1|93426	47.3904	lowly_expressed	lowly_expressed
SYCP2L|221711	5.1773	lowly_expressed	lowly_expressed
SYCP2|10388	316.1061	SYCP2|10388	726.9598
SYDE1|85360	347.8261	SYDE1|85360	193.3587
SYDE2|84144	121.411	SYDE2|84144	114.46600000000001
SYF2|25949	983.6843	SYF2|25949	995.1947
SYK|6850	1086.5008	SYK|6850	1716.4168
SYMPK|8189	2075.654	SYMPK|8189	1800.4734
SYN1|6853	18.5945	SYN1|6853	10.0409
SYN2|6854	44.1163	SYN2|6854	89.2204
SYN3|8224	6.1982	SYN3|8224	18.3605
SYNCRIP|10492	4112.6607	SYNCRIP|10492	3554.7587
SYNC|81493	260.7784	SYNC|81493	121.4717
SYNE1|23345	1025.9776	SYNE1|23345	2627.2682
SYNE2|23224	2170.4494	SYNE2|23224	2558.7033
SYNGAP1|8831	603.7736	SYNGAP1|8831	608.1905
SYNGR1|9145	681.2032	SYNGR1|9145	2219.0978
SYNGR2|9144	6719.5333	SYNGR2|9144	8911.712
SYNGR3|9143	26.250999999999998	SYNGR3|9143	42.7455
SYNJ1|8867	347.4615	SYNJ1|8867	446.102
SYNJ2BP|55333	1606.4169	SYNJ2BP|55333	2033.7087
SYNJ2|8871	908.9418	SYNJ2|8871	924.6217
SYNM|23336	700.7565	SYNM|23336	279.7102
SYNPO2L|79933	53.2312	lowly_expressed	lowly_expressed
SYNPO2|171024	1574.6969	SYNPO2|171024	1070.0710000000001
SYNPO|11346	3318.5671	SYNPO|11346	2457.4338
SYNRG|11276	891.8057	SYNRG|11276	1182.242
SYPL1|6856	2842.0381	SYPL1|6856	4329.6278
SYPL2|284612	40.8349	SYPL2|284612	22.3768
SYP|6855	44.1163	SYP|6855	39.016
SYS1-DBNDD2|767557	48.0685	SYS1-DBNDD2|767557	31.2329
SYS1|90196	801.4292	SYS1|90196	838.4939
SYT11|23208	390.1194	SYT11|23208	331.3491
SYT12|91683	893.9933	SYT12|91683	121.3512
SYT13|57586	280.3755	SYT13|57586	1075.5218
SYT15|83849	125.7862	SYT15|83849	288.0298
SYT17|51760	199.7995	SYT17|51760	80.9008
SYT1|6857	422.9332	SYT1|6857	1638.9586
SYT2|127833	6.5628	SYT2|127833	26.6801
SYT3|84258	26.9802	SYT3|84258	28.9751
SYT6|148281	12.0317	SYT6|148281	17.4998
SYT7|9066	4759.0922	SYT7|9066	39595.7828
SYT8|90019	102.0873	SYT8|90019	19.7949
SYT9|143425	86.7742	SYT9|143425	55.942
SYTL1|84958	660.2862	SYTL1|84958	1066.9153
SYTL2|54843	1027.8006	SYTL2|54843	791.7952
SYTL3|94120	166.9857	SYTL3|94120	356.5947
SYTL4|94121	507.8844	SYTL4|94121	550.814
SYTL5|94122	109.7439	SYTL5|94122	260.776
SYVN1|84447	1304.1655	SYVN1|84447	1405.4364
TAB1|10454	605.0971	TAB1|10454	784.8469
TAB2|23118	2930.9999	TAB2|23118	2682.6364
TAB3|257397	1055.51	TAB3|257397	1289.536
TAC1|6863	8.7503	lowly_expressed	lowly_expressed
TACC1|6867	1621.3654	TACC1|6867	1669.0813
TACC2|10579	995.3514	TACC2|10579	3017.715
TACC3|10460	718.6218	TACC3|10460	602.4528
TACO1|51204	438.9755	TACO1|51204	321.0213
TACR1|6869	66.7214	TACR1|6869	55.0814
TACR2|6865	10.9379	TACR2|6865	19.508
TACSTD2|4070	8682.5267	TACSTD2|4070	6968.6581
TADA1|117143	451.3718	TADA1|117143	500.6096
TADA2A|6871	134.1719	TADA2A|6871	134.8347
TADA2B|93624	1570.3218	TADA2B|93624	1563.5086
TADA3|10474	1892.9614	TADA3|10474	1733.3544
TAF10|6881	630.0246	TAF10|6881	571.7564
TAF11|6882	768.9363	TAF11|6882	592.6988
TAF12|6883	351.8367	TAF12|6883	274.5464
TAF13|6884	226.0505	TAF13|6884	232.6616
TAF15|8148	2254.6714	TAF15|8148	2041.7414
TAF1A|9015	101.7227	TAF1A|9015	128.2364
TAF1B|9014	283.2923	TAF1B|9014	222.3338
TAF1C|9013	768.5717	TAF1C|9013	625.4034
TAF1D|79101	340.2096	TAF1D|79101	360.8606
TAF1L|138474	25.5218	TAF1L|138474	38.4422
TAF1|6872	1283.3835	TAF1|6872	1362.691
TAF2|6873	2478.5343	TAF2|6873	2543.2116
TAF3|83860	154.5894	TAF3|83860	193.0718
TAF4B|6875	74.7425	TAF4B|6875	136.2691
TAF4|6874	522.1037	TAF4|6874	527.8634
TAF5L|27097	865.19	TAF5L|27097	724.3778
TAF5|6877	114.4836	TAF5|6877	109.589
TAF6L|10629	184.1218	TAF6L|10629	153.1952
TAF6|6878	1544.4791	TAF6|6878	1230.8513
TAF7|6879	3369.2462	TAF7|6879	3050.4196
TAF8|129685	531.5833	TAF8|129685	464.7493
TAF9B|51616	985.5072	TAF9B|51616	920.0316
TAF9|6880	1268.435	TAF9|6880	1036.5058
TAGAP|117289	232.6133	TAGAP|117289	685.3618
TAGLN2|8407	9931.2734	TAGLN2|8407	10727.9639
TAGLN|6876	6562.6251	TAGLN|6876	3551.362
TAL1|6886	113.7544	TAL1|6886	69.4255
TALDO1|6888	3452.3744	TALDO1|6888	3190.705
TANC1|85461	895.4516	TANC1|85461	1085.8495
TANC2|26115	1736.5783	TANC2|26115	817.9015
TANK|10010	943.5785	TANK|10010	1248.2249
TAOK1|57551	211.102	TAOK1|57551	371.2257
TAOK2|9344	1767.2044	TAOK2|9344	1575.8445
TAOK3|51347	790.0829	TAOK3|51347	956.1787
TAP1|6890	2309.7256	TAP1|6890	2515.0972
TAP2|6891	1273.4117	TAP2|6891	1473.6197
TAPBPL|55080	598.0129	TAPBPL|55080	763.3364
TAPBP|6892	5119.3146	TAPBP|6892	4662.4112
TAPT1|202018	992.4346	TAPT1|202018	1045.6860000000001
TARBP1|6894	789.7183	TARBP1|6894	1217.5285
TARBP2|6895	658.8278	TARBP2|6895	434.9136
TARDBP|23435	3348.8287	TARDBP|23435	3308.9005
TARP|445347	13.1255	TARP|445347	32.9915
TARS2|80222	2703.491	TARS2|80222	1966.0044
TARSL2|123283	238.8114	TARSL2|123283	409.0942
TARS|6897	1425.9411	TARS|6897	1677.9746
TAS1R3|83756	13.4901	TAS1R3|83756	26.1063
TAS2R14|50840	8.3311	TAS2R14|50840	6.2512
TAS2R20|259295	26.250999999999998	TAS2R20|259295	13.1966
TAS2R5|54429	10.2087	TAS2R5|54429	14.3441
TASP1|55617	254.4891	TASP1|55617	201.3914
TATDN1|83940	639.1395	TATDN1|83940	725.5254
TATDN2|9797	1381.4602	TATDN2|9797	1450.7638
TATDN3|128387	347.4615	TATDN3|128387	358.0291
TAT|6898	8.0211	TAT|6898	5.1639
TAX1BP1|8887	2588.2782	TAX1BP1|8887	2631.8583
TAX1BP3|30851	2577.6502	TAX1BP3|30851	1368.6409
TAZ|6901	337.6174	TAZ|6901	294.6281
TBC1D10A|83874	610.9197	TBC1D10A|83874	677.0336
TBC1D10B|26000	1492.6625	TBC1D10B|26000	1097.0379
TBC1D10C|374403	104.6395	TBC1D10C|374403	432.9054
TBC1D12|23232	457.9346	TBC1D12|23232	471.9214
TBC1D13|54662	1296.1444	TBC1D13|54662	1325.3963
TBC1D14|57533	1940.7529	TBC1D14|57533	2773.2913
TBC1D15|64786	930.453	TBC1D15|64786	1014.9896
TBC1D16|125058	816.334	TBC1D16|125058	870.9747
TBC1D17|79735	938.1569999999999	TBC1D17|79735	825.2284
TBC1D19|55296	136.3595	TBC1D19|55296	113.6054
TBC1D1|23216	825.0843	TBC1D1|23216	658.3949
TBC1D20|128637	1730.0155	TBC1D20|128637	1444.7393
TBC1D22A|25771	258.4997	TBC1D22A|25771	341.6768
TBC1D22B|55633	523.7663	TBC1D22B|55633	888.2106
TBC1D23|55773	911.8585	TBC1D23|55773	920.8922
TBC1D24|57465	309.1496	TBC1D24|57465	424.01199999999994
TBC1D25|4943	425.85	TBC1D25|4943	352.8652
TBC1D2B|23102	1875.8545	TBC1D2B|23102	1531.6646
TBC1D2|55357	662.4738	TBC1D2|55357	566.5926
TBC1D3B|414059	86.7742	TBC1D3B|414059	86.3516
TBC1D3C|414060	20.4175	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TBC1D3G|654341	22.7498
lowly_expressed	lowly_expressed	TBC1D3H|729877	6.5983
TBC1D3|729873	162.9204	TBC1D3|729873	189.8214
TBC1D4|9882	740.1331	TBC1D4|9882	2117.7652
TBC1D5|9779	1206.818	TBC1D5|9779	1625.7620000000002
TBC1D7|51256	263.1592	TBC1D7|51256	242.4155
TBC1D8B|54885	280.0109	TBC1D8B|54885	570.8958
TBC1D8|11138	650.8067	TBC1D8|11138	992.3259
TBC1D9B|23061	4864.4609	TBC1D9B|23061	4685.9356
TBC1D9|23158	11726.5518	TBC1D9|23158	11091.7306
TBCA|6902	1326.7706	TBCA|6902	1535.681
TBCB|1155	914.3560000000001	TBCB|1155	647.3729
TBCCD1|55171	324.8564	TBCCD1|55171	211.7191
TBCC|6903	554.9175	TBCC|6903	451.2659
TBCD|6904	2169.1733	TBCD|6904	1433.1493
TBCEL|219899	312.0955	TBCEL|219899	254.4646
TBCE|6905	450.1723	TBCE|6905	445.4766
TBCK|93627	641.6079	TBCK|93627	573.0761
TBK1|29110	735.7579	TBK1|29110	784.0493
TBKBP1|9755	315.0123	TBKBP1|9755	249.8745
TBL1XR1|79718	3088.1415	TBL1XR1|79718	2831.5284
TBL1X|6907	885.9721	TBL1X|6907	1219.2498
TBL2|26608	983.6843	TBL2|26608	1399.4119
TBL3|10607	865.9192	TBL3|10607	639.4607
TBPL1|9519	223.4983	TBPL1|9519	272.5382
TBP|6908	372.2541	TBP|6908	365.2012
TBRG1|84897	640.9771	TBRG1|84897	730.6892
TBRG4|9238	994.9868	TBRG4|9238	778.8855
TBX15|6913	214.3834	TBX15|6913	151.4739
TBX18|9096	157.5062	TBX18|9096	95.8187
TBX19|9095	53.2312	TBX19|9095	51.0651
TBX1|6899	183.7572	TBX1|6899	63.1141
TBX21|30009	20.4175	TBX21|30009	37.5816
TBX2|6909	364.233	TBX2|6909	77.1713
TBX3|6926	3628.8397	TBX3|6926	3432.8337
TBX4|9496	11.6671	TBX4|9496	51.9257
TBX5|6910	118.4942	TBX5|6910	143.1543
TBX6|6911	45.2101	TBX6|6911	41.8848
TBXA2R|6915	64.8984	TBXA2R|6915	25.8194
TBXAS1|6916	273.4482	TBXAS1|6916	319.5869
TC2N|123036	3987.2391	TC2N|123036	3887.2553
lowly_expressed	lowly_expressed	TCAP|8557	6.5983
TCEA1|6917	1019.4148	TCEA1|6917	1092.4478
TCEA2|6919	438.6109	TCEA2|6919	313.8492
TCEA3|6920	1604.2293	TCEA3|6920	1709.2448
TCEAL1|9338	564.0324	TCEAL1|9338	395.0369
TCEAL2|140597	35.0014	TCEAL2|140597	18.9342
TCEAL3|85012	1272.8101	TCEAL3|85012	1119.9885
TCEAL4|79921	4288.3967	TCEAL4|79921	2393.746
TCEAL5|340543	51.0437	TCEAL5|340543	14.3441
TCEAL6|158931	80.9407	TCEAL6|158931	66.8436
TCEAL7|56849	51.0437	TCEAL7|56849	27.5407
TCEAL8|90843	1402.6069	TCEAL8|90843	1436.9935
TCEANC|170082	55.4188	TCEANC|170082	72.5812
TCEB1|6921	575.335	TCEB1|6921	547.3714
TCEB2|6923	2124.8747	TCEB2|6923	2043.7496
TCEB3|6924	1169.3483	TCEB3|6924	926.1077
TCERG1L|256536	6.1982	lowly_expressed	lowly_expressed
TCERG1|10915	970.5587	TCERG1|10915	900.5236
TCF12|6938	1595.8436	TCF12|6938	1579.3329999999999
TCF15|6939	18.9591	lowly_expressed	lowly_expressed
TCF19|6941	441.5277	TCF19|6941	495.4457
TCF20|6942	750.3418	TCF20|6942	1298.7162
lowly_expressed	lowly_expressed	TCF21|6943	13.4835
TCF25|22980	2086.5919	TCF25|22980	1799.3258
TCF3|6929	1568.1342	TCF3|6929	1695.4744
TCF4|6925	2159.5114	TCF4|6925	1665.6387
TCF7L1|83439	394.13	TCF7L1|83439	291.7593
TCF7L2|6934	727.0076	TCF7L2|6934	544.7895
TCF7|6932	217.3002	TCF7|6932	827.3686
TCFL5|10732	381.7337	TCFL5|10732	309.2591
TCHH|7062	60.5232	TCHH|7062	25.8194
TCHP|84260	527.5727	TCHP|84260	557.1513
TCIRG1|10312	1253.1219	TCIRG1|10312	1073.8005
TCL1A|8115	8.0211	TCL1A|8115	242.7024
TCL1B|9623	7.3393	TCL1B|9623	31.1784
TCL6|27004	5.0569999999999995	TCL6|27004	13.8622
TCN1|6947	17.5007	TCN1|6947	366.9225
TCN2|6948	611.4301	TCN2|6948	614.5019
TCOF1|6949	1127.3357	TCOF1|6949	1145.8079
TCP10L|140290	47.1789	TCP10L|140290	58.0678
TCP11L1|55346	148.7558	TCP11L1|55346	179.0519
TCP11L2|255394	92.9724	TCP11L2|255394	111.8841
TCP1|6950	3135.9037	TCP1|6950	3598.0119
TCTA|6988	530.8541	TCTA|6988	620.5264
TCTE3|6991	46.3039	TCTE3|6991	47.0487
TCTEX1D1|200132	13.1255	TCTEX1D1|200132	5.4508
TCTEX1D2|255758	115.94200000000001	TCTEX1D2|255758	119.6299
lowly_expressed	lowly_expressed	TCTEX1D4|343521	5.7376
TCTN1|79600	692.8229	TCTN1|79600	967.654
TCTN2|79867	389.7548	TCTN2|79867	374.6683
TCTN3|26123	1222.8603	TCTN3|26123	1353.2238
TDGF1|6997	5.8336	lowly_expressed	lowly_expressed
TDG|6996	537.0522	TDG|6996	419.7088
TDH|157739	8.0211	lowly_expressed	lowly_expressed
TDO2|6999	17.8653	TDO2|6999	17.7867
TDP1|55775	473.9768	TDP1|55775	478.2328
TDP2|51567	894.3579	TDP2|51567	1087.5708
TDRD10|126668	14.5839	TDRD10|126668	10.0409
TDRD12|91646	5.9138	lowly_expressed	lowly_expressed
TDRD3|81550	363.1392	TDRD3|81550	357.7422
TDRD5|163589	205.9976	TDRD5|163589	76.8845
lowly_expressed	lowly_expressed	TDRD6|221400	14.0572
TDRD7|23424	566.5846	TDRD7|23424	540.7731
TDRD9|122402	18.9591	TDRD9|122402	7.1721
TDRKH|11022	4814.1464	TDRKH|11022	5574.2609
TEAD1|7003	1078.8442	TEAD1|7003	1171.0536
TEAD2|8463	1366.5117	TEAD2|8463	713.1894
TEAD3|7005	1249.4759	TEAD3|7005	961.9164
TEAD4|7004	202.3517	TEAD4|7004	63.401
TECPR1|25851	386.4734	TECPR1|25851	427.7415
