gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
SLC10A6|345274	7.5075	SLC10A6|345274	90.7949
SLC10A7|84068	483.4835	SLC10A7|84068	290.5436
SLC11A1|6556	17.017	SLC11A1|6556	15.1942
SLC11A2|4891	8527.5275	SLC11A2|4891	708.2001
SLC12A1|6557	405.4054	SLC12A1|6557	13.3413
SLC12A2|6558	11548.5485	SLC12A2|6558	1281.1343
SLC12A4|6560	196.1962	SLC12A4|6560	2101.9386
SLC12A6|9990	1352.0320000000002	SLC12A6|9990	1061.8443
SLC12A7|10723	360.3604	SLC12A7|10723	641.8642
SLC12A8|84561	1305.3053	SLC12A8|84561	44.5933
SLC12A9|56996	585.0851	SLC12A9|56996	292.026
SLC13A2|9058	232.7327	SLC13A2|9058	7.4118
SLC13A3|64849	2444.4444	SLC13A3|64849	72.6359
SLC13A4|26266	5.005	lowly_expressed	lowly_expressed
SLC14A1|6563	21.5215	SLC14A1|6563	174.1779
lowly_expressed	lowly_expressed	SLC14A2|8170	146.3836
SLC15A1|6564	6.5065	lowly_expressed	lowly_expressed
SLC15A2|6565	220.2202	SLC15A2|6565	20.0119
SLC15A3|51296	160.1602	SLC15A3|51296	263.4905
SLC15A4|121260	612.6126	SLC15A4|121260	537.3575
lowly_expressed	lowly_expressed	SLC16A10|117247	34.0944
SLC16A11|162515	10.01	SLC16A11|162515	12.6001
lowly_expressed	lowly_expressed	SLC16A12|387700	30.3885
SLC16A13|201232	36.036	SLC16A13|201232	12.9707
SLC16A14|151473	99.5996	SLC16A14|151473	401.721
SLC16A1|6566	352.3524	SLC16A1|6566	878.3015
SLC16A2|6567	285.7858	SLC16A2|6567	2102.3647
SLC16A3|9123	15.015	SLC16A3|9123	47.0651
SLC16A4|9122	57.0571	SLC16A4|9122	85.236
SLC16A5|9121	41.041000000000004	SLC16A5|9121	59.6652
SLC16A6|9120	5.005	lowly_expressed	lowly_expressed
SLC16A7|9194	30.5305	SLC16A7|9194	2038.6229999999998
SLC16A8|23539	28.5285	lowly_expressed	lowly_expressed
SLC16A9|220963	12.5125	SLC16A9|220963	97.4655
SLC17A5|26503	1403.9039	SLC17A5|26503	669.6586
SLC17A7|57030	8.008	SLC17A7|57030	169.7308
lowly_expressed	lowly_expressed	SLC17A9|63910	6.3001
lowly_expressed	lowly_expressed	SLC18A2|6571	5.1883
SLC19A1|6573	330.8308	SLC19A1|6573	377.6326
SLC19A2|10560	2623.1231	SLC19A2|10560	1041.7323
SLC19A3|80704	18.5185	SLC19A3|80704	11911.5473
SLC1A1|6505	54.5546	SLC1A1|6505	234.9549
SLC1A2|6506	39.039	SLC1A2|6506	14.8237
SLC1A3|6507	50.0501	SLC1A3|6507	2444.4206
SLC1A4|6509	285.7858	SLC1A4|6509	419.1388
SLC1A5|6510	10046.046	SLC1A5|6510	5374.3158
lowly_expressed	lowly_expressed	SLC1A7|6512	83.7536
SLC20A1|6574	956.957	SLC20A1|6574	412.0976
SLC20A2|6575	685.1852	SLC20A2|6575	684.8528
lowly_expressed	lowly_expressed	SLC22A12|116085	5.1883
SLC22A15|55356	2856.3564	SLC22A15|55356	56.3299
SLC22A16|85413	5.005	lowly_expressed	lowly_expressed
SLC22A17|51310	185.6857	SLC22A17|51310	249.0374
lowly_expressed	lowly_expressed	SLC22A18AS|5003	8.152999999999999
SLC22A18|5002	274.2743	SLC22A18|5002	63.7417
SLC22A23|63027	164.7548	SLC22A23|63027	710.7386
lowly_expressed	lowly_expressed	SLC22A25|387601	11.4883
SLC22A3|6581	20.02	SLC22A3|6581	897.2017
SLC22A4|6583	19.5195	SLC22A4|6583	20.7531
SLC22A5|6584	362.3624	SLC22A5|6584	387.26800000000003
SLC23A2|9962	1778.7788	SLC23A2|9962	1174.404
SLC23A3|151295	11.5115	lowly_expressed	lowly_expressed
SLC24A1|9187	362.3624	SLC24A1|9187	386.8974
SLC24A3|57419	739.2392	SLC24A3|57419	1422.3296
lowly_expressed	lowly_expressed	SLC24A4|123041	7.0412
SLC24A5|283652	92.5626	SLC24A5|283652	8.305
SLC24A6|80024	376.8769	SLC24A6|80024	805.6656
SLC25A10|1468	267.4324	SLC25A10|1468	1177.7393
SLC25A11|8402	462.4625	SLC25A11|8402	1072.4914
SLC25A12|8604	655.1552	SLC25A12|8604	551.4399
SLC25A13|10165	1314.3143	SLC25A13|10165	387.6386
SLC25A14|9016	532.5325	SLC25A14|9016	91.1655
SLC25A15|10166	538.3033	SLC25A15|10166	136.1367
SLC25A16|8034	148.1481	SLC25A16|8034	1627.6372
SLC25A17|10478	1395.8959	SLC25A17|10478	492.8865
SLC25A18|83733	10.01	SLC25A18|83733	236.4373
SLC25A19|60386	52.5526	SLC25A19|60386	186.0369
SLC25A1|6576	875.3754	SLC25A1|6576	2536.6978
SLC25A20|788	334.8348	SLC25A20|788	1088.7974
SLC25A21|89874	6.6717	SLC25A21|89874	21.7426
SLC25A22|79751	738.2382	SLC25A22|79751	177.5133
SLC25A23|79085	1971.4715	SLC25A23|79085	3061.8258
SLC25A24|29957	622.1221	SLC25A24|29957	803.0715
SLC25A25|114789	325.8258	SLC25A25|114789	4487.1201
SLC25A26|115286	542.4875	SLC25A26|115286	463.5023
SLC25A27|9481	693.1932	SLC25A27|9481	195.3016
SLC25A28|81894	481.98199999999997	SLC25A28|81894	792.6949
SLC25A29|123096	714.2142	SLC25A29|123096	190.484
SLC25A30|253512	565.5656	SLC25A30|253512	591.4638
SLC25A32|81034	795.2503	SLC25A32|81034	596.1258
SLC25A33|84275	799.7998	SLC25A33|84275	841.9836
SLC25A34|284723	21.5215	SLC25A34|284723	109.695
SLC25A35|399512	105.3053	SLC25A35|399512	124.9412
SLC25A36|55186	2357.3574	SLC25A36|55186	2007.8639
SLC25A37|51312	2459.4595	SLC25A37|51312	368.7384
SLC25A38|54977	1105.6056	SLC25A38|54977	635.1936
SLC25A39|51629	1588.0881	SLC25A39|51629	1233.328
SLC25A3|5250	15542.5425	SLC25A3|5250	9979.2839
SLC25A40|55972	248.2482	SLC25A40|55972	150.8307
SLC25A42|284439	299.7998	SLC25A42|284439	528.4633
SLC25A43|203427	1298.7988	SLC25A43|203427	517.7161
SLC25A44|9673	892.8929	SLC25A44|9673	1064.7089999999998
SLC25A45|283130	74.5746	SLC25A45|283130	169.3602
SLC25A46|91137	306.3063	SLC25A46|91137	1413.0648
SLC25A4|291	821.3213	SLC25A4|291	1103.9916
SLC25A5|292	3341.3413	SLC25A5|292	4331.8423
SLC25A6|293	3591.0911	SLC25A6|293	9192.8891
lowly_expressed	lowly_expressed	SLC26A10|65012	6.6225
SLC26A11|284129	142.1421	SLC26A11|284129	184.1839
SLC26A1|10861	7.007000000000001	SLC26A1|10861	9.2648
SLC26A2|1836	5817.3173	SLC26A2|1836	624.4464
SLC26A4|5172	236.3063	SLC26A4|5172	52.2534
SLC26A6|65010	100.1001	SLC26A6|65010	94.5008
SLC26A7|115111	247.7477	SLC26A7|115111	41.8768
SLC27A1|376497	450.95099999999996	SLC27A1|376497	1179.2217
lowly_expressed	lowly_expressed	SLC27A2|11001	590.7226
SLC27A3|11000	215.2152	SLC27A3|11000	649.276
SLC27A4|10999	177.1772	SLC27A4|10999	382.4503
SLC27A5|10998	78.8989	SLC27A5|10998	47.621
SLC27A6|28965	22.5225	SLC27A6|28965	25.5708
SLC28A1|9154	10.5105	lowly_expressed	lowly_expressed
SLC28A3|64078	791.7918	SLC28A3|64078	18.5296
SLC29A1|2030	3460.961	SLC29A1|2030	5943.1735
SLC29A2|3177	149.6296	SLC29A2|3177	63.3267
SLC29A3|55315	256.2563	SLC29A3|55315	110.0656
SLC29A4|222962	86.5866	SLC29A4|222962	2725.3288
SLC2A10|81031	2158.6587	SLC2A10|81031	461.0156
SLC2A11|66035	164.1642	SLC2A11|66035	156.7601
SLC2A12|154091	159.6597	SLC2A12|154091	93.0184
SLC2A13|114134	202.7027	SLC2A13|114134	260.8963
SLC2A14|144195	7.007000000000001	SLC2A14|144195	58.1828
SLC2A1|6513	1371.3714	SLC2A1|6513	338.7205
SLC2A3|6515	221.7217	SLC2A3|6515	2855.0358
SLC2A4RG|56731	948.4484	SLC2A4RG|56731	1794.7739
SLC2A4|6517	7.5075	SLC2A4|6517	3382.3873
SLC2A5|6518	9.009	SLC2A5|6518	542.5457
SLC2A6|11182	6.5065	SLC2A6|11182	67.4476
SLC2A8|29988	209.7097	SLC2A8|29988	282.7612
SLC2A9|56606	99.5996	SLC2A9|56606	11.1177
SLC30A1|7779	69.5696	SLC30A1|7779	283.873
SLC30A4|7782	47.5475	SLC30A4|7782	220.8724
SLC30A5|64924	1306.8068	SLC30A5|64924	1353.3996
SLC30A6|55676	434.4344	SLC30A6|55676	480.2864
SLC30A7|148867	743.7437	SLC30A7|148867	535.5045
SLC30A9|10463	1389.8899	SLC30A9|10463	1382.6763
SLC31A1|1317	1974.4745	SLC31A1|1317	1089.5386
SLC31A2|1318	1456.957	SLC31A2|1318	512.5278
SLC33A1|9197	765.2653	SLC33A1|9197	563.6694
SLC34A2|10568	179.1792	SLC34A2|10568	6.3001
SLC35A1|10559	2561.7968	SLC35A1|10559	606.2875
SLC35A2|7355	1248.7487	SLC35A2|7355	311.6673
SLC35A3|23443	199.6997	SLC35A3|23443	385.7856
SLC35A4|113829	1644.1441	SLC35A4|113829	2096.4353
SLC35A5|55032	963.9639999999999	SLC35A5|55032	801.9597
SLC35B1|10237	768.2683	SLC35B1|10237	428.7742
SLC35B2|347734	2126.6266	SLC35B2|347734	604.4345
SLC35B3|51000	1164.6647	SLC35B3|51000	623.7052
SLC35B4|84912	353.3534	SLC35B4|84912	674.8469
SLC35C1|55343	866.3664	SLC35C1|55343	829.0129
SLC35C2|51006	2530.03	SLC35C2|51006	640.0113
SLC35D1|23169	287.2873	SLC35D1|23169	613.6993
SLC35D2|11046	382.3824	SLC35D2|11046	257.561
SLC35E1|79939	2097.5976	SLC35E1|79939	1807.7446
SLC35E2|728661	3996.1011	SLC35E2|728661	2677.1112
SLC35E2|9906	48.9439	SLC35E2|9906	123.4477
SLC35E3|55508	244.2442	SLC35E3|55508	169.3602
SLC35E4|339665	29.5295	SLC35E4|339665	34.1166
SLC35F1|222553	39.5395	SLC35F1|222553	50.771
SLC35F2|54733	34.034	SLC35F2|54733	78.936
SLC35F3|148641	945.4454	SLC35F3|148641	10.7471
SLC35F5|80255	580.5806	SLC35F5|80255	798.2538
SLC36A1|206358	171.1712	SLC36A1|206358	207.1606
lowly_expressed	lowly_expressed	SLC36A2|153201	5.9295
SLC36A4|120103	70.0701	SLC36A4|120103	91.9067
SLC37A1|54020	993.9939999999999	SLC37A1|54020	102.2832
SLC37A2|219855	89.5896	SLC37A2|219855	64.4829
SLC37A3|84255	2468.969	SLC37A3|84255	870.1485
SLC37A4|2542	526.026	SLC37A4|2542	304.6261
SLC38A10|124565	423.9239	SLC38A10|124565	1858.8862
SLC38A1|81539	4397.3974	SLC38A1|81539	346.5029
SLC38A2|54407	3559.5596	SLC38A2|54407	5254.6148
SLC38A3|10991	6.006	SLC38A3|10991	246.4432
lowly_expressed	lowly_expressed	SLC38A4|55089	16.305999999999997
SLC38A5|92745	20.5205	SLC38A5|92745	7.7824
SLC38A6|145389	146.1461	SLC38A6|145389	146.7542
SLC38A7|55238	198.1982	SLC38A7|55238	194.5605
SLC38A9|153129	139.1391	SLC38A9|153129	203.0841
SLC39A10|57181	1652.1522	SLC39A10|57181	628.8935
SLC39A11|201266	819.8198	SLC39A11|201266	240.8844
SLC39A12|221074	470.95099999999996	lowly_expressed	lowly_expressed
SLC39A13|91252	480.981	SLC39A13|91252	485.4747
SLC39A14|23516	1719.7197	SLC39A14|23516	1555.7425
SLC39A1|27173	2538.5385	SLC39A1|27173	1770.3149
SLC39A2|29986	64.0641	lowly_expressed	lowly_expressed
SLC39A3|29985	296.2963	SLC39A3|29985	283.873
SLC39A4|55630	462.963	SLC39A4|55630	45.2121
SLC39A6|25800	4849.3493	SLC39A6|25800	1852.5862
SLC39A7|7922	3193.6937	SLC39A7|7922	2585.9865
SLC39A8|64116	3551.0511	SLC39A8|64116	512.5278
SLC39A9|55334	1758.2583	SLC39A9|55334	2034.5465
SLC3A1|6519	15.9409	SLC3A1|6519	6.3556
SLC3A2|6520	3072.5726	SLC3A2|6520	1709.9085
SLC40A1|30061	4296.7968	SLC40A1|30061	3390.5403
SLC41A1|254428	1128.6286	SLC41A1|254428	1661.7316
SLC41A2|84102	247.7477	SLC41A2|84102	325.7498
SLC41A3|54946	2177.1772	SLC41A3|54946	795.6596
SLC43A1|8501	1464.965	SLC43A1|8501	629.6347
SLC43A2|124935	345.3453	lowly_expressed	lowly_expressed
SLC43A3|29015	99493.4985	SLC43A3|29015	2695.6815
SLC44A1|23446	3047.5475	SLC44A1|23446	1473.1006
SLC44A2|57153	10649.1491	SLC44A2|57153	3539.1474
SLC44A3|126969	331.8318	SLC44A3|126969	57.4417
SLC44A4|80736	10.01	lowly_expressed	lowly_expressed
SLC44A5|204962	15.015	SLC44A5|204962	6.6706
SLC45A1|50651	16.5165	SLC45A1|50651	35.5768
SLC45A3|85414	123.6236	SLC45A3|85414	35.2062
SLC45A4|57210	305.8058	SLC45A4|57210	190.484
SLC46A1|113235	335.1702	SLC46A1|113235	938.6782
lowly_expressed	lowly_expressed	SLC46A2|57864	7.7824
SLC46A3|283537	728.2282	SLC46A3|283537	774.5359
lowly_expressed	lowly_expressed	SLC47A1|55244	149.7189
SLC48A1|55652	578.5786	SLC48A1|55652	967.9846
SLC4A11|83959	1412.9129	SLC4A11|83959	41.5062
SLC4A1AP|22950	617.6176	SLC4A1AP|22950	680.0351
lowly_expressed	lowly_expressed	SLC4A1|6521	6.6706
SLC4A2|6522	1228.048	SLC4A2|6522	1349.8123
SLC4A3|6508	272.2723	SLC4A3|6508	50.4004
SLC4A4|8671	24.024	SLC4A4|8671	1964.5048
SLC4A5|57835	208.3483	SLC4A5|57835	36.129
SLC4A7|9497	1851.8519	SLC4A7|9497	312.0379
SLC4A8|9498	55.0551	SLC4A8|9498	5.5589
SLC5A12|159963	6.006	lowly_expressed	lowly_expressed
SLC5A1|6523	8548.048	SLC5A1|6523	154.9072
SLC5A3|6526	458.038	SLC5A3|6526	1618.7245
SLC5A4|6527	6.5065	SLC5A4|6527	10.006
SLC5A6|8884	6270.1301	SLC5A6|8884	2589.5627
SLC5A9|200010	7.5075	SLC5A9|200010	6.3001
lowly_expressed	lowly_expressed	SLC6A10P|386757	12.2295
SLC6A11|6538	99.5996	lowly_expressed	lowly_expressed
SLC6A14|11254	4110.1101	SLC6A14|11254	71.8947
SLC6A16|28968	13.5135	SLC6A16|28968	37.0591
SLC6A17|388662	31.5315	lowly_expressed	lowly_expressed
SLC6A1|6529	24.5245	SLC6A1|6529	27.4238
lowly_expressed	lowly_expressed	SLC6A20|54716	17.0472
lowly_expressed	lowly_expressed	SLC6A2|6530	35.2062
SLC6A4|6532	5.5055	SLC6A4|6532	22.6061
SLC6A6|6533	195.1952	SLC6A6|6533	688.5587
SLC6A8|6535	758.2583	SLC6A8|6535	1944.1222
SLC6A9|6536	269.7698	SLC6A9|6536	71.8021
SLC7A10|56301	8.5085	SLC7A10|56301	1301.0425
SLC7A11|23657	35.5355	SLC7A11|23657	5.9295
SLC7A1|6541	1875.3754	SLC7A1|6541	241.6256
SLC7A2|6542	74.0741	SLC7A2|6542	628.5229
lowly_expressed	lowly_expressed	SLC7A4|6545	55.9593
SLC7A5P2|387254	8.3534	lowly_expressed	lowly_expressed
SLC7A5|8140	3588.0881	SLC7A5|8140	120.8128
SLC7A6OS|84138	83.8989	SLC7A6OS|84138	242.4853
SLC7A6|9057	1677.8629	SLC7A6|9057	2039.6162
SLC7A7|9056	90.0901	SLC7A7|9056	100.0597
SLC7A8|23428	207.2072	SLC7A8|23428	509.1925
SLC8A1|6546	59.0591	SLC8A1|6546	390.6033
lowly_expressed	lowly_expressed	SLC8A3|6547	8.152999999999999
SLC9A1|6548	1022.0219999999999	SLC9A1|6548	809.3715
SLC9A2|6549	5.005	lowly_expressed	lowly_expressed
SLC9A3R1|9368	509.009	SLC9A3R1|9368	466.2039
SLC9A3R2|9351	343.3433	SLC9A3R2|9351	1811.8211
lowly_expressed	lowly_expressed	SLC9A5|6553	15.5648
SLC9A6|10479	281.2813	SLC9A6|10479	584.7932
SLC9A7|84679	62.5626	lowly_expressed	lowly_expressed
SLC9A8|23315	448.9489	SLC9A8|23315	592.205
SLC9A9|285195	96.5966	SLC9A9|285195	706.7177
SLCO1A2|6579	88.0881	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLCO1C1|53919	85.236
SLCO2A1|6578	628.1281	SLCO2A1|6578	294.2495
SLCO2B1|11309	120.1201	SLCO2B1|11309	178.625
SLCO3A1|28232	125.6256	SLCO3A1|28232	414.3211
SLCO4A1|28231	24.1291	SLCO4A1|28231	21.8649
SLCO4C1|353189	17.017	SLCO4C1|353189	7.7824
SLCO5A1|81796	21.5215	lowly_expressed	lowly_expressed
SLFN11|91607	188.6887	SLFN11|91607	1161.4333
lowly_expressed	lowly_expressed	SLFN12L|342615	37.0591
SLFN12|55106	65.0651	SLFN12|55106	87.4596
SLFN13|146857	591.0911	SLFN13|146857	128.2246
SLFN5|162394	248.2482	SLFN5|162394	1788.1033
SLFNL1|200172	7.007000000000001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLIT1|6585	5.5589
SLIT2|9353	98.0981	SLIT2|9353	551.0693
SLIT3|6586	147.6476	SLIT3|6586	4598.2975
SLITRK2|84631	6.006	SLITRK2|84631	22.9767
SLITRK4|139065	13.5135	SLITRK4|139065	179.7368
SLITRK5|26050	32.032	lowly_expressed	lowly_expressed
SLITRK6|84189	2101.6016	SLITRK6|84189	43.7298
SLK|9748	870.3704	SLK|9748	3203.0211
SLMAP|7871	1183.6837	SLMAP|7871	1255.9341
SLMO1|10650	36.036	SLMO1|10650	32.2414
SLMO2|51012	4540.04	SLMO2|51012	1230.7339
SLPI|6590	212775.2753	SLPI|6590	3160.7736
SLTM|79811	1479.98	SLTM|79811	2709.3934
SLU7|10569	1330.3303	SLU7|10569	1684.7083
SLURP1|57152	6.5065	lowly_expressed	lowly_expressed
SMAD1|4086	529.029	SMAD1|4086	707.8295
SMAD2|4087	4398.3984	SMAD2|4087	2604.8866
SMAD3|4088	1093.0931	SMAD3|4088	1660.6199
SMAD4|4089	3276.3714	SMAD4|4089	2131.1412
lowly_expressed	lowly_expressed	SMAD5OS|9597	6.6706
SMAD5|4090	793.7938	SMAD5|4090	2450.7206
SMAD6|4091	60.5606	SMAD6|4091	189.0016
SMAD7|4092	1590.5906	SMAD7|4092	839.76
SMAD9|4093	34.5345	SMAD9|4093	64.8535
SMAGP|57228	497.4975	SMAGP|57228	109.3244
SMAP1|60682	1139.8298	SMAP1|60682	1116.1396
SMAP2|64744	303.8038	SMAP2|64744	559.9635
SMARCA1|6594	1360.8609	SMARCA1|6594	1592.0605
SMARCA2|6595	5351.3514	SMARCA2|6595	6363.0535
SMARCA4|6597	1735.7357	SMARCA4|6597	1055.4442
SMARCA5|8467	1977.4775	SMARCA5|8467	2173.5183
SMARCAD1|56916	1433.4334	SMARCAD1|56916	841.9836
SMARCAL1|50485	1018.018	SMARCAL1|50485	608.511
SMARCB1|6598	964.965	SMARCB1|6598	949.0845
SMARCC1|6599	5589.0891	SMARCC1|6599	1566.8602
SMARCC2|6601	2170.1702	SMARCC2|6601	3642.1718
SMARCD1|6602	1869.3694	SMARCD1|6602	1280.0225
SMARCD2|6603	2556.5566	SMARCD2|6603	1663.9552
SMARCD3|6604	1320.8208	SMARCD3|6604	336.4969
SMARCE1|6605	2195.6957	SMARCE1|6605	2906.548
SMC1A|8243	1283.2833	SMC1A|8243	2169.4418
SMC1B|27127	7.5075	lowly_expressed	lowly_expressed
SMC2|10592	561.0611	SMC2|10592	490.663
SMC3|9126	1006.5065	SMC3|9126	1890.7571
SMC4|10051	1308.3083	SMC4|10051	681.1469
SMC5|23137	1204.2042	SMC5|23137	801.5891
SMC6|79677	538.5385	SMC6|79677	592.9462
SMCHD1|23347	1460.4605	SMCHD1|23347	1718.0615
SMCR7L|54471	1657.6577	SMCR7L|54471	1269.2754
SMCR7|125170	138.6386	SMCR7|125170	183.0721
SMCR8|140775	342.3524	SMCR8|140775	922.0535
SMEK1|55671	1593.5936	SMEK1|55671	1469.7653
SMEK2|57223	3709.2092	SMEK2|57223	3249.345
SMG1|23049	1973.974	SMG1|23049	3085.173
SMG5|23381	969.97	SMG5|23381	1709.9085
SMG6|23293	404.9049	SMG6|23293	1408.2471
SMG7|9887	3581.5816	SMG7|9887	2034.1759
SMN2|6607	1435.4354	SMN2|6607	995.2898
SMNDC1|10285	463.4635	SMNDC1|10285	698.5647
SMOC1|64093	9.5095	SMOC1|64093	381.3385
SMOC2|64094	426.9269	SMOC2|64094	1537.2129
SMOX|54498	282.7828	SMOX|54498	63.0005
SMO|6608	2235.7357	SMO|6608	328.3439
SMPD1|6609	801.8018	SMPD1|6609	775.2771
SMPD2|6610	232.2322	SMPD2|6610	122.6657
SMPD3|55512	14.014000000000001	SMPD3|55512	16.6766
SMPD4|55627	1912.9129	SMPD4|55627	1197.3807
SMPDL3A|10924	452.95300000000003	SMPDL3A|10924	136.3776
SMPDL3B|27293	777.7778	SMPDL3B|27293	13.7119
SMR3A|26952	20.5205	lowly_expressed	lowly_expressed
SMR3B|10879	21.021	lowly_expressed	lowly_expressed
SMS|6611	3811.3113	SMS|6611	682.9999
SMTNL1|219537	5.005	lowly_expressed	lowly_expressed
SMTN|6525	944.9449	SMTN|6525	1113.627
SMU1|55234	2062.5626	SMU1|55234	1845.1743
SMUG1|23583	614.6146	SMUG1|23583	414.6917
SMURF1|57154	843.7638	SMURF1|57154	1369.7872
SMURF2|64750	253.7538	SMURF2|64750	679.6645
SMYD1|150572	57.0571	lowly_expressed	lowly_expressed
SMYD2|56950	1151.1512	SMYD2|56950	481.3982
SMYD3|64754	508.5085	SMYD3|64754	127.854
SMYD4|114826	138.6386	SMYD4|114826	494.7395
SMYD5|10322	770.7708	SMYD5|10322	449.8979
SNAI1|6615	199.1992	SNAI1|6615	170.1014
SNAI2|6591	1907.9079	SNAI2|6591	270.5317
SNAP23|8773	2586.0861	SNAP23|8773	1427.5179
SNAP29|9342	1149.1491	SNAP29|9342	1314.8581
SNAP47|116841	836.3163	SNAP47|116841	408.1582
SNAP91|9892	13.5135	SNAP91|9892	5.1883
SNAPC1|6617	175.6757	SNAPC1|6617	356.5089
SNAPC2|6618	204.2042	SNAPC2|6618	156.7601
SNAPC3|6619	930.4304	SNAPC3|6619	744.1474
SNAPC4|6621	179.6797	SNAPC4|6621	140.4541
SNAPC5|10302	78.979	SNAPC5|10302	121.7763
SNAPIN|23557	670.6707	SNAPIN|23557	855.6954
SNCAIP|9627	12.5125	SNCAIP|9627	89.3125
SNCA|6622	11.5115	SNCA|6622	27.4238
lowly_expressed	lowly_expressed	SNCG|6623	1607.9959
SND1|27044	6543.043000000001	SND1|27044	3546.9298
SNED1|25992	208.7087	SNED1|25992	1785.5091
SNF8|11267	258.7588	SNF8|11267	829.0129
SNHG10|283596	60.5606	SNHG10|283596	20.0119
SNHG11|128439	115.8659	SNHG11|128439	94.4674
SNHG12|85028	78.2382	SNHG12|85028	43.7298
SNHG1|23642	595.0951	SNHG1|23642	234.2137
SNHG3-RCC1|751867	109.024	SNHG3-RCC1|751867	100.8676
SNHG3|8420	52.0521	SNHG3|8420	10.3766
SNHG4|724102	9.2993	lowly_expressed	lowly_expressed
SNHG5|387066	2879.3794	SNHG5|387066	1988.9638
SNHG6|641638	1517.017	SNHG6|641638	917.5842
SNHG7|84973	863.6537	SNHG7|84973	558.155
SNHG8|100093630	708.2082	SNHG8|100093630	469.5392
SNHG9|735301	204.2042	SNHG9|735301	35.9474
SNIP1|79753	166.6667	SNIP1|79753	373.5561
SNN|8303	713.7137	SNN|8303	3506.1648
SNORA39|677821	5.7558	lowly_expressed	lowly_expressed
SNORA7B|677797	18.2833	lowly_expressed	lowly_expressed
SNORA8|654320	333.00800000000004	SNORA8|654320	171.6171
SNORD116-20|100033431	11.011	SNORD116-20|100033431	10.3766
SNORD116-28|100033820	34.2342	SNORD116-28|100033820	14.1603
lowly_expressed	lowly_expressed	SNORD116-4|100033416	34.2945
SNORD1C|677850	12.0871	SNORD1C|677850	6.2963
SNPH|9751	502.5025	SNPH|9751	131.1893
SNRK|54861	1027.5275	SNRK|54861	2630.4574
SNRNP200|23020	5714.7147	SNRNP200|23020	5006.3186
SNRNP25|79622	442.9429	SNRNP25|79622	446.19199999999995
SNRNP27|11017	627.1271	SNRNP27|11017	987.9965
SNRNP35|11066	297.7477	SNRNP35|11066	350.4386
SNRNP40|9410	572.5726	SNRNP40|9410	533.6515
SNRNP48|154007	415.9159	SNRNP48|154007	309.4438
SNRNP70|6625	1274.7748	SNRNP70|6625	1310.0404
SNRPA1|6627	690.6907	SNRPA1|6627	250.1492
SNRPA|6626	1910.4104	SNRPA|6626	885.3427
SNRPB2|6629	2087.0871	SNRPB2|6629	978.7318
SNRPB|6628	1992.4925	SNRPB|6628	989.4789
SNRPC|6631	1966.4665	SNRPC|6631	696.7117
SNRPD1|6632	1015.015	SNRPD1|6632	392.8268
SNRPD2|6633	5301.3013	SNRPD2|6633	1425.2943
SNRPD3|6634	2121.8569	SNRPD3|6634	952.3568
SNRPE|6635	1793.7938	SNRPE|6635	436.5566
SNRPF|6636	1954.4545	SNRPF|6636	365.7737
SNRPG|6637	1367.3674	SNRPG|6637	482.8805
SNRPN|6638	2281.6116	SNRPN|6638	983.4309
SNTA1|6640	169.6697	SNTA1|6640	1052.4794
SNTB1|6641	533.033	SNTB1|6641	727.1002
SNTB2|6645	549.049	SNTB2|6645	2845.7709999999997
lowly_expressed	lowly_expressed	SNTG2|54221	54.4769
SNUPN|10073	793.2933	SNUPN|10073	505.116
lowly_expressed	lowly_expressed	SNURF|8926	37.2667
SNW1|22938	835.3353	SNW1|22938	1557.5955
SNX10|29887	175.6757	SNX10|29887	791.9537
SNX11|29916	296.2963	SNX11|29916	710.053
SNX12|29934	144.1441	SNX12|29934	151.9425
SNX13|23161	939.4394	SNX13|23161	1953.7576
SNX14|57231	1248.7487	SNX14|57231	946.4903
SNX15|29907	250.2503	SNX15|29907	941.6726
SNX16|64089	353.3534	SNX16|64089	406.1681
SNX17|9784	1905.4054	SNX17|9784	2796.4823
SNX18|112574	394.8949	SNX18|112574	1197.0101
SNX19|399979	1087.0871	SNX19|399979	4210.6589
SNX1|6642	3096.5966	SNX1|6642	5562.5762
SNX20|124460	7.6426	SNX20|124460	8.0492
SNX21|90203	396.5165	SNX21|90203	1230.6116
SNX22|79856	563.1832	SNX22|79856	74.0553
SNX24|28966	117.1171	SNX24|28966	84.4948
SNX25|83891	451.4515	SNX25|83891	353.5442
SNX27|81609	1517.1822	SNX27|81609	901.6599
SNX29|92017	312.3123	SNX29|92017	1286.3226
SNX2|6643	873.8739	SNX2|6643	2272.8368
SNX30|401548	682.6827	SNX30|401548	558.8518
SNX32|254122	6.5065	lowly_expressed	lowly_expressed
SNX33|257364	857.8579	SNX33|257364	1738.444
SNX3|8724	6857.3574	SNX3|8724	6510.1783
SNX4|8723	1223.2232	SNX4|8723	897.5723
SNX5|27131	1830.8308	SNX5|27131	3642.913
SNX6|58533	658.6587	SNX6|58533	1837.3919
SNX7|51375	312.8128	SNX7|51375	352.0618
SNX8|29886	137.6376	SNX8|29886	375.7796
SNX9|51429	2030.03	SNX9|51429	3155.5854
SOAT1|6646	587.0871	SOAT1|6646	617.7758
