gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
SLFN5|162394	377.0472	SLFN5|162394	744.2997
SLFNL1|200172	11.6462	lowly_expressed	lowly_expressed
SLIT1|6585	10.6757	SLIT1|6585	19.1368
SLIT2|9353	218.8524	SLIT2|9353	461.7264
SLIT3|6586	473.1287	SLIT3|6586	2209.6906
SLITRK1|114798	567.2692	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLITRK2|84631	12.6221
lowly_expressed	lowly_expressed	SLITRK3|22865	8.9577
SLITRK4|139065	93.6552	SLITRK4|139065	92.8339
SLITRK5|26050	70.3627	SLITRK5|26050	139.2508
SLITRK6|84189	4603.6637	SLITRK6|84189	227.6059
SLK|9748	954.0216	SLK|9748	2315.9609
SLMAP|7871	788.5479	SLMAP|7871	1809.8534
SLMO1|10650	127.6234	SLMO1|10650	47.6384
SLMO2|51012	2152.6143	SLMO2|51012	1146.987
SLPI|6590	659.9539	SLPI|6590	2872.5570000000002
SLTM|79811	1861.4582	SLTM|79811	2201.5472
SLU7|10569	1290.7922	SLU7|10569	1153.0945
SMAD1|4086	565.3282	SMAD1|4086	757.329
SMAD2|4087	3166.3229	SMAD2|4087	2069.6254
SMAD3|4088	3862.1861	SMAD3|4088	1288.6808
SMAD4|4089	2450.8262	SMAD4|4089	1979.5073
SMAD5|4090	1352.4202	SMAD5|4090	1487.785
SMAD6|4091	119.374	SMAD6|4091	54.1531
SMAD7|4092	570.6659999999999	SMAD7|4092	676.3029
SMAD9|4093	24.7483	SMAD9|4093	67.9967
SMAGP|57228	247.4827	SMAGP|57228	218.6482
SMAP1|60682	979.5463	SMAP1|60682	738.355
SMAP2|64744	1395.6084	SMAP2|64744	1359.9349
SMARCA1|6594	707.9947	SMARCA1|6594	1378.6645
SMARCA2|6595	2737.3529	SMARCA2|6595	5282.1661
SMARCA4|6597	4651.7045	SMARCA4|6597	2918.1596
SMARCA5|8467	1985.6848	SMARCA5|8467	2425.0041
SMARCAD1|56916	1397.0642	SMARCAD1|56916	1097.3127
SMARCAL1|50485	618.7068	SMARCAL1|50485	717.8339
SMARCB1|6598	2790.7315	SMARCB1|6598	1519.5439999999999
SMARCC1|6599	5710.057	SMARCC1|6599	3302.1173
SMARCC2|6601	3196.4091	SMARCC2|6601	2859.9349
SMARCD1|6602	2107.9704	SMARCD1|6602	1469.0554
SMARCD2|6603	2802.3778	SMARCD2|6603	2754.4788
SMARCD3|6604	231.9544	SMARCD3|6604	930.7818
SMARCE1|6605	2349.1447	SMARCE1|6605	2973.9414
SMC1A|8243	5860.4877	SMC1A|8243	2703.5831
SMC1B|27127	22.322	SMC1B|27127	8.1433
SMC2|10592	1056.4115	SMC2|10592	557.4104
SMC3|9126	2132.7187	SMC3|9126	1665.3094
SMC4|10051	6411.258000000001	SMC4|10051	858.7134
SMC5|23137	1186.4612	SMC5|23137	1277.2801
SMC6|79677	1096.2028	SMC6|79677	546.0098
SMCHD1|23347	2269.0768	SMCHD1|23347	1525.2443
SMCR7L|54471	1277.6902	SMCR7L|54471	840.3909
SMCR7|125170	215.9408	SMCR7|125170	401.0586
SMCR8|140775	1042.698	SMCR8|140775	1177.5977
SMEK1|55671	3154.1914	SMEK1|55671	1508.5505
SMEK2|57223	3206.5995	SMEK2|57223	1869.2997
SMG1|23049	2688.8269	SMG1|23049	3484.5277
SMG5|23381	4215.9408	SMG5|23381	1859.1205
SMG6|23293	779.8132	SMG6|23293	1575.7329
SMG7|9887	3193.9828	SMG7|9887	1918.9739
SMN2|6607	963.8578	SMN2|6607	885.5049
SMNDC1|10285	653.1603	SMNDC1|10285	596.4984
SMOC1|64093	106.7572	SMOC1|64093	315.9609
SMOC2|64094	738.0808	SMOC2|64094	2056.1889
SMOX|54498	54.3491	SMOX|54498	333.8762
SMO|6608	282.9067	SMO|6608	565.9609
SMPD1|6609	345.9905	SMPD1|6609	715.798
SMPD2|6610	573.0923	SMPD2|6610	240.22799999999998
SMPD3|55512	1934.7325	SMPD3|55512	227.6059
SMPD4|55627	3083.3434	SMPD4|55627	1707.2476
SMPDL3A|10924	197.5009	SMPDL3A|10924	267.101
SMPDL3B|27293	571.1513	SMPDL3B|27293	300.0814
lowly_expressed	lowly_expressed	SMR3B|10879	24.8371
SMS|6611	3541.4291	SMS|6611	1370.114
SMTNL1|219537	16.9841	SMTNL1|219537	9.772
lowly_expressed	lowly_expressed	SMTNL2|342527	6.5147
SMTN|6525	1015.6496	SMTN|6525	2440.5537
SMU1|55234	2115.7346	SMU1|55234	1838.355
SMUG1|23583	651.7045	SMUG1|23583	447.4756
SMURF1|57154	363.0863	SMURF1|57154	1056.3233
SMURF2|64750	501.2738	SMURF2|64750	585.0977
lowly_expressed	lowly_expressed	SMYD1|150572	506.9218
SMYD2|56950	968.0941	SMYD2|56950	646.987
SMYD3|64754	195.0746	SMYD3|64754	254.0717
SMYD4|114826	294.0677	SMYD4|114826	464.5765
SMYD5|10322	787.0921	SMYD5|10322	715.798
SNAI1|6615	79.5827	SNAI1|6615	52.1173
SNAI2|6591	315.4191	SNAI2|6591	1576.5472
SNAI3|333929	24.263	SNAI3|333929	21.1726
SNAP23|8773	926.3618	SNAP23|8773	1401.8729999999998
SNAP25|6616	1341.7445	SNAP25|6616	36.2378
SNAP29|9342	1265.0734	SNAP29|9342	930.3746
SNAP47|116841	686.585	SNAP47|116841	709.3607
SNAPC1|6617	107.7278	SNAPC1|6617	214.1694
SNAPC2|6618	507.5822	SNAPC2|6618	425.4886
SNAPC3|6619	351.8137	SNAPC3|6619	495.5212
SNAPC4|6621	389.1787	SNAPC4|6621	482.4919
SNAPC5|10302	98.2264	SNAPC5|10302	103.5708
SNAPIN|23557	532.8157	SNAPIN|23557	429.5603
SNCAIP|9627	58.7165	SNCAIP|9627	181.1889
SNCA|6622	16.0136	SNCA|6622	164.4951
SNCB|6620	12.1315	lowly_expressed	lowly_expressed
SNCG|6623	159.6506	SNCG|6623	1048.0456
SND1|27044	3482.7126	SND1|27044	4817.1824
SNED1|25992	767.6817	SNED1|25992	655.9446
SNF8|11267	1208.7832	SNF8|11267	712.1336
SNHG10|283596	211.0882	SNHG10|283596	63.1107
SNHG11|128439	176.8288	SNHG11|128439	142.215
SNHG12|85028	195.0746	SNHG12|85028	188.1107
SNHG1|23642	1390.7558	SNHG1|23642	663.7663
SNHG3-RCC1|751867	162.2176	SNHG3-RCC1|751867	166.649
SNHG3|8420	65.0249	SNHG3|8420	32.1661
lowly_expressed	lowly_expressed	SNHG4|724102	11.1523
SNHG5|387066	1039.4274	SNHG5|387066	2006.9218
SNHG6|641638	1456.2659	SNHG6|641638	646.5798
SNHG7|84973	249.1277	SNHG7|84973	645.3461
SNHG8|100093630	210.1177	SNHG8|100093630	1000.8143
SNHG9|735301	39.7913	SNHG9|735301	34.202
SNIP1|79753	398.8839	SNIP1|79753	348.12699999999995
SNN|8303	1362.1254	SNN|8303	847.3127
SNORA39|677821	7.5701	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNORA7B|677797	9.1938
SNORA8|654320	202.9698	SNORA8|654320	273.0252
lowly_expressed	lowly_expressed	SNORD116-20|100033431	14.658
SNORD116-28|100033820	16.3678	SNORD116-28|100033820	52.7036
SNORD116-4|100033416	31.7991	SNORD116-4|100033416	47.9072
SNORD1C|677850	41.6644	SNORD1C|677850	22.2068
SNPH|9751	112.0951	SNPH|9751	138.4365
SNRK|54861	1973.0681	SNRK|54861	1699.5114
SNRNP200|23020	13575.6399	SNRNP200|23020	7176.7101
SNRNP25|79622	650.734	SNRNP25|79622	289.4951
SNRNP27|11017	632.2941	SNRNP27|11017	414.9023
SNRNP35|11066	226.9319	SNRNP35|11066	325.285
SNRNP40|9410	1210.239	SNRNP40|9410	777.2801
SNRNP48|154007	312.0223	SNRNP48|154007	344.0554
SNRNP70|6625	2935.8243	SNRNP70|6625	3442.1824
SNRPA1|6627	642.9698	SNRPA1|6627	261.8078
SNRPA|6626	1753.2452	SNRPA|6626	916.5309
SNRPB2|6629	1098.6291	SNRPB2|6629	753.2573
SNRPB|6628	3759.3109	SNRPB|6628	1893.3225
SNRPC|6631	1015.1644	SNRPC|6631	838.355
SNRPD1|6632	2090.9863	SNRPD1|6632	621.7427
SNRPD2|6633	2514.1332	SNRPD2|6633	2136.4007
SNRPD3|6634	3195.4677	SNRPD3|6634	1366.0261
SNRPE|6635	1433.944	SNRPE|6635	707.2476
SNRPF|6636	755.5502	SNRPF|6636	509.772
SNRPG|6637	1007.8855	SNRPG|6637	457.6547
SNRPN|6638	1072.8521	SNRPN|6638	2086.3192
SNTA1|6640	492.0539	SNTA1|6640	285.8306
SNTB1|6641	381.8998	SNTB1|6641	548.0456
SNTB2|6645	560.4756	SNTB2|6645	1049.6743
lowly_expressed	lowly_expressed	SNTG2|54221	7.329
SNUPN|10073	673.0559	SNUPN|10073	509.772
SNURF|8926	81.4897	SNURF|8926	139.0187
SNW1|22938	1199.5633	SNW1|22938	1633.1433
SNX10|29887	699.26	SNX10|29887	245.5212
SNX11|29916	592.988	SNX11|29916	584.2834
SNX12|29934	199.9272	SNX12|29934	282.9805
SNX13|23161	579.886	SNX13|23161	943.4039
SNX14|57231	943.3459	SNX14|57231	1153.9088
SNX15|29907	670.6296	SNX15|29907	497.1498
SNX16|64089	210.6029	SNX16|64089	164.9023
SNX17|9784	1925.5126	SNX17|9784	2441.3681
SNX18|112574	461.4825	SNX18|112574	1271.987
SNX19|399979	1064.1757	SNX19|399979	2122.5570000000002
SNX1|6642	1918.7189	SNX1|6642	3748.3713
SNX20|124460	83.4648	SNX20|124460	26.9055
SNX21|90203	464.2727	SNX21|90203	478.6116
SNX22|79856	195.885	SNX22|79856	174.5603
SNX24|28966	421.6911	SNX24|28966	133.5505
SNX25|83891	222.7344	SNX25|83891	372.55699999999996
SNX27|81609	1356.9768	SNX27|81609	1040.3013
SNX29|92017	415.3827	SNX29|92017	740.2280000000001
SNX2|6643	1514.4971	SNX2|6643	1422.2313
SNX30|401548	527.4779	SNX30|401548	742.671
lowly_expressed	lowly_expressed	SNX31|169166	7.329
lowly_expressed	lowly_expressed	SNX32|254122	21.1726
SNX33|257364	717.2146	SNX33|257364	1174.2671
SNX3|8724	3228.4362	SNX3|8724	2474.7557
SNX4|8723	796.7973	SNX4|8723	787.4593
SNX5|27131	2024.9909	SNX5|27131	1562.2964
SNX6|58533	1263.6176	SNX6|58533	1221.0912
SNX7|51375	733.2282	SNX7|51375	526.873
SNX8|29886	216.4261	SNX8|29886	307.8176
SNX9|51429	1821.1816	SNX9|51429	1967.0195
SOAT1|6646	691.9811	SOAT1|6646	606.2704
SOAT2|8435	13.102	lowly_expressed	lowly_expressed
SOBP|55084	98.0226	SOBP|55084	236.1564
SOCS1|8651	105.7867	SOCS1|8651	47.6384
SOCS2|8835	226.1313	SOCS2|8835	799.2671
SOCS3|9021	683.2464	SOCS3|9021	2894.9511
SOCS4|122809	978.2846	SOCS4|122809	480.45599999999996
SOCS5|9655	434.3079	SOCS5|9655	1075.3257
SOCS6|9306	874.4389	SOCS6|9306	913.6808
SOCS7|30837	37.8503	SOCS7|30837	80.2117
SOD1|6647	7079.4614	SOD1|6647	2602.1987
SOD2|6648	3809.778	SOD2|6648	9495.9283
SOD3|6649	98.0226	SOD3|6649	585.5049
lowly_expressed	lowly_expressed	SOHLH2|54937	12.6221
SOLH|6650	607.0605	SOLH|6650	591.2052
SON|6651	6546.1604	SON|6651	7462.1336
SORBS1|10580	562.9019	SORBS1|10580	2421.4169
SORBS2|8470	345.9905	SORBS2|8470	1844.8697
SORBS3|10174	1673.6625	SORBS3|10174	2462.1336
lowly_expressed	lowly_expressed	SORCS1|114815	91.2052
SORCS2|57537	105.7867	SORCS2|57537	279.316
SORD|6652	1586.3157	SORD|6652	369.7068
SORL1|6653	1888.1475	SORL1|6653	2942.9967
SORT1|6272	3135.2663	SORT1|6272	2527.2801
SOS1|6654	1070.484	SOS1|6654	1536.645
SOS2|6655	1072.9103	SOS2|6655	1289.9023
lowly_expressed	lowly_expressed	SOSTDC1|25928	214.5765
SOX10|6663	10.6757	SOX10|6663	2390.4723
SOX11|6664	304.7434	SOX11|6664	119.2997
SOX12|6666	622.5889	SOX12|6666	332.6547
SOX13|9580	1021.4728	SOX13|9580	1043.5668
SOX15|6665	5.8231	SOX15|6665	42.3453
SOX17|64321	43.6734	SOX17|64321	609.1205
SOX18|54345	40.7619	SOX18|54345	189.7394
SOX2|6657	68.907	lowly_expressed	lowly_expressed
SOX4|6659	6786.8494	SOX4|6659	2690.9609
SOX5|6660	16.9841	SOX5|6660	46.0098
lowly_expressed	lowly_expressed	SOX6|55553	64.7394
SOX7|83595	43.2804	SOX7|83595	296.8241
lowly_expressed	lowly_expressed	SOX8|30812	117.2638
SOX9|6662	432.3669	SOX9|6662	2372.5570000000002
SP100|6672	2255.9748	SP100|6672	2008.1433
SP110|3431	1569.3316	SP110|3431	694.6254
SP140L|93349	413.4417	SP140L|93349	454.3974
SP140|11262	128.594	SP140|11262	70.0326
SP1|6667	2963.4842	SP1|6667	3590.798
SP2|6668	698.2895	SP2|6668	963.7622
SP3|6670	2996.4819	SP3|6670	2214.5765
SP4|6671	296.0087	SP4|6671	373.3713
SP6|80320	437.2195	SP6|80320	479.6417
SPA17|53340	131.5055	SPA17|53340	159.202
SPAG16|79582	717.2146	SPAG16|79582	310.2606
SPAG17|200162	65.9954	SPAG17|200162	76.5472
SPAG1|6674	191.1925	SPAG1|6674	164.9023
SPAG4|6676	29.1156	SPAG4|6676	28.5016
SPAG5|10615	1243.2367	SPAG5|10615	128.2573
lowly_expressed	lowly_expressed	SPAG6|9576	60.2606
SPAG7|9552	438.19	SPAG7|9552	761.4007
SPAG8|26206	7.7642	SPAG8|26206	9.772
SPAG9|9043	1628.0479999999998	SPAG9|9043	1919.7883
SPARCL1|8404	2705.8109999999997	SPARCL1|8404	22585.9121
SPARC|6678	29751.7894	SPARC|6678	23864.0065
SPAST|6683	864.2485	SPAST|6683	536.2378
SPATA12|353324	5.8231	lowly_expressed	lowly_expressed
SPATA13|221178	530.1031	SPATA13|221178	815.1303
SPATA17|128153	39.3061	SPATA17|128153	35.8306
SPATA18|132671	176.1495	SPATA18|132671	493.4853
SPATA20|64847	1320.8783	SPATA20|64847	973.5342
SPATA24|202051	37.365	SPATA24|202051	32.9805
SPATA2L|124044	167.4148	SPATA2L|124044	302.9316
SPATA2|9825	412.9564	SPATA2|9825	338.355
lowly_expressed	lowly_expressed	SPATA4|132851	11.8078
SPATA5L1|79029	163.5327	SPATA5L1|79029	183.2248
SPATA5|166378	146.0633	SPATA5|166378	287.0521
SPATA6|54558	159.6506	SPATA6|54558	125.4072
SPATA7|55812	98.9931	SPATA7|55812	219.8697
SPATA9|83890	7.2789	SPATA9|83890	6.9218
SPATC1|375686	6.3084	lowly_expressed	lowly_expressed
SPATS2L|26010	2301.5892	SPATS2L|26010	1718.241
SPATS2|65244	882.2031	SPATS2|65244	552.5244
SPC24|147841	81.0385	SPC24|147841	6.9218
SPC25|57405	358.12199999999996	SPC25|57405	19.1368
SPCS1|28972	2309.8387	SPCS1|28972	1536.991
SPCS2|9789	1250.0303	SPCS2|9789	519.1368
SPCS3|60559	2534.5141	SPCS3|60559	2312.7036
SPDEF|25803	1076.7924	SPDEF|25803	3285.0163
SPDYA|245711	12.51	SPDYA|245711	12.0928
SPDYE1|285955	8.7347	SPDYE1|285955	11.4007
SPDYE3|441272	58.2118	SPDYE3|441272	73.5627
SPDYE5|442590	5.3379	lowly_expressed	lowly_expressed
SPDYE6|729597	22.8072	SPDYE6|729597	28.9088
lowly_expressed	lowly_expressed	SPDYE7P|441251	7.7362
SPDYE8P|389517	17.9546	SPDYE8P|389517	16.2866
SPEF1|25876	26.6893	SPEF1|25876	10.9935
SPEF2|79925	610.4574	SPEF2|79925	280.9446
SPEG|10290	826.3982	SPEG|10290	726.7915
SPEN|23013	3669.0525	SPEN|23013	3030.1303
SPESP1|246777	7.2789	SPESP1|246777	35.4194
SPG11|80208	1421.8124	SPG11|80208	2412.0521
SPG20|23111	560.4756	SPG20|23111	1990.6352
SPG21|51324	1574.6694	SPG21|51324	1469.4625
SPG7|6687	732.2577	SPG7|6687	1271.987
SPHAR|10638	102.7539	SPHAR|10638	124.772
SPHK1|8877	248.7687	SPHK1|8877	481.5513
SPHK2|56848	300.8807	SPHK2|56848	318.8396
lowly_expressed	lowly_expressed	SPHKAP|80309	217.0195
SPI1|6688	540.0946	SPI1|6688	425.0814
SPIB|6689	22.322	SPIB|6689	21.1726
SPIN1|10927	3774.8393	SPIN1|10927	3286.2378
SPIN2B|474343	83.4017	SPIN2B|474343	105.0977
SPIN3|169981	369.283	SPIN3|169981	300.4886
SPIN4|139886	722.5525	SPIN4|139886	175.0814
SPINK2|6691	7.2789	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPINK5|11005	37.0521
SPINT1|6692	2260.8274	SPINT1|6692	3105.0489
SPINT2|10653	12518.2579	SPINT2|10653	7996.3355
SPIRE1|56907	506.1264	SPIRE1|56907	749.5928
SPIRE2|84501	326.5801	SPIRE2|84501	121.7427
SPNS1|83985	706.073	SPNS1|83985	710.627
SPNS2|124976	94.9557	SPNS2|124976	949.1489999999999
SPNS3|201305	6.7936	SPNS3|201305	16.2866
SPN|6693	335.8001	SPN|6693	183.2248
SPOCD1|90853	34.4535	lowly_expressed	lowly_expressed
SPOCK1|6695	375.5914	SPOCK1|6695	406.3518
SPOCK2|9806	1128.23	SPOCK2|9806	555.3746
lowly_expressed	lowly_expressed	SPOCK3|50859	13.0293
SPON1|10418	615.31	SPON1|10418	1333.8762
SPON2|10417	828.8245	SPON2|10417	796.4169
SPOPL|339745	1719.7622	SPOPL|339745	1002.8502
SPOP|8405	1194.7107	SPOP|8405	1457.2476
SPP1|6696	329.4917	SPP1|6696	864.8208
SPPL2A|84888	704.5978	SPPL2A|84888	590.798
SPPL2B|56928	971.9762	SPPL2B|56928	913.6808
SPPL3|121665	768.1669	SPPL3|121665	1342.4267
SPRED1|161742	927.3323	SPRED1|161742	1250.8143
SPRED2|200734	1598.9324	SPRED2|200734	1418.9739
SPRN|503542	58.7165	SPRN|503542	81.4332
lowly_expressed	lowly_expressed	SPRR1A|6698	16.6938
lowly_expressed	lowly_expressed	SPRR1B|6699	50.8958
lowly_expressed	lowly_expressed	SPRR2D|6703	6.9218
SPRY1|10252	544.462	SPRY1|10252	4157.1661
SPRY2|10253	200.8977	SPRY2|10253	1280.9446
SPRY3|10251	54.8344	SPRY3|10251	91.6124
SPRY4|81848	639.573	SPRY4|81848	789.0879
SPRYD3|84926	590.5617	SPRYD3|84926	1684.4463
SPRYD4|283377	287.2741	SPRYD4|283377	307.4104
SPR|6697	1316.0257	SPR|6697	555.3746
SPSB1|80176	648.3077	SPSB1|80176	893.3225
SPSB2|84727	52.8934	SPSB2|84727	106.2704
SPSB3|90864	562.4166	SPSB3|90864	806.5961
SPSB4|92369	55.3197	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPTA1|6708	17.5081
SPTAN1|6709	11782.1182	SPTAN1|6709	8033.3876
SPTBN1|6711	5024.3843	SPTBN1|6711	10252.0358
SPTBN2|6712	1995.39	SPTBN2|6712	887.215
SPTBN4|57731	271.7457	SPTBN4|57731	33.3876
SPTBN5|51332	67.9364	SPTBN5|51332	251.5472
SPTB|6710	57.2607	SPTB|6710	153.9088
SPTLC1|10558	1513.0414	SPTLC1|10558	1644.5439999999999
SPTLC2|9517	1148.6109	SPTLC2|9517	2030.9446
SPTLC3|55304	942.3753	SPTLC3|55304	418.1596
SPTY2D1|144108	1542.8752	SPTY2D1|144108	942.5733
SQLE|6713	3129.9284	SQLE|6713	728.013
SQRDL|58472	904.0398	SQRDL|58472	1308.2248
SQSTM1|8878	6039.1508	SQSTM1|8878	5456.5717
SR140|23350	2644.6682	SR140|23350	2348.127
SRA1|10011	676.938	SRA1|10011	503.2573
SRBD1|55133	378.50300000000004	SRBD1|55133	561.4821
SRCAP|10847	3137.2073	SRCAP|10847	4105.8632
SRCIN1|80725	213.9998	SRCIN1|80725	264.658
SRCRB4D|136853	35.458	SRCRB4D|136853	11.8078
SRC|6714	2625.2578	SRC|6714	1051.7101
SRD5A1|6715	622.5889	SRD5A1|6715	217.8339
SRD5A2|6716	6.7936	lowly_expressed	lowly_expressed
SRD5A3|79644	482.3487	SRD5A3|79644	327.7362
SREBF1|6720	6083.7074	SREBF1|6720	4421.4169
SREBF2|6721	3604.5129	SREBF2|6721	3489.4137
SRFBP1|153443	344.0495	SRFBP1|153443	320.0326
SRF|6722	1612.5197	SRF|6722	2609.1205
SRGAP1|57522	275.6278	SRGAP1|57522	368.8925
SRGAP2|23380	1486.8373	SRGAP2|23380	627.0358
SRGAP3|9901	545.9177	SRGAP3|9901	362.3779
SRGN|5552	1507.2182	SRGN|5552	2213.355
SRI|6717	840.956	SRI|6717	1706.8404
SRL|6345	6.3084	SRL|6345	41.9381
SRMS|6725	34.4535	SRMS|6725	13.0293
SRM|6723	1068.5430000000001	SRM|6723	1083.0619
SRP14|6727	4322.698	SRP14|6727	3804.1531
SRP19|6728	1562.4360000000001	SRP19|6728	611.6205
SRP54|6729	1594.0798	SRP54|6729	1027.2801
SRP68|6730	2905.2529	SRP68|6730	1932.8176
SRP72|6731	3144.0009999999997	SRP72|6731	2562.7036
SRP9|6726	6906.2235	SRP9|6726	2945.8469
SRPK1|6732	1086.0124	SRPK1|6732	912.8664
SRPK2|6733	644.9108	SRPK2|6733	1030.1303
lowly_expressed	lowly_expressed	SRPK3|26576	14.0309
SRPRB|58477	4349.3874	SRPRB|58477	1167.7524
SRPR|6734	3058.5952	SRPR|6734	3596.4984
SRPX2|27286	207.2061	SRPX2|27286	258.1433
SRPX|8406	102.8752	SRPX|8406	1645.3583
SRRD|402055	353.7547	SRRD|402055	201.9544
SRRM1|10250	2257.4305	SRRM1|10250	1971.9055
SRRM2|23524	9039.4274	SRRM2|23524	14345.684
SRRM3|222183	482.3487	SRRM3|222183	81.8404
SRRM5|100170229	36.3848	SRRM5|100170229	21.6409
SRRT|51593	3424.4814	SRRT|51593	1996.7427
SRR|63826	233.842	SRR|63826	289.0472
SRXN1|140809	1061.7494	SRXN1|140809	446.2541
SS18L1|26039	853.5727	SS18L1|26039	404.316
SS18L2|51188	452.7478	SS18L2|51188	254.4788
SS18|6760	3586.5583	SS18|6760	2037.0521
SSBP1|6742	724.4935	SSBP1|6742	768.3225
SSBP2|23635	687.1285	SSBP2|23635	716.6124
SSBP3|23648	2636.4188	SSBP3|23648	777.2801
SSBP4|170463	799.7088	SSBP4|170463	532.1661
SSB|6741	2817.1782	SSB|6741	1801.7956
SSC5D|284297	461.4825	SSC5D|284297	423.0456
SSFA2|6744	1469.8532	SSFA2|6744	2281.3518
SSH1|54434	1445.1049	SSH1|54434	1158.3876
SSH2|85464	519.2284	SSH2|85464	630.7003
SSH3|54961	768.6522	SSH3|54961	1147.8013
SSNA1|8636	684.7022	SSNA1|8636	600.57
SSPN|8082	316.3897	SSPN|8082	1389.658
SSPO|23145	13.102	SSPO|23145	44.7883
SSR1|6745	3623.9233	SSR1|6745	3290.3094
SSR2|6746	7035.3027	SSR2|6746	4627.0358
SSR3|6747	5790.6102	SSR3|6747	4236.1564
SSR4|6748	4981.6814	SSR4|6748	2468.241
SSRP1|6749	7078.4908	SSRP1|6749	3715.798
SSSCA1|10534	502.7296	SSSCA1|10534	297.2313
SSTR1|6751	30.5714	SSTR1|6751	13.0293
SSTR2|6752	3648.6716	SSTR2|6752	128.2573
SSTR3|6753	5.3379	lowly_expressed	lowly_expressed
SSU72|29101	2214.7276	SSU72|29101	2109.1205
SSX2IP|117178	1391.7263	SSX2IP|117178	418.1596
ST13|6767	6874.1963	ST13|6767	5458.0619
ST14|6768	2148.7323	ST14|6768	3741.0423
ST20|400410	88.7832	ST20|400410	30.2077
ST3GAL1|6482	3340.0461	ST3GAL1|6482	1238.1922
ST3GAL2|6483	360.0631	ST3GAL2|6483	526.0586
ST3GAL3|6487	161.5917	ST3GAL3|6487	267.5081
ST3GAL4|6484	317.3602	ST3GAL4|6484	324.9186
ST3GAL5|8869	381.8998	ST3GAL5|8869	155.1303
ST3GAL6|10402	46.0997	ST3GAL6|10402	72.4756
ST5|6764	701.6863	ST5|6764	2479.6417
ST6GAL1|6480	955.9626	ST6GAL1|6480	1877.0358
ST6GAL2|84620	113.5509	ST6GAL2|84620	122.557
lowly_expressed	lowly_expressed	ST6GALNAC1|55808	29.316
ST6GALNAC2|10610	799.7088	ST6GALNAC2|10610	915.3094
ST6GALNAC3|256435	28.6304	ST6GALNAC3|256435	120.11399999999999
ST6GALNAC4|27090	328.0359	ST6GALNAC4|27090	286.2378
ST6GALNAC5|81849	1856.1203	ST6GALNAC5|81849	174.6743
ST6GALNAC6|30815	807.4730000000001	ST6GALNAC6|30815	1299.2671
ST7L|54879	343.5642	ST7L|54879	441.3681
ST7OT1|93653	21.4097	ST7OT1|93653	74.1694
ST7|7982	508.87300000000005	ST7|7982	535.3339
ST8SIA1|6489	57.2607	ST8SIA1|6489	186.4821
ST8SIA2|8128	25.2335	ST8SIA2|8128	453.1759
ST8SIA4|7903	352.7842	ST8SIA4|7903	225.57
ST8SIA5|29906	11.161	lowly_expressed	lowly_expressed
ST8SIA6|338596	56.2902	ST8SIA6|338596	110.7492
STAB1|23166	553.6819	STAB1|23166	2923.2125
lowly_expressed	lowly_expressed	STAB2|55576	13.8436
STAC2|342667	7.7642	STAC2|342667	9742.671
STAC3|246329	65.4762	STAC3|246329	52.044
STAC|6769	7.2789	STAC|6769	140.8795
STAG1|10274	1222.5161	STAG1|10274	1084.5277
STAG2|10735	3502.123	STAG2|10735	2883.5505
STAG3L1|54441	77.1564	STAG3L1|54441	102.1987
STAG3L2|442582	70.3627	STAG3L2|442582	96.0912
STAG3L3|442578	186.767	STAG3L3|442578	196.4739
STAG3L4|64940	109.6688	STAG3L4|64940	91.6124
STAG3|10734	23.54	STAG3|10734	23.9332
STAM2|10254	886.0852	STAM2|10254	989.0065
STAMBPL1|57559	101.4194	STAMBPL1|57559	69.6254
STAMBP|10617	893.8493	STAMBP|10617	644.544
STAM|8027	619.192	STAM|8027	425.0814
STAP1|26228	16.4988	STAP1|26228	8.1433
STAP2|55620	420.7206	STAP2|55620	477.1987
STARD10|10809	1954.1429	STARD10|10809	2024.0228
STARD13|90627	271.7457	STARD13|90627	1016.2866
STARD3NL|83930	647.8224	STARD3NL|83930	542.3453
STARD3|10948	774.9606	STARD3|10948	896.5798
STARD4|134429	125.1971	STARD4|134429	93.6482
STARD5|80765	125.6824	STARD5|80765	86.7264
STARD7|56910	4591.9059	STARD7|56910	2462.6507
STARD8|9754	143.1518	STARD8|9754	741.0423
lowly_expressed	lowly_expressed	STAR|6770	29.316
STAT1|6772	23985.4422	STAT1|6772	9248.7785
STAT2|6773	2625.2578	STAT2|6773	2865.228
STAT3|6774	3280.8444	STAT3|6774	8713.355
STAT4|6775	82.009	STAT4|6775	96.4984
STAT5A|6776	665.2918	STAT5A|6776	2715.3909
STAT5B|6777	912.7745	STAT5B|6777	3206.0261
STAT6|6778	2250.6369	STAT6|6778	4155.5375
STAU1|6780	4128.594	STAU1|6780	2942.9967
STAU2|27067	890.4525	STAU2|27067	758.1433
STBD1|8987	243.523	STBD1|8987	626.5187
STC1|6781	318.816	STC1|6781	2186.8893
STC2|8614	190.7073	STC2|8614	15201.5472
STEAP1|26872	46.585	STEAP1|26872	245.9283
STEAP2|261729	108.6983	STEAP2|261729	760.1792
STEAP3|55240	510.0085	STEAP3|55240	1618.0782
