gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
SLC30A7|148867	851.1561	SLC30A7|148867	681.2447
SLC30A8|169026	20419.9422	lowly_expressed	lowly_expressed
SLC30A9|10463	2524.2775	SLC30A9|10463	1332.2119
SLC31A1|1317	1253.1792	SLC31A1|1317	1372.582
SLC31A2|1318	172.8324	SLC31A2|1318	687.9731
SLC33A1|9197	520.8092	SLC33A1|9197	603.4483
SLC34A2|10568	10.9827	SLC34A2|10568	965.5172
SLC35A1|10559	329.5954	SLC35A1|10559	638.5744
SLC35A2|7355	1656.6474	SLC35A2|7355	473.0866
SLC35A3|23443	989.8844	SLC35A3|23443	363.3305
SLC35A4|113829	2973.9884	SLC35A4|113829	1875.5257
SLC35A5|55032	548.2659	SLC35A5|55032	657.6955
SLC35B1|10237	1445.6647	SLC35B1|10237	521.4466
SLC35B2|347734	836.9942	SLC35B2|347734	1029.4365
SLC35B3|51000	857.5145	SLC35B3|51000	563.0782
SLC35B4|84912	188.1503	SLC35B4|84912	563.4987
SLC35C1|55343	628.6127	SLC35C1|55343	995.7948
SLC35C2|51006	1064.7399	SLC35C2|51006	834.3146
SLC35D1|23169	573.6994	SLC35D1|23169	611.8587
SLC35D2|11046	450.289	SLC35D2|11046	363.3305
SLC35E1|79939	2006.6474	SLC35E1|79939	1898.6543
SLC35E2|728661	2596.3902	SLC35E2|728661	2178.4146
SLC35E2|9906	81.9335	SLC35E2|9906	68.852
SLC35E3|55508	325.4335	SLC35E3|55508	216.5685
SLC35E4|339665	43.9335	SLC35E4|339665	63.0908
SLC35F1|222553	9.5376	SLC35F1|222553	32.8007
SLC35F2|54733	167.34099999999998	SLC35F2|54733	174.5164
lowly_expressed	lowly_expressed	SLC35F3|148641	101.3457
SLC35F5|80255	1008.3815	SLC35F5|80255	736.3331
SLC36A1|206358	498.2659	SLC36A1|206358	312.4474
lowly_expressed	lowly_expressed	SLC36A2|153201	5.0463
SLC36A4|120103	188.1503	SLC36A4|120103	129.9411
SLC37A1|54020	837.2832	SLC37A1|54020	367.1152
SLC37A2|219855	128.3237	SLC37A2|219855	274.6005
SLC37A3|84255	1521.0983	SLC37A3|84255	962.5736
SLC37A4|2542	694.5087	SLC37A4|2542	410.4289
SLC38A10|124565	2118.7861	SLC38A10|124565	3216.1479999999997
SLC38A1|81539	15857.2254	SLC38A1|81539	3718.6712
SLC38A2|54407	7334.9711	SLC38A2|54407	3910.4289
SLC38A3|10991	1305.7803	SLC38A3|10991	210.6812
lowly_expressed	lowly_expressed	SLC38A4|55089	17.2414
SLC38A5|92745	25.4335	SLC38A5|92745	41.6316
SLC38A6|145389	293.9306	SLC38A6|145389	166.5265
SLC38A7|55238	234.6821	SLC38A7|55238	218.6712
SLC38A9|153129	305.4913	SLC38A9|153129	216.5685
SLC39A10|57181	862.7168	SLC39A10|57181	655.5929
SLC39A11|201266	2439.5954	SLC39A11|201266	582.4222
SLC39A13|91252	755.2023	SLC39A13|91252	830.1093
SLC39A14|23516	889.5954	SLC39A14|23516	1280.4878
SLC39A1|27173	5504.0462	SLC39A1|27173	2364.5921
lowly_expressed	lowly_expressed	SLC39A2|29986	8.4104
SLC39A3|29985	423.1214	SLC39A3|29985	423.4651
SLC39A4|55630	3010.1156	SLC39A4|55630	132.4643
SLC39A6|25800	113815.3179	SLC39A6|25800	15147.1825
SLC39A7|7922	2232.659	SLC39A7|7922	3468.4609
SLC39A8|64116	280.0578	SLC39A8|64116	593.7763
SLC39A9|55334	6537.5723	SLC39A9|55334	2163.1623
SLC3A2|6520	4077.7457	SLC3A2|6520	2127.4179999999997
SLC40A1|30061	1165.6069	SLC40A1|30061	3608.4945
SLC41A1|254428	1233.815	SLC41A1|254428	994.5332
SLC41A2|84102	24.2775	SLC41A2|84102	442.3886
SLC41A3|54946	964.4509	SLC41A3|54946	957.9479
SLC43A1|8501	299.422	SLC43A1|8501	354.4996
SLC43A2|124935	337.2832	SLC43A2|124935	696.3835
SLC43A3|29015	370.2312	SLC43A3|29015	1992.3171
SLC44A1|23446	2945.0867	SLC44A1|23446	2794.7855
SLC44A2|57153	4956.3584	SLC44A2|57153	4335.9966
SLC44A3|126969	20.8092	SLC44A3|126969	314.55
SLC44A4|80736	968.2081	SLC44A4|80736	263.2464
SLC44A5|204962	78.9017	SLC44A5|204962	84.5248
SLC45A1|50651	32.3699	SLC45A1|50651	67.704
SLC45A2|51151	238.4393	lowly_expressed	lowly_expressed
SLC45A3|85414	39.3064	SLC45A3|85414	112.6997
SLC45A4|57210	1133.526	SLC45A4|57210	366.2742
SLC46A1|113235	3631.9046	SLC46A1|113235	954.529
lowly_expressed	lowly_expressed	SLC46A2|57864	39.1085
SLC46A3|283537	232.3699	SLC46A3|283537	574.8528
SLC47A1|55244	30.0578	SLC47A1|55244	98.8225
lowly_expressed	lowly_expressed	SLC47A2|146802	13.8772
SLC48A1|55652	1172.5434	SLC48A1|55652	901.5980000000001
SLC4A11|83959	74.2775	SLC4A11|83959	166.947
SLC4A1AP|22950	859.5376	SLC4A1AP|22950	569.386
SLC4A2|6522	1476.6908	SLC4A2|6522	1626.9386
SLC4A3|6508	7.5145	SLC4A3|6508	290.1598
SLC4A4|8671	119.6532	SLC4A4|8671	257.7796
SLC4A5|57835	321.1272	SLC4A5|57835	94.0917
SLC4A7|9497	638.4393	SLC4A7|9497	2073.5913
SLC4A8|9498	429.4798	SLC4A8|9498	127.8385
SLC5A1|6523	6.0694	SLC5A1|6523	423.4651
SLC5A3|6526	610.0029	SLC5A3|6526	1182.5946
lowly_expressed	lowly_expressed	SLC5A4|6527	9.672
SLC5A5|6528	12.1387	lowly_expressed	lowly_expressed
SLC5A6|8884	887.2543	SLC5A6|8884	1537.6871
SLC5A8|160728	11.5607	lowly_expressed	lowly_expressed
SLC5A9|200010	7.5145	SLC5A9|200010	16.8209
lowly_expressed	lowly_expressed	SLC6A10P|386757	5.4668
lowly_expressed	lowly_expressed	SLC6A11|6538	12.1951
SLC6A12|6539	10.6936	SLC6A12|6539	31.1186
lowly_expressed	lowly_expressed	SLC6A14|11254	414.6341
lowly_expressed	lowly_expressed	SLC6A15|55117	7.1489
SLC6A16|28968	22.2543	SLC6A16|28968	27.3339
lowly_expressed	lowly_expressed	SLC6A17|388662	18.5029
SLC6A1|6529	24.2775	SLC6A1|6529	7.1489
SLC6A20|54716	24.2775	SLC6A20|54716	22.2876
lowly_expressed	lowly_expressed	SLC6A2|6530	34.0622
SLC6A4|6532	54.6243	lowly_expressed	lowly_expressed
SLC6A6|6533	956.6474	SLC6A6|6533	1001.2616
SLC6A8|6535	334.3931	SLC6A8|6535	738.8562
SLC6A9|6536	73.6994	SLC6A9|6536	400.9251
SLC7A10|56301	7.2803	SLC7A10|56301	790.7696
SLC7A11|23657	96.2399	SLC7A11|23657	59.2935
lowly_expressed	lowly_expressed	SLC7A14|57709	7.9899
SLC7A1|6541	2112.7168	SLC7A1|6541	931.8755
SLC7A2|6542	12571.9653	SLC7A2|6542	1460.8915
lowly_expressed	lowly_expressed	SLC7A3|84889	16.4003
SLC7A4|6545	115.6069	SLC7A4|6545	109.7561
SLC7A5|8140	6916.763000000001	SLC7A5|8140	475.1892
SLC7A6OS|84138	112.3844	SLC7A6OS|84138	181.2363
SLC7A6|9057	730.9682	SLC7A6|9057	970.1514
SLC7A7|9056	199.422	SLC7A7|9056	242.2204
SLC7A8|23428	1116.763	SLC7A8|23428	1246.005
lowly_expressed	lowly_expressed	SLC7A9|11136	6.7283
SLC8A1|6546	355.7803	SLC8A1|6546	292.2624
SLC8A2|6543	24.8555	SLC8A2|6543	5.4668
lowly_expressed	lowly_expressed	SLC8A3|6547	6.3078
SLC9A1|6548	1257.2254	SLC9A1|6548	1541.6316
lowly_expressed	lowly_expressed	SLC9A2|6549	58.4525
SLC9A3R1|9368	15162.7168	SLC9A3R1|9368	2443.2296
SLC9A3R2|9351	3167.6301	SLC9A3R2|9351	1760.3028
lowly_expressed	lowly_expressed	SLC9A5|6553	28.1749
SLC9A6|10479	298.8439	SLC9A6|10479	416.7368
SLC9A7|84679	163.0058	SLC9A7|84679	115.2229
SLC9A8|23315	1026.8786	SLC9A8|23315	626.9975
SLC9A9|285195	45.6647	SLC9A9|285195	388.5618
lowly_expressed	lowly_expressed	SLCO1A2|6579	10.513
lowly_expressed	lowly_expressed	SLCO1C1|53919	20.6056
SLCO2A1|6578	213.0058	SLCO2A1|6578	378.0488
SLCO2B1|11309	560.6936	SLCO2B1|11309	1031.1186
SLCO3A1|28232	228.3237	SLCO3A1|28232	626.1564
lowly_expressed	lowly_expressed	SLCO4A1|28231	87.6871
SLCO4C1|353189	35.2601	SLCO4C1|353189	18.9235
SLCO5A1|81796	33.236999999999995	lowly_expressed	lowly_expressed
SLFN11|91607	180.3468	SLFN11|91607	1054.2473
SLFN12L|342615	5.2023	SLFN12L|342615	30.2775
SLFN12|55106	21.6763	SLFN12|55106	157.275
SLFN13|146857	23.4104	SLFN13|146857	567.7040000000001
SLFN5|162394	147.1098	SLFN5|162394	1314.55
lowly_expressed	lowly_expressed	SLFNL1|200172	5.4668
lowly_expressed	lowly_expressed	SLIT1|6585	18.0824
SLIT2|9353	79.1908	SLIT2|9353	858.2843
SLIT3|6586	175.1445	SLIT3|6586	5062.6577
SLITRK1|114798	34.9711	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLITRK2|84631	17.2414
SLITRK4|139065	8.0925	SLITRK4|139065	101.3457
SLITRK5|26050	6.0694	SLITRK5|26050	50.8831
SLITRK6|84189	186.4162	SLITRK6|84189	473.5071
SLK|9748	2269.3642	SLK|9748	2273.7595
SLMAP|7871	1490.7514	SLMAP|7871	1504.6257
SLMO1|10650	25.4335	SLMO1|10650	41.2111
SLMO2|51012	3468.4971	SLMO2|51012	1095.8789
SLPI|6590	52.6012	SLPI|6590	1705.2145
SLTM|79811	2678.3237	SLTM|79811	2088.73
SLU7|10569	2297.9769	SLU7|10569	1304.037
SMAD1|4086	1034.3931	SMAD1|4086	730.8663
SMAD2|4087	2195.3757	SMAD2|4087	2088.3095
SMAD3|4088	1434.9711	SMAD3|4088	1957.1068
SMAD4|4089	1982.0809	SMAD4|4089	1869.8444
SMAD5|4090	2607.2254	SMAD5|4090	1775.8621
SMAD6|4091	19.9422	SMAD6|4091	209.8402
SMAD7|4092	693.0636	SMAD7|4092	1352.3970000000002
lowly_expressed	lowly_expressed	SMAD9|4093	57.6114
SMAGP|57228	163.5838	SMAGP|57228	196.804
SMAP1|60682	478.0058	SMAP1|60682	694.7519
SMAP2|64744	2119.0751	SMAP2|64744	794.365
SMARCA1|6594	565.0289	SMARCA1|6594	1435.6602
SMARCA2|6595	2671.9653	SMARCA2|6595	4738.8562
SMARCA4|6597	2347.9769	SMARCA4|6597	2005.0463
SMARCA5|8467	3170.5202	SMARCA5|8467	2231.2868
SMARCAD1|56916	1039.5954	SMARCAD1|56916	828.8478
SMARCAL1|50485	595.0867	SMARCAL1|50485	605.1304
SMARCB1|6598	669.9422	SMARCB1|6598	1107.6535
SMARCC1|6599	3872.5434	SMARCC1|6599	2336.4172
SMARCC2|6601	3237.5723	SMARCC2|6601	3279.2262
SMARCD1|6602	1116.185	SMARCD1|6602	1233.3894
SMARCD2|6603	4933.526	SMARCD2|6603	2053.8267
SMARCD3|6604	238.4393	SMARCD3|6604	515.9798
SMARCE1|6605	4880.9249	SMARCE1|6605	2615.2229
SMC1A|8243	6100.289000000001	SMC1A|8243	2162.3213
SMC1B|27127	107.5145	lowly_expressed	lowly_expressed
SMC2|10592	1162.1387	SMC2|10592	497.8974
SMC3|9126	2896.5318	SMC3|9126	1552.5652
SMC4|10051	2615.6069	SMC4|10051	592.0942
SMC5|23137	903.1792	SMC5|23137	982.7586
SMC6|79677	875.1445	SMC6|79677	507.5694
SMCHD1|23347	998.5549	SMCHD1|23347	1439.8654
SMCR7L|54471	795.9538	SMCR7L|54471	1077.3759
SMCR7|125170	206.0694	SMCR7|125170	335.1556
SMCR8|140775	1041.1821	SMCR8|140775	991.6106
SMEK1|55671	2003.7572	SMEK1|55671	1559.2935
SMEK2|57223	2583.815	SMEK2|57223	2129.9411
SMG1|23049	5825.7225	SMG1|23049	3269.5542
SMG5|23381	4928.0347	SMG5|23381	2181.2447
SMG6|23293	602.8902	SMG6|23293	1472.6661
SMG7|9887	4760.9827	SMG7|9887	1828.8478
SMN2|6607	1360.1127	SMN2|6607	682.0858
SMNDC1|10285	867.6301	SMNDC1|10285	616.4844
SMOC1|64093	17.6301	SMOC1|64093	267.8722
SMOC2|64094	1456.9364	SMOC2|64094	3063.9193
SMOX|54498	30.3468	SMOX|54498	121.5307
SMO|6608	30.6358	SMO|6608	536.5854
SMPD1|6609	514.1618	SMPD1|6609	796.8881
SMPD2|6610	127.1676	SMPD2|6610	180.8242
SMPD3|55512	372.2543	SMPD3|55512	169.0496
SMPD4|55627	1757.5145	SMPD4|55627	1357.0227
SMPDL3A|10924	139.8844	SMPDL3A|10924	268.2927
SMPDL3B|27293	123.6994	SMPDL3B|27293	188.3936
lowly_expressed	lowly_expressed	SMR3B|10879	126.57700000000001
SMS|6611	1797.9769	SMS|6611	917.5778
lowly_expressed	lowly_expressed	SMTNL1|219537	5.0463
lowly_expressed	lowly_expressed	SMTNL2|342527	10.0925
SMTN|6525	214.7399	SMTN|6525	1335.9966
SMU1|55234	1028.3237	SMU1|55234	1609.3356
SMUG1|23583	929.4798	SMUG1|23583	478.1329
SMURF1|57154	577.2543	SMURF1|57154	1038.0278
SMURF2|64750	613.2948	SMURF2|64750	613.9613
lowly_expressed	lowly_expressed	SMYD1|150572	597.561
SMYD2|56950	595.6647	SMYD2|56950	616.0639
SMYD3|64754	452.0231	SMYD3|64754	174.0959
SMYD4|114826	173.9884	SMYD4|114826	401.598
SMYD5|10322	702.3121	SMYD5|10322	568.545
SNAI1|6615	154.6243	SNAI1|6615	178.7216
SNAI2|6591	53.1792	SNAI2|6591	431.8755
lowly_expressed	lowly_expressed	SNAI3|333929	8.831
SNAP23|8773	1168.7861	SNAP23|8773	1265.7696
SNAP25|6616	958.9595	SNAP25|6616	10.0925
SNAP29|9342	878.9017	SNAP29|9342	854.4996
SNAP47|116841	1142.9711	SNAP47|116841	637.2330000000001
SNAP91|9892	6.0694	lowly_expressed	lowly_expressed
SNAPC1|6617	277.7457	SNAPC1|6617	249.7897
SNAPC2|6618	171.3873	SNAPC2|6618	387.7208
SNAPC3|6619	524.5665	SNAPC3|6619	545.4163
SNAPC4|6621	388.1503	SNAPC4|6621	314.55
SNAPC5|10302	124.3006	SNAPC5|10302	95.4794
SNAPIN|23557	705.7803	SNAPIN|23557	576.1144
SNCAIP|9627	28.6127	SNCAIP|9627	135.8284
SNCA|6622	10.1156	SNCA|6622	123.6333
SNCG|6623	304.3353	SNCG|6623	2204.7939
SND1|27044	2664.4509	SND1|27044	3915.4752
SNED1|25992	419.6532	SNED1|25992	1236.3331
SNF8|11267	1413.2948	SNF8|11267	770.8158
SNHG10|283596	42.7746	SNHG10|283596	68.1245
SNHG11|128439	209.2919	SNHG11|128439	142.1152
SNHG12|85028	129.1908	SNHG12|85028	154.3314
SNHG1|23642	438.7283	SNHG1|23642	355.7611
SNHG3-RCC1|751867	56.4451	SNHG3-RCC1|751867	116.1733
SNHG3|8420	22.2543	SNHG3|8420	22.7082
lowly_expressed	lowly_expressed	SNHG4|724102	6.3457
SNHG5|387066	443.3526	SNHG5|387066	1293.524
SNHG6|641638	1443.6416	SNHG6|641638	549.201
SNHG7|84973	448.6821	SNHG7|84973	484.9537
SNHG8|100093630	491.0405	SNHG8|100093630	576.9554
SNHG9|735301	17.6301	SNHG9|735301	27.7544
SNIP1|79753	351.1561	SNIP1|79753	433.5576
SNN|8303	732.3699	SNN|8303	1902.4389999999999
SNORA39|677821	8.0491	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNORA7B|677797	7.3928
SNORA8|654320	426.4538	SNORA8|654320	215.0378
SNORD116-20|100033431	8.3815	SNORD116-20|100033431	13.0362
SNORD116-28|100033820	14.3526	SNORD116-28|100033820	37.5484
SNORD116-4|100033416	54.7775	SNORD116-4|100033416	69.487
SNORD17|692086	6.3584	lowly_expressed	lowly_expressed
SNORD1C|677850	28.5751	SNORD1C|677850	9.9033
SNPH|9751	390.4624	SNPH|9751	206.0555
SNRK|54861	1574.2775	SNRK|54861	2144.6594
SNRNP200|23020	6973.6994	SNRNP200|23020	5605.1304
SNRNP25|79622	2181.2139	SNRNP25|79622	319.1758
SNRNP27|11017	821.3873	SNRNP27|11017	486.1228
SNRNP35|11066	424.8613	SNRNP35|11066	365.9504
SNRNP40|9410	779.1908	SNRNP40|9410	652.6493
SNRNP48|154007	955.7803	SNRNP48|154007	375.1051
SNRNP70|6625	1824.5665	SNRNP70|6625	2510.0925
SNRPA1|6627	521.0983	SNRPA1|6627	238.8562
SNRPA|6626	934.6821	SNRPA|6626	806.9807
SNRPB2|6629	887.2832	SNRPB2|6629	714.0454
SNRPB|6628	2825.7225	SNRPB|6628	1307.8217
SNRPC|6631	713.8728	SNRPC|6631	636.2489
SNRPD1|6632	1228.6127	SNRPD1|6632	438.6039
SNRPD2|6633	2848.5549	SNRPD2|6633	1528.5955
SNRPD3|6634	1165.0867	SNRPD3|6634	1144.5963
SNRPE|6635	1363.8728	SNRPE|6635	450.3785
SNRPF|6636	612.4277	SNRPF|6636	389.4029
SNRPG|6637	595.9538	SNRPG|6637	402.0185
SNRPN|6638	971.1821	SNRPN|6638	1509.2262
SNTA1|6640	236.9942	SNTA1|6640	640.4542
SNTB1|6641	124.5665	SNTB1|6641	384.3566
SNTB2|6645	535.5491	SNTB2|6645	1432.7166
SNTG1|54212	5.7803	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SNTG2|54221	11.7746
SNUPN|10073	400.8671	SNUPN|10073	481.4971
SNURF|8926	112.0549	SNURF|8926	67.9689
SNW1|22938	2043.9306	SNW1|22938	1391.9260000000002
SNX10|29887	880.6358	SNX10|29887	278.3852
SNX11|29916	926.3006	SNX11|29916	545.8368
SNX12|29934	339.5954	SNX12|29934	218.2506
SNX13|23161	2207.2254	SNX13|23161	1097.1405
SNX14|57231	843.3526	SNX14|57231	1124.8949
SNX15|29907	300.578	SNX15|29907	539.1085
SNX16|64089	469.9422	SNX16|64089	268.2927
SNX17|9784	2376.8786	SNX17|9784	2429.7729
SNX18|112574	723.4104	SNX18|112574	1331.3709
SNX19|399979	2067.6301	SNX19|399979	2287.6367
SNX1|6642	2201.4451	SNX1|6642	4457.1068
SNX20|124460	12.4277	SNX20|124460	20.185
SNX21|90203	277.1416	SNX21|90203	846.5139
SNX22|79856	69.6301	SNX22|79856	140.5383
SNX24|28966	374.8555	SNX24|28966	157.6955
SNX25|83891	548.2659	SNX25|83891	363.7511
SNX27|81609	3351.5	SNX27|81609	959.5458
SNX29|92017	730.3468	SNX29|92017	867.1152
SNX2|6643	2087.5723	SNX2|6643	1670.7317
SNX30|401548	1059.5376	SNX30|401548	688.3936
SNX33|257364	1542.1965	SNX33|257364	1544.9958
SNX3|8724	1221.3873	SNX3|8724	3209.8402
SNX4|8723	746.2428	SNX4|8723	793.5239999999999
SNX5|27131	1500.0	SNX5|27131	2001.6821
SNX6|58533	1279.4798	SNX6|58533	1518.0824
SNX7|51375	315.3179	SNX7|51375	381.8335
SNX8|29886	408.6705	SNX8|29886	297.7292
SNX9|51429	1374.5665	SNX9|51429	2847.7712
SOAT1|6646	675.1445	SOAT1|6646	530.6981
SOBP|55084	13.5838	SOBP|55084	254.4155
SOCS1|8651	16.185	SOCS1|8651	33.2212
SOCS2|8835	50.578	SOCS2|8835	685.8705
SOCS3|9021	607.8035	SOCS3|9021	13156.8545
SOCS4|122809	721.3873	SOCS4|122809	623.6333
SOCS5|9655	549.1329	SOCS5|9655	1063.0782
SOCS6|9306	5456.9364	SOCS6|9306	1046.6779
SOCS7|30837	220.5202	SOCS7|30837	95.8789
SOD1|6647	4963.8728	SOD1|6647	3029.4365
SOD2|6648	1332.6589999999999	SOD2|6648	5037.4264
SOD3|6649	68.4971	SOD3|6649	2648.0235
SOLH|6650	738.7283	SOLH|6650	403.7006
SON|6651	7127.1676	SON|6651	6983.1791
SORBS1|10580	917.341	SORBS1|10580	17108.4945
SORBS2|8470	289.0173	SORBS2|8470	1869.2178
SORBS3|10174	959.2486	SORBS3|10174	2703.5324
SORCS1|114815	669.0751	SORCS1|114815	38.2675
SORCS2|57537	6.9364	SORCS2|57537	185.0294
SORD|6652	4329.7688	SORD|6652	449.5374
SORL1|6653	2993.9306	SORL1|6653	2210.6812
SORT1|6272	3622.2543	SORT1|6272	4166.947
SOS1|6654	1817.9191	SOS1|6654	2299.4113
SOS2|6655	1245.6647	SOS2|6655	1396.9722
lowly_expressed	lowly_expressed	SOSTDC1|25928	618.1665
SOX10|6663	8.9595	SOX10|6663	1282.1699
SOX11|6664	26.5896	SOX11|6664	23.1287
SOX12|6666	738.1503	SOX12|6666	308.2422
SOX13|9580	1939.3064	SOX13|9580	1125.3154
SOX15|6665	103.1792	SOX15|6665	21.4466
SOX17|64321	17.6301	SOX17|64321	209.8402
SOX18|54345	83.815	SOX18|54345	316.2321
SOX2OT|347689	6.6474	lowly_expressed	lowly_expressed
SOX4|6659	2752.6012	SOX4|6659	2038.6879999999999
SOX5|6660	26.0116	SOX5|6660	101.7662
lowly_expressed	lowly_expressed	SOX6|55553	108.074
SOX7|83595	126.8786	SOX7|83595	695.9630000000001
SOX8|30812	6.3584	SOX8|30812	56.3499
SOX9|6662	145.3757	SOX9|6662	2880.5719
SP100|6672	1535.8382	SP100|6672	2472.6661
SP110|3431	995.9538	SP110|3431	659.7981
SP140L|93349	170.2312	SP140L|93349	349.0328
SP140|11262	35.8382	SP140|11262	20.6056
SP1|6667	3307.5145	SP1|6667	3525.6518
SP2|6668	885.5491	SP2|6668	763.2464
SP3|6670	2348.8439	SP3|6670	2167.3675
SP4|6671	400.57800000000003	SP4|6671	284.2725
lowly_expressed	lowly_expressed	SP5|389058	13.4567
SP6|80320	36.9942	SP6|80320	79.058
SPA17|53340	44.2197	SPA17|53340	80.3196
SPAG16|79582	1314.4509	SPAG16|79582	321.2784
lowly_expressed	lowly_expressed	SPAG17|200162	66.4424
SPAG1|6674	1138.7283	SPAG1|6674	185.0294
SPAG4|6676	79.4798	SPAG4|6676	26.4929
SPAG5|10615	2018.526	SPAG5|10615	89.0244
lowly_expressed	lowly_expressed	SPAG6|9576	9.2515
SPAG7|9552	457.2254	SPAG7|9552	697.6451
SPAG8|26206	14.4509	SPAG8|26206	17.6619
SPAG9|9043	2670.2312	SPAG9|9043	2227.0816
SPARCL1|8404	2528.0347	SPARCL1|8404	15289.7393
SPARC|6678	12725.7225	SPARC|6678	64201.8503
SPAST|6683	747.9769	SPAST|6683	450.79900000000004
SPATA13|221178	1087.0029	SPATA13|221178	561.7662
SPATA16|83893	6.6474	lowly_expressed	lowly_expressed
SPATA17|128153	62.7168	SPATA17|128153	15.1388
SPATA18|132671	14.7399	SPATA18|132671	483.1791
SPATA20|64847	1041.9422	SPATA20|64847	885.6182
lowly_expressed	lowly_expressed	SPATA22|84690	8.1119
SPATA24|202051	19.9422	SPATA24|202051	27.7544
SPATA2L|124044	134.3931	SPATA2L|124044	212.7839
SPATA2|9825	687.8613	SPATA2|9825	403.7006
lowly_expressed	lowly_expressed	SPATA4|132851	8.831
SPATA5L1|79029	174.8555	SPATA5L1|79029	164.4239
SPATA5|166378	443.3526	SPATA5|166378	247.2666
SPATA6|54558	105.4913	SPATA6|54558	134.1463
SPATA7|55812	142.7746	SPATA7|55812	159.3776
lowly_expressed	lowly_expressed	SPATA9|83890	28.1749
SPATS2L|26010	1122.2543	SPATS2L|26010	1645.9209
SPATS2|65244	947.9769	SPATS2|65244	420.5214
SPC24|147841	26.5896	lowly_expressed	lowly_expressed
SPC25|57405	178.3237	SPC25|57405	6.7283
SPCS1|28972	2608.8815	SPCS1|28972	1333.4315
SPCS2|9789	439.3064	SPCS2|9789	402.0185
SPCS3|60559	2748.5549	SPCS3|60559	2215.3070000000002
SPDEF|25803	2595.9538	SPDEF|25803	1309.0833
lowly_expressed	lowly_expressed	SPDYA|245711	5.3574
SPDYC|387778	632.659	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SPDYE1|285955	9.672
SPDYE3|441272	63.8988	SPDYE3|441272	78.8604
SPDYE5|442590	5.2023	SPDYE5|442590	6.7283
SPDYE6|729597	16.474	SPDYE6|729597	18.0824
SPDYE8P|389517	6.0694	SPDYE8P|389517	11.3541
SPEF1|25876	54.0462	SPEF1|25876	17.6619
SPEF2|79925	233.815	SPEF2|79925	209.4197
SPEG|10290	28.9017	SPEG|10290	506.7283
SPEN|23013	3245.3757	SPEN|23013	2840.6224
SPERT|220082	13.8728	lowly_expressed	lowly_expressed
SPESP1|246777	155.9249	SPESP1|246777	21.8671
SPG11|80208	2271.3873	SPG11|80208	2192.1783
SPG20|23111	1422.2543	SPG20|23111	1813.7089999999998
SPG21|51324	1715.0289	SPG21|51324	1655.1724
SPG7|6687	590.1734	SPG7|6687	1154.3314
SPHAR|10638	104.1416	SPHAR|10638	102.0858
SPHK1|8877	35.6532	SPHK1|8877	316.0135
SPHK2|56848	409.2659	SPHK2|56848	244.3314
lowly_expressed	lowly_expressed	SPHKAP|80309	42.0521
SPI1|6688	163.0058	SPI1|6688	328.0067
SPIN1|10927	2282.0809	SPIN1|10927	2769.9748
SPIN2B|474343	72.2023	SPIN2B|474343	96.5685
SPIN3|169981	328.3237	SPIN3|169981	235.49200000000002
SPIN4|139886	160.1156	SPIN4|139886	124.8949
lowly_expressed	lowly_expressed	SPINK1|6690	15.5593
lowly_expressed	lowly_expressed	SPINK5|11005	26.4929
SPINK8|646424	11.5607	lowly_expressed	lowly_expressed
SPINT1|6692	3515.8959999999997	SPINT1|6692	2237.1741
SPINT2|10653	7836.9942	SPINT2|10653	4882.6745
SPIRE1|56907	681.2139	SPIRE1|56907	804.0369999999999
SPIRE2|84501	284.3931	SPIRE2|84501	79.4786
SPNS1|83985	1775.8844	SPNS1|83985	551.5013
SPNS2|124976	76.3988	SPNS2|124976	885.45
SPN|6693	73.4104	SPN|6693	113.5408
SPOCD1|90853	51.1561	SPOCD1|90853	25.6518
SPOCK1|6695	39.0173	SPOCK1|6695	635.8284
SPOCK2|9806	94.7977	SPOCK2|9806	150.1262
lowly_expressed	lowly_expressed	SPOCK3|50859	5.0463
SPON1|10418	65.6069	SPON1|10418	2468.0404
SPON2|10417	152.0231	SPON2|10417	831.3709
SPOPL|339745	2260.6936	SPOPL|339745	1129.1001
SPOP|8405	2073.6994	SPOP|8405	1346.9302
SPP1|6696	545.0867	SPP1|6696	777.1236
SPPL2A|84888	1063.5838	SPPL2A|84888	632.8848
SPPL2B|56928	799.422	SPPL2B|56928	660.2187
SPPL3|121665	1613.2948	SPPL3|121665	1224.5585
SPRED1|161742	235.2601	SPRED1|161742	1162.3213
SPRED2|200734	1238.4393	SPRED2|200734	1221.6148
SPRN|503542	78.9017	SPRN|503542	51.7241
SPRY1|10252	480.9249	SPRY1|10252	3350.7149
SPRY2|10253	58.3815	SPRY2|10253	1127.8385
SPRY3|10251	28.0347	SPRY3|10251	97.561
SPRY4|81848	369.3642	SPRY4|81848	921.3625
SPRYD3|84926	1615.896	SPRYD3|84926	1841.4634
SPRYD4|283377	326.3006	SPRYD4|283377	318.3347
SPR|6697	2667.6301	SPR|6697	700.5887
SPSB1|80176	234.9711	SPSB1|80176	851.9765
SPSB2|84727	124.5665	SPSB2|84727	91.2532
SPSB3|90864	974.2775	SPSB3|90864	675.778
