gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
STK16|8576	451.0162	STK16|8576	521.1138
STK17A|9263	858.802	STK17A|9263	741.4321
STK17B|9262	2600.7098	STK17B|9262	1576.4994
STK19|8859	235.9845	STK19|8859	309.8348
STK24|8428	2762.4476	STK24|8428	3249.388
STK25|10494	2014.4102	STK25|10494	1246.328
STK31|56164	58.0708	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	STK32A|202374	20.8078
STK32B|55351	75.9221	STK32B|55351	327.1114
STK32C|282974	157.5266	STK32C|282974	81.3953
STK35|140901	759.0063	STK35|140901	880.049
STK36|27148	292.9347	STK36|27148	371.175
STK38L|23012	1569.201	STK38L|23012	1162.7907
STK38|11329	2582.8584	STK38|11329	1223.0722
STK39|27347	359.3935	STK39|27347	959.6083
STK3|6788	1148.9407	STK3|6788	708.6903
STK40|83931	1410.0441	STK40|83931	1435.7405
STK4|6789	2135.2834	STK4|6789	906.6707
lowly_expressed	lowly_expressed	STL|7955	8.9382
STMN1|3925	3977.2018	STMN1|3925	951.3464
STMN2|11075	26.4545	STMN2|11075	14.3819
STMN3|50861	253.1455	STMN3|50861	669.8286
STOML1|9399	147.1126	STOML1|9399	216.3403
STOML2|30968	2288.6332	STOML2|30968	1201.3464
STOM|2040	7506.8287	STOM|2040	10152.3868
STON1-GTF2A1L|286749	7.2438	STON1-GTF2A1L|286749	6.3403
STON1|11037	418.9117	STON1|11037	1025.4223
STON2|85439	118.0772	STON2|85439	231.3341
STOX1|219736	119.7978	STOX1|219736	350.3672
STOX2|56977	49.8978	STOX2|56977	36.4137
STRA13|201254	538.9827	STRA13|201254	250.30599999999998
STRA6|64220	164.5338	STRA6|64220	8.2619
STRADA|92335	354.8769	STRADA|92335	511.3219
STRADB|55437	398.1073	STRADB|55437	478.5802
STRAP|11171	1943.0046	STRAP|11171	2410.3427
STRBP|55342	1002.6885	STRBP|55342	555.0796
STRC|161497	6.4523	STRC|161497	15.3091
STRN3|29966	630.8205	STRN3|29966	912.1787
STRN4|29888	1541.8862	STRN4|29888	1267.7479
STRN|6801	822.6691	STRN|6801	337.5153
STS|412	783.9553	STS|412	1288.8617
STT3A|3703	3562.1035	STT3A|3703	2725.8262
STT3B|201595	2160.0172	STT3B|201595	1575.5814
STUB1|10273	685.0909	STUB1|10273	1122.8366
STX10|8677	276.80400000000003	STX10|8677	235.0061
STX11|8676	396.3867	STX11|8676	609.2411
STX12|23673	1839.7677	STX12|23673	2283.6597
STX16|8675	1553.5004	STX16|8675	1842.4113
STX17|55014	1109.5817	STX17|55014	1141.3709
STX18|53407	325.4113	STX18|53407	550.4896
STX19|415117	33.9821	STX19|415117	46.5116
STX1A|6804	93.9821	STX1A|6804	41.276
STX1B|112755	22.1529	STX1B|112755	61.8115
STX2|2054	279.3849	STX2|2054	365.0551
STX3|6809	1022.4755	STX3|6809	734.3941
STX4|6810	820.9485	STX4|6810	641.9829
STX5|6811	940.1011	STX5|6811	997.552
STX6|10228	2717.4126	STX6|10228	927.4113
STX7|8417	2233.5735	STX7|8417	2103.4272
STX8|9482	303.9036	STX8|9482	406.0588
STXBP1|6812	460.0495	STXBP1|6812	1213.5863
STXBP2|6813	1016.8835	STXBP2|6813	667.3807
STXBP3|6814	1145.9297	STXBP3|6814	1225.8262
STXBP4|252983	105.6028	STXBP4|252983	120.257
STXBP5|134957	693.1778	STXBP5|134957	401.0985
STXBP6|29091	31.8314	STXBP6|29091	60.5875
STYK1|55359	128.1858	STYK1|55359	73.1334
STYXL1|51657	411.0119	STYXL1|51657	437.5765
STYX|6815	823.0993	STYX|6815	694.9204
SUB1|10923	5321.8626	SUB1|10923	3688.1885
SUCLA2|8803	997.3481	SUCLA2|8803	1406.6738
SUCLG1|8802	1466.8244	SUCLG1|8802	2147.1848
SUCLG2|8801	1164.8564	SUCLG2|8801	1620.257
SUCNR1|56670	42.8003	SUCNR1|56670	11.3219
SUDS3|64426	1043.338	SUDS3|64426	1266.8299
SUFU|51684	597.0534	SUFU|51684	583.8433
SUGT1L1|283507	20.8861	SUGT1L1|283507	55.869
SUGT1|10910	812.3454	SUGT1|10910	536.1077
SULF1|23213	3613.937	SULF1|23213	1427.7846
SULF2|55959	3487.4718	SULF2|55959	2416.4627
SULT1A1|6817	143.4563	SULT1A1|6817	251.22400000000002
lowly_expressed	lowly_expressed	SULT1A2|6799	18.9718
SULT1A3|6818	665.5619	SULT1A3|6818	860.6793
SULT1B1|27284	135.0683	lowly_expressed	lowly_expressed
SULT1C2|6819	41.0797	SULT1C2|6819	32.4357
SULT1C4|27233	41.2948	SULT1C4|27233	90.2693
SULT1E1|6783	7.5277	lowly_expressed	lowly_expressed
SULT2B1|6820	8.1729	SULT2B1|6820	100.3672
lowly_expressed	lowly_expressed	SULT4A1|25830	6.12
SUMF1|285362	554.8984	SUMF1|285362	1170.4406
SUMF2|25870	2799.4408	SUMF2|25870	2762.2399
SUMO1P3|474338	236.5846	SUMO1P3|474338	155.4468
SUMO1|7341	2847.1879	SUMO1|7341	1956.5483
SUMO2|6613	4048.3923	SUMO2|6613	3086.5973
SUMO3|6612	2568.0181	SUMO3|6612	2123.011
SUN1|23353	2362.1895	SUN1|23353	3212.3623
SUN2|25777	2444.1338	SUN2|25777	6049.2656
SUOX|6821	406.0652	SUOX|6821	706.8543
SUPT16H|11198	3028.7128	SUPT16H|11198	3113.2191
SUPT3H|8464	79.3634	SUPT3H|8464	129.437
SUPT4H1|6827	1025.8243	SUPT4H1|6827	1146.1047
SUPT5H|6829	3057.1029	SUPT5H|6829	2466.6463
SUPT6H|6830	2930.8528	SUPT6H|6830	2854.0392
SUPT7L|9913	951.07	SUPT7L|9913	888.3109
SUPV3L1|6832	617.7008	SUPV3L1|6832	569.4614
SURF1|6834	622.2174	SURF1|6834	675.9486
SURF2|6835	184.53599999999997	SURF2|6835	177.1726
SURF4|6836	6688.8913	SURF4|6836	4715.1163
SURF6|6838	694.4833	SURF6|6838	547.1236
SUSD1|64420	360.0387	SUSD1|64420	219.4002
SUSD2|56241	520.9162	SUSD2|56241	279.3758
SUSD3|203328	130.1215	SUSD3|203328	302.3256
SUSD4|55061	654.479	SUSD4|55061	188.4945
SUSD5|26032	155.5006	SUSD5|26032	135.2509
SUV39H1|6839	415.9587	SUV39H1|6839	184.5165
SUV39H2|79723	462.2002	SUV39H2|79723	137.3929
SUV420H1|51111	1407.4632	SUV420H1|51111	1543.7576
SUV420H2|84787	55.0597	SUV420H2|84787	85.9853
SUZ12P|440423	152.0594	SUZ12P|440423	128.825
SUZ12|23512	1766.6416	SUZ12|23512	1033.3537
SV2A|9900	76.1372	SV2A|9900	136.7809
SV2B|9899	112.7003	SV2B|9899	226.7442
SVEP1|79987	1173.0595	SVEP1|79987	4081.8819
SVIL|6840	2623.2412	SVIL|6840	3641.0037
SVIP|258010	242.8218	SVIP|258010	346.3892
SVOPL|136306	92.4831	SVOPL|136306	21.1138
SWAP70|23075	3237.1223	SWAP70|23075	3016.2179
SYAP1|94056	1165.2866	SYAP1|94056	989.9021
SYBU|55638	167.5449	SYBU|55638	911.1383
lowly_expressed	lowly_expressed	SYCE1L|100130958	8.8739
lowly_expressed	lowly_expressed	SYCE1|93426	8.0355
lowly_expressed	lowly_expressed	SYCP1|6847	5.507999999999999
SYCP2|10388	471.6636	SYCP2|10388	237.7601
SYDE1|85360	190.7732	SYDE1|85360	418.9106
SYDE2|84144	129.4763	SYDE2|84144	160.3427
SYF2|25949	1067.4266	SYF2|25949	1564.5655
SYK|6850	2005.3769	SYK|6850	502.44800000000004
SYMPK|8189	1850.3065	SYMPK|8189	1250.9180000000001
SYN1|6853	118.9375	SYN1|6853	6.4259
SYN2|6854	13.98	SYN2|6854	279.9878
SYN3|8224	9.0332	SYN3|8224	16.5239
SYNCRIP|10492	7163.3509	SYNCRIP|10492	4447.6744
SYNC|81493	256.5652	SYNC|81493	411.7503
SYNE1|23345	1537.5847	SYNE1|23345	2308.1395
SYNE2|23224	4925.4759	SYNE2|23224	4556.6095
SYNGAP1|8831	281.9658	SYNGAP1|8831	399.9388
SYNGR1|9145	354.6209	SYNGR1|9145	867.6867
SYNGR2|9144	4347.7793	SYNGR2|9144	1725.2142
SYNGR3|9143	39.3591	SYNGR3|9143	6.7319
SYNJ1|8867	410.3667	SYNJ1|8867	377.295
SYNJ2BP|55333	778.7934	SYNJ2BP|55333	1480.1102
SYNJ2|8871	632.3261	SYNJ2|8871	778.4578
SYNM|23336	2366.491	SYNM|23336	17928.0906
lowly_expressed	lowly_expressed	SYNPO2L|79933	34.8837
SYNPO2|171024	1853.9628	SYNPO2|171024	5794.6756
SYNPO|11346	2280.0301	SYNPO|11346	4540.6977
SYNRG|11276	2160.6624	SYNRG|11276	1231.6401
SYPL1|6856	4232.7132	SYPL1|6856	3742.0441
SYPL2|284612	12.6895	SYPL2|284612	24.7858
SYP|6855	28.1751	SYP|6855	39.4737
SYS1-DBNDD2|767557	5.9146	SYS1-DBNDD2|767557	18.2191
SYS1|90196	919.8473	SYS1|90196	1023.4058
SYT11|23208	723.7337	SYT11|23208	500.918
SYT12|91683	996.4512	SYT12|91683	551.7136
SYT13|57586	64.9532	SYT13|57586	18.3599
SYT15|83849	223.0347	SYT15|83849	311.5055
SYT17|51760	165.3941	SYT17|51760	138.6169
SYT1|6857	47.1018	SYT1|6857	143.8188
SYT2|127833	9.4634	SYT2|127833	16.2179
lowly_expressed	lowly_expressed	SYT3|84258	16.5239
SYT6|148281	7.7428	SYT6|148281	21.7258
SYT7|9066	1831.5948	SYT7|9066	694.6144
SYT8|90019	16.776	SYT8|90019	63.3415
lowly_expressed	lowly_expressed	SYT9|143425	47.7356
SYTL1|84958	226.9061	SYTL1|84958	329.2534
SYTL2|54843	662.4368	SYTL2|54843	1456.8543
SYTL3|94120	275.9436	SYTL3|94120	165.8507
SYTL4|94121	227.5513	SYTL4|94121	715.4223
lowly_expressed	lowly_expressed	SYTL5|94122	154.5288
SYVN1|84447	1513.9262	SYVN1|84447	1435.1285
TAB1|10454	452.9928	TAB1|10454	645.4712
TAB2|23118	3145.4995	TAB2|23118	3036.1077
TAB3|257397	1119.4752	TAB3|257397	872.3989999999999
TAC1|6863	5.1618	TAC1|6863	10.0979
TACC1|6867	4018.4966	TACC1|6867	7521.4198
TACC2|10579	455.7479	TACC2|10579	878.5189999999999
TACC3|10460	731.4765	TACC3|10460	108.3231
TACO1|51204	227.9815	TACO1|51204	299.8776
TACR1|6869	331.2184	TACR1|6869	432.0685
TACR2|6865	12.2594	TACR2|6865	17.1359
TACSTD2|4070	6917.0879	TACSTD2|4070	5843.9412
TADA1|117143	486.719	TADA1|117143	278.4578
TADA2A|6871	571.2442	TADA2A|6871	238.0661
TADA2B|93624	528.0138	TADA2B|93624	1067.6255
TADA3|10474	960.7205	TADA3|10474	1466.8084
TAF10|6881	561.7808	TAF10|6881	525.7038
TAF11|6882	788.0417	TAF11|6882	537.0257
TAF12|6883	455.7479	TAF12|6883	358.6291
TAF13|6884	324.7661	TAF13|6884	238.3721
TAF15|8148	3002.0432	TAF15|8148	2165.5447
TAF1A|9015	115.9264	TAF1A|9015	92.1053
TAF1B|9014	330.3581	TAF1B|9014	262.2399
TAF1C|9013	428.6482	TAF1C|9013	621.7869999999999
TAF1D|79101	1047.2524	TAF1D|79101	680.6610000000001
TAF1L|138474	30.5409	TAF1L|138474	30.2938
TAF1|6872	1017.0986	TAF1|6872	1502.754
TAF2|6873	958.1675	TAF2|6873	680.2326
TAF3|83860	361.7593	TAF3|83860	281.8237
TAF4B|6875	305.4092	TAF4B|6875	262.8519
TAF4|6874	449.0805	TAF4|6874	381.8849
TAF5L|27097	1083.1272	TAF5L|27097	707.7723
TAF5|6877	178.0837	TAF5|6877	121.175
TAF6L|10629	175.7178	TAF6L|10629	209.3023
TAF6|6878	890.6571	TAF6|6878	841.8084
TAF7L|54457	7.7428	lowly_expressed	lowly_expressed
TAF7|6879	1941.4991	TAF7|6879	3307.2215
TAF8|129685	542.639	TAF8|129685	667.9927
TAF9B|51616	404.9898	TAF9B|51616	965.1163
TAF9|6880	877.5889999999999	TAF9|6880	1238.9841
TAGAP|117289	1068.7171	TAGAP|117289	453.4884
TAGLN2|8407	19425.9598	TAGLN2|8407	7696.4504
TAGLN3|29114	15.2705	lowly_expressed	lowly_expressed
TAGLN|6876	6353.0337	TAGLN|6876	23618.5343
TAL1|6886	139.3698	TAL1|6886	390.1469
TALDO1|6888	2637.703	TALDO1|6888	2251.8360000000002
TANC1|85461	1368.7493	TANC1|85461	1268.9718
TANC2|26115	401.5486	TANC2|26115	573.7454
TANK|10010	1911.8185	TANK|10010	2260.0979
TAOK1|57551	790.4076	TAOK1|57551	329.5594
TAOK2|9344	1019.8946	TAOK2|9344	1375.4589999999998
TAOK3|51347	1635.6597	TAOK3|51347	1104.6512
TAP1|6890	6730.8313	TAP1|6890	1449.2044
TAP2|6891	3909.3731	TAP2|6891	1434.287
TAPBPL|55080	443.2778	TAPBPL|55080	504.0055
TAPBP|6892	6889.558000000001	TAPBP|6892	3567.0135
TAPT1|202018	400.4732	TAPT1|202018	932.6805
TARBP1|6894	1042.9078	TARBP1|6894	480.7222
TARBP2|6895	212.49599999999998	TARBP2|6895	237.4541
TARDBP|23435	3521.6690000000003	TARDBP|23435	3222.1542
TARP|445347	30.1108	TARP|445347	11.0159
TARS2|80222	634.0467	TARS2|80222	421.0526
TARSL2|123283	192.2787	TARSL2|123283	370.25699999999995
TARS|6897	4041.94	TARS|6897	1301.1016
TAS1R3|83756	7.0975	lowly_expressed	lowly_expressed
TAS2R14|50840	6.1103	TAS2R14|50840	6.4321
TAS2R20|259295	14.8403	TAS2R20|259295	19.2778
TAS2R5|54429	8.1729	lowly_expressed	lowly_expressed
TASP1|55617	139.1547	TASP1|55617	268.9718
TATDN1|83940	368.2116	TATDN1|83940	438.4945
TATDN2|9797	1919.5612	TATDN2|9797	1309.6695
TATDN3|128387	375.5242	TATDN3|128387	405.1408
lowly_expressed	lowly_expressed	TAT|6898	723.6842
TAX1BP1|8887	4123.2391	TAX1BP1|8887	3528.7638
TAX1BP3|30851	1979.7591	TAX1BP3|30851	2033.3078
TAZ|6901	248.84400000000002	TAZ|6901	264.3819
TBC1D10A|83874	306.5211	TBC1D10A|83874	503.1181
TBC1D10B|26000	990.2139999999999	TBC1D10B|26000	850.6732
TBC1D10C|374403	209.915	TBC1D10C|374403	59.9755
TBC1D12|23232	400.2581	TBC1D12|23232	483.1701
TBC1D13|54662	761.8023	TBC1D13|54662	1186.9645
TBC1D14|57533	1234.7564	TBC1D14|57533	2052.0196
TBC1D15|64786	1288.9558	TBC1D15|64786	1746.328
TBC1D16|125058	413.3778	TBC1D16|125058	607.4051
TBC1D17|79735	568.7902	TBC1D17|79735	1144.5685
TBC1D19|55296	73.1261	TBC1D19|55296	101.2852
TBC1D1|23216	1794.6016	TBC1D1|23216	1287.9437
TBC1D20|128637	928.702	TBC1D20|128637	1668.9106
TBC1D22A|25771	330.14300000000003	TBC1D22A|25771	372.705
TBC1D22B|55633	641.4453	TBC1D22B|55633	353.67199999999997
TBC1D23|55773	1342.0798	TBC1D23|55773	1052.6316
TBC1D24|57465	363.2111	TBC1D24|57465	233.6842
TBC1D25|4943	461.3399	TBC1D25|4943	556.3035
TBC1D2B|23102	1595.6554	TBC1D2B|23102	2302.0196
TBC1D2|55357	483.7079	TBC1D2|55357	290.6977
TBC1D3B|414059	152.4895	TBC1D3B|414059	70.0734
TBC1D3C|414060	70.4463	TBC1D3C|414060	30.5998
TBC1D3H|729877	15.2705	TBC1D3H|729877	15.6059
TBC1D3|729873	426.2716	TBC1D3|729873	237.2032
TBC1D4|9882	1545.9727	TBC1D4|9882	1820.0734
TBC1D5|9779	1395.849	TBC1D5|9779	1931.1506
TBC1D7|51256	259.5978	TBC1D7|51256	164.0147
TBC1D8B|54885	298.7418	TBC1D8B|54885	311.1995
TBC1D8|11138	781.3743	TBC1D8|11138	1048.3476
TBC1D9B|23061	3132.81	TBC1D9B|23061	3798.3476
TBC1D9|23158	1387.461	TBC1D9|23158	6279.3758
TBCA|6902	775.9974	TBCA|6902	1171.9706
TBCB|1155	838.1310000000001	TBCB|1155	586.7166
TBCCD1|55171	466.7169	TBCCD1|55171	281.8237
TBCC|6903	636.1974	TBCC|6903	448.8984
TBCD|6904	1882.9638	TBCD|6904	1278.8403
TBCEL|219899	371.0076	TBCEL|219899	430.8446
TBCE|6905	521.6475	TBCE|6905	294.3513
TBCK|93627	681.5744	TBCK|93627	484.3084
TBK1|29110	861.5980000000001	TBK1|29110	785.1897
TBKBP1|9755	134.8532	TBKBP1|9755	301.7136
TBL1XR1|79718	4812.1303	TBL1XR1|79718	2735.0061
TBL1X|6907	1282.2884	TBL1X|6907	1096.3892
TBL2|26608	1803.8499	TBL2|26608	670.1346
TBL3|10607	446.0695	TBL3|10607	566.7075
TBPL1|9519	410.5818	TBPL1|9519	317.3195
TBP|6908	331.0033	TBP|6908	337.2093
TBRG1|84897	731.6916	TBRG1|84897	1100.6273
TBRG4|9238	904.8285	TBRG4|9238	567.3195
TBX15|6913	155.0704	TBX15|6913	586.2913
TBX18|9096	160.6624	TBX18|9096	173.1946
TBX19|9095	145.3984	TBX19|9095	64.2778
TBX1|6899	138.7246	TBX1|6899	106.7931
TBX21|30009	71.6206	TBX21|30009	17.1359
TBX2|6909	143.2412	TBX2|6909	135.2509
TBX3|6926	585.0091	TBX3|6926	2291.3097
TBX5|6910	101.9464	TBX5|6910	77.4174
TBX6|6911	9.4634	TBX6|6911	22.9498
TBXA2R|6915	33.3369	TBXA2R|6915	42.2277
TBXAS1|6916	525.0027	TBXAS1|6916	161.5667
TC2N|123036	1404.237	TC2N|123036	3080.4774
TCEA1|6917	1910.7431	TCEA1|6917	1567.3195
TCEA2|6919	102.3766	TCEA2|6919	292.8397
TCEA3|6920	353.5864	TCEA3|6920	597.3072
TCEAL1|9338	235.2941	TCEAL1|9338	1267.1359
lowly_expressed	lowly_expressed	TCEAL2|140597	120.257
TCEAL3|85012	295.0855	TCEAL3|85012	1084.4553
TCEAL4|79921	1312.6143	TCEAL4|79921	4814.8715
TCEAL5|340543	7.0975	TCEAL5|340543	52.3256
TCEAL6|158931	13.5498	TCEAL6|158931	64.8715
TCEAL7|56849	38.2837	TCEAL7|56849	139.8409
TCEAL8|90843	965.6952	TCEAL8|90843	1105.8752
TCEANC|170082	73.3412	TCEANC|170082	77.4174
TCEB1|6921	726.5297	TCEB1|6921	502.44800000000004
TCEB2|6923	1458.0062	TCEB2|6923	1047.4296
TCEB3|6924	1639.0192	TCEB3|6924	1720.41
TCERG1|10915	1330.4656	TCERG1|10915	890.4529
TCF12|6938	1777.6105	TCF12|6938	1759.7919
TCF15|6939	17.8514	TCF15|6939	51.1016
TCF19|6941	618.3461	TCF19|6941	308.1395
TCF20|6942	2013.3348	TCF20|6942	1183.9045
lowly_expressed	lowly_expressed	TCF21|6943	11.9339
TCF25|22980	1359.7161	TCF25|22980	1917.6867
TCF3|6929	999.2472	TCF3|6929	814.8715
TCF4|6925	2865.2543	TCF4|6925	3053.8556
TCF7L1|83439	2132.2723	TCF7L1|83439	1385.2509
TCF7L2|6934	701.5808	TCF7L2|6934	1498.776
TCF7|6932	652.3282	TCF7|6932	650.5508
TCFL5|10732	253.3606	TCFL5|10732	470.6242
TCHH|7062	23.2283	TCHH|7062	13.4639
TCHP|84260	355.7372	TCHP|84260	406.3647
TCIRG1|10312	1119.2601	TCIRG1|10312	606.4871
TCL1A|8115	206.6889	lowly_expressed	lowly_expressed
TCL1B|9623	5.1618	lowly_expressed	lowly_expressed
TCL6|27004	35.0575	lowly_expressed	lowly_expressed
TCN1|6947	9.0332	TCN1|6947	1300.7956
TCN2|6948	1301.0001	TCN2|6948	870.257
TCOF1|6949	1389.6118	TCOF1|6949	917.9927
TCP10L|140290	10.6592	TCP10L|140290	9.3299
TCP11L1|55346	413.3971	TCP11L1|55346	244.8807
TCP11L2|255394	163.6735	TCP11L2|255394	338.7393
TCP1|6950	3721.5163	TCP1|6950	3688.1457
TCTA|6988	677.2771	TCTA|6988	909.1187
TCTE3|6991	30.5409	TCTE3|6991	37.0257
TCTEX1D1|200132	42.8003	TCTEX1D1|200132	16.5239
TCTEX1D2|255758	63.8778	TCTEX1D2|255758	63.3415
TCTN1|79600	242.1121	TCTN1|79600	554.1279
TCTN2|79867	61.9421	TCTN2|79867	197.3684
TCTN3|26123	918.8085	TCTN3|26123	1164.0147
TDGF1|6997	8.8182	TDGF1|6997	12.5459
TDG|6996	530.8098	TDG|6996	398.7148
TDO2|6999	254.0058	lowly_expressed	lowly_expressed
TDP1|55775	558.3396	TDP1|55775	391.9829
TDP2|51567	1264.8672	TDP2|51567	835.3733
TDRD10|126668	19.572	TDRD10|126668	61.5055
TDRD12|91646	578.531	TDRD12|91646	20.2999
lowly_expressed	lowly_expressed	TDRD1|56165	14.9939
TDRD3|81550	386.9233	TDRD3|81550	459.6083
TDRD5|163589	80.0086	TDRD5|163589	102.5092
TDRD6|221400	21.0775	TDRD6|221400	18.6659
TDRD7|23424	914.0768	TDRD7|23424	548.0416
TDRD9|122402	19.1418	TDRD9|122402	8.5679
TDRKH|11022	1215.1844	TDRKH|11022	303.5496
TEAD1|7003	1254.1133	TEAD1|7003	2961.7503
TEAD2|8463	1318.2063	TEAD2|8463	910.3427
TEAD3|7005	722.6584	TEAD3|7005	903.6108
TEAD4|7004	221.3141	TEAD4|7004	125.15299999999999
TECPR1|25851	311.0012	TECPR1|25851	290.3917
TECPR2|9895	600.7098	TECPR2|9895	895.3488
TECR|9524	836.6491	TECR|9524	1276.6218
lowly_expressed	lowly_expressed	TECTA|7007	12.8519
TEC|7006	82.5895	TEC|7006	44.6756
TEF|7008	439.4021	TEF|7008	2126.683
lowly_expressed	lowly_expressed	TEKT2|27285	13.1579
TEKT3|64518	15.9157	TEKT3|64518	13.4639
TEKT4|150483	5.3769	TEKT4|150483	7.9559
TEK|7010	580.2774	TEK|7010	1113.5251
TELO2|9894	380.6861	TELO2|9894	389.2289
TENC1|23371	1217.3352	TENC1|23371	6369.339
TEP1|7011	820.3033	TEP1|7011	786.7197
TEPP|374739	10.5388	TEPP|374739	7.9559
TERF1|7013	628.0245	TERF1|7013	664.3207
TERF2IP|54386	1167.6524	TERF2IP|54386	1906.9767
TERF2|7014	548.6611	TERF2|7014	633.7209
TERT|7015	16.776	lowly_expressed	lowly_expressed
TESC|54997	36.9932	TESC|54997	152.3868
TESK1|7016	1016.2383	TESK1|7016	1010.4039
TESK2|10420	181.3098	TESK2|10420	438.1885
TES|26136	2330.7366	TES|26136	1862.7968
TET1|80312	81.5141	TET1|80312	56.3035
TET2|54790	1086.3534	TET2|54790	615.9731
TET3|200424	1361.6518	TET3|200424	398.1028
TEX10|54881	692.7627	TEX10|54881	403.9168
TEX11|56159	10.3237	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TEX14|56155	9.7919
TEX261|113419	3126.7878	TEX261|113419	2588.1273
TEX264|51368	601.5701	TEX264|51368	769.5838
TEX2|55852	1156.0383	TEX2|55852	2171.3586
TEX9|374618	33.552	TEX9|374618	82.6193
TFAM|7019	695.5587	TFAM|7019	633.4149
TFAP2A|7020	1045.9039	TFAP2A|7020	1389.8225
TFAP2B|7021	14.4102	TFAP2B|7021	903.9168
TFAP2C|7022	1573.5025	TFAP2C|7022	1779.6818
TFAP2E|339488	47.532	TFAP2E|339488	17.1359
TFAP4|7023	266.2652	TFAP4|7023	200.4284
TFB1M|51106	261.7486	TFB1M|51106	166.7687
TFB2M|64216	416.819	TFB2M|64216	336.2913
TFCP2L1|29842	4036.7781	TFCP2L1|29842	1263.1579
TFCP2|7024	573.395	TFCP2|7024	686.9645
TFDP1|7027	1661.2539	TFDP1|7027	1215.1163
TFDP2|7029	295.0855	TFDP2|7029	353.1212
lowly_expressed	lowly_expressed	TFDP3|51270	13.1579
TFE3|7030	1503.1724	TFE3|7030	1940.6365
TFEB|7942	397.8922	TFEB|7942	326.8054
TFEC|22797	865.0393	TFEC|22797	67.3195
lowly_expressed	lowly_expressed	TFF1|7031	18.0539
TFF3|7033	45.8114	TFF3|7033	372.705
TFG|10342	2704.5919	TFG|10342	1654.2228
TFIP11|24144	727.3814	TFIP11|24144	849.8501
TFPI2|7980	55.7049	TFPI2|7980	192.4725
TFPI|7035	1546.8329999999999	TFPI|7035	2406.3647
TFPT|29844	179.8279	TFPT|29844	167.4296
TFR2|7036	11.8292	lowly_expressed	lowly_expressed
TFRC|7037	3526.1856	TFRC|7037	1272.0318
TF|7018	22.5831	TF|7018	1169.8286
TGDS|23483	251.855	TGDS|23483	356.4871
TGFA|7039	970.2119	TGFA|7039	166.7687
TGFB1I1|7041	278.7396	TGFB1I1|7041	999.082
TGFB1|7040	899.2365	TGFB1|7040	592.4113
TGFB2|7042	649.3171	TGFB2|7042	394.4308
TGFB3|7043	424.1316	TGFB3|7043	684.5165
TGFBI|7045	5472.6315	TGFBI|7045	2040.3917
TGFBR1|7046	2207.7643	TGFBR1|7046	1649.3268
TGFBR2|7048	7536.0791	TGFBR2|7048	12274.7858
TGFBR3|7049	3287.4503	TGFBR3|7049	6914.3207
TGFBRAP1|9392	437.6815	TGFBRAP1|9392	374.235
TGIF1|7050	1515.0016	TGIF1|7050	1115.9731
TGIF2|60436	819.8946	TGIF2|60436	631.0343
TGM1|7051	42.8003	TGM1|7051	48.3476
TGM2|7052	3197.333	TGM2|7052	1391.9829
TGM5|9333	29.2505	TGM5|9333	28.7638
TGOLN2|10618	7191.9561	TGOLN2|10618	7604.9572
TGS1|96764	897.946	TGS1|96764	658.8127
TG|7038	140.0151	lowly_expressed	lowly_expressed
TH1L|51497	1215.3995	TH1L|51497	1119.951
THADA|63892	943.7574	THADA|63892	933.2925
THAP10|56906	36.7781	THAP10|56906	67.3195
THAP11|57215	528.0138	THAP11|57215	557.8335
THAP1|55145	340.0366	THAP1|55145	267.4419
THAP2|83591	103.45200000000001	THAP2|83591	121.175
THAP3|90326	136.6771	THAP3|90326	242.7999
THAP4|51078	1050.8657	THAP4|51078	785.8017
THAP5|168451	694.9134	THAP5|168451	791.0037
THAP6|152815	352.0809	THAP6|152815	386.7809
THAP7|80764	149.9193	THAP7|80764	236.2301
THAP8|199745	110.5495	THAP8|199745	99.1432
THAP9|79725	258.9526	THAP9|79725	167.9927
THBD|7056	1092.5906	THBD|7056	1418.6047
THBS1|7057	15259.9204	THBS1|7057	8162.4847
THBS2|7058	5760.4043	THBS2|7058	2947.9804
THBS3|7059	915.3694	THBS3|7059	687.8886
THBS4|7060	349.9301	THBS4|7060	566.4015
THEM4|117145	633.4014	THEM4|117145	394.4308
THEM5|284486	28.6052	THEM5|284486	5.814
THEMIS|387357	157.4363	THEMIS|387357	40.6977
THG1L|54974	127.1104	THG1L|54974	130.967
THNSL1|79896	148.188	THNSL1|79896	219.4002
THNSL2|55258	357.4578	THNSL2|55258	828.0294
THOC1|9984	585.8694	THOC1|9984	437.2705
THOC2|57187	1471.5561	THOC2|57187	1405.7528
THOC3|84321	776.2125	THOC3|84321	460.5263
THOC4|10189	1113.0229	THOC4|10189	479.1922
THOC5|8563	538.1224	THOC5|8563	496.634
THOC6|79228	323.6154	THOC6|79228	270.5294
THOC7|80145	937.9503	THOC7|80145	947.6744
THOP1|7064	470.3732	THOP1|7064	389.5349
lowly_expressed	lowly_expressed	THPO|7066	10.0979
THRAP3|9967	4002.1508	THRAP3|9967	3890.1469
THRA|7067	524.8887	THRA|7067	1522.3929
THRB|7068	289.2784	THRB|7068	1875.765
THRSP|7069	32.6917	THRSP|7069	1106.4871
