gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
lowly_expressed	lowly_expressed	SLC10A6|345274	25.4398
SLC10A7|84068	189.2747	SLC10A7|84068	310.2337
SLC11A1|6556	130.0743	SLC11A1|6556	18.1713
SLC11A2|4891	1126.0595	SLC11A2|4891	2432.6423
SLC12A1|6557	10.8395	SLC12A1|6557	69.7117
SLC12A2|6558	9040.9942	SLC12A2|6558	7984.4718
SLC12A4|6560	741.2565	SLC12A4|6560	911.2084
SLC12A6|9990	757.62	SLC12A6|9990	1128.6826
SLC12A7|10723	1900.2514	SLC12A7|10723	1313.9506
SLC12A8|84561	502.787	SLC12A8|84561	245.4778
SLC12A9|56996	817.55	SLC12A9|56996	593.0453
SLC13A2|9058	76.2936	SLC13A2|9058	945.8991
SLC13A3|64849	52.1131	SLC13A3|64849	112.0013
SLC13A4|26266	16.6762	lowly_expressed	lowly_expressed
SLC14A1|6563	21.2621	SLC14A1|6563	53.8531
SLC15A2|6565	85.8824	SLC15A2|6565	172.7926
SLC15A3|51296	1191.5135	SLC15A3|51296	242.8347
SLC15A4|121260	653.7065	SLC15A4|121260	663.0875
SLC16A10|117247	9.5888	SLC16A10|117247	17.8409
SLC16A11|162515	6.6705	SLC16A11|162515	43.2807
lowly_expressed	lowly_expressed	SLC16A12|387700	63.7648
SLC16A13|201232	267.2359	SLC16A13|201232	65.4167
SLC16A14|151473	106.7276	SLC16A14|151473	226.3154
SLC16A1|6566	391.4735	SLC16A1|6566	927.3974
SLC16A2|6567	724.1634	SLC16A2|6567	635.9957
SLC16A3|9123	401.0623	SLC16A3|9123	82.9272
SLC16A4|9122	129.2404	SLC16A4|9122	568.2663
SLC16A5|9121	340.1942	SLC16A5|9121	206.4921
SLC16A6|9120	52.1131	SLC16A6|9120	143.3881
SLC16A7|9194	42.1074	SLC16A7|9194	109.3582
lowly_expressed	lowly_expressed	SLC16A8|23539	6.9381
SLC16A9|220963	49.1947	SLC16A9|220963	122.9041
SLC17A5|26503	940.12	SLC17A5|26503	845.7917
SLC17A7|57030	20.8452	SLC17A7|57030	46.915
SLC17A9|63910	106.3107	SLC17A9|63910	24.4487
SLC18A2|6571	13.3409	SLC18A2|6571	7.9293
SLC19A1|6573	334.7744	SLC19A1|6573	91.5173
SLC19A2|10560	1883.1583	SLC19A2|10560	725.8611
SLC19A3|80704	187.1902	SLC19A3|80704	350.541
SLC1A1|6505	1648.441	SLC1A1|6505	129.5119
SLC1A2|6506	91.3021	SLC1A2|6506	266.2922
SLC1A3|6507	269.3204	SLC1A3|6507	156.6036
SLC1A4|6509	3867.6244	SLC1A4|6509	958.4538
SLC1A5|6510	4043.5582	SLC1A5|6510	1707.442
SLC1A7|6512	16.2593	SLC1A7|6512	12.5547
SLC20A1|6574	1357.4415	SLC20A1|6574	632.3614
SLC20A2|6575	1095.2085	SLC20A2|6575	1113.0751
SLC22A15|55356	83.7978	SLC22A15|55356	91.1869
SLC22A17|51310	483.6094	SLC22A17|51310	642.6035
SLC22A18AS|5003	10.8395	lowly_expressed	lowly_expressed
SLC22A18|5002	604.9286	SLC22A18|5002	140.0842
SLC22A23|63027	899.3592	SLC22A23|63027	825.5786
SLC22A3|6581	75.4597	SLC22A3|6581	342.6117
SLC22A4|6583	80.3	SLC22A4|6583	99.1195
SLC22A5|6584	677.887	SLC22A5|6584	515.7347
SLC23A2|9962	953.4609	SLC23A2|9962	1448.0879
lowly_expressed	lowly_expressed	SLC23A3|151295	7.0373
SLC24A1|9187	461.9304	SLC24A1|9187	753.2832
SLC24A2|25769	55.8652	lowly_expressed	lowly_expressed
SLC24A3|57419	360.2056	SLC24A3|57419	513.0916
SLC24A4|123041	7.9212	lowly_expressed	lowly_expressed
SLC24A5|283652	10.6102	SLC24A5|283652	6.8389999999999995
SLC24A6|80024	1164.4147	SLC24A6|80024	580.4906
SLC25A10|1468	951.3764	SLC25A10|1468	333.0305
SLC25A11|8402	992.65	SLC25A11|8402	639.9604
SLC25A12|8604	312.6785	SLC25A12|8604	811.1010000000001
SLC25A13|10165	479.0234	SLC25A13|10165	471.1324
SLC25A14|9016	134.6602	SLC25A14|9016	152.9694
SLC25A15|10166	417.5967	SLC25A15|10166	486.3269
SLC25A16|8034	256.3964	SLC25A16|8034	296.0271
SLC25A17|10478	628.6922	SLC25A17|10478	521.3513
SLC25A18|83733	5.0029	SLC25A18|83733	15.8586
SLC25A19|60386	471.5192	SLC25A19|60386	101.0985
SLC25A1|6576	1749.7488	SLC25A1|6576	537.2099
SLC25A20|788	280.9937	SLC25A20|788	389.5267
SLC25A21|89874	9.0969	SLC25A21|89874	8.2927
SLC25A22|79751	568.6579	SLC25A22|79751	173.123
SLC25A23|79085	1356.1908	SLC25A23|79085	1292.8058
SLC25A24|29957	714.9915	SLC25A24|29957	1237.3007
SLC25A25|114789	364.7916	SLC25A25|114789	456.265
SLC25A26|115286	193.9232	SLC25A26|115286	411.5173
SLC25A27|9481	30.8509	SLC25A27|9481	312.5465
SLC25A28|81894	579.9144	SLC25A28|81894	458.5777
SLC25A29|123096	1349.5204	SLC25A29|123096	622.7802
SLC25A30|253512	398.5608	SLC25A30|253512	616.1725
SLC25A32|81034	363.2824	SLC25A32|81034	458.8486
SLC25A33|84275	86.7162	SLC25A33|84275	163.8721
SLC25A34|284723	7.5043	SLC25A34|284723	15.1978
SLC25A35|399512	186.4273	SLC25A35|399512	135.4522
SLC25A36|55186	928.4467	SLC25A36|55186	2549.5994
SLC25A37|51312	248.8921	SLC25A37|51312	1096.2253
SLC25A38|54977	805.8767	SLC25A38|54977	751.9617
SLC25A39|51629	1837.7157	SLC25A39|51629	1083.3402
SLC25A3|5250	5795.8084	SLC25A3|5250	6557.8591
SLC25A40|55972	132.9926	SLC25A40|55972	321.7973
SLC25A42|284439	95.0543	SLC25A42|284439	254.3983
SLC25A43|203427	406.8989	SLC25A43|203427	436.7721
SLC25A44|9673	1754.7517	SLC25A44|9673	683.9019
SLC25A45|283130	176.7676	SLC25A45|283130	151.9782
SLC25A46|91137	551.9818	SLC25A46|91137	772.7761
SLC25A4|291	774.1919	SLC25A4|291	518.0474
SLC25A5|292	4859.8575	SLC25A5|292	3964.9789
SLC25A6|293	5656.9792	SLC25A6|293	8895.0194
SLC26A10|65012	6.1327	SLC26A10|65012	20.3618
SLC26A11|284129	508.2068	SLC26A11|284129	318.8238
SLC26A1|10861	22.5254	SLC26A1|10861	31.1456
SLC26A2|1836	905.9338	SLC26A2|1836	2511.2745
SLC26A3|1811	5.8367	SLC26A3|1811	259.6845
SLC26A4|5172	8.3381	SLC26A4|5172	71.6941
lowly_expressed	lowly_expressed	SLC26A5|375611	18.8321
SLC26A6|65010	187.6071	SLC26A6|65010	112.9925
SLC26A7|115111	7.5043	SLC26A7|115111	14.8674
SLC27A1|376497	694.1462	SLC27A1|376497	1062.1954
SLC27A2|11001	95.4712	SLC27A2|11001	25.4398
SLC27A3|11000	485.277	SLC27A3|11000	374.9897
SLC27A4|10999	1559.6403	SLC27A4|10999	359.1311
SLC27A5|10998	51.8629	SLC27A5|10998	106.051
SLC27A6|28965	44.6088	SLC27A6|28965	438.4241
lowly_expressed	lowly_expressed	SLC28A3|64078	325.1012
SLC29A1|2030	3517.8414	SLC29A1|2030	2187.4948
SLC29A2|3177	508.7362	SLC29A2|3177	184.5709
SLC29A3|55315	855.9052	SLC29A3|55315	295.0359
SLC29A4|222962	323.9349	SLC29A4|222962	58.1482
SLC2A10|81031	3210.5827	SLC2A10|81031	1009.9942
SLC2A11|66035	115.8995	SLC2A11|66035	185.0169
SLC2A12|154091	87.1331	SLC2A12|154091	334.6824
SLC2A13|114134	230.5483	SLC2A13|114134	206.1617
SLC2A14|144195	5.0029	SLC2A14|144195	5.947
SLC2A1|6513	1553.8036	SLC2A1|6513	988.8494
SLC2A3|6515	405.6482	SLC2A3|6515	304.6172
SLC2A4RG|56731	1197.7671	SLC2A4RG|56731	459.2385
SLC2A4|6517	39.6059	SLC2A4|6517	109.0278
SLC2A5|6518	63.3695	SLC2A5|6518	12.2243
SLC2A6|11182	98.3895	SLC2A6|11182	16.8498
SLC2A8|29988	403.1468	SLC2A8|29988	180.3915
SLC2A9|56606	92.1359	SLC2A9|56606	195.9197
SLC30A1|7779	304.7573	SLC30A1|7779	318.163
SLC30A4|7782	103.3924	SLC30A4|7782	174.4445
SLC30A5|64924	1330.3427	SLC30A5|64924	1508.5488
SLC30A6|55676	388.972	SLC30A6|55676	448.6661
SLC30A7|148867	963.8836	SLC30A7|148867	884.447
SLC30A8|169026	40.0228	lowly_expressed	lowly_expressed
SLC30A9|10463	1123.558	SLC30A9|10463	1968.4479999999999
SLC31A1|1317	1444.5746	SLC31A1|1317	1557.4461
SLC31A2|1318	402.31300000000005	SLC31A2|1318	463.8639
SLC33A1|9197	592.8384	SLC33A1|9197	822.0038
SLC34A2|10568	223.4609	SLC34A2|10568	2553.5641
SLC34A3|142680	6.2536	lowly_expressed	lowly_expressed
SLC35A1|10559	716.6591	SLC35A1|10559	1014.1009
SLC35A2|7355	1151.0737	SLC35A2|7355	439.4152
SLC35A3|23443	454.0092	SLC35A3|23443	680.5980000000001
SLC35A4|113829	2707.7957	SLC35A4|113829	1958.5364
SLC35A5|55032	547.3958	SLC35A5|55032	900.9664
SLC35B1|10237	1813.5352	SLC35B1|10237	513.7524
SLC35B2|347734	1683.0441	SLC35B2|347734	1247.5427
SLC35B3|51000	438.1668	SLC35B3|51000	493.2684
SLC35B4|84912	421.4906	SLC35B4|84912	482.0352
SLC35C1|55343	840.8967	SLC35C1|55343	453.2915
SLC35C2|51006	1058.5209	SLC35C2|51006	838.1928
SLC35D1|23169	530.3027	SLC35D1|23169	774.7584
SLC35D2|11046	363.9578	SLC35D2|11046	505.1623
SLC35E1|79939	2161.2337	SLC35E1|79939	2222.8463
SLC35E2|728661	7367.1929	SLC35E2|728661	3829.2888
SLC35E2|9906	106.6567	SLC35E2|9906	54.7452
SLC35E3|55508	242.2216	SLC35E3|55508	289.089
SLC35E4|339665	75.885	SLC35E4|339665	35.7215
SLC35F1|222553	17.9269	SLC35F1|222553	8.9205
SLC35F2|54733	243.0554	SLC35F2|54733	267.6138
SLC35F3|148641	24.5974	SLC35F3|148641	236.5574
SLC35F5|80255	883.0039999999999	SLC35F5|80255	1018.2539
SLC36A1|206358	775.4426	SLC36A1|206358	333.3609
SLC36A4|120103	95.8881	SLC36A4|120103	102.7505
SLC37A1|54020	1183.5923	SLC37A1|54020	294.0448
SLC37A2|219855	397.727	SLC37A2|219855	128.8511
SLC37A3|84255	746.2593	SLC37A3|84255	933.0139999999999
SLC37A4|2542	433.5808	SLC37A4|2542	480.7136
SLC38A10|124565	2952.1018	SLC38A10|124565	1299.4136
SLC38A1|81539	7919.1038	SLC38A1|81539	10370.8598
SLC38A2|54407	4143.6153	SLC38A2|54407	5872.3053
SLC38A3|10991	14.5917	SLC38A3|10991	93.4996
SLC38A4|55089	67.5386	SLC38A4|55089	14.2067
SLC38A5|92745	324.3518	SLC38A5|92745	30.726
SLC38A6|145389	146.7504	SLC38A6|145389	135.4588
SLC38A7|55238	509.4575	SLC38A7|55238	236.8878
SLC38A9|153129	193.0269	SLC38A9|153129	264.6403
SLC39A10|57181	804.2091	SLC39A10|57181	1002.3953
SLC39A11|201266	1953.6152	SLC39A11|201266	676.9637
SLC39A13|91252	996.819	SLC39A13|91252	477.0794
SLC39A14|23516	984.3119	SLC39A14|23516	1188.073
SLC39A1|27173	4415.4371	SLC39A1|27173	2131.3289999999997
SLC39A2|29986	5.8367	SLC39A2|29986	21.8056
SLC39A3|29985	707.9041	SLC39A3|29985	194.2678
SLC39A4|55630	307.2587	SLC39A4|55630	75.9891
SLC39A6|25800	20402.8967	SLC39A6|25800	12867.2669
SLC39A7|7922	3608.7266	SLC39A7|7922	1969.1088
SLC39A8|64116	608.2639	SLC39A8|64116	871.2315
SLC39A9|55334	3060.4970000000003	SLC39A9|55334	2822.4994
SLC3A2|6520	3561.6164	SLC3A2|6520	1877.2611
SLC40A1|30061	4919.4749	SLC40A1|30061	11803.0891
SLC41A1|254428	1814.7859	SLC41A1|254428	830.2635
SLC41A2|84102	414.8201	SLC41A2|84102	355.1664
SLC41A3|54946	843.815	SLC41A3|54946	1295.4489
SLC43A1|8501	414.4032	SLC43A1|8501	244.817
SLC43A2|124935	1911.5078	SLC43A2|124935	520.0297
SLC43A3|29015	1135.9026	SLC43A3|29015	1477.4924
SLC44A1|23446	3316.0596	SLC44A1|23446	4390.5179
SLC44A2|57153	8981.7938	SLC44A2|57153	5397.2082
SLC44A3|126969	338.9435	SLC44A3|126969	320.8061
SLC44A4|80736	6579.1723	SLC44A4|80736	622.1194
SLC44A5|204962	70.04	SLC44A5|204962	60.7913
SLC45A1|50651	15.4255	SLC45A1|50651	26.430999999999997
SLC45A3|85414	128.4066	SLC45A3|85414	105.72399999999999
SLC45A4|57210	327.2702	SLC45A4|57210	425.8693
SLC46A1|113235	605.1371	SLC46A1|113235	1166.3533
SLC46A2|57864	7.0874	lowly_expressed	lowly_expressed
SLC46A3|283537	589.5032	SLC46A3|283537	594.6973
SLC47A1|55244	52.53	SLC47A1|55244	70.0421
lowly_expressed	lowly_expressed	SLC47A2|146802	6.6077
SLC48A1|55652	871.7476	SLC48A1|55652	799.8678
SLC4A11|83959	55.8652	SLC4A11|83959	102.4201
SLC4A1AP|22950	529.4689	SLC4A1AP|22950	712.6456
SLC4A2|6522	1900.8893	SLC4A2|6522	1060.4179
SLC4A3|6508	120.0685	SLC4A3|6508	245.4778
SLC4A4|8671	22.9298	SLC4A4|8671	26.430999999999997
SLC4A5|57835	132.88	SLC4A5|57835	158.8998
SLC4A7|9497	921.3593	SLC4A7|9497	2664.5742
SLC4A8|9498	441.0851	SLC4A8|9498	671.3472
SLC5A1|6523	121.7362	SLC5A1|6523	2179.2352
SLC5A3|6526	936.6096	SLC5A3|6526	1488.7718
lowly_expressed	lowly_expressed	SLC5A4|6527	8.9205
SLC5A6|8884	2370.0654	SLC5A6|8884	2164.5098
lowly_expressed	lowly_expressed	SLC5A9|200010	27.0918
SLC6A10P|386757	6.2536	lowly_expressed	lowly_expressed
SLC6A11|6538	33.7693	SLC6A11|6538	21.8056
SLC6A12|6539	18.7607	SLC6A12|6539	13.5459
SLC6A14|11254	72.1245	SLC6A14|11254	955.8107
lowly_expressed	lowly_expressed	SLC6A15|55117	24.4487
SLC6A16|28968	9.1719	SLC6A16|28968	35.3514
SLC6A17|388662	19.1776	SLC6A17|388662	17.5105
SLC6A1|6529	63.7864	SLC6A1|6529	10.5724
SLC6A20|54716	61.285	SLC6A20|54716	6.2774
lowly_expressed	lowly_expressed	SLC6A2|6530	25.7702
lowly_expressed	lowly_expressed	SLC6A4|6532	9.2508
SLC6A6|6533	2338.8351	SLC6A6|6533	1151.0696
SLC6A8|6535	1025.5854	SLC6A8|6535	369.7035
SLC6A9|6536	274.7735	SLC6A9|6536	149.0047
SLC7A10|56301	15.4547	SLC7A10|56301	17.3586
SLC7A11|23657	67.5386	SLC7A11|23657	61.7824
lowly_expressed	lowly_expressed	SLC7A14|57709	8.9205
SLC7A1|6541	882.5871	SLC7A1|6541	1371.4379999999999
SLC7A2|6542	3589.5490000000004	SLC7A2|6542	3810.0273
SLC7A3|84889	14.1748	SLC7A3|84889	184.3562
SLC7A4|6545	122.1531	SLC7A4|6545	22.136
SLC7A5|8140	1131.4792	SLC7A5|8140	216.4037
SLC7A6OS|84138	204.8211	SLC7A6OS|84138	175.9775
SLC7A6|9057	1024.6307	SLC7A6|9057	750.4287
SLC7A7|9056	682.056	SLC7A7|9056	287.1066
SLC7A8|23428	4727.6987	SLC7A8|23428	1485.4217
SLC8A1|6546	245.9737	SLC8A1|6546	223.6723
lowly_expressed	lowly_expressed	SLC8A2|6543	10.5724
lowly_expressed	lowly_expressed	SLC8A3|6547	6.9381
SLC9A1|6548	2103.284	SLC9A1|6548	1763.2774
SLC9A2|6549	19.1776	SLC9A2|6549	6.9381
SLC9A3R1|9368	19927.2084	SLC9A3R1|9368	1798.2985
SLC9A3R2|9351	1670.5369	SLC9A3R2|9351	603.2874
SLC9A5|6553	30.0171	SLC9A5|6553	31.3868
SLC9A6|10479	226.3792	SLC9A6|10479	449.9876
SLC9A7|84679	184.2719	SLC9A7|84679	373.6681
SLC9A8|23315	683.7236	SLC9A8|23315	685.2234
SLC9A9|285195	216.3735	SLC9A9|285195	178.0788
SLCO1A2|6579	15.0086	SLCO1A2|6579	236.5574
lowly_expressed	lowly_expressed	SLCO1B3|28234	18.6173
SLCO2A1|6578	772.9412	SLCO2A1|6578	326.4227
SLCO2B1|11309	1546.7163	SLCO2B1|11309	1067.812
SLCO3A1|28232	407.3158	SLCO3A1|28232	423.5566
SLCO4A1|28231	6.5788	SLCO4A1|28231	18.2076
SLCO4C1|353189	35.8538	SLCO4C1|353189	10.242
SLCO5A1|81796	6.2536	lowly_expressed	lowly_expressed
SLFN11|91607	688.7265	SLFN11|91607	716.9406
SLFN12L|342615	17.9269	SLFN12L|342615	23.1271
SLFN12|55106	131.7419	SLFN12|55106	201.5363
SLFN13|146857	117.1502	SLFN13|146857	633.0222
SLFN5|162394	946.7905	SLFN5|162394	1200.9581
SLFNL1|200172	6.6705	lowly_expressed	lowly_expressed
SLIT1|6585	17.51	SLIT1|6585	6.2774
SLIT2|9353	542.8099	SLIT2|9353	502.8496
SLIT3|6586	2544.3691	SLIT3|6586	1343.3551
lowly_expressed	lowly_expressed	SLITRK2|84631	8.5901
SLITRK4|139065	52.9469	SLITRK4|139065	55.5051
SLITRK5|26050	328.5209	SLITRK5|26050	26.1006
SLITRK6|84189	2192.0846	SLITRK6|84189	497.5634
SLK|9748	1500.0229	SLK|9748	3075.2457
SLMAP|7871	650.3713	SLMAP|7871	2182.8694
SLMO1|10650	75.4597	SLMO1|10650	31.3868
SLMO2|51012	1373.2839	SLMO2|51012	1566.0362
SLPI|6590	216.7904	SLPI|6590	2304.7824
SLTM|79811	1788.104	SLTM|79811	2593.8713
SLU7|10569	893.4267	SLU7|10569	1705.1293
SMAD1|4086	1233.204	SMAD1|4086	1235.9792
SMAD2|4087	1838.9664	SMAD2|4087	2635.8305
SMAD3|4088	1655.9453	SMAD3|4088	1842.5704
SMAD4|4089	1503.8209	SMAD4|4089	2706.5532
SMAD5OS|9597	5.4198	lowly_expressed	lowly_expressed
SMAD5|4090	1462.5015	SMAD5|4090	2730.3213
SMAD6|4091	70.8738	SMAD6|4091	48.8973
SMAD7|4092	677.0532	SMAD7|4092	545.1392
SMAD9|4093	40.0228	SMAD9|4093	111.0102
SMAGP|57228	94.6374	SMAGP|57228	222.6811
SMAP1|60682	835.1434	SMAP1|60682	732.0195
SMAP2|64744	1129.3947	SMAP2|64744	919.1377
SMARCA1|6594	1364.5289	SMARCA1|6594	2469.6457
SMARCA2|6595	2782.8385	SMARCA2|6595	7938.2176
SMARCA4|6597	3644.9974	SMARCA4|6597	2222.5159
SMARCA5|8467	2428.4154	SMARCA5|8467	3021.3662
SMARCAD1|56916	820.8853	SMARCAD1|56916	1471.5454
SMARCAL1|50485	725.831	SMARCAL1|50485	752.6224
SMARCB1|6598	1676.3736	SMARCB1|6598	943.9167
SMARCC1|6599	2384.6946	SMARCC1|6599	4409.6804
SMARCC2|6601	3203.0784	SMARCC2|6601	3584.0423
SMARCD1|6602	1705.14	SMARCD1|6602	1399.1906
SMARCD2|6603	5862.0963	SMARCD2|6603	2998.5959
SMARCD3|6604	287.2473	SMARCD3|6604	701.7428
SMARCE1|6605	1633.4324	SMARCE1|6605	3258.9411
SMC1A|8243	2886.6478	SMC1A|8243	3273.1478
SMC2|10592	606.1794	SMC2|10592	892.0459
SMC3|9126	1384.5403	SMC3|9126	2481.2092
SMC4|10051	1426.2308	SMC4|10051	1166.2674
SMC5|23137	553.6494	SMC5|23137	1477.8227
SMC6|79677	807.1274	SMC6|79677	672.9991
SMCHD1|23347	894.6774	SMCHD1|23347	2387.3792
SMCR7L|54471	1085.2028	SMCR7L|54471	1333.7738
SMCR7|125170	472.353	SMCR7|125170	333.3609
SMCR8|140775	1609.6689	SMCR8|140775	1928.9865
SMEK1|55671	1691.3822	SMEK1|55671	2107.8715
SMEK2|57223	2040.3314	SMEK2|57223	2928.2233
SMG1|23049	3103.0213	SMG1|23049	5914.9252
SMG5|23381	2641.9248	SMG5|23381	1719.9967
SMG6|23293	1628.4296	SMG6|23293	1644.9988
SMG7|9887	3905.9797	SMG7|9887	2250.2684
SMN1|6606	8.9843	SMN1|6606	9.1749
SMN2|6607	613.0374	SMN2|6607	803.5781
SMNDC1|10285	518.2125	SMNDC1|10285	654.4974
SMOC1|64093	112.9812	SMOC1|64093	334.0216
SMOC2|64094	2327.1618	SMOC2|64094	1987.2801
SMOX|54498	208.4523	SMOX|54498	112.0013
SMO|6608	622.8555	SMO|6608	604.2785
SMPD1|6609	1024.3347	SMPD1|6609	536.8795
SMPD2|6610	434.4146	SMPD2|6610	211.1175
SMPD3|55512	401.8961	SMPD3|55512	124.2257
SMPD4|55627	2094.1121	SMPD4|55627	1343.0247
SMPDL3A|10924	228.8807	SMPDL3A|10924	359.4615
SMPDL3B|27293	341.028	SMPDL3B|27293	245.8082
SMS|6611	1377.8699	SMS|6611	1351.2844
lowly_expressed	lowly_expressed	SMTNL2|342527	12.2243
SMTN|6525	843.3981	SMTN|6525	617.8244
SMU1|55234	1432.9013	SMU1|55234	1947.6336
SMUG1|23583	554.4832	SMUG1|23583	480.7136
SMURF1|57154	964.2629	SMURF1|57154	937.2297
SMURF2|64750	966.8019	SMURF2|64750	896.6713
SMYD1|150572	56.699	SMYD1|150572	712.9760000000001
SMYD2|56950	728.3324	SMYD2|56950	790.617
SMYD3|64754	934.7002	SMYD3|64754	220.6988
SMYD4|114826	299.3375	SMYD4|114826	534.8972
SMYD5|10322	641.6163	SMYD5|10322	619.4763
SNAI1|6615	126.73899999999999	SNAI1|6615	49.8885
SNAI2|6591	692.0617	SNAI2|6591	1114.7269999999999
SNAI3|333929	22.5129	SNAI3|333929	13.2155
SNAP23|8773	1447.076	SNAP23|8773	1651.9369
SNAP25|6616	8.3381	SNAP25|6616	13.2155
SNAP29|9342	1003.9064	SNAP29|9342	1204.9228
SNAP47|116841	859.3072	SNAP47|116841	642.0088
lowly_expressed	lowly_expressed	SNAP91|9892	5.2862
SNAPC1|6617	104.2262	SNAPC1|6617	234.575
SNAPC2|6618	523.6322	SNAPC2|6618	225.985
SNAPC3|6619	417.3216	SNAPC3|6619	545.8
SNAPC4|6621	311.4278	SNAPC4|6621	294.7055
SNAPC5|10302	70.5111	SNAPC5|10302	85.7025
SNAPIN|23557	943.0383	SNAPIN|23557	483.3567
SNCAIP|9627	53.3638	SNCAIP|9627	122.2433
SNCA|6622	35.4369	SNCA|6622	176.0965
SNCG|6623	52.53	SNCG|6623	448.6661
SND1|27044	5005.7741	SND1|27044	4259.0237
SNED1|25992	1101.4621	SNED1|25992	667.7129
SNF8|11267	682.8898	SNF8|11267	487.9822
SNHG10|283596	45.8595	SNHG10|283596	74.6675
SNHG11|128439	189.0037	SNHG11|128439	126.806
SNHG12|85028	102.9754	SNHG12|85028	167.8368
SNHG1|23642	345.6515	SNHG1|23642	804.8237
SNHG3-RCC1|751867	53.1678	SNHG3-RCC1|751867	265.7735
SNHG3|8420	25.8481	SNHG3|8420	39.6465
lowly_expressed	lowly_expressed	SNHG4|724102	30.1578
SNHG5|387066	398.1439	SNHG5|387066	1249.1947
SNHG6|641638	557.8184	SNHG6|641638	657.1405
SNHG7|84973	464.215	SNHG7|84973	890.5856
SNHG8|100093630	625.357	SNHG8|100093630	1130.5856
SNHG9|735301	55.4483	SNHG9|735301	22.4663
SNIP1|79753	452.3415	SNIP1|79753	501.1977
SNN|8303	1167.7499	SNN|8303	773.7672
lowly_expressed	lowly_expressed	SNORA39|677821	6.3401
SNORA8|654320	132.2338	SNORA8|654320	294.7947
lowly_expressed	lowly_expressed	SNORD116-20|100033431	25.4398
SNORD116-28|100033820	20.7243	SNORD116-28|100033820	105.0599
SNORD116-4|100033416	13.8454	SNORD116-4|100033416	100.7318
SNORD1C|677850	19.336	SNORD1C|677850	23.1965
SNPH|9751	156.7561	SNPH|9751	119.9306
SNRK|54861	1258.2182	SNRK|54861	1342.0335
SNRNP200|23020	9027.2364	SNRNP200|23020	8495.2507
SNRNP25|79622	667.8812	SNRNP25|79622	235.8966
SNRNP27|11017	308.0925	SNRNP27|11017	456.265
SNRNP35|11066	284.4874	SNRNP35|11066	321.12
SNRNP40|9410	823.3867	SNRNP40|9410	731.1473
SNRNP48|154007	228.0468	SNRNP48|154007	589.0807
SNRNP70|6625	1524.2034	SNRNP70|6625	2168.9931
SNRPA1|6627	375.2142	SNRPA1|6627	258.3629
SNRPA|6626	1035.1742	SNRPA|6626	903.2791
SNRPB2|6629	800.04	SNRPB2|6629	859.9983
SNRPB|6628	3460.7255	SNRPB|6628	1339.3904
SNRPC|6631	1165.6654	SNRPC|6631	616.5028
SNRPD1|6632	744.5917	SNRPD1|6632	553.0685
SNRPD2|6633	2804.5176	SNRPD2|6633	2009.0857
SNRPD3|6634	1690.4441	SNRPD3|6634	1534.6461
SNRPE|6635	1223.1982	SNRPE|6635	681.9196
SNRPF|6636	708.321	SNRPF|6636	443.7103
SNRPG|6637	576.5791	SNRPG|6637	356.48800000000006
SNRPN|6638	1878.3889	SNRPN|6638	1542.7637
SNTA1|6640	256.8133	SNTA1|6640	263.3187
SNTB1|6641	257.6471	SNTB1|6641	686.545
SNTB2|6645	776.6934	SNTB2|6645	1429.2558
lowly_expressed	lowly_expressed	SNTG2|54221	7.9293
lowly_expressed	lowly_expressed	SNTN|132203	5.6166
SNUPN|10073	403.5637	SNUPN|10073	519.0386
SNURF|8926	92.3194	SNURF|8926	118.7809
SNW1|22938	1589.6574	SNW1|22938	1642.3557
SNX10|29887	230.5483	SNX10|29887	241.1828
SNX11|29916	423.1582	SNX11|29916	451.9699
SNX12|29934	292.6671	SNX12|29934	245.1474
SNX13|23161	701.2336	SNX13|23161	1505.5753
SNX14|57231	1433.3182	SNX14|57231	1359.5441
SNX15|29907	414.4032	SNX15|29907	473.1147
SNX16|64089	161.759	SNX16|64089	345.9156
SNX17|9784	2317.5729	SNX17|9784	1665.4828
SNX18|112574	716.6591	SNX18|112574	1419.0138
SNX19|399979	1819.7888	SNX19|399979	2034.5255
SNX1|6642	2079.1035	SNX1|6642	4807.7971
SNX20|124460	72.4914	SNX20|124460	24.7824
SNX21|90203	297.228	SNX21|90203	422.1161
SNX22|79856	123.8999	SNX22|79856	125.5935
SNX24|28966	224.7116	SNX24|28966	173.7838
SNX25|83891	514.8772	SNX25|83891	532.9148
SNX27|81609	1685.1453	SNX27|81609	1234.7898
SNX29|92017	961.3821	SNX29|92017	844.4701
SNX2|6643	1340.3484	SNX2|6643	1615.2639
SNX30|401548	782.1131	SNX30|401548	1094.5734
lowly_expressed	lowly_expressed	SNX31|169166	6.2774
SNX33|257364	978.0583	SNX33|257364	1200.2973
SNX3|8724	2272.5472	SNX3|8724	2611.0515
SNX4|8723	684.1405	SNX4|8723	953.498
SNX5|27131	1386.2079999999999	SNX5|27131	1837.945
SNX6|58533	1577.9841	SNX6|58533	1410.4237
SNX7|51375	615.7682	SNX7|51375	548.443
SNX8|29886	544.4775	SNX8|29886	261.6668
SNX9|51429	2516.4365	SNX9|51429	2163.7069
SOAT1|6646	810.4626	SOAT1|6646	510.7789
SOBP|55084	129.6573	SOBP|55084	172.7926
SOCS1|8651	53.7807	SOCS1|8651	22.7967
SOCS2|8835	190.9423	SOCS2|8835	701.082
