gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
SLC4A10|57282	51.7875	lowly_expressed	lowly_expressed
SLC4A11|83959	80.5212	SLC4A11|83959	216.1501
SLC4A1AP|22950	443.0337	SLC4A1AP|22950	591.7618
SLC4A2|6522	2344.0795	SLC4A2|6522	2180.2814
SLC4A3|6508	124.6241	SLC4A3|6508	564.4372
SLC4A4|8671	5.3458	SLC4A4|8671	32.6264
SLC4A5|57835	358.423	SLC4A5|57835	154.4454
SLC4A7|9497	328.0989	SLC4A7|9497	538.3361
SLC4A8|9498	478.7838	SLC4A8|9498	230.832
SLC5A10|125206	12.2219	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A11|115584	7.7488
lowly_expressed	lowly_expressed	SLC5A1|6523	291.1909
SLC5A3|6526	550.7484	SLC5A3|6526	248.9315
SLC5A4|6527	8.6869	lowly_expressed	lowly_expressed
SLC5A6|8884	272.4791	SLC5A6|8884	2131.8964
SLC5A8|160728	467.0899	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A9|200010	9.3801
SLC6A11|6538	9.3552	lowly_expressed	lowly_expressed
SLC6A12|6539	7.0164	SLC6A12|6539	49.7553
lowly_expressed	lowly_expressed	SLC6A14|11254	462.8874
lowly_expressed	lowly_expressed	SLC6A15|55117	19.9837
lowly_expressed	lowly_expressed	SLC6A16|28968	22.8385
lowly_expressed	lowly_expressed	SLC6A17|388662	12.6427
SLC6A1|6529	27.7314	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A20|54716	13.0506
lowly_expressed	lowly_expressed	SLC6A2|6530	19.168
SLC6A4|6532	24.0561	lowly_expressed	lowly_expressed
SLC6A6|6533	1351.1527	SLC6A6|6533	1062.3980000000001
SLC6A8|6535	836.6188	SLC6A8|6535	1033.0343
SLC6A9|6536	201.1961	SLC6A9|6536	256.5253
SLC7A10|56301	10.725	SLC7A10|56301	186.1582
SLC7A11|23657	22.0515	SLC7A11|23657	20.7993
SLC7A13|157724	5.3458	lowly_expressed	lowly_expressed
SLC7A1|6541	1996.3248	SLC7A1|6541	629.69
SLC7A2|6542	5235.8837	SLC7A2|6542	1291.5987
SLC7A3|84889	22.0515	SLC7A3|84889	187.602
lowly_expressed	lowly_expressed	SLC7A4|6545	111.3377
SLC7A5P2|387254	9.422	SLC7A5P2|387254	6.8393
SLC7A5|8140	1053.124	SLC7A5|8140	503.2626
SLC7A6OS|84138	141.2329	SLC7A6OS|84138	159.6615
SLC7A6|9057	545.3692	SLC7A6|9057	598.4951
SLC7A7|9056	106.2479	SLC7A7|9056	243.8825
SLC7A8|23428	4599.3986	SLC7A8|23428	1692.4959
lowly_expressed	lowly_expressed	SLC7A9|11136	9.7879
SLC8A1|6546	60.1403	SLC8A1|6546	145.1876
lowly_expressed	lowly_expressed	SLC8A2|6543	11.0114
SLC8A3|6547	7.0164	SLC8A3|6547	10.6036
SLC9A1|6548	1510.1904	SLC9A1|6548	2107.2594
lowly_expressed	lowly_expressed	SLC9A2|6549	13.0506
SLC9A3R1|9368	54059.4721	SLC9A3R1|9368	6269.5759
SLC9A3R2|9351	1993.3177	SLC9A3R2|9351	3163.1321
SLC9A5|6553	8.3528	SLC9A5|6553	32.6264
SLC9A6|10479	195.7902	SLC9A6|10479	203.9152
SLC9A7|84679	153.0237	SLC9A7|84679	69.3312
SLC9A8|23315	746.7424	SLC9A8|23315	525.2855
SLC9A9|285195	53.7922	SLC9A9|285195	216.5579
lowly_expressed	lowly_expressed	SLCO1A2|6579	9.3801
SLCO2A1|6578	864.6843	SLCO2A1|6578	378.8744
SLCO2B1|11309	588.707	SLCO2B1|11309	1025.6933
SLCO3A1|28232	177.0799	SLCO3A1|28232	610.5219999999999
SLCO4A1|28231	29.0678	SLCO4A1|28231	72.8018
lowly_expressed	lowly_expressed	SLCO4C1|353189	12.6427
SLFN11|91607	206.8159	SLFN11|91607	290.3752
SLFN12|55106	62.145	SLFN12|55106	82.3817
SLFN13|146857	51.4534	SLFN13|146857	350.7341
SLFN5|162394	151.019	SLFN5|162394	180.6688
SLIT1|6585	1311.3498	SLIT1|6585	11.8271
SLIT2|9353	242.2319	SLIT2|9353	147.2268
SLIT3|6586	323.4213	SLIT3|6586	2166.3948
SLITRK4|139065	8.6869	SLITRK4|139065	19.168
lowly_expressed	lowly_expressed	SLITRK5|26050	55.0571
SLITRK6|84189	354.8279	SLITRK6|84189	211.6639
SLK|9748	1929.8363	SLK|9748	912.3165
SLMAP|7871	1252.2553	SLMAP|7871	1118.6786
SLMO1|10650	88.2058	SLMO1|10650	60.7667
SLMO2|51012	1909.4554	SLMO2|51012	1064.0294
SLPI|6590	38.0889	SLPI|6590	3398.4502
SLTM|79811	7869.696	SLTM|79811	1372.3491
SLU7|10569	1740.0601	SLU7|10569	1222.2675
SMAD1|4086	696.2913	SMAD1|4086	548.5318
SMAD2|4087	1073.1707	SMAD2|4087	1512.2349
SMAD3|4088	1657.8684	SMAD3|4088	1122.7569
SMAD4|4089	924.1564	SMAD4|4089	1320.5546
lowly_expressed	lowly_expressed	SMAD5OS|9597	6.9331
SMAD5|4090	1179.0845	SMAD5|4090	779.7716
SMAD6|4091	66.1544	SMAD6|4091	119.9021
SMAD7|4092	873.0371	SMAD7|4092	720.2284
SMAD9|4093	11.694	SMAD9|4093	5.7096
SMAGP|57228	208.4865	SMAGP|57228	347.0636
SMAP1|60682	559.2082	SMAP1|60682	525.6444
SMAP2|64744	732.7097	SMAP2|64744	1002.0392
SMARCA1|6594	573.6719	SMARCA1|6594	1204.7308
SMARCA2|6595	5001.3365	SMARCA2|6595	3087.2757
SMARCA4|6597	2937.1868	SMARCA4|6597	2780.5873
SMARCA5|8467	2574.7077	SMARCA5|8467	1286.7047
SMARCAD1|56916	720.6816	SMARCAD1|56916	419.2496
SMARCAL1|50485	379.2182	SMARCAL1|50485	601.9576
SMARCB1|6598	1366.1878	SMARCB1|6598	2303.0179
SMARCC1|6599	4828.6001	SMARCC1|6599	1775.6933
SMARCC2|6601	3439.3585	SMARCC2|6601	2556.2806
SMARCD1|6602	1444.0361	SMARCD1|6602	1326.2643
SMARCD2|6603	2965.5864	SMARCD2|6603	3201.4682
SMARCD3|6604	255.2623	SMARCD3|6604	1426.1827
SMARCE1|6605	5723.6886	SMARCE1|6605	2588.0914
SMC1A|8243	3278.9843	SMC1A|8243	1129.2822
SMC2|10592	832.6094	SMC2|10592	233.6868
SMC3|9126	1700.3007	SMC3|9126	767.1289
SMC4|10051	1722.0179999999998	SMC4|10051	288.3361
SMC5|23137	980.9556	SMC5|23137	634.1762
SMC6|79677	349.8162	SMC6|79677	217.3736
SMCHD1|23347	725.6933	SMCHD1|23347	453.5073
SMCR7L|54471	818.2426	SMCR7L|54471	844.2088
SMCR7|125170	448.0454	SMCR7|125170	743.8825
SMCR8|140775	1696.3314	SMCR8|140775	538.956
SMEK1|55671	1873.0371	SMEK1|55671	1139.8858
SMEK2|57223	1203.8089	SMEK2|57223	1008.9723
SMG1|23049	2332.1083	SMG1|23049	977.5693
SMG5|23381	3654.8613	SMG5|23381	2358.8907
SMG6|23293	1495.4895	SMG6|23293	1340.5383
SMG7|9887	2427.6646	SMG7|9887	1121.9413
SMN1|6606	5.8303	lowly_expressed	lowly_expressed
SMN2|6607	684.7812	SMN2|6607	543.071
SMNDC1|10285	579.3518	SMNDC1|10285	502.8548
SMOC1|64093	5.0117	SMOC1|64093	201.0604
SMOC2|64094	1420.3141	SMOC2|64094	3323.4095
SMOX|54498	1345.8069	SMOX|54498	277.7325
SMO|6608	84.8647	SMO|6608	743.8825
SMPD1|6609	745.0718	SMPD1|6609	1145.1876
SMPD2|6610	318.0755	SMPD2|6610	376.8352
SMPD3|55512	309.3886	SMPD3|55512	136.2153
SMPD4|55627	1506.8493	SMPD4|55627	1762.2349
SMPDL3A|10924	267.6245	SMPDL3A|10924	216.5579
SMPDL3B|27293	55.7969	SMPDL3B|27293	410.2773
lowly_expressed	lowly_expressed	SMR3B|10879	29.7716
SMS|6611	1968.2593	SMS|6611	1586.8679
lowly_expressed	lowly_expressed	SMTNL2|342527	11.8271
SMTN|6525	669.2282	SMTN|6525	2243.4747
SMU1|55234	2122.9536	SMU1|55234	1711.2561
SMUG1|23583	1069.8296	SMUG1|23583	631.7292
SMURF1|57154	1120.4711	SMURF1|57154	753.0628
SMURF2|64750	474.7745	SMURF2|64750	255.7096
SMYD1|150572	5.0117	SMYD1|150572	433.1158
SMYD2|56950	264.9516	SMYD2|56950	749.5922
SMYD3|64754	293.6853	SMYD3|64754	292.8222
SMYD4|114826	319.7461	SMYD4|114826	317.6998
SMYD5|10322	456.3983	SMYD5|10322	916.3948
SNAI1|6615	58.8039	SNAI1|6615	389.0701
SNAI2|6591	156.69899999999998	SNAI2|6591	442.0881
SNAI3|333929	12.3622	SNAI3|333929	45.2692
SNAP23|8773	1574.3401	SNAP23|8773	1119.9021
SNAP25|6616	57.1333	SNAP25|6616	11.4192
SNAP29|9342	1494.1529999999998	SNAP29|9342	867.4551
SNAP47|116841	1061.8577	SNAP47|116841	1001.4478
lowly_expressed	lowly_expressed	SNAP91|9892	7.7488
SNAPC1|6617	276.6455	SNAPC1|6617	211.6639
SNAPC2|6618	1460.0735	SNAPC2|6618	1007.3409
SNAPC3|6619	634.1463	SNAPC3|6619	240.2121
SNAPC4|6621	642.1651	SNAPC4|6621	510.1958
SNAPC5|10302	65.7066	SNAPC5|10302	105.8034
SNAPIN|23557	668.2259	SNAPIN|23557	834.8287
SNCAIP|9627	23.3879	SNCAIP|9627	90.5383
SNCA|6622	13.3645	SNCA|6622	259.7879
SNCG|6623	56.131	SNCG|6623	2533.4421
SND1|27044	2579.3518	SND1|27044	4590.5383
SNED1|25992	220.5145	SNED1|25992	525.6933
SNF8|11267	899.7661	SNF8|11267	1205.1387
SNHG10|283596	147.6779	SNHG10|283596	132.5449
SNHG11|128439	296.5753	SNHG11|128439	301.6599
SNHG12|85028	132.0414	SNHG12|85028	285.4812
SNHG1|23642	439.3585	SNHG1|23642	530.9951
SNHG3-RCC1|751867	58.8774	SNHG3-RCC1|751867	84.2904
SNHG3|8420	15.7033	SNHG3|8420	45.2692
SNHG5|387066	329.4353	SNHG5|387066	2060.3589
SNHG6|641638	890.0768	SNHG6|641638	1347.4715
SNHG7|84973	1169.1781	SNHG7|84973	1401.3051
SNHG8|100093630	908.1189	SNHG8|100093630	2045.6770000000001
SNHG9|735301	74.5072	SNHG9|735301	113.3768
SNIP1|79753	339.4587	SNIP1|79753	393.5563
SNN|8303	1018.0421	SNN|8303	1300.1631
SNORA39|677821	10.4744	lowly_expressed	lowly_expressed
SNORA7B|677797	5.5095	SNORA7B|677797	5.6485
SNORA8|654320	126.9696	SNORA8|654320	149.5881
SNORD116-20|100033431	10.3575	lowly_expressed	lowly_expressed
SNORD116-28|100033820	27.2302	lowly_expressed	lowly_expressed
SNORD116-4|100033416	48.9876	lowly_expressed	lowly_expressed
SNORD1C|677850	33.3111	SNORD1C|677850	8.3238
SNPH|9751	100.9021	SNPH|9751	172.9201
SNRK|54861	1194.7878	SNRK|54861	526.509
SNRNP200|23020	4973.271	SNRNP200|23020	4502.447
SNRNP25|79622	1155.0284	SNRNP25|79622	610.9299
SNRNP27|11017	518.5433	SNRNP27|11017	430.26099999999997
SNRNP35|11066	438.0321	SNRNP35|11066	761.0848
SNRNP40|9410	588.0388	SNRNP40|9410	977.5693
SNRNP48|154007	442.3655	SNRNP48|154007	203.9152
SNRNP70|6625	2450.3842	SNRNP70|6625	4502.447
SNRPA1|6627	307.0498	SNRPA1|6627	414.3556
SNRPA|6626	738.0555	SNRPA|6626	1889.0701
SNRPB2|6629	1489.4754	SNRPB2|6629	1053.0179
SNRPB|6628	4888.0722	SNRPB|6628	4419.2496
SNRPC|6631	1036.0842	SNRPC|6631	1572.1860000000001
SNRPD1|6632	571.6672	SNRPD1|6632	790.3752
SNRPD2|6633	1370.8654	SNRPD2|6633	4177.814
SNRPD3|6634	1693.2776	SNRPD3|6634	1823.4502
SNRPE|6635	712.6629	SNRPE|6635	1000.0
SNRPF|6636	526.562	SNRPF|6636	879.69
SNRPG|6637	308.0521	SNRPG|6637	695.7586
SNRPN|6638	1445.8837	SNRPN|6638	3607.447
SNTA1|6640	505.847	SNTA1|6640	867.0473
SNTB1|6641	170.0635	SNTB1|6641	146.4111
SNTB2|6645	496.8259	SNTB2|6645	530.9951
lowly_expressed	lowly_expressed	SNTG2|54221	13.4584
SNUPN|10073	327.7648	SNUPN|10073	660.2773
SNURF|8926	35.573	SNURF|8926	39.6819
SNW1|22938	2486.8025	SNW1|22938	1400.4894
SNX10|29887	1109.2549	SNX10|29887	297.3083
SNX11|29916	816.9061	SNX11|29916	765.9054
SNX12|29934	298.697	SNX12|29934	188.4176
SNX13|23161	1207.4841	SNX13|23161	527.7325
SNX14|57231	1406.2813	SNX14|57231	1027.7325
SNX15|29907	213.4982	SNX15|29907	733.279
SNX16|64089	418.3094	SNX16|64089	176.5905
SNX17|9784	2368.5266	SNX17|9784	3907.8303
SNX18|112574	657.2001	SNX18|112574	678.6297
SNX19|399979	1435.6833	SNX19|399979	1123.1648
SNX1|6642	2617.4407	SNX1|6642	3319.739
SNX20|124460	13.8891	SNX20|124460	16.721
SNX21|90203	156.0307	SNX21|90203	1070.3793
SNX22|79856	43.3545	SNX22|79856	252.4918
SNX24|28966	129.3017	SNX24|28966	154.9755
SNX25|83891	579.3518	SNX25|83891	201.4682
SNX27|81609	1325.7033	SNX27|81609	544.9307
SNX29|92017	392.9168	SNX29|92017	492.2512
SNX2|6643	1087.2035	SNX2|6643	1182.3002
SNX30|401548	1276.3114	SNX30|401548	331.5661
lowly_expressed	lowly_expressed	SNX32|254122	10.6036
SNX33|257364	814.9014	SNX33|257364	1092.1697
SNX3|8724	1725.6933	SNX3|8724	2943.7194
SNX4|8723	1318.4096	SNX4|8723	568.9233
SNX5|27131	1847.9786	SNX5|27131	1708.8091
SNX6|58533	1646.8426	SNX6|58533	898.4502
SNX7|51375	195.122	SNX7|51375	577.8956
SNX8|29886	829.9365	SNX8|29886	426.5905
SNX9|51429	2271.6338	SNX9|51429	1882.1370000000002
SOAT1|6646	243.5683	SOAT1|6646	247.553
lowly_expressed	lowly_expressed	SOAT2|8435	8.1566
SOBP|55084	49.1146	SOBP|55084	192.4959
SOCS1|8651	13.3645	SOCS1|8651	76.6721
SOCS2|8835	818.2426	SOCS2|8835	486.5416
SOCS3|9021	745.4059	SOCS3|9021	5153.3442
SOCS4|122809	659.5389	SOCS4|122809	334.8287
SOCS5|9655	331.7741	SOCS5|9655	565.2529
SOCS6|9306	609.0879	SOCS6|9306	652.9364
SOCS7|30837	238.5566	SOCS7|30837	16.721
SOD1|6647	3156.3649	SOD1|6647	4463.7031
SOD2|6648	1377.8817	SOD2|6648	5875.2039
SOD3|6649	137.3204	SOD3|6649	2717.7814
lowly_expressed	lowly_expressed	SOHLH2|54937	7.867000000000001
SOLH|6650	965.5864	SOLH|6650	724.3067
SON|6651	6356.4985	SON|6651	2916.8026
SORBS1|10580	469.0946	SORBS1|10580	2336.0522
SORBS2|8470	417.30699999999996	SORBS2|8470	1185.155
SORBS3|10174	7144.0027	SORBS3|10174	4447.7977
SORCS1|114815	434.3468	SORCS1|114815	69.3312
SORCS2|57537	28.7337	SORCS2|57537	108.8907
SORD|6652	2023.3879	SORD|6652	414.3556
SORL1|6653	3880.7217	SORL1|6653	1805.4649
SORT1|6272	2346.8092	SORT1|6272	2136.6232
SOS1|6654	730.0368	SOS1|6654	597.0636
SOS2|6655	1343.8022	SOS2|6655	758.9723
SOSTDC1|25928	15.7033	SOSTDC1|25928	913.54
SOX10|6663	24.0561	SOX10|6663	2543.6378
SOX11|6664	16.7056	SOX11|6664	20.3915
SOX12|6666	1080.5212	SOX12|6666	625.6117
SOX13|9580	1514.1998	SOX13|9580	944.1272
SOX15|6665	10.3575	SOX15|6665	118.6786
SOX17|64321	86.8694	SOX17|64321	204.7308
SOX18|54345	373.5383	SOX18|54345	681.8923
SOX2OT|347689	6.6823	lowly_expressed	lowly_expressed
SOX4|6659	4639.4921	SOX4|6659	2316.4763
SOX5|6660	22.0515	SOX5|6660	6.5253
SOX6|55553	25.3926	SOX6|55553	28.1403
SOX7|83595	102.2386	SOX7|83595	222.0555
SOX8|30812	14.3669	SOX8|30812	79.5269
SOX9|6662	509.1881	SOX9|6662	2877.6509
SP100|6672	406.6154	SP100|6672	1281.8108
SP110|3431	157.3672	SP110|3431	504.4861
SP140L|93349	38.423	SP140L|93349	259.3801
SP140|11262	9.6893	SP140|11262	23.6542
SP1|6667	2690.9455	SP1|6667	1906.1989999999998
SP2|6668	1051.4534	SP2|6668	799.7553
SP3|6670	1438.6903	SP3|6670	1126.8352
SP4|6671	202.8065	SP4|6671	103.5889
SP5|389058	8.0187	SP5|389058	22.0228
SP6|80320	74.1731	SP6|80320	215.7423
SP9|100131390	14.0327	lowly_expressed	lowly_expressed
SPA17|53340	104.2432	SPA17|53340	201.87599999999998
SPAG16|79582	3079.853	SPAG16|79582	479.2007
lowly_expressed	lowly_expressed	SPAG17|200162	15.0897
SPAG1|6674	481.4567	SPAG1|6674	161.5008
SPAG4|6676	58.8039	SPAG4|6676	84.0131
SPAG5|10615	814.7745	SPAG5|10615	43.6378
lowly_expressed	lowly_expressed	SPAG6|9576	57.5041
SPAG7|9552	812.5626	SPAG7|9552	1530.1794
SPAG8|26206	53.4581	SPAG8|26206	26.9168
SPAG9|9043	2169.7294	SPAG9|9043	964.9266
SPARCL1|8404	5184.4303	SPARCL1|8404	10769.5759
SPARC|6678	27469.0946	SPARC|6678	15798.124
SPAST|6683	420.6482	SPAST|6683	304.2414
lowly_expressed	lowly_expressed	SPATA12|353324	5.3018
SPATA13|221178	890.0802	SPATA13|221178	60.3589
SPATA17|128153	20.3809	SPATA17|128153	24.061999999999998
SPATA18|132671	411.6271	SPATA18|132671	348.2871
SPATA20|64847	2101.6104	SPATA20|64847	1966.5579
SPATA24|202051	18.7103	SPATA24|202051	59.5432
SPATA2L|124044	375.2088	SPATA2L|124044	1033.4421
SPATA2|9825	769.7962	SPATA2|9825	560.3589
SPATA4|132851	16.7056	SPATA4|132851	9.7879
SPATA5L1|79029	241.5636	SPATA5L1|79029	232.0555
SPATA5|166378	228.1991	SPATA5|166378	109.2985
SPATA6|54558	47.7781	SPATA6|54558	52.2023
SPATA7|55812	138.6569	SPATA7|55812	257.7488
SPATA9|83890	7.3505	SPATA9|83890	8.5644
SPATS2L|26010	695.289	SPATS2L|26010	1465.3344
SPATS2|65244	588.0388	SPATS2|65244	396.8189
SPC24|147841	11.3598	lowly_expressed	lowly_expressed
SPC25|57405	65.152	SPC25|57405	13.0506
SPCS1|28972	3448.4932	SPCS1|28972	2492.6183
SPCS2|9789	477.1133	SPCS2|9789	898.4502
SPCS3|60559	2354.1597	SPCS3|60559	1865.4160000000002
SPDEF|25803	6750.4176	SPDEF|25803	3552.2023
lowly_expressed	lowly_expressed	SPDYA|245711	5.8768
SPDYC|387778	209.4888	lowly_expressed	lowly_expressed
SPDYE1|285955	6.4283	lowly_expressed	lowly_expressed
SPDYE3|441272	82.9335	SPDYE3|441272	75.9951
SPDYE5|442590	6.013999999999999	lowly_expressed	lowly_expressed
SPDYE6|729597	20.3809	SPDYE6|729597	8.5644
SPDYE7P|441251	6.6823	lowly_expressed	lowly_expressed
SPDYE8P|389517	18.0421	SPDYE8P|389517	17.1289
SPEF1|25876	94.554	SPEF1|25876	49.3475
SPEF2|79925	286.3348	SPEF2|79925	203.5073
SPEG|10290	182.4257	SPEG|10290	1133.7684
SPEN|23013	1479.7862	SPEN|23013	1140.2936
SPESP1|246777	204.8914	SPESP1|246777	26.4845
SPG11|80208	1985.299	SPG11|80208	964.9266
SPG20|23111	216.8393	SPG20|23111	1170.8809
SPG21|51324	1180.7551	SPG21|51324	1903.7520000000002
SPG7|6687	1074.8413	SPG7|6687	1741.8434
SPHAR|10638	121.3832	SPHAR|10638	167.4959
SPHK1|8877	146.8259	SPHK1|8877	1123.0669
SPHK2|56848	254.2766	SPHK2|56848	521.3009999999999
lowly_expressed	lowly_expressed	SPHKAP|80309	14.6819
SPI1|6688	130.6382	SPI1|6688	565.6607
lowly_expressed	lowly_expressed	SPIB|6689	7.3409
SPIN1|10927	2496.4918	SPIN1|10927	1587.6835
lowly_expressed	lowly_expressed	SPIN2A|54466	6.1175
SPIN2B|474343	86.4751	SPIN2B|474343	190.4568
SPIN3|169981	384.8981	SPIN3|169981	194.1272
SPIN4|139886	227.1968	SPIN4|139886	89.7227
SPINK5|11005	21.3832	SPINK5|11005	26.9168
lowly_expressed	lowly_expressed	SPINK8|646424	21.2072
SPINT1|6692	2821.2496	SPINT1|6692	5920.4731
SPINT2|10653	31297.6946	SPINT2|10653	15286.7047
SPIRE1|56907	513.8657	SPIRE1|56907	400.8972
SPIRE2|84501	542.2653	SPIRE2|84501	130.0979
SPNS1|83985	1615.9171	SPNS1|83985	1231.1623
SPNS2|124976	137.6779	SPNS2|124976	907.0555
lowly_expressed	lowly_expressed	SPNS3|201305	37.1126
SPN|6693	65.4861	SPN|6693	135.3997
SPOCD1|90853	63.8156	SPOCD1|90853	11.8271
SPOCK1|6695	373.5383	SPOCK1|6695	254.4861
SPOCK2|9806	335.7835	SPOCK2|9806	301.3866
lowly_expressed	lowly_expressed	SPOCK3|50859	181.8923
SPON1|10418	252.5894	SPON1|10418	979.6085
SPON2|10417	835.9506	SPON2|10417	1287.9282
SPOPL|339745	1167.0565	SPOPL|339745	618.6786
SPOP|8405	2216.8393	SPOP|8405	1222.2675
SPP1|6696	161.3765	SPP1|6696	831.5661
SPPL2A|84888	429.3351	SPPL2A|84888	295.677
SPPL2B|56928	983.9626	SPPL2B|56928	1321.3703
SPPL3|121665	1619.4454	SPPL3|121665	1389.4779999999998
SPRED1|161742	450.0501	SPRED1|161742	929.0375
SPRED2|200734	1071.8343	SPRED2|200734	775.2855
SPRED3|399473	5.0117	lowly_expressed	lowly_expressed
SPRN|503542	204.8112	SPRN|503542	127.6509
SPRY1|10252	231.8744	SPRY1|10252	974.7145
SPRY2|10253	202.1383	SPRY2|10253	1095.4323
SPRY3|10251	16.0374	SPRY3|10251	24.8777
SPRY4|81848	826.5954	SPRY4|81848	670.4731
SPRYD3|84926	1776.8126	SPRYD3|84926	2514.6819
SPRYD4|283377	212.8299	SPRYD4|283377	456.77
SPR|6697	1093.2175	SPR|6697	902.5285
SPSB1|80176	281.9913	SPSB1|80176	765.9054
SPSB2|84727	319.41200000000003	SPSB2|84727	250.8157
SPSB3|90864	2199.1313	SPSB3|90864	1972.2675
SPTAN1|6709	5990.979	SPTAN1|6709	7460.0326
SPTBN1|6711	5240.5613	SPTBN1|6711	5788.3361
SPTBN2|6712	2994.9883	SPTBN2|6712	625.6117
SPTBN4|57731	22.0515	SPTBN4|57731	81.1582
SPTBN5|51332	120.2807	SPTBN5|51332	388.0914
SPTB|6710	65.152	SPTB|6710	129.2822
SPTLC1|10558	1528.2325	lowly_expressed	lowly_expressed
SPTLC2|9517	3967.2569	SPTLC2|9517	635.3997
SPTLC3|55304	13.0304	SPTLC3|55304	204.7308
SPTY2D1|144108	1522.2152	SPTY2D1|144108	659.0538
SQLE|6713	3016.3715	SQLE|6713	603.5889
SQRDL|58472	951.8877	SQRDL|58472	1673.3279
SQSTM1|8878	9342.0114	SQSTM1|8878	10721.925
SR140|23350	2380.5546	SR140|23350	1048.5318
SRA1|10011	736.7189999999999	SRA1|10011	1034.2577
SRBD1|55133	214.8346	SRBD1|55133	253.2626
SRCAP|10847	3549.6158	SRCAP|10847	2663.1321
SRCIN1|80725	625.1253	SRCIN1|80725	339.7227
SRCRB4D|136853	16.719	SRCRB4D|136853	62.0351
SRC|6714	1464.0829	SRC|6714	1335.2365
SRD5A1|6715	144.3368	SRD5A1|6715	165.5791
SRD5A3|79644	1062.4323	SRD5A3|79644	654.5677
SREBF1|6720	9688.9409	SREBF1|6720	6028.0914
SREBF2|6721	1997.6612	SREBF2|6721	3762.6427
SRFBP1|153443	177.41400000000002	SRFBP1|153443	137.4388
SRF|6722	1822.9201	SRF|6722	4156.1990000000005
SRGAP1|57522	1185.0986	SRGAP1|57522	273.2463
SRGAP2|23380	528.2325	SRGAP2|23380	406.199
SRGAP3|9901	318.0755	SRGAP3|9901	240.2121
SRGN|5552	438.0221	SRGN|5552	1171.2887
SRI|6717	1725.3592	SRI|6717	2570.1468
SRL|6345	18.7103	SRL|6345	20.7993
SRMS|6725	68.15899999999999	SRMS|6725	16.3132
SRM|6723	533.2442	SRM|6723	3345.8401
SRP14|6727	4612.0949	SRP14|6727	5679.8532
SRP19|6728	506.7491	SRP19|6728	670.5424
SRP54|6729	1902.1049	SRP54|6729	1006.1175
SRP68|6730	2922.1517	SRP68|6730	2174.1436
SRP72|6731	3129.9699	SRP72|6731	1681.8923
SRP9|6726	4967.2569	SRP9|6726	3559.1354
SRPK1|6732	804.5439	SRPK1|6732	584.8287
SRPK2|6733	1779.8196	SRPK2|6733	650.4894
SRPK3|26576	5.0117	SRPK3|26576	27.863000000000003
SRPRB|58477	1047.7781	SRPRB|58477	1278.9560000000001
SRPR|6734	1987.3037	SRPR|6734	3420.0653
SRPX2|27286	223.1874	SRPX2|27286	722.6754
SRPX|8406	63.1473	SRPX|8406	1863.3768
SRRD|402055	138.3228	SRRD|402055	234.9103
SRRM1|10250	1191.7808	SRRM1|10250	1570.9625
SRRM2|23524	11535.2422	SRRM2|23524	8016.717
SRRM3|222183	281.9913	SRRM3|222183	248.3687
SRRM5|100170229	18.7103	SRRM5|100170229	18.0628
SRRT|51593	2257.6011	SRRT|51593	2302.6101
SRR|63826	272.0013	SRR|63826	265.5057
SRXN1|140809	2147.3438	SRXN1|140809	609.2985
SS18L1|26039	616.7725	SS18L1|26039	264.2741
SS18L2|51188	359.8396	SS18L2|51188	439.6411
SS18|6760	1451.3866	SS18|6760	2046.0848
SSBP1|6742	702.9736	SSBP1|6742	1216.9657
SSBP2|23635	442.3655	SSBP2|23635	566.8842
SSBP3|23648	390.2439	SSBP3|23648	745.5139
SSBP4|170463	640.1604	SSBP4|170463	1163.1321
SSB|6741	1400.4243	SSB|6741	2213.7561
SSC5D|284297	229.2015	SSC5D|284297	381.3214
SSFA2|6744	994.9883	SSFA2|6744	1451.876
SSH1|54434	1061.4768	SSH1|54434	579.5269
SSH2|85464	534.2466	SSH2|85464	271.2072
SSH3|54961	6556.6321	SSH3|54961	1944.5351
SSNA1|8636	1558.6368	SSNA1|8636	1512.6427
SSPN|8082	189.7761	SSPN|8082	1213.7031
SSPO|23145	13.6986	SSPO|23145	53.8336
SSR1|6745	2499.8329	SSR1|6745	2441.2724
SSR2|6746	4227.1968	SSR2|6746	7331.9739
SSR3|6747	2026.3949	SSR3|6747	3338.4992
SSR4|6748	2074.8413	SSR4|6748	4632.137
SSRP1|6749	2147.6779	SSRP1|6749	3495.1059999999998
SSSCA1|10534	307.3839	SSSCA1|10534	716.1501
SSTR1|6751	5.6799	SSTR1|6751	30.5873
SSTR2|6752	27.3973	SSTR2|6752	11.0114
SSTR5|6755	8.6869	lowly_expressed	lowly_expressed
SSU72|29101	1444.7043	SSU72|29101	3599.9184
SSX2IP|117178	333.1106	SSX2IP|117178	241.0277
ST13|6767	4512.5292	ST13|6767	5482.4633
ST14|6768	1475.4427	ST14|6768	5219.0049
ST20|400410	90.0401	ST20|400410	83.1852
ST3GAL1|6482	8390.2439	ST3GAL1|6482	933.5237
ST3GAL2|6483	382.5593	ST3GAL2|6483	491.4356
