gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
lowly_expressed	lowly_expressed	SNAP91|9892	9.2329
SNAPC1|6617	317.5175	SNAPC1|6617	225.2028
SNAPC2|6618	1134.7034	SNAPC2|6618	443.9828
SNAPC3|6619	513.8569	SNAPC3|6619	444.3842
SNAPC4|6621	223.5661	SNAPC4|6621	266.5503
SNAPC5|10302	88.5406	SNAPC5|10302	105.1147
SNAPIN|23557	1449.5366	SNAPIN|23557	630.2468
SNCAIP|9627	31.0615	SNCAIP|9627	167.7982
SNCA|6622	27.9937	SNCA|6622	209.547
SNCG|6623	476.2763	SNCG|6623	500.5846
SND1|27044	5313.05	SND1|27044	4388.8462
SNED1|25992	527.2785	SNED1|25992	486.1331
SNF8|11267	1164.231	SNF8|11267	633.8597
SNHG10|283596	84.74799999999999	SNHG10|283596	62.2218
SNHG11|128439	259.3942	SNHG11|128439	222.15599999999998
SNHG12|85028	89.3497	SNHG12|85028	185.8626
SNHG1|23642	748.9272	SNHG1|23642	478.5059
SNHG3-RCC1|751867	12.9538	SNHG3-RCC1|751867	237.7395
SNHG3|8420	19.5572	SNHG3|8420	46.1646
lowly_expressed	lowly_expressed	SNHG4|724102	9.3614
SNHG5|387066	1334.8775	SNHG5|387066	2093.8646
SNHG6|641638	993.201	SNHG6|641638	777.572
SNHG7|84973	231.9527	SNHG7|84973	545.9062
SNHG8|100093630	722.084	SNHG8|100093630	920.0801
SNHG9|735301	26.4598	SNHG9|735301	28.1002
SNIP1|79753	272.2675	SNIP1|79753	466.8644
SNN|8303	546.8358	SNN|8303	1077.8425
SNORA39|677821	6.7377	lowly_expressed	lowly_expressed
SNORA7B|677797	5.1271	SNORA7B|677797	6.5795
SNORA8|654320	356.2831	SNORA8|654320	254.7241
lowly_expressed	lowly_expressed	SNORD116-20|100033431	16.0572
lowly_expressed	lowly_expressed	SNORD116-28|100033820	78.5159
lowly_expressed	lowly_expressed	SNORD116-4|100033416	15.3507
SNORD17|692086	5.3687	lowly_expressed	lowly_expressed
SNORD1C|677850	11.4007	SNORD1C|677850	17.2254
SNPH|9751	42.1823	SNPH|9751	185.8626
SNRK|54861	662.2618	SNRK|54861	1160.9387
SNRNP200|23020	5108.6577	SNRNP200|23020	7185.6167
SNRNP25|79622	1236.7078	SNRNP25|79622	358.478
SNRNP27|11017	372.3545	SNRNP27|11017	439.5671
SNRNP35|11066	585.5399	SNRNP35|11066	343.7254
SNRNP40|9410	531.1133	SNRNP40|9410	998.3592
SNRNP48|154007	403.416	SNRNP48|154007	452.8143
SNRNP70|6625	3053.2302	SNRNP70|6625	2134.8106
SNRPA1|6627	457.486	SNRPA1|6627	225.2028
SNRPA|6626	1265.4684	SNRPA|6626	1083.0611
SNRPB2|6629	2072.6839	SNRPB2|6629	952.1946
SNRPB|6628	4545.3325	SNRPB|6628	1692.835
SNRPC|6631	3317.0612	SNRPC|6631	938.1445
SNRPD1|6632	1089.4533	SNRPD1|6632	604.9567
SNRPD2|6633	4487.4278	SNRPD2|6633	2633.388
SNRPD3|6634	2075.3682	SNRPD3|6634	1706.0541
SNRPE|6635	1627.8526	SNRPE|6635	720.9703
SNRPF|6636	1848.7343	SNRPF|6636	597.7309
SNRPG|6637	1005.8557	SNRPG|6637	519.4518
SNRPN|6638	375.7636	SNRPN|6638	2826.9782
SNTA1|6640	890.8131	SNTA1|6640	338.8078
SNTB1|6641	108.90700000000001	SNTB1|6641	191.4826
SNTB2|6645	507.3378	SNTB2|6645	873.5141
lowly_expressed	lowly_expressed	SNTG2|54221	10.8386
SNTN|132203	5.7521	SNTN|132203	9.2329
SNUPN|10073	433.7105	SNUPN|10073	481.7173
SNURF|8926	7.3282	SNURF|8926	151.6567
SNW1|22938	3193.1987	SNW1|22938	1477.2665
SNX10|29887	730.5204	SNX10|29887	352.8579
SNX11|29916	500.8187	SNX11|29916	759.1062
SNX12|29934	163.7439	SNX12|29934	348.0408
SNX13|23161	629.6664	SNX13|23161	1183.0175
SNX14|57231	929.1606	SNX14|57231	1491.7179999999998
SNX15|29907	595.9206	SNX15|29907	501.7889
SNX16|64089	159.9092	SNX16|64089	275.3817
SNX17|9784	2776.7445	SNX17|9784	2316.6589
SNX18|112574	460.1703	SNX18|112574	1227.9777
SNX19|399979	2102.2115	SNX19|399979	2227.5412
SNX1|6642	3038.6581	lowly_expressed	lowly_expressed
SNX20|124460	36.6871	SNX20|124460	16.7798
SNX21|90203	613.0811	SNX21|90203	441.9355
SNX22|79856	124.4799	SNX22|79856	140.4728
SNX24|28966	297.1933	SNX24|28966	143.7123
SNX25|83891	236.6042	SNX25|83891	404.2411
SNX27|81609	1797.4714	SNX27|81609	1004.5452
SNX29|92017	741.6412	SNX29|92017	588.498
SNX2|6643	890.8131	SNX2|6643	1424.2775
SNX30|401548	305.6298	SNX30|401548	821.328
lowly_expressed	lowly_expressed	SNX32|254122	6.0215
SNX33|257364	784.9739	SNX33|257364	965.8432
SNX3|8724	1817.2894	SNX3|8724	2641.8181
SNX4|8723	721.317	SNX4|8723	906.8329
SNX5|27131	2447.7227	SNX5|27131	1613.3516
SNX6|58533	1949.9718	SNX6|58533	1302.6439
SNX7|51375	289.5238	SNX7|51375	672.7985
SNX8|29886	253.4772	SNX8|29886	235.6401
SNX9|51429	1155.411	SNX9|51429	1875.4861
SOAT1|6646	258.8458	SOAT1|6646	364.098
SOBP|55084	35.2797	SOBP|55084	171.4111
SOCS1|8651	83.2141	SOCS1|8651	24.0859
SOCS2|8835	2205.7498	SOCS2|8835	632.254
SOCS3|9021	1346.3817	SOCS3|9021	1263.7051
SOCS4|122809	659.961	SOCS4|122809	747.8661
SOCS5|9655	436.0114	SOCS5|9655	1476.4636
SOCS6|9306	686.8042	lowly_expressed	lowly_expressed
SOCS7|30837	25.6928	SOCS7|30837	101.9635
SOD1|6647	8117.7883	SOD1|6647	3341.5125
SOD2|6648	2015.9296	SOD2|6648	5341.8437
SOD3|6649	2186.1926	SOD3|6649	843.8082
SOLH|6650	837.8935	SOLH|6650	292.2418
SON|6651	3934.4564	SON|6651	7066.7931
SORBS1|10580	253.0937	SORBS1|10580	1853.8088
SORBS2|8470	604.7405	SORBS2|8470	2732.1401
SORBS3|10174	870.4889	SORBS3|10174	2205.8639
lowly_expressed	lowly_expressed	SORCS1|114815	61.8204
SORCS2|57537	176.7821	SORCS2|57537	69.84899999999999
SORD|6652	3033.2895	SORD|6652	852.6397
SORL1|6653	1584.1364	SORL1|6653	4153.6076
SORT1|6272	4254.2748	SORT1|6272	3414.573
SOS1|6654	874.7071	SOS1|6654	1474.055
SOS2|6655	1212.5488	SOS2|6655	1563.9756
SOSTDC1|25928	123.479	SOSTDC1|25928	690.4615
SOX10|6663	81.2968	SOX10|6663	3193.7858
SOX11|6664	42.9492	SOX11|6664	55.3975
SOX12|6666	2059.2623	SOX12|6666	536.312
SOX13|9580	2240.6461	SOX13|9580	930.9187
SOX15|6665	9.9704	SOX15|6665	55.7989
SOX17|64321	41.7988	SOX17|64321	108.3864
SOX18|54345	110.8244	SOX18|54345	249.2887
lowly_expressed	lowly_expressed	SOX2|6657	7.2258
SOX4|6659	5117.4777	SOX4|6659	3236.3375
lowly_expressed	lowly_expressed	SOX5|6660	33.7202
SOX6|55553	166.8117	SOX6|55553	125.6479
SOX7|83595	116.193	SOX7|83595	264.7157
SOX8|30812	7.2860000000000005	SOX8|30812	42.5517
SOX9|6662	3632.6614	SOX9|6662	4090.9844
SP100|6672	2872.6133	SP100|6672	1346.3999
SP110|3431	1708.7659	SP110|3431	427.1227
SP140L|93349	499.6683	SP140L|93349	267.7545
SP140|11262	52.9196	SP140|11262	10.4372
SP1|6667	2931.6685	SP1|6667	4042.0098
SP2|6668	450.9669	SP2|6668	860.6683
SP3|6670	1915.8425	SP3|6670	2801.1862
SP4|6671	71.3264	SP4|6671	428.7284
SP5|389058	47.1675	SP5|389058	11.6415
SP6|80320	113.8922	SP6|80320	147.7266
SPA17|53340	380.791	SPA17|53340	246.4787
SPACA4|171169	8.8199	lowly_expressed	lowly_expressed
SPAG16|79582	497.3674	SPAG16|79582	401.4311
SPAG17|200162	111.2078	SPAG17|200162	13.6487
SPAG1|6674	128.4642	SPAG1|6674	260.9302
SPAG4|6676	172.5639	SPAG4|6676	25.6916
SPAG5|10615	252.3267	SPAG5|10615	75.469
lowly_expressed	lowly_expressed	SPAG6|9576	37.3331
SPAG7|9552	1225.9705	SPAG7|9552	680.4257
SPAG8|26206	62.5065	SPAG8|26206	27.6987
SPAG9|9043	1011.9913	SPAG9|9043	1779.5441
SPARCL1|8404	4783.8542	SPARCL1|8404	14116.7261
SPARC|6678	45542.675	SPARC|6678	14048.4828
SPAST|6683	427.5749	SPAST|6683	591.308
lowly_expressed	lowly_expressed	SPATA12|353324	5.2186
SPATA13|221178	249.6424	SPATA13|221178	536.3521
SPATA17|128153	134.2163	SPATA17|128153	42.1503
SPATA18|132671	110.4409	SPATA18|132671	377.7467
SPATA20|64847	2000.2799	SPATA20|64847	1064.5953
SPATA24|202051	31.8284	SPATA24|202051	46.9674
SPATA2L|124044	273.0344	SPATA2L|124044	201.9198
SPATA2|9825	547.2192	SPATA2|9825	600.1395
SPATA3|130560	17.2564	lowly_expressed	lowly_expressed
SPATA4|132851	9.5869	SPATA4|132851	20.8744
SPATA5L1|79029	125.7799	SPATA5L1|79029	168.6011
SPATA5|166378	97.7862	SPATA5|166378	219.9842
SPATA6|54558	39.498000000000005	SPATA6|54558	167.7982
SPATA7|55812	283.3882	SPATA7|55812	241.6615
SPATS2L|26010	1142.3729	SPATS2L|26010	975.4776
SPATS2|65244	668.7809	SPATS2|65244	590.1037
SPC24|147841	13.8051	lowly_expressed	lowly_expressed
SPC25|57405	90.5002	SPC25|57405	15.2544
SPCS1|28972	3751.4965	SPCS1|28972	2014.7145
SPCS2|9789	1068.3621	SPCS2|9789	662.7627
SPCS3|60559	1997.1393	SPCS3|60559	3214.6603
SPDEF|25803	13631.0124	SPDEF|25803	2715.28
SPDYA|245711	14.0084	SPDYA|245711	8.6067
SPDYC|387778	27.9937	lowly_expressed	lowly_expressed
SPDYE1|285955	15.7225	SPDYE1|285955	9.6343
SPDYE3|441272	115.3724	SPDYE3|441272	88.2908
SPDYE5|442590	7.6695	SPDYE5|442590	8.8315
SPDYE6|729597	20.3242	SPDYE6|729597	22.4801
SPDYE7P|441251	12.2712	lowly_expressed	lowly_expressed
SPDYE8P|389517	36.0467	SPDYE8P|389517	17.663
SPEF1|25876	89.3497	SPEF1|25876	20.0716
SPEF2|79925	152.6232	SPEF2|79925	310.3062
SPEG|10290	394.2126	SPEG|10290	708.5259
SPEN|23013	770.4018	SPEN|23013	3180.9401
SPERT|220082	5.7521	lowly_expressed	lowly_expressed
SPESP1|246777	9.9704	SPESP1|246777	104.336
SPG11|80208	1048.8049	SPG11|80208	2244.4013
SPG20|23111	614.3274	SPG20|23111	1684.4049
SPG21|51324	1837.6136	SPG21|51324	1636.6346
SPG7|6687	1005.0887	SPG7|6687	1111.9642
SPHAR|10638	112.4733	SPHAR|10638	153.4149
SPHK1|8877	248.6492	SPHK1|8877	345.861
SPHK2|56848	324.2475	SPHK2|56848	174.3736
lowly_expressed	lowly_expressed	SPHKAP|80309	105.5764
SPI1|6688	281.8543	SPI1|6688	119.6265
SPIB|6689	18.4068	SPIB|6689	7.2258
SPIN1|10927	1963.7769	SPIN1|10927	3908.7346
SPIN2B|474343	140.5897	SPIN2B|474343	82.8313
SPIN3|169981	475.8928	SPIN3|169981	395.4096
SPIN4|139886	121.5617	SPIN4|139886	265.7474
lowly_expressed	lowly_expressed	SPINK1|6690	41.3474
lowly_expressed	lowly_expressed	SPINK5|11005	17.2615
SPINK8|646424	66.7247	SPINK8|646424	47.7703
lowly_expressed	lowly_expressed	SPINLW1|57119	9.6343
SPINT1|6692	2280.144	SPINT1|6692	4504.057
SPINT2|10653	24430.8268	SPINT2|10653	9846.7035
SPIRE1|56907	320.2019	SPIRE1|56907	774.3606
SPIRE2|84501	177.1656	SPIRE2|84501	103.1678
SPNS1|83985	1950.455	SPNS1|83985	553.8625
SPNS2|124976	415.5377	SPNS2|124976	518.8096
SPNS3|201305	9.2034	SPNS3|201305	8.0286
SPN|6693	134.9833	SPN|6693	103.1678
SPOCD1|90853	55.9874	SPOCD1|90853	5.62
SPOCK1|6695	503.50300000000004	SPOCK1|6695	78.2791
SPOCK2|9806	478.1937	SPOCK2|9806	201.9198
SPOCK3|50859	8.4365	SPOCK3|50859	297.4604
SPON1|10418	883.9105	SPON1|10418	1499.3452
SPON2|10417	474.3589	SPON2|10417	211.9556
SPOPL|339745	1488.2676	SPOPL|339745	1834.5401
SPOP|8405	1911.6243	SPOP|8405	1572.0042
SPP1|6696	2200.7646	SPP1|6696	1338.7727
SPPL2A|84888	363.1511	SPPL2A|84888	668.7842
SPPL2B|56928	560.6409	SPPL2B|56928	627.8382
SPPL3|121665	2150.5294	SPPL3|121665	1491.3165
SPRED1|161742	410.3186	SPRED1|161742	1787.5727
SPRED2|200734	1240.5425	SPRED2|200734	1490.1123
SPRN|503542	67.8751	SPRN|503542	47.3689
SPRY1|10252	505.4204	SPRY1|10252	1434.3133
SPRY2|10253	236.6042	SPRY2|10253	1117.1828
SPRY3|10251	51.0022	SPRY3|10251	57.8061
SPRY4|81848	373.5049	SPRY4|81848	715.7517
SPRYD3|84926	1363.2546	SPRYD3|84926	1761.8811
SPRYD4|283377	1067.2117	SPRYD4|283377	389.3882
SPR|6697	708.2788	SPR|6697	778.3749
SPSB1|80176	590.5519	SPSB1|80176	369.3166
SPSB2|84727	476.6598	SPSB2|84727	102.7664
SPSB3|90864	1318.7715	SPSB3|90864	649.9169999999999
SPSB4|92369	14.5721	lowly_expressed	lowly_expressed
SPTAN1|6709	3829.3842	SPTAN1|6709	7706.2729
SPTBN1|6711	2279.3771	SPTBN1|6711	8696.6034
SPTBN2|6712	1627.8526	SPTBN2|6712	812.4966
SPTBN4|57731	139.2015	SPTBN4|57731	31.3116
SPTBN5|51332	150.3223	SPTBN5|51332	122.0832
SPTB|6710	47.1675	SPTB|6710	113.605
SPTLC1|10558	891.9635	SPTLC1|10558	2096.2732
SPTLC2|9517	3260.3069	SPTLC2|9517	1752.6482
SPTLC3|55304	707.5119	SPTLC3|55304	430.7356
SPTY2D1|144108	692.5334	SPTY2D1|144108	1281.4724
SQLE|6713	1701.4798	SQLE|6713	623.4225
SQRDL|58472	1441.8671	SQRDL|58472	1471.6464
SQSTM1|8878	7940.7876	SQSTM1|8878	7032.7718
SR140|23350	2247.1652	SR140|23350	2205.4625
SRA1|10011	623.1473	SRA1|10011	520.2547
SRBD1|55133	440.6131	SRBD1|55133	517.8461
SRCAP|10847	5029.6618	SRCAP|10847	4075.3285
SRCIN1|80725	374.2719	SRCIN1|80725	363.2951
SRCRB4D|136853	19.5879	SRCRB4D|136853	14.4636
SRC|6714	1146.5911	SRC|6714	1033.6851
SRD5A1|6715	213.5957	SRD5A1|6715	172.2139
SRD5A3|79644	768.8488	SRD5A3|79644	714.9086
SREBF1|6720	10533.2991	SREBF1|6720	4302.94
SREBF2|6721	1512.043	SREBF2|6721	3089.4138
SRFBP1|153443	128.0807	SRFBP1|153443	329.9764
SRF|6722	1431.1298	SRF|6722	2574.3777
SRGAP1|57522	351.6468	SRGAP1|57522	541.1291
SRGAP2|23380	334.7739	SRGAP2|23380	535.9105
SRGAP3|9901	218.9644	SRGAP3|9901	374.5352
SRGN|5552	664.1792	SRGN|5552	642.6912
SRI|6717	1926.9633	SRI|6717	1722.1394
SRL|6345	14.1886	SRL|6345	28.903000000000002
SRMS|6725	37.9641	SRMS|6725	16.0572
SRM|6723	1151.1928	SRM|6723	1003.5778
SRP14|6727	4267.6964	SRP14|6727	4492.8169
SRP19|6728	655.9115	SRP19|6728	703.4117
SRP54|6729	2070.7665	SRP54|6729	1315.8912
SRP68|6730	2210.3515	SRP68|6730	1895.5577
SRP72|6731	1819.9737	SRP72|6731	2629.7751
SRP9|6726	5882.5108	SRP9|6726	4837.2448
SRPK1|6732	1623.6343	SRPK1|6732	918.4744
SRPK2|6733	1262.7841	SRPK2|6733	1479.675
SRPK3|26576	42.5581	SRPK3|26576	10.1281
SRPRB|58477	2326.5445	SRPRB|58477	1385.3387
SRPR|6734	4238.9358	SRPR|6734	3714.442
SRPX2|27286	280.3204	SRPX2|27286	189.4755
SRPX|8406	176.0152	SRPX|8406	521.4590000000001
SRRD|402055	194.0385	SRRD|402055	272.1703
SRRM1|10250	979.3959	SRRM1|10250	2467.1956
SRRM2|23524	9486.795	SRRM2|23524	15318.2094
SRRM3|222183	61.356	SRRM3|222183	63.0247
SRRM5|100170229	62.4068	SRRM5|100170229	34.5993
SRRT|51593	2516.3648	SRRT|51593	1347.2028
SRR|63826	276.8538	SRR|63826	289.1749
SRXN1|140809	968.2751	SRXN1|140809	798.8479
SS18L1|26039	289.9073	SS18L1|26039	434.7499
SS18L2|51188	593.2363	SS18L2|51188	333.1878
SS18|6760	1918.9103	SS18|6760	2539.0517
SSBP1|6742	2067.6987	SSBP1|6742	975.4776
SSBP2|23635	323.6531	SSBP2|23635	769.1419999999999
SSBP3|23648	648.0732	SSBP3|23648	744.2533
SSBP4|170463	615.4778	SSBP4|170463	314.3206
SSB|6741	2611.551	SSB|6741	1933.4608
SSC5D|284297	471.6746	SSC5D|284297	237.6472
SSFA2|6744	647.3063	SSFA2|6744	2903.1497
SSH1|54434	657.2766	SSH1|54434	1048.538
SSH2|85464	246.9581	SSH2|85464	391.3953
SSH3|54961	2065.3979	SSH3|54961	1244.8378
SSNA1|8636	929.5441	SSNA1|8636	500.986
SSPN|8082	969.809	SSPN|8082	2103.0975
SSPO|23145	55.6039	SSPO|23145	34.9245
SSR1|6745	5946.5512	SSR1|6745	3860.5629
SSR2|6746	9680.8335	SSR2|6746	6082.0826
SSR3|6747	3337.7689	SSR3|6747	4147.5861
SSR4|6748	4442.1777	SSR4|6748	2513.7616
SSRP1|6749	4307.9613	SSRP1|6749	3666.6717
SSSCA1|10534	575.9799	SSSCA1|10534	310.3062
lowly_expressed	lowly_expressed	SSTR1|6751	44.5589
SSTR2|6752	359.3163	SSTR2|6752	44.5589
SSU72|29101	2567.367	SSU72|29101	2541.4603
SSX2IP|117178	286.45599999999996	SSX2IP|117178	489.3445
SSX2|6757	7.2860000000000005	lowly_expressed	lowly_expressed
ST13|6767	2538.2229	ST13|6767	7124.1978
ST14|6768	3874.6343	ST14|6768	2243.197
ST20|400410	50.9294	ST20|400410	36.2693
ST3GAL1|6482	862.4359	ST3GAL1|6482	1156.1216
ST3GAL2|6483	268.8162	ST3GAL2|6483	288.2275
ST3GAL3|6487	213.2123	ST3GAL3|6487	221.9914
ST3GAL4|6484	312.1489	ST3GAL4|6484	221.1885
ST3GAL5|8869	411.0855	ST3GAL5|8869	96.7449
ST3GAL6|10402	46.016999999999996	ST3GAL6|10402	173.8197
ST5|6764	555.2722	ST5|6764	2659.0796
ST6GAL1|6480	1150.8093	ST6GAL1|6480	1557.1512
ST6GAL2|84620	199.0237	ST6GAL2|84620	114.4079
lowly_expressed	lowly_expressed	ST6GALNAC1|55808	29.7059
ST6GALNAC2|10610	554.5053	ST6GALNAC2|10610	1425.8833
ST6GALNAC3|256435	9.2034	ST6GALNAC3|256435	63.8275
ST6GALNAC4|27090	149.1719	ST6GALNAC4|27090	229.2172
ST6GALNAC5|81849	60.5891	ST6GALNAC5|81849	423.5098
ST6GALNAC6|30815	617.3952	ST6GALNAC6|30815	1220.3505
ST7L|54879	451.7339	ST7L|54879	444.7857
ST7OT1|93653	69.6276	ST7OT1|93653	55.8632
ST7|7982	1099.9567	ST7|7982	547.4717
ST8SIA1|6489	192.5046	ST8SIA1|6489	306.2919
ST8SIA2|8128	16.105999999999998	ST8SIA2|8128	189.074
ST8SIA4|7903	142.2693	ST8SIA4|7903	128.458
ST8SIA6|338596	89.7332	ST8SIA6|338596	161.3753
STAB1|23166	372.7533	STAB1|23166	578.113
STAB2|55576	5.3687	STAB2|55576	57.0032
STAC2|342667	185.2186	STAC2|342667	6244.6622
STAC3|246329	42.9492	STAC3|246329	21.2758
STAC|6769	13.8051	STAC|6769	122.4365
STAG1|10274	506.4328	STAG1|10274	984.0883
STAG2|10735	1825.3423	STAG2|10735	3684.7361
STAG3L1|54441	68.6421	STAG3L1|54441	82.8795
STAG3L2|442582	59.8221	STAG3L2|442582	93.132
STAG3L3|442578	146.1769	STAG3L3|442578	191.7275
STAG3L4|64940	163.7439	STAG3L4|64940	109.9921
STAG3|10734	9.2226	STAG3|10734	25.0292
STAM2|10254	813.3511	STAM2|10254	1264.1065
STAMBPL1|57559	45.6336	STAMBPL1|57559	87.1105
STAMBP|10617	855.5334	STAMBP|10617	750.2747
STAM|8027	317.1341	STAM|8027	479.3087
STAP1|26228	22.625	lowly_expressed	lowly_expressed
STAP2|55620	825.2388	STAP2|55620	582.878
STARD10|10809	7544.4927	STARD10|10809	2256.4442
STARD13|90627	1137.7712	STARD13|90627	539.5234
STARD3NL|83930	585.5668	STARD3NL|83930	587.6951
STARD3|10948	944.4996	STARD3|10948	696.8844
STARD4|134429	23.392	STARD4|134429	18.4658
STARD5|80765	149.9388	STARD5|80765	137.2894
STARD7|56910	3505.7234	STARD7|56910	3838.8977
STARD8|9754	106.2227	STARD8|9754	117.2179
STAR|6770	6.1356	STAR|6770	20.0716
STAT1|6772	15146.8902	STAT1|6772	2736.9573
STAT2|6773	3499.9789	STAT2|6773	2113.5348
STAT3|6774	7481.6028	STAT3|6774	7577.012
STAT4|6775	64.0404	STAT4|6775	73.8633
STAT5A|6776	596.3041	STAT5A|6776	1349.6114
STAT5B|6777	1422.6933	STAT5B|6777	2977.4145
STAT6|6778	2872.6133	STAT6|6778	3733.7107
STAU1|6780	3346.9723	STAU1|6780	2791.9533
STAU2|27067	1158.8623	STAU2|27067	804.8694
STBD1|8987	265.2153	STBD1|8987	606.3818
STC1|6781	779.6053	STC1|6781	2311.4403
STC2|8614	36596.1967	STC2|8614	15137.163999999999
STEAP1|26872	57.5213	STEAP1|26872	121.2322
STEAP2|261729	131.1485	STEAP2|261729	743.8518
STEAP3|55240	1381.6614	STEAP3|55240	1415.4461
STEAP4|79689	222.4157	STEAP4|79689	1876.6904
STIL|6491	144.5702	STIL|6491	87.1105
STIM1|6786	771.9357	STIM1|6786	2075.8002
STIM2|57620	301.795	STIM2|57620	804.4679
STIP1|10963	3814.4286	STIP1|10963	2609.7036
STK10|6793	335.1574	STK10|6793	481.3159
STK11IP|114790	261.5301	STK11IP|114790	418.2912
STK11|6794	597.4545	STK11|6794	629.8454
STK16|8576	821.7875	STK16|8576	808.8837
STK17A|9263	633.1177	STK17A|9263	822.9338
STK17B|9262	432.1766	STK17B|9262	1018.0293
STK19|8859	786.8568	STK19|8859	315.6493
STK24|8428	3782.9837	STK24|8428	2510.5501
STK25|10494	1501.6892	STK25|10494	1409.0232
STK32B|55351	80.1463	STK32B|55351	311.91200000000003
STK32C|282974	209.0209	STK32C|282974	72.2576
STK35|140901	699.4589	STK35|140901	1170.5731
STK36|27148	876.6245	STK36|27148	646.7055
STK38L|23012	834.4422	STK38L|23012	1188.6375
STK38|11329	1818.0563	STK38|11329	1230.7878
STK39|27347	535.3315	STK39|27347	537.1148
STK3|6788	507.7213	STK3|6788	644.2969
STK40|83931	928.0102	STK40|83931	1538.6854
STK4|6789	862.0524	STK4|6789	815.7080000000001
STMN1|3925	3875.4012	STMN1|3925	1176.5946
STMN2|11075	24.1589	STMN2|11075	13.6487
STMN3|50861	344.7443	STMN3|50861	853.4425
STOML1|9399	187.1359	STOML1|9399	148.9309
STOML2|30968	3323.1968	STOML2|30968	1409.0232
lowly_expressed	lowly_expressed	STOML3|161003	6.0215
STOM|2040	2468.0469	STOM|2040	5602.7739
STON1|11037	135.7503	STON1|11037	365.3023
STON2|85439	55.9874	STON2|85439	335.9978
STOX1|219736	15.339	STOX1|219736	180.2426
lowly_expressed	lowly_expressed	STOX2|56977	61.419
STRA13|201254	1263.1676	STRA13|201254	315.5248
STRA6|64220	153.0066	STRA6|64220	56.6018
STRADA|92335	729.7535	STRADA|92335	577.6594
STRADB|55437	337.0748	STRADB|55437	242.8658
STRAP|11171	2188.8769	STRAP|11171	2301.4045
STRBP|55342	557.1896	STRBP|55342	887.1627
STRC|161497	5.7521	STRC|161497	41.3956
STRN3|29966	780.3722	STRN3|29966	781.5864
STRN4|29888	2348.4026	STRN4|29888	1238.0135
STRN|6801	111.9748	STRN|6801	390.191
STS|412	161.8266	STS|412	409.4597
STT3A|3703	5083.3484	STT3A|3703	3647.403
STT3B|201595	859.3681	STT3B|201595	2554.7075
STUB1|10273	3260.3529	STUB1|10273	978.5124
STX10|8677	471.6746	STX10|8677	218.3785
STX11|8676	50.6187	STX11|8676	82.6948
STX12|23673	668.0139	STX12|23673	1788.777
STX16|8675	1364.4051	STX16|8675	1741.0067
STX17|55014	753.5289	STX17|55014	1205.4976
STX18|53407	671.4652	STX18|53407	529.4876
STX19|415117	50.6187	STX19|415117	38.135999999999996
STX1A|6804	88.1725	STX1A|6804	53.3622
STX1B|112755	55.2204	STX1B|112755	71.0533
STX2|2054	121.1782	STX2|2054	168.6011
STX3|6809	901.9339	STX3|6809	880.3384
STX4|6810	1955.7239	STX4|6810	475.2944
STX5|6811	1467.9434	STX5|6811	1358.4428
STX6|10228	1531.8112	STX6|10228	985.7502
STX7|8417	688.7216	STX7|8417	1519.0153
STX8|9482	602.0562	STX8|9482	367.3095
STXBP1|6812	149.5554	STXBP1|6812	831.7652
STXBP2|6813	921.4911	STXBP2|6813	1280.1638
STXBP3|6814	998.5696	STXBP3|6814	1156.1216
STXBP4|252983	136.1337	STXBP4|252983	197.5041
STXBP5|134957	191.7338	STXBP5|134957	430.7235
lowly_expressed	lowly_expressed	STXBP6|29091	26.8959
STYK1|55359	39.8814	STYK1|55359	111.5978
STYXL1|51657	1695.3442	STYXL1|51657	658.7484
STYX|6815	802.2303	STYX|6815	551.9678
SUB1|10923	2467.6634	SUB1|10923	7419.6511
SUCLA2|8803	755.6764	SUCLA2|8803	863.2816
SUCLG1|8802	2023.9825	SUCLG1|8802	1910.8120000000001
SUCLG2|8801	2212.6524	SUCLG2|8801	1394.5716
lowly_expressed	lowly_expressed	SUCNR1|56670	10.0358
SUDS3|64426	1632.0708	SUDS3|64426	1812.8629
SUFU|51684	608.5753	SUFU|51684	784.7978
SUGT1L1|283507	53.9013	SUGT1L1|283507	123.3036
lowly_expressed	lowly_expressed	SUGT1P1|441394	6.4229
SUGT1|10910	582.499	SUGT1|10910	512.6275
SULF1|23213	8074.4556	SULF1|23213	1106.3441
SULF2|55959	2917.0965	SULF2|55959	2508.9444
SULT1A1|6817	800.6964	SULT1A1|6817	301.8762
SULT1A2|6799	90.1167	SULT1A2|6799	6.0215
SULT1A3|6818	495.3925	SULT1A3|6818	346.6759
SULT1C2|6819	5.7521	SULT1C2|6819	7.2258
lowly_expressed	lowly_expressed	SULT1C3|442038	6.0215
SULT1C4|27233	8.4365	SULT1C4|27233	77.4762
lowly_expressed	lowly_expressed	SULT1E1|6783	54.5946
SULT2B1|6820	199.0237	SULT2B1|6820	344.8293
lowly_expressed	lowly_expressed	SULT4A1|25830	14.0501
SUMF1|285362	4761.2291	SUMF1|285362	2147.255
SUMF2|25870	4098.5838	SUMF2|25870	3379.2470000000003
SUMO1P3|474338	207.4601	SUMO1P3|474338	164.5868
SUMO1|7341	2608.3989	SUMO1|7341	2301.0031
SUMO2|6613	3235.7644	SUMO2|6613	3055.6935
SUMO3|6612	2843.0857	SUMO3|6612	2386.5079
