gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
STAT4|6775	42.2409	STAT4|6775	58.6161
STAT5A|6776	734.6243	STAT5A|6776	2427.5011
STAT5B|6777	1373.0128	STAT5B|6777	3582.6355
STAT6|6778	3223.1642	STAT6|6778	3539.8854
STAU1|6780	3381.843	STAU1|6780	2596.7387
STAU2|27067	1069.9803	STAU2|27067	736.8885
STBD1|8987	516.1691	STBD1|8987	1588.4002
STC1|6781	1800.5642	STC1|6781	2191.2737
STC2|8614	24969.5131	STC2|8614	11831.6439
STEAP1|26872	182.1868	STEAP1|26872	400.1763
STEAP2|261729	876.4068	STEAP2|261729	1056.8532
STEAP3|55240	1588.2578	STEAP3|55240	936.0952
STEAP4|79689	587.6995	STEAP4|79689	2511.2384
STIL|6491	257.1185	STIL|6491	91.6703
STIM1|6786	1427.375	STIM1|6786	1910.5333
STIM2|57620	444.4477	STIM2|57620	659.762
STIP1|10963	5788.8396	STIP1|10963	2458.3517
STK10|6793	901.7513	STK10|6793	866.461
STK11IP|114790	459.5075	STK11IP|114790	335.8308
STK11|6794	1034.7183	STK11|6794	878.3605
STK16|8576	636.9193	STK16|8576	522.6972
STK17A|9263	469.0576	STK17A|9263	701.19
STK17B|9262	978.5196	STK17B|9262	1390.4804
STK19|8859	437.9242	STK19|8859	284.7598
STK24|8428	2416.1794	STK24|8428	2594.0943
STK25|10494	1503.776	STK25|10494	1466.7254
STK31|56164	9.5501	STK31|56164	5.2887
lowly_expressed	lowly_expressed	STK32A|202374	10.1366
STK32B|55351	753.7245	STK32B|55351	209.78400000000002
STK32C|282974	59.5046	STK32C|282974	69.1935
STK35|140901	1109.2827	STK35|140901	1000.8814
STK36|27148	692.0161	STK36|27148	548.6999
STK38L|23012	1147.8505	STK38L|23012	1223.8872
STK38|11329	1011.5777	STK38|11329	1361.3927
STK39|27347	955.0116	STK39|27347	515.2049
STK3|6788	621.4922	STK3|6788	550.9035
STK40|83931	1067.4091	STK40|83931	1665.0507
STK4|6789	982.1927	STK4|6789	922.8735
lowly_expressed	lowly_expressed	STL|7955	5.3195
STMN1|3925	2296.4356	STMN1|3925	1298.3693
STMN2|11075	16.1617	STMN2|11075	77.1265
STMN3|50861	723.9723	STMN3|50861	689.2904
STOML1|9399	205.6948	STOML1|9399	215.0727
STOML2|30968	1629.0294	STOML2|30968	1189.9515
STOM|2040	8933.0316	STOM|2040	11202.2918
STON1-GTF2A1L|286749	5.9394	STON1-GTF2A1L|286749	28.0608
STON1|11037	415.3088	STON1|11037	893.1864
STON2|85439	321.0308	STON2|85439	278.0961
STOX1|219736	40.7716	STOX1|219736	206.2583
STOX2|56977	20.2022	STOX2|56977	55.0903
STRA13|201254	381.27	STRA13|201254	261.3486
STRA6|64220	247.9357	STRA6|64220	49.8017
STRADA|92335	560.5184	STRADA|92335	544.2926
STRADB|55437	437.4688	STRADB|55437	454.8259
STRAP|11171	2432.7084	STRAP|11171	2044.0723
STRBP|55342	1091.6517	STRBP|55342	515.6457
STRC|161497	15.4271	STRC|161497	32.2212
STRN3|29966	1007.1699	STRN3|29966	851.9171
STRN4|29888	1450.1484	STRN4|29888	1406.7871
STRN|6801	482.2809	STRN|6801	553.9885
STS|412	541.4181	STS|412	1026.4434
STT3A|3703	2666.6863	STT3A|3703	2473.3363
STT3B|201595	2337.9419	STT3B|201595	1582.6355
STUB1|10273	1410.6844	STUB1|10273	1148.1093
STX10|8677	219.6527	STX10|8677	242.3975
STX11|8676	84.1145	STX11|8676	431.4676
STX12|23673	1371.9109	STX12|23673	1813.1335
STX16|8675	1180.5413	STX16|8675	1889.3786
STX17|55014	1046.8396	STX17|55014	1074.9229
STX18|53407	713.3202	STX18|53407	440.7228
lowly_expressed	lowly_expressed	STX19|415117	15.4253
STX1A|6804	68.3201	STX1A|6804	56.4125
STX1B|112755	59.5046	STX1B|112755	88.5853
STX2|2054	245.3645	STX2|2054	327.457
STX3|6809	971.1733	STX3|6809	762.8911
STX4|6810	697.8931	STX4|6810	771.2649
STX5|6811	1444.6387	STX5|6811	1016.3067
STX6|10228	1314.2245	STX6|10228	1011.6042
STX7|8417	1150.789	STX7|8417	1697.6642
STX8|9482	368.4141	STX8|9482	324.8127
STXBP1|6812	580.7205	STXBP1|6812	1268.8409
STXBP2|6813	1693.309	STXBP2|6813	877.0383
STXBP3|6814	927.0959	STXBP3|6814	896.4301
STXBP4|252983	206.0621	STXBP4|252983	167.0339
STXBP5|134957	418.3685	STXBP5|134957	525.725
lowly_expressed	lowly_expressed	STXBP6|29091	23.3583
STYK1|55359	95.1338	STYK1|55359	59.9383
STYXL1|51657	659.3253	STYXL1|51657	371.0886
STYX|6815	567.8646	STYX|6815	545.6148
SUB1|10923	4998.7511	SUB1|10923	3504.1869
SUCLA2|8803	917.4833	SUCLA2|8803	1049.5989
SUCLG1|8802	1288.531	SUCLG1|8802	1548.2591
SUCLG2|8801	1885.4133	SUCLG2|8801	1062.1419
lowly_expressed	lowly_expressed	SUCNR1|56670	26.8841
SUDS3|64426	1444.2714	SUDS3|64426	1243.7197
SUFU|51684	873.1010000000001	SUFU|51684	819.7444
SUGT1L1|283507	40.2978	SUGT1L1|283507	57.0383
SUGT1P1|441394	6.2443	lowly_expressed	lowly_expressed
SUGT1|10910	581.0878	SUGT1|10910	440.2821
SULF1|23213	19551.6588	SULF1|23213	4013.6624
SULF2|55959	7516.6759999999995	SULF2|55959	3358.7483
SULT1A1|6817	1057.859	SULT1A1|6817	816.2186
SULT1A2|6799	42.9755	SULT1A2|6799	81.9744
SULT1A3|6818	781.9158	SULT1A3|6818	806.6064
SULT1C2|6819	7.3462	SULT1C2|6819	32.1728
SULT1C4|27233	42.2409	SULT1C4|27233	138.387
SULT2B1|6820	193.9408	SULT2B1|6820	207.5804
lowly_expressed	lowly_expressed	SULT4A1|25830	6.1701
SUMF1|285362	1194.8664	SUMF1|285362	1056.4125
SUMF2|25870	2889.6447	SUMF2|25870	2335.8308
SUMO1P3|474338	143.6191	SUMO1P3|474338	102.6884
SUMO1|7341	1729.6729	SUMO1|7341	1584.3984
SUMO2|6613	2782.7569	SUMO2|6613	2216.3949
SUMO3|6612	2243.5427	SUMO3|6612	1801.6747
SUN1|23353	1257.6768	SUN1|23353	3322.7854
SUN2|25777	2381.652	SUN2|25777	6161.3045
SUOX|6821	773.1921	SUOX|6821	745.703
SUPT16H|11198	3621.6979	SUPT16H|11198	3115.0286
SUPT3H|8464	107.6225	SUPT3H|8464	97.3997
SUPT4H1|6827	1068.1144	SUPT4H1|6827	945.7382
SUPT5H|6829	2075.3137	SUPT5H|6829	2784.0458
SUPT6H|6830	3845.3909999999996	SUPT6H|6830	3682.2389
SUPT7L|9913	796.8874	SUPT7L|9913	905.6853
SUPV3L1|6832	378.6988	SUPV3L1|6832	488.3208
SURF1|6834	672.1812	SURF1|6834	587.9242
SURF2|6835	192.8389	SURF2|6835	173.6448
SURF4|6836	4894.0672	SURF4|6836	4606.4346
SURF6|6838	584.761	SURF6|6838	517.4086
SUSD1|64420	248.6703	SUSD1|64420	308.9467
SUSD2|56241	946.9307	SUSD2|56241	607.7567
SUSD3|203328	1785.1371	SUSD3|203328	435.8748
SUSD4|55061	380.5354	SUSD4|55061	152.4901
SUSD5|26032	40.4043	SUSD5|26032	88.1446
SUV39H1|6839	209.0006	SUV39H1|6839	187.7479
SUV39H2|79723	179.2483	SUV39H2|79723	125.1653
SUV420H1|51111	1560.342	SUV420H1|51111	1322.6091
SUV420H2|84787	162.7193	SUV420H2|84787	176.7298
SUZ12P|440423	148.0268	SUZ12P|440423	127.8096
SUZ12|23512	1017.822	SUZ12|23512	915.3812
SV2A|9900	86.6857	SV2A|9900	211.5469
SV2B|9899	40.7716	SV2B|9899	141.9127
SVEP1|79987	1029.1462	SVEP1|79987	4345.4606
SVIL|6840	1612.2579	SVIL|6840	3337.5187
SVIP|258010	557.2125	SVIP|258010	315.1168
SVOPL|136306	28.283	SVOPL|136306	19.8325
SWAP70|23075	2450.3394	SWAP70|23075	2817.9815
SYAP1|94056	1378.8898	SYAP1|94056	1036.58
SYBU|55638	784.7	SYBU|55638	812.2521
lowly_expressed	lowly_expressed	SYCE1|93426	120.1102
SYCE2|256126	22.7734	SYCE2|256126	9.2552
lowly_expressed	lowly_expressed	SYCP2L|221711	7.0516
SYCP2|10388	679.1602	SYCP2|10388	343.32300000000004
SYDE1|85360	310.7461	SYDE1|85360	521.8158
SYDE2|84144	405.5126	SYDE2|84144	241.5161
SYF2|25949	902.4860000000001	SYF2|25949	1118.9952
SYK|6850	608.6362	SYK|6850	509.4755
SYMPK|8189	1899.7385	SYMPK|8189	1766.8576
SYN1|6853	26.4465	SYN1|6853	9.2552
SYN2|6854	84.8491	SYN2|6854	255.6192
SYN3|8224	6.2443	SYN3|8224	11.8995
SYNCRIP|10492	4702.6975	SYNCRIP|10492	4284.7069
SYNC|81493	269.0415	SYNC|81493	323.755
SYNE1|23345	1554.8324	SYNE1|23345	2828.5588
SYNE2|23224	3128.3976	SYNE2|23224	5974.8788
SYNGAP1|8831	532.9699	SYNGAP1|8831	561.9216
SYNGR1|9145	266.2132	SYNGR1|9145	689.3742
SYNGR2|9144	3206.2678	SYNGR2|9144	2055.9718
SYNGR3|9143	9.1828	SYNGR3|9143	6.6108
SYNJ1|8867	383.8412	SYNJ1|8867	516.9678
SYNJ2BP|55333	1555.567	SYNJ2BP|55333	1392.684
SYNJ2|8871	945.8288	SYNJ2|8871	712.2080000000001
SYNM|23336	947.2981	SYNM|23336	8634.2001
SYNPO2L|79933	11.754000000000001	SYNPO2L|79933	5.7294
SYNPO2|171024	1727.8364	SYNPO2|171024	5156.4566
SYNPO|11346	2291.6605	SYNPO|11346	4713.9709
SYNRG|11276	1137.5657	SYNRG|11276	1285.1476
SYPL1|6856	3144.5594	SYPL1|6856	2710.0044
SYPL2|284612	16.1617	SYPL2|284612	39.2243
SYP|6855	58.0353	SYP|6855	74.0414
SYS1-DBNDD2|767557	48.926	SYS1-DBNDD2|767557	12.3006
SYS1|90196	827.22	SYS1|90196	893.8519
SYT11|23208	383.8412	SYT11|23208	631.5558
SYT12|91683	1229.0265	SYT12|91683	624.0635
SYT13|57586	919.7496	SYT13|57586	257.3821
SYT15|83849	101.0108	SYT15|83849	247.2455
SYT17|51760	418.7359	SYT17|51760	185.1036
SYT1|6857	875.6722	SYT1|6857	210.6655
lowly_expressed	lowly_expressed	SYT2|127833	24.6805
SYT6|148281	9.9174	SYT6|148281	7.933
SYT7|9066	560.8857	SYT7|9066	775.6721
SYT8|90019	16.8964	SYT8|90019	148.9643
SYT9|143425	668.8754	SYT9|143425	72.2785
SYTL1|84958	466.8538	SYTL1|84958	335.39
SYTL2|54843	4076.063	SYTL2|54843	1867.3424
SYTL3|94120	189.1658	SYTL3|94120	166.1525
SYTL4|94121	856.9393	SYTL4|94121	988.1005
SYTL5|94122	429.7552	SYTL5|94122	239.7532
SYVN1|84447	1873.6593	SYVN1|84447	1500.2204
TAB1|10454	570.5239	TAB1|10454	674.6628
TAB2|23118	3153.0076	TAB2|23118	2676.0688
TAB3|257397	1134.2599	TAB3|257397	909.2111
lowly_expressed	lowly_expressed	TAC1|6863	88.5853
TACC1|6867	2647.9533	TACC1|6867	7258.2636
TACC2|10579	994.314	TACC2|10579	1170.119
TACC3|10460	618.9209999999999	TACC3|10460	226.0908
TACO1|51204	318.827	TACO1|51204	260.9079
TACR1|6869	128.9266	TACR1|6869	582.1948
TACR2|6865	9.1828	TACR2|6865	7.4923
TACSTD2|4070	4727.3075	TACSTD2|4070	5884.9714
TADA1|117143	289.8093	TADA1|117143	235.7867
TADA2A|6871	191.0023	TADA2A|6871	172.7633
TADA2B|93624	1065.5726	TADA2B|93624	973.5566
TADA3|10474	1582.3110000000001	TADA3|10474	1568.8762
TAF10|6881	952.0731	TAF10|6881	468.0476
TAF11|6882	525.991	TAF11|6882	572.0582
TAF12|6883	607.5343	TAF12|6883	414.7201
TAF13|6884	204.5929	TAF13|6884	230.9387
TAF15|8148	2221.1366	TAF15|8148	2356.5447
TAF1A|9015	120.8457	TAF1A|9015	95.6368
TAF1B|9014	246.4665	TAF1B|9014	194.3587
TAF1C|9013	415.0627	TAF1C|9013	807.4041
TAF1D|79101	852.8548	TAF1D|79101	474.535
TAF1L|138474	44.0775	TAF1L|138474	38.7836
TAF1|6872	1557.0362	TAF1|6872	1687.0868
TAF2|6873	886.6915	TAF2|6873	745.703
TAF3|83860	284.6669	TAF3|83860	268.4002
TAF4B|6875	109.459	TAF4B|6875	185.985
TAF4|6874	420.9397	TAF4|6874	382.9881
TAF5L|27097	938.1152	TAF5L|27097	631.5558
TAF5|6877	92.93	TAF5|6877	113.2658
TAF6L|10629	253.8127	TAF6L|10629	200.5289
TAF6|6878	1316.0978	TAF6|6878	1009.6959
TAF7|6879	1672.0049	TAF7|6879	2497.1353
TAF8|129685	526.3583	TAF8|129685	568.5324
TAF9B|51616	1103.7730000000001	TAF9B|51616	786.6902
TAF9|6880	1559.6074	TAF9|6880	1013.2217
TAGAP|117289	184.0234	TAGAP|117289	232.7016
TAGLN2|8407	6014.3693	TAGLN2|8407	7535.4782
TAGLN|6876	12497.9651	TAGLN|6876	19937.7435
TAL1|6886	65.7489	TAL1|6886	225.6501
TALDO1|6888	3441.7149	TALDO1|6888	2339.7973
TANC1|85461	1212.4974	TANC1|85461	1539.4447
TANC2|26115	1709.4708	TANC2|26115	1011.0181
TANK|10010	640.5924	TANK|10010	1009.2552
TAOK1|57551	801.4751	TAOK1|57551	865.1388
TAOK2|9344	1924.3484	TAOK2|9344	1736.0071
TAOK3|51347	1111.1193	TAOK3|51347	1033.0542
TAP1|6890	2932.9876	TAP1|6890	1646.981
TAP2|6891	1301.3613	TAP2|6891	1251.4147
TAPBPL|55080	680.3319	TAPBPL|55080	720.2071
TAPBP|6892	4222.2532	TAPBP|6892	2857.2058
TAPT1|202018	812.4945	TAPT1|202018	903.041
TARBP1|6894	1060.4302	TARBP1|6894	579.1097
TARBP2|6895	361.0678	TARBP2|6895	240.6346
TARDBP|23435	3499.7502	TARDBP|23435	3156.8973
TARP|445347	14.3252	TARP|445347	14.1031
TARS2|80222	673.6505	TARS2|80222	442.045
TARSL2|123283	267.4032	TARSL2|123283	323.4905
TARS|6897	4084.5112	TARS|6897	1492.2874
lowly_expressed	lowly_expressed	TAS1R1|80835	5.7294
TAS2R14|50840	7.2287	TAS2R14|50840	7.0339
TAS2R20|259295	20.9368	TAS2R20|259295	22.4769
lowly_expressed	lowly_expressed	TAS2R4|50832	8.3737
lowly_expressed	lowly_expressed	TAS2R5|54429	12.780999999999999
TASP1|55617	206.7967	TASP1|55617	200.0881
TATDN1|83940	512.4005	TATDN1|83940	333.6271
TATDN2|9797	1533.8956	TATDN2|9797	1313.3539
TATDN3|128387	363.639	TATDN3|128387	275.8925
TAT|6898	184.3907	TAT|6898	2338.9158
TAX1BP1|8887	3274.5879	TAX1BP1|8887	2783.1644
TAX1BP3|30851	2673.5183	TAX1BP3|30851	1662.6796
TAZ|6901	226.6316	TAZ|6901	263.5522
TBC1D10A|83874	476.9769	TBC1D10A|83874	493.398
TBC1D10B|26000	1557.0362	TBC1D10B|26000	1158.6602
TBC1D10C|374403	34.5273	TBC1D10C|374403	40.5465
TBC1D12|23232	389.3509	TBC1D12|23232	455.2666
TBC1D13|54662	861.347	TBC1D13|54662	1235.346
TBC1D14|57533	1307.9986	TBC1D14|57533	2038.3429
TBC1D15|64786	981.8254	TBC1D15|64786	1370.2071
TBC1D16|125058	751.1534	TBC1D16|125058	997.7964
TBC1D17|79735	670.2786	TBC1D17|79735	1063.3495
TBC1D19|55296	151.6999	TBC1D19|55296	119.8766
TBC1D1|23216	1130.2195	TBC1D1|23216	1171.4412
TBC1D20|128637	1219.8437	TBC1D20|128637	1461.8775
TBC1D22A|25771	326.9078	TBC1D22A|25771	349.0524
TBC1D22B|55633	376.708	TBC1D22B|55633	395.9277
TBC1D23|55773	871.2644	TBC1D23|55773	1003.0851
TBC1D24|57465	476.4039	TBC1D24|57465	398.4134
TBC1D25|4943	388.2489	TBC1D25|4943	505.9498
TBC1D2B|23102	1512.9588	TBC1D2B|23102	2640.8109
TBC1D2|55357	443.3458	TBC1D2|55357	367.1221
TBC1D3B|414059	89.6242	TBC1D3B|414059	115.4694
TBC1D3C|414060	25.3445	TBC1D3C|414060	33.4949
TBC1D3G|654341	5.5097	lowly_expressed	lowly_expressed
TBC1D3H|729877	6.9789	TBC1D3H|729877	9.2552
TBC1D3|729873	293.0049	TBC1D3|729873	278.4222
TBC1D4|9882	1478.4314	TBC1D4|9882	1782.2829
TBC1D5|9779	1360.1569	TBC1D5|9779	1800.3526
TBC1D7|51256	219.2854	TBC1D7|51256	165.271
TBC1D8B|54885	301.9306	TBC1D8B|54885	286.9105
TBC1D8|11138	706.7086	TBC1D8|11138	1015.8660000000001
TBC1D9B|23061	5006.832	TBC1D9B|23061	4557.0736
TBC1D9|23158	16127.9422	TBC1D9|23158	6868.2239
TBCA|6902	1625.7236	TBCA|6902	936.5359
TBCB|1155	915.2317	TBCB|1155	608.1225
TBCCD1|55171	306.3383	TBCCD1|55171	312.0317
TBCC|6903	338.2945	TBCC|6903	412.0758
TBCD|6904	1744.6446	TBCD|6904	1262.0097
TBCEL|219899	326.1732	TBCEL|219899	479.0657
TBCE|6905	537.9764	TBCE|6905	292.9352
TBCK|93627	524.7017	TBCK|93627	470.736
TBK1|29110	750.4187	TBK1|29110	684.0018
TBKBP1|9755	119.3765	TBKBP1|9755	354.7818
TBL1XR1|79718	3499.3829	TBL1XR1|79718	2692.8162
TBL1X|6907	792.6596	TBL1X|6907	1207.5804
TBL2|26608	810.2906	TBL2|26608	628.9114
TBL3|10607	1165.4815	TBL3|10607	732.922
TBPL1|9519	198.3486	TBPL1|9519	262.2301
TBP|6908	286.1362	TBP|6908	266.1966
TBRG1|84897	468.6903	TBRG1|84897	912.0185
TBRG4|9238	847.3891	TBRG4|9238	586.602
TBX15|6913	216.7142	TBX15|6913	563.2437
TBX18|9096	152.8019	TBX18|9096	249.8898
TBX19|9095	48.4852	TBX19|9095	82.4372
TBX1|6899	11.0194	TBX1|6899	37.9022
TBX20|57057	14.6925	lowly_expressed	lowly_expressed
TBX21|30009	13.9579	TBX21|30009	25.1212
TBX22|50945	8.0809	lowly_expressed	lowly_expressed
TBX2|6909	109.0917	TBX2|6909	232.7016
TBX3|6926	2055.1115	TBX3|6926	1945.7911
lowly_expressed	lowly_expressed	TBX4|9496	5.7294
TBX5|6910	83.7472	TBX5|6910	93.4332
TBX6|6911	27.9157	TBX6|6911	19.3918
TBXA2R|6915	28.6503	TBXA2R|6915	31.2913
TBXAS1|6916	214.8776	TBXAS1|6916	219.4799
TC2N|123036	3107.4608	TC2N|123036	1696.7827
lowly_expressed	lowly_expressed	TCAP|8557	9.2552
TCEA1|6917	1589.3597	TCEA1|6917	1282.944
TCEA2|6919	251.2415	TCEA2|6919	360.0705
TCEA3|6920	1509.6529999999998	TCEA3|6920	626.2671
TCEAL1|9338	599.4534	TCEAL1|9338	621.4191
TCEAL2|140597	16.1617	TCEAL2|140597	54.6496
TCEAL3|85012	530.0314	lowly_expressed	lowly_expressed
TCEAL4|79921	3153.3749	TCEAL4|79921	2893.7858
TCEAL5|340543	16.1617	TCEAL5|340543	71.3971
TCEAL6|158931	20.5695	TCEAL6|158931	36.1393
TCEAL7|56849	60.2392	TCEAL7|56849	167.9154
TCEAL8|90843	812.4945	TCEAL8|90843	804.3191
TCEANC|170082	50.6891	TCEANC|170082	60.8197
TCEB1|6921	512.0331	TCEB1|6921	390.9211
TCEB2|6923	1557.0362	TCEB2|6923	844.4249
TCEB3|6924	1424.139	TCEB3|6924	1576.9546
TCERG1|10915	1192.2953	TCERG1|10915	883.2085
TCF12|6938	2181.8342	TCF12|6938	2100.9255
TCF15|6939	6.2443	TCF15|6939	16.7475
TCF19|6941	384.5758	TCF19|6941	263.1115
TCF20|6942	1082.8362	TCF20|6942	1230.0573
TCF25|22980	1466.6774	TCF25|22980	2197.8845
TCF3|6929	1608.8272	TCF3|6929	1033.0542
TCF4|6925	2787.1646	TCF4|6925	3533.2746
TCF7L1|83439	544.7239	TCF7L1|83439	1155.1344
TCF7L2|6934	679.1602	TCF7L2|6934	1034.8171
TCF7|6932	420.5724	TCF7|6932	580.8726
TCFL5|10732	292.3805	TCFL5|10732	343.7638
TCHH|7062	6.6116	TCHH|7062	10.1366
TCHP|84260	310.3788	TCHP|84260	379.903
TCIRG1|10312	876.0395	TCIRG1|10312	559.2772
TCL1A|8115	9.1828	lowly_expressed	lowly_expressed
TCN1|6947	94.3992	TCN1|6947	24.6805
TCN2|6948	383.1066	TCN2|6948	874.8347
TCOF1|6949	1247.0248	TCOF1|6949	1035.2578
TCP10L|140290	49.3594	TCP10L|140290	22.2521
TCP11L1|55346	249.1368	TCP11L1|55346	236.2274
TCP11L2|255394	175.5752	TCP11L2|255394	327.457
TCP1|6950	4357.0384	TCP1|6950	3237.6333
TCTA|6988	920.117	TCTA|6988	927.2807
TCTE3|6991	37.8332	TCTE3|6991	37.9022
lowly_expressed	lowly_expressed	TCTEX1D1|200132	17.6289
TCTEX1D2|255758	106.5205	TCTEX1D2|255758	75.7911
lowly_expressed	lowly_expressed	TCTEX1D4|343521	6.1701
TCTN1|79600	824.9464	TCTN1|79600	537.2411
TCTN2|79867	556.4779	TCTN2|79867	489.2023
TCTN3|26123	1500.4702	TCTN3|26123	1160.8638
TDG|6996	461.7114	TDG|6996	423.5346
TDO2|6999	5.1424	lowly_expressed	lowly_expressed
TDP1|55775	471.6288	TDP1|55775	405.0242
TDP2|51567	723.9723	TDP2|51567	772.1463
TDRD10|126668	8.0809	TDRD10|126668	39.2243
lowly_expressed	lowly_expressed	TDRD12|91646	7.3116
TDRD1|56165	14.3252	TDRD1|56165	6.6108
TDRD3|81550	398.1664	TDRD3|81550	446.8929
TDRD5|163589	293.4824	TDRD5|163589	151.6086
TDRD6|221400	12.4886	TDRD6|221400	35.2578
TDRD7|23424	738.6647	TDRD7|23424	415.1609
TDRD9|122402	5.1424	TDRD9|122402	55.5311
TDRKH|11022	346.3754	TDRKH|11022	210.2248
TEAD1|7003	2546.9425	TEAD1|7003	3316.4390000000003
TEAD2|8463	1348.7702	TEAD2|8463	1018.0696
TEAD3|7005	780.9056	TEAD3|7005	1037.0207
TEAD4|7004	266.6686	TEAD4|7004	170.11900000000003
TECPR1|25851	204.9602	TECPR1|25851	414.2794
TECPR2|9895	972.2753	TECPR2|9895	1046.7166
TECR|9524	1921.7772	TECR|9524	1457.911
TECTA|7007	19.4675	TECTA|7007	22.0361
TEC|7006	23.508000000000003	TEC|7006	41.8687
TEF|7008	509.0946	TEF|7008	1342.8823
lowly_expressed	lowly_expressed	TEKT2|27285	12.3402
TEKT3|64518	42.6082	TEKT3|64518	13.6624
TEK|7010	396.6971	TEK|7010	1073.6007
TELO2|9894	556.4779	TELO2|9894	493.1688
TENC1|23371	2366.2249	TENC1|23371	5953.7109
TEP1|7011	864.2855	TEP1|7011	996.0335
TERF1|7013	536.2757	TERF1|7013	595.8572
TERF2IP|54386	1048.6762	TERF2IP|54386	1677.8316
TERF2|7014	506.1562	TERF2|7014	665.0507
TESC|54997	21.6714	TESC|54997	131.7761
TESK1|7016	769.8863	TESK1|7016	1023.799
TESK2|10420	348.2119	TESK2|10420	311.1503
TES|26136	1458.1742	TES|26136	1726.9943
TET1|80312	76.4009	TET1|80312	116.3508
TET2|54790	957.2155	TET2|54790	811.8114
TET3|200424	624.4307	TET3|200424	552.2257
TEX10|54881	350.0485	TEX10|54881	387.8361
TEX14|56155	15.0598	TEX14|56155	10.1366
TEX261|113419	2153.1839	TEX261|113419	2415.6016
TEX264|51368	1059.6956	TEX264|51368	764.654
TEX2|55852	2286.8855	TEX2|55852	2002.2036
TEX9|374618	202.0217	TEX9|374618	93.874
TFAM|7019	736.8282	TFAM|7019	569.4138
TFAP2A|7020	1691.0721	TFAP2A|7020	1118.9952
TFAP2B|7021	1320.8545	TFAP2B|7021	714.4116
TFAP2C|7022	797.4347	TFAP2C|7022	1140.1498
TFAP2E|339488	15.4271	TFAP2E|339488	31.2913
TFAP4|7023	298.2575	TFAP4|7023	183.3407
TFB1M|51106	160.8827	TFB1M|51106	115.0286
TFB2M|64216	611.2074	TFB2M|64216	330.9828
TFCP2L1|29842	177.0445	TFCP2L1|29842	610.4011
TFCP2|7024	673.2832	TFCP2|7024	686.6461
TFDP1|7027	1857.1303	TFDP1|7027	1303.2173
TFDP2|7029	379.0661	TFDP2|7029	365.7999
TFDP3|51270	7.7136	lowly_expressed	lowly_expressed
TFE3|7030	1388.0726	TFE3|7030	2001.7629
TFEB|7942	245.7318	TFEB|7942	374.6144
TFEC|22797	128.5593	TFEC|22797	83.2966
TFF1|7031	618.9209999999999	TFF1|7031	345.0859
TFF3|7033	2632.5262	TFF3|7033	1349.0524
TFG|10342	2603.5086	TFG|10342	1383.8695
TFIP11|24144	624.0266	TFIP11|24144	872.2477
TFPI2|7980	121.213	TFPI2|7980	520.0529
TFPI|7035	389.3509	TFPI|7035	1488.7616
TFPT|29844	237.8052	TFPT|29844	182.4504
TFR2|7036	53.9949	lowly_expressed	lowly_expressed
TFRC|7037	4218.5801	TFRC|7037	1642.1331
TF|7018	204.5929	TF|7018	1885.8528
TGDS|23483	211.2045	TGDS|23483	237.5496
TGFA|7039	213.4084	TGFA|7039	193.4773
TGFB1I1|7041	752.2553	TGFB1I1|7041	832.5253
TGFB1|7040	1016.72	TGFB1|7040	737.3292
TGFB2|7042	955.7462	TGFB2|7042	661.5249
TGFB3|7043	2505.8035	TGFB3|7043	1467.1662
TGFBI|7045	2728.762	TGFBI|7045	2340.238
TGFBR1|7046	1017.4547	TGFBR1|7046	1668.5765
TGFBR2|7048	3417.105	TGFBR2|7048	10736.0071
TGFBR3|7049	1339.9547	TGFBR3|7049	6299.2508
TGFBRAP1|9392	450.69199999999995	TGFBRAP1|9392	432.3491
TGIF1|7050	1283.3887	TGIF1|7050	1112.3843
TGIF2|60436	723.2597	TGIF2|60436	686.201
TGM1|7051	8.8155	TGM1|7051	36.58
TGM2|7052	1917.7368	TGM2|7052	1723.6668
lowly_expressed	lowly_expressed	TGM5|9333	15.866
TGOLN2|10618	7309.5119	TGOLN2|10618	7977.9639
TGS1|96764	496.9733	TGS1|96764	532.3931
TG|7038	5.877000000000001	lowly_expressed	lowly_expressed
TH1L|51497	1392.1131	TH1L|51497	1045.3944
THADA|63892	841.1448	THADA|63892	823.7109
THAP10|56906	54.7295	THAP10|56906	62.1419
THAP11|57215	369.51599999999996	THAP11|57215	472.0141
THAP1|55145	229.5701	THAP1|55145	236.6681
THAP2|83591	158.6789	THAP2|83591	162.6267
THAP3|90326	245.5518	THAP3|90326	234.87
THAP4|51078	935.9114	THAP4|51078	837.3733
THAP5|168451	699.7297	THAP5|168451	597.6201
THAP6|152815	337.5599	THAP6|152815	332.305
THAP7|80764	181.3053	THAP7|80764	201.851
THAP8|199745	98.0723	THAP8|199745	89.4667
THAP9|79725	158.3115	THAP9|79725	160.4231
THBD|7056	633.2462	THBD|7056	2209.3433
THBS1|7057	22119.1708	THBS1|7057	27227.412999999997
THBS2|7058	16429.5055	THBS2|7058	10352.1375
THBS3|7059	751.9027	THBS3|7059	777.435
THBS4|7060	1151.1563	THBS4|7060	2698.5456
THEM4|117145	409.9204	THEM4|117145	316.8797
THEMIS|387357	27.9157	THEMIS|387357	36.58
THG1L|54974	316.9904	THG1L|54974	121.6395
THNSL1|79896	244.2626	THNSL1|79896	227.8537
THNSL2|55258	474.9346	THNSL2|55258	623.6227
