gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
SS18L1|26039	346.56199999999995	SS18L1|26039	283.8048
SS18L2|51188	329.5813	SS18L2|51188	220.0808
SS18|6760	2940.5029999999997	SS18|6760	1645.6326
SSBP1|6742	1220.2997	SSBP1|6742	821.8837
SSBP2|23635	981.7971	SSBP2|23635	705.3155
SSBP3|23648	728.1147	SSBP3|23648	770.9046
SSBP4|170463	251.6241	SSBP4|170463	259.5586
SSB|6741	2546.8451	SSB|6741	3260.8331
SSC5D|284297	276.0661	SSC5D|284297	1016.1641
SSFA2|6744	49236.2514	SSFA2|6744	4803.5437
SSH1|54434	1176.3041	SSH1|54434	1410.0093
SSH2|85464	643.2109	SSH2|85464	1344.4203
SSH3|54961	1086.7692	SSH3|54961	674.2306
SSNA1|8636	405.4802	SSNA1|8636	444.5135
SSPN|8082	592.7832	SSPN|8082	2864.47
SSPO|23145	46.8258	SSPO|23145	16.1641
SSR1|6745	4805.3001	SSR1|6745	3739.5089
SSR2|6746	7183.6367	SSR2|6746	3410.3202
SSR3|6747	4069.4668	SSR3|6747	3563.8794
SSR4|6748	2985.5278	SSR4|6748	1366.4905
SSRP1|6749	2836.5601	SSRP1|6749	2365.8688
SSSCA1|10534	236.7016	SSSCA1|10534	139.571
SSTR1|6751	8.7477	SSTR1|6751	66.2108
SSTR2|6752	401.6209	SSTR2|6752	31.7066
SSU72|29101	2154.4993	SSU72|29101	2580.9761
SSX2IP|117178	931.6267	SSX2IP|117178	177.8054
ST13|6767	3375.0563	ST13|6767	7352.1915
ST14|6768	2186.4025	ST14|6768	764.6876
ST20|400410	56.407	ST20|400410	22.5707
ST3GAL1|6482	2209.8154	ST3GAL1|6482	2004.0410000000002
ST3GAL2|6483	212.0023	ST3GAL2|6483	530.9294
ST3GAL3|6487	116.0352	ST3GAL3|6487	447.9329
ST3GAL4|6484	353.76599999999996	ST3GAL4|6484	489.2757
ST3GAL5|8869	581.9772	ST3GAL5|8869	750.0777
ST3GAL6|10402	116.5498	ST3GAL6|10402	169.7233
ST5|6764	739.178	ST5|6764	979.1731
ST6GAL1|6480	1488.1328	ST6GAL1|6480	1747.5909
ST6GAL2|84620	386.1838	ST6GAL2|84620	19.8943
removed	removed	ST6GALNAC1|55808	78.3339
ST6GALNAC2|10610	942.1753	ST6GALNAC2|10610	352.5023
ST6GALNAC3|256435	66.6367	ST6GALNAC3|256435	313.0246
ST6GALNAC4|27090	233.8715	ST6GALNAC4|27090	256.1393
ST6GALNAC5|81849	206.0848	ST6GALNAC5|81849	87.3485
ST6GALNAC6|30815	844.6646	ST6GALNAC6|30815	4533.4162
ST7L|54879	355.3097	ST7L|54879	322.35
ST7OT1|93653	27.5757	ST7OT1|93653	19.2198
ST7|7982	1028.2910000000002	ST7|7982	919.8166
ST8SIA1|6489	26.7576	ST8SIA1|6489	190.5502
removed	removed	ST8SIA2|8128	5.9061
ST8SIA4|7903	318.0035	ST8SIA4|7903	331.0538
ST8SIA6|338596	185.502	ST8SIA6|338596	36.991
STAB1|23166	983.2765	STAB1|23166	2933.4691
removed	removed	STAB2|55576	63.724
STAC2|342667	14.6652	STAC2|342667	2215.1072
STAC3|246329	50.7571	STAC3|246329	44.4109
STAC|6769	20.0682	STAC|6769	143.9229
STAG1|10274	937.9199	STAG1|10274	1329.0208
STAG2|10735	3149.1606	STAG2|10735	3107.2428
STAG3L1|54441	13.6361	STAG3L1|54441	102.2692
STAG3L2|442582	102.1419	STAG3L2|442582	52.5334
STAG3L3|442578	171.1353	STAG3L3|442578	112.1386
STAG3L4|64940	96.7389	STAG3L4|64940	74.2928
STAG3|10734	16.4919	STAG3|10734	16.102
STAM2|10254	1389.8501	STAM2|10254	931.3025
STAMBPL1|57559	90.0495	STAMBPL1|57559	184.6441
STAMBP|10617	900.238	STAMBP|10617	675.1632
STAM|8027	554.9624	STAM|8027	532.4837
STAP1|26228	11.5778	removed	removed
STAP2|55620	771.0812	STAP2|55620	145.1663
STARD10|10809	4939.0879	STARD10|10809	467.8272
STARD13|90627	610.5358	STARD13|90627	1037.9235
STARD3NL|83930	489.3549	STARD3NL|83930	623.8732
STARD3|10948	509.423	STARD3|10948	639.1048
STARD4|134429	77.6999	STARD4|134429	37.3018
STARD5|80765	76.928	STARD5|80765	95.4305
STARD7|56910	3711.0645	STARD7|56910	3549.1856
STARD8|9754	184.9875	STARD8|9754	414.0504
removed	removed	STAR|6770	6.5278
STAT1|6772	11354.4735	STAT1|6772	3846.7516
STAT2|6773	3128.8351	STAT2|6773	2549.5804
STAT3|6774	7850.0032	STAT3|6774	5990.3637
STAT4|6775	16.2089	STAT4|6775	138.6385
STAT5A|6776	860.1016	STAT5A|6776	3843.3323
STAT5B|6777	1736.4122	STAT5B|6777	5247.1247
STAT6|6778	2292.4037	STAT6|6778	4401.9273
STAU1|6780	3595.8063	STAU1|6780	2990.0528
STAU2|27067	1012.1567	STAU2|27067	902.3935
STBD1|8987	306.0269	STBD1|8987	2995.4274
STC1|6781	1839.5832	STC1|6781	472.17900000000003
STC2|8614	15361.9348	STC2|8614	2286.6024
STEAP1|26872	74.0979	STEAP1|26872	806.3413
STEAP2|261729	345.2756	STEAP2|261729	1111.5947
STEAP3|55240	696.4688	STEAP3|55240	957.4137
STEAP4|79689	84.9038	STEAP4|79689	3164.1281
STIL|6491	403.1646	STIL|6491	55.0202
STIM1|6786	1741.0433	STIM1|6786	2011.1906
STIM2|57620	423.2328	STIM2|57620	546.4719
STIP1|10963	2785.3605	STIP1|10963	1886.2294
STK10|6793	607.9630000000001	STK10|6793	1018.6509
STK11IP|114790	392.1014	STK11IP|114790	229.7171
STK11|6794	611.3076	STK11|6794	656.8231
STK16|8576	775.7124	STK16|8576	493.6276
STK17A|9263	447.4175	STK17A|9263	531.2403
STK17B|9262	454.1069	STK17B|9262	816.2885
STK19|8859	255.6223	STK19|8859	238.0168
STK24|8428	1910.0791	STK24|8428	2712.465
STK25|10494	972.2776	STK25|10494	1415.2938
removed	removed	STK32A|202374	27.0438
STK32B|55351	433.0096	STK32B|55351	176.2512
STK32C|282974	55.8307	STK32C|282974	112.2164
removed	removed	STK33|65975	6.8387
STK35|140901	1207.4355	STK35|140901	778.3649
STK36|27148	858.5579	STK36|27148	355.9217
STK38L|23012	1103.2354	STK38L|23012	1529.9969
STK38|11329	1325.0145	STK38|11329	1946.2232
STK39|27347	379.2372	STK39|27347	895.5549
STK3|6788	449.7331	STK3|6788	628.5359
STK40|83931	826.6547	STK40|83931	1989.1203
STK4|6789	1048.9484	STK4|6789	1026.733
removed	removed	STL|7955	7.1495
STMN1|3925	1961.7933	STMN1|3925	1134.2866
STMN2|11075	36.5344	STMN2|11075	117.5008
STMN3|50861	144.3365	STMN3|50861	388.2499
STOML1|9399	126.3266	STOML1|9399	271.3708
STOML2|30968	1259.9215	STOML2|30968	1144.2338
STOM|2040	6251.2382	STOM|2040	9172.521
STON1-GTF2A1L|286749	8.0247	STON1-GTF2A1L|286749	21.691
STON1|11037	122.4185	STON1|11037	558.9742
STON2|85439	661.7354	STON2|85439	253.9633
STOX1|219736	138.6763	STOX1|219736	104.4451
STOX2|56977	9.2622	STOX2|56977	58.1287
STRA13|201254	262.9446	STRA13|201254	216.0398
STRA6|64220	39.6218	STRA6|64220	12.7448
STRADA|92335	859.8443	STRADA|92335	516.6304
STRADB|55437	680.5171	STRADB|55437	773.0805
STRAP|11171	2243.7769	STRAP|11171	2521.604
STRBP|55342	1496.8804	STRBP|55342	431.7687
STRC|161497	9.7768	STRC|161497	5.2844
STRN3|29966	856.7569	STRN3|29966	885.6046
STRN4|29888	1153.9204	STRN4|29888	1078.0230000000001
STRN|6801	477.2625	STRN|6801	551.7563
STS|412	613.8805	STS|412	3287.2241
STT3A|3703	4699.5562	STT3A|3703	2909.2322
STT3B|201595	2507.7507	STT3B|201595	1940.6279
STUB1|10273	898.7277	STUB1|10273	1231.8402
STX10|8677	243.1337	STX10|8677	256.1393
STX11|8676	60.4618	STX11|8676	903.6369
STX12|23673	1568.92	STX12|23673	2847.3733
STX16|8675	1429.9865	STX16|8675	1667.392
STX17|55014	1381.3597	STX17|55014	1200.1865
STX18|53407	702.1289999999999	STX18|53407	513.2111
removed	removed	STX19|415117	14.9207
STX1A|6804	47.33	STX1A|6804	31.3957
STX1B|112755	49.1413	STX1B|112755	67.4541
STX2|2054	198.3662	STX2|2054	585.0171
STX3|6809	810.1885	STX3|6809	521.2931
STX4|6810	586.8656	STX4|6810	644.3892
STX5|6811	1147.4883	STX5|6811	900.5284
STX6|10228	1501.3031	STX6|10228	940.4569
STX7|8417	1012.414	STX7|8417	2748.2126
STX8|9482	316.2025	STX8|9482	470.9357
STXBP1|6812	493.4714	STXBP1|6812	1975.443
STXBP2|6813	2103.8142	STXBP2|6813	384.8306
STXBP3|6814	1382.9035	STXBP3|6814	989.742
STXBP4|252983	212.5169	STXBP4|252983	143.3012
STXBP5|134957	623.6444	STXBP5|134957	649.8974
removed	removed	STXBP6|29091	82.9966
STYK1|55359	16.4662	STYK1|55359	29.5306
STYXL1|51657	648.3566	STYXL1|51657	358.0976
STYX|6815	744.3237	STYX|6815	533.7271
SUB1|10923	13730.2373	SUB1|10923	3316.4439
SUCLA2|8803	641.2092	SUCLA2|8803	1778.6074
SUCLG1|8802	1320.3834	SUCLG1|8802	2949.9534
SUCLG2|8801	1920.3705	SUCLG2|8801	1757.8489
SUCNR1|56670	7.204	SUCNR1|56670	79.5772
SUDS3|64426	1785.8108	SUDS3|64426	1064.6565
SUFU|51684	699.5562	SUFU|51684	617.3454
SUGT1L1|283507	41.3302	SUGT1L1|283507	52.1324
SUGT1P1|441394	10.8059	SUGT1P1|441394	10.5689
SUGT1|10910	507.1075	SUGT1|10910	562.3251
SULF1|23213	2662.6359	SULF1|23213	1284.4265
SULF2|55959	5989.3227	SULF2|55959	3101.9583
SULT1A1|6817	400.3345	SULT1A1|6817	379.2353
SULT1A2|6799	48.6267	SULT1A2|6799	32.3283
SULT1A3|6818	603.4965	SULT1A3|6818	978.3836
SULT1C4|27233	21.0973	SULT1C4|27233	70.2518
SULT2B1|6820	385.6693	SULT2B1|6820	27.9764
SUMF1|285362	1377.7578	SUMF1|285362	1376.7485
SUMF2|25870	3742.2011	SUMF2|25870	2786.7578
SUMO1P3|474338	170.5795	SUMO1P3|474338	122.1635
SUMO1|7341	2353.6374	SUMO1|7341	1915.4492
SUMO2|6613	3110.3107	SUMO2|6613	2556.419
SUMO3|6612	3099.5047	SUMO3|6612	2249.9223
SUN1|23353	1746.9608	SUN1|23353	4157.1837
SUN2|25777	839.0043	SUN2|25777	7142.0578
SUOX|6821	1034.7977	SUOX|6821	829.655
SUPT16H|11198	3495.2081	SUPT16H|11198	3105.0668
SUPT3H|8464	116.0352	SUPT3H|8464	108.4862
SUPT4H1|6827	1389.9633	SUPT4H1|6827	1200.7927
SUPT5H|6829	2225.2525	SUPT5H|6829	1952.1293
SUPT6H|6830	2817.5211	SUPT6H|6830	3132.1107
SUPT7L|9913	1176.4328	SUPT7L|9913	1093.4256
SUPV3L1|6832	540.2972	SUPV3L1|6832	488.654
SURF1|6834	784.9746	SURF1|6834	746.0367
SURF2|6835	91.8505	SURF2|6835	136.4625
SURF4|6836	4530.2631	SURF4|6836	6360.5844
SURF6|6838	269.1194	SURF6|6838	494.2493
SUSD1|64420	202.7401	SUSD1|64420	313.0246
SUSD2|56241	189.104	SUSD2|56241	188.3743
SUSD3|203328	2483.8232	SUSD3|203328	150.7616
SUSD4|55061	1839.3259	SUSD4|55061	144.2338
SUSD5|26032	62.7774	SUSD5|26032	41.6537
SUV39H1|6839	233.3569	SUV39H1|6839	157.2894
SUV39H2|79723	208.1431	SUV39H2|79723	121.5418
SUV420H1|51111	1455.2004	SUV420H1|51111	1351.2589
SUV420H2|84787	104.97200000000001	SUV420H2|84787	63.724
SUZ12P|440423	173.4097	SUZ12P|440423	110.0404
SUZ12|23512	1319.6115	SUZ12|23512	907.3671
SV2A|9900	40.6509	SV2A|9900	63.4131
removed	removed	SV2B|9899	399.4405
SVEP1|79987	159.7736	SVEP1|79987	10252.3376
SVIL|6840	1605.5342	SVIL|6840	3376.618
SVIP|258010	559.0789	SVIP|258010	156.9786
removed	removed	SVOPL|136306	6.8387
SWAP70|23075	2048.7554	SWAP70|23075	2899.5959
SYAP1|94056	1840.3551	SYAP1|94056	1021.7594
SYBU|55638	785.4892	SYBU|55638	683.2142
SYCE1|93426	18.0253	SYCE1|93426	242.8412
SYCE2|256126	13.8934	removed	removed
SYCP2|10388	734.0323	SYCP2|10388	156.6677
SYDE1|85360	154.8852	SYDE1|85360	516.0087
SYDE2|84144	464.14099999999996	SYDE2|84144	142.6795
SYF2|25949	1114.2986	SYF2|25949	1452.2847
SYK|6850	319.0326	SYK|6850	591.8558
SYMPK|8189	1745.1598	SYMPK|8189	1211.6879
SYN1|6853	15.9516	SYN1|6853	10.5689
SYN2|6854	8.2331	SYN2|6854	395.7103
removed	removed	SYN3|8224	17.0967
SYNCRIP|10492	3944.1693	SYNCRIP|10492	3719.6145
SYNC|81493	658.9413	SYNC|81493	751.7718
SYNE1|23345	850.8394	SYNE1|23345	4205.4709
SYNE2|23224	2448.8326	SYNE2|23224	5196.7672
SYNGAP1|8831	405.2229	SYNGAP1|8831	298.4147
SYNGR1|9145	601.3199	SYNGR1|9145	433.9758
SYNGR2|9144	4175.2107	SYNGR2|9144	1989.1203
SYNJ1|8867	656.5897	SYNJ1|8867	542.7417
SYNJ2BP|55333	1703.2225	SYNJ2BP|55333	1863.5375
SYNJ2|8871	923.3936	SYNJ2|8871	563.5685
SYNM|23336	264.231	SYNM|23336	10440.7833
SYNPO2L|79933	45.0248	SYNPO2L|79933	37.6127
SYNPO2|171024	441.5	SYNPO2|171024	8617.3454
SYNPO|11346	1050.4921	SYNPO|11346	12409.6985
SYNRG|11276	1266.0964	SYNRG|11276	1170.345
SYPL1|6856	6025.5998	SYPL1|6856	3428.3494
SYPL2|284612	12.8642	SYPL2|284612	69.0084
SYP|6855	23.1556	SYP|6855	47.5598
SYS1-DBNDD2|767557	20.4593	SYS1-DBNDD2|767557	6.8698
SYS1|90196	1026.9994	SYS1|90196	973.0183
SYT11|23208	313.3724	SYT11|23208	813.4908
SYT12|91683	545.9574	SYT12|91683	322.6609
SYT13|57586	4540.8117	SYT13|57586	157.6002
SYT15|83849	38.0781	SYT15|83849	581.2869
SYT17|51760	476.7479	SYT17|51760	54.7094
SYT1|6857	828.9702	SYT1|6857	267.9515
SYT2|127833	7.4612	SYT2|127833	14.6099
SYT6|148281	17.4953	SYT6|148281	11.1906
SYT7|9066	1917.0258	SYT7|9066	551.1346
SYT8|90019	5.403	SYT8|90019	60.6155
SYT9|143425	789.3484	SYT9|143425	29.2198
SYTL1|84958	428.3785	SYTL1|84958	134.5975
SYTL2|54843	3372.998	SYTL2|54843	807.2739
SYTL3|94120	93.1369	SYTL3|94120	160.08700000000002
SYTL4|94121	924.9373	SYTL4|94121	1072.4277
SYTL5|94122	607.7057	SYTL5|94122	61.2372
SYVN1|84447	1911.6228	SYVN1|84447	1515.6979
TAB1|10454	349.3459	TAB1|10454	513.4908
TAB2|23118	2183.5724	TAB2|23118	2882.1884
TAB3|257397	1456.4868	TAB3|257397	848.6167
removed	removed	TAC1|6863	7.4604
TACC1|6867	883.7718	TACC1|6867	13135.2191
TACC2|10579	765.1637	TACC2|10579	1700.9636
TACC3|10460	371.2613	TACC3|10460	178.4271
TACO1|51204	372.0332	TACO1|51204	332.9189
TACR1|6869	14.9225	TACR1|6869	764.0659
TACR2|6865	5.1457	TACR2|6865	20.516
TACSTD2|4070	6753.7145	TACSTD2|4070	2050.6683
TADA1|117143	600.759	TADA1|117143	262.9779
TADA2A|6871	206.5993	TADA2A|6871	180.9139
TADA2B|93624	1172.9594	TADA2B|93624	788.3121
TADA3|10474	1345.6204	TADA3|10474	1375.1539
TAF10|6881	742.0081	TAF10|6881	566.677
TAF11|6882	475.2042	TAF11|6882	427.4168
TAF12|6883	661.4781	TAF12|6883	467.8272
TAF13|6884	203.7692	TAF13|6884	191.1719
TAF15|8148	1551.1674	TAF15|8148	2480.572
TAF1A|9015	115.2634	TAF1A|9015	83.6183
TAF1B|9014	340.6445	TAF1B|9014	224.7435
TAF1C|9013	386.4411	TAF1C|9013	484.9238
TAF1D|79101	476.1202	TAF1D|79101	607.6749
TAF1L|138474	33.1897	TAF1L|138474	36.6801
TAF1|6872	1649.7073	TAF1|6872	1723.0339
TAF2|6873	852.8977	TAF2|6873	734.8461
TAF3|83860	270.4059	TAF3|83860	262.9779
TAF4B|6875	54.5443	TAF4B|6875	197.6997
TAF4|6874	442.5291	TAF4|6874	345.042
TAF5L|27097	783.9455	TAF5L|27097	568.2313
TAF5|6877	125.5548	TAF5|6877	125.5828
TAF6L|10629	174.9534	TAF6L|10629	189.9285
TAF6|6878	943.2045	TAF6|6878	746.3475
TAF7|6879	1777.5777	TAF7|6879	2743.8607
TAF8|129685	547.5011	TAF8|129685	686.3537
TAF9B|51616	1683.1543	TAF9B|51616	807.2739
TAF9|6880	1633.4984	TAF9|6880	1131.1781
TAGAP|117289	117.8362	TAGAP|117289	158.8436
TAGLN2|8407	11484.4021	TAGLN2|8407	8415.2938
TAGLN|6876	3547.6941	TAGLN|6876	11126.2481
TAL1|6886	77.1853	TAL1|6886	347.2179
TALDO1|6888	2309.6417	TALDO1|6888	3313.3354
TANC1|85461	929.5684	TANC1|85461	1333.2297
TANC2|26115	1947.1281	TANC2|26115	710.5999
TANK|10010	811.7322	TANK|10010	1508.8592
TAOK1|57551	450.5049	TAOK1|57551	1009.3255
TAOK2|9344	1310.3493	TAOK2|9344	1534.9705
TAOK3|51347	992.8604	TAOK3|51347	1141.747
TAP1|6890	2146.5234	TAP1|6890	1007.7712
TAP2|6891	874.1519	TAP2|6891	1034.7871
TAPBPL|55080	497.4104	TAPBPL|55080	661.806
TAPBP|6892	6553.5473	TAPBP|6892	2178.738
TAPT1|202018	1307.2619	TAPT1|202018	856.6988
TARBP1|6894	1892.0692	TARBP1|6894	614.8586
TARBP2|6895	338.3289	TARBP2|6895	224.1219
TARDBP|23435	3754.0361	TARDBP|23435	3228.4737
TARP|445347	13.6361	TARP|445347	10.8797
TARS2|80222	1218.756	TARS2|80222	454.1498
TARSL2|123283	236.187	TARSL2|123283	401.9273
TARS|6897	2795.1373	TARS|6897	1457.5692
TAS2R14|50840	10.6258	TAS2R14|50840	8.4147
TAS2R20|259295	23.9274	TAS2R20|259295	13.9882
TAS2R5|54429	10.8059	TAS2R5|54429	9.6363
TASP1|55617	157.7153	TASP1|55617	210.1337
TATDN1|83940	343.2173	TATDN1|83940	428.3494
TATDN2|9797	1426.1272	TATDN2|9797	1196.7672
TATDN3|128387	445.8738	TATDN3|128387	380.4787
TAT|6898	385.9265	TAT|6898	127.1371
TAX1BP1|8887	3992.796	TAX1BP1|8887	3317.6873
TAX1BP3|30851	1979.6334	TAX1BP3|30851	2011.9552
TAZ|6901	374.606	TAZ|6901	389.4933
TBC1D10A|83874	232.8295	TBC1D10A|83874	406.6491
TBC1D10B|26000	1181.4498	TBC1D10B|26000	830.8984
TBC1D10C|374403	21.6119	TBC1D10C|374403	44.7622
TBC1D12|23232	509.423	TBC1D12|23232	625.4274
TBC1D13|54662	1059.7543	TBC1D13|54662	1316.7547
TBC1D14|57533	1577.1531	TBC1D14|57533	2030.1523
TBC1D15|64786	1006.4964	TBC1D15|64786	1554.2431
TBC1D16|125058	450.5049	TBC1D16|125058	1352.1915
TBC1D17|79735	1115.3251	TBC1D17|79735	1061.8744
TBC1D19|55296	179.0699	TBC1D19|55296	131.489
TBC1D1|23216	985.9137	TBC1D1|23216	1169.4125
TBC1D20|128637	1484.2735	TBC1D20|128637	1703.4504
TBC1D22A|25771	215.347	TBC1D22A|25771	352.5023
TBC1D22B|55633	457.624	TBC1D22B|55633	327.5847
TBC1D23|55773	891.7476	TBC1D23|55773	1117.1899
TBC1D24|57465	340.3872	TBC1D24|57465	272.9251
TBC1D25|4943	483.18	TBC1D25|4943	470.6248
TBC1D2B|23102	962.5008	TBC1D2B|23102	3968.2934
TBC1D2|55357	498.8744	TBC1D2|55357	308.3618
TBC1D3B|414059	84.6466	TBC1D3B|414059	47.248999999999995
removed	removed	TBC1D3C|414060	22.3811
TBC1D3G|654341	69.9813	removed	removed
TBC1D3H|729877	7.204	removed	removed
TBC1D3|729873	295.6017	TBC1D3|729873	183.5934
TBC1D4|9882	1005.21	TBC1D4|9882	2374.2617
TBC1D5|9779	1866.0835	TBC1D5|9779	2151.0724
TBC1D7|51256	140.7345	TBC1D7|51256	174.6099
TBC1D8B|54885	489.6121	TBC1D8B|54885	318.309
TBC1D8|11138	1361.5489	TBC1D8|11138	729.8726
TBC1D9B|23061	4025.2139	TBC1D9B|23061	5456.3258
TBC1D9|23158	12115.5207	TBC1D9|23158	3327.9453
TBCA|6902	2208.2717	TBCA|6902	1023.6245
TBCB|1155	759.2384	TBCB|1155	620.6994
TBCCD1|55171	330.6104	TBCCD1|55171	253.6525
TBCC|6903	482.9228	TBCC|6903	378.3028
TBCD|6904	1303.1556	TBCD|6904	1244.4358
TBCEL|219899	488.583	TBCEL|219899	442.0267
TBCE|6905	652.414	TBCE|6905	376.82
TBCK|93627	1051.92	TBCK|93627	918.8126
TBK1|29110	938.8306	TBK1|29110	716.5061
TBKBP1|9755	94.6806	TBKBP1|9755	326.7019
TBL1XR1|79718	3767.4149	TBL1XR1|79718	3320.1741
TBL1X|6907	730.173	TBL1X|6907	908.6105
TBL2|26608	927.2528	TBL2|26608	658.0665
TBL3|10607	691.3231	TBL3|10607	399.4405
TBPL1|9519	176.7544	TBPL1|9519	276.9661
TBP|6908	301.28	TBP|6908	256.76099999999997
TBRG1|84897	793.1537	TBRG1|84897	1178.4271
TBRG4|9238	596.3852	TBRG4|9238	547.0936
TBX15|6913	134.3024	TBX15|6913	1129.313
TBX18|9096	73.8406	TBX18|9096	283.1831
TBX19|9095	35.5052	TBX19|9095	60.3046
TBX1|6899	13.3788	TBX1|6899	20.516
removed	removed	TBX21|30009	28.2872
TBX2|6909	153.5988	TBX2|6909	161.6413
TBX3|6926	573.4868	TBX3|6926	1068.0758
removed	removed	TBX4|9496	16.7858
TBX5|6910	50.685	TBX5|6910	193.037
TBX6|6911	51.4569	TBX6|6911	24.8679
TBXA2R|6915	53.2579	TBXA2R|6915	42.5863
TBXAS1|6916	171.0941	TBXAS1|6916	279.1421
TC2N|123036	4238.5026	TC2N|123036	1941.5605
TCEA1|6917	1761.8833	TCEA1|6917	1596.8293
TCEA2|6919	245.9639	TCEA2|6919	235.9341
TCEA3|6920	1963.0797	TCEA3|6920	471.2465
TCEAL1|9338	2141.635	TCEAL1|9338	449.4871
TCEAL2|140597	6.4321	TCEAL2|140597	42.5863
TCEAL3|85012	1082.6526	TCEAL3|85012	338.5141
TCEAL4|79921	8608.7348	TCEAL4|79921	2113.7706
TCEAL5|340543	11.5778	TCEAL5|340543	22.3811
TCEAL6|158931	41.4228	TCEAL6|158931	18.3401
TCEAL7|56849	17.2381	TCEAL7|56849	84.5508
TCEAL8|90843	1121.7598	TCEAL8|90843	926.6397
TCEANC|170082	102.1419	TCEANC|170082	91.3895
TCEB1|6921	555.2197	TCEB1|6921	506.9941
TCEB2|6923	1789.9273	TCEB2|6923	1014.9207
TCEB3|6924	1714.0387	TCEB3|6924	1783.009
TCERG1|10915	1086.5119	TCERG1|10915	835.8719
TCF12|6938	2379.6231	TCF12|6938	2120.3761
removed	removed	TCF15|6939	83.9291
TCF19|6941	377.6934	TCF19|6941	219.4591
TCF20|6942	1116.6141	TCF20|6942	956.7919999999999
removed	removed	TCF21|6943	15.2316
TCF25|22980	1185.8236	TCF25|22980	1872.5521
TCF3|6929	852.1258	TCF3|6929	609.885
TCF4|6925	1484.5308	TCF4|6925	4217.9049
TCF7L1|83439	1715.0576	TCF7L1|83439	1129.0022
TCF7L2|6934	710.6194	TCF7L2|6934	1565.4336
TCF7|6932	103.9429	TCF7|6932	287.8458
TCFL5|10732	434.8106	TCFL5|10732	536.2139
TCHH|7062	5.9175	removed	removed
TCHP|84260	342.2036	TCHP|84260	347.5381
TCIRG1|10312	1103.4926	TCIRG1|10312	656.8231
TCN1|6947	43.7383	TCN1|6947	545.8502
TCN2|6948	363.8001	TCN2|6948	1445.1352
TCOF1|6949	825.8828	TCOF1|6949	835.8719
TCP10L|140290	44.0625	TCP10L|140290	10.6776
TCP11L1|55346	172.6378	TCP11L1|55346	256.2729
TCP11L2|255394	212.2596	TCP11L2|255394	327.9453
removed	removed	TCP11|6954	6.2170000000000005
TCP1|6950	3573.8522	TCP1|6950	3804.2027
TCTA|6988	1673.3775	TCTA|6988	1110.6621
TCTE3|6991	68.6949	TCTE3|6991	36.3693
TCTEX1D1|200132	9.5195	TCTEX1D1|200132	17.7184
TCTEX1D2|255758	172.3805	TCTEX1D2|255758	63.4131
TCTN1|79600	1033.2463	TCTN1|79600	581.5667
TCTN2|79867	625.9729	TCTN2|79867	362.1386
TCTN3|26123	1494.5649	TCTN3|26123	1140.8144
removed	removed	TDGF1|6997	20.2052
TDG|6996	398.5335	TDG|6996	325.1477
TDO2|6999	40.6509	removed	removed
TDP1|55775	474.9469	TDP1|55775	274.7902
TDP2|51567	790.3776	TDP2|51567	912.0298
TDRD10|126668	6.6894	TDRD10|126668	79.2664
TDRD1|56165	5.9175	removed	removed
TDRD3|81550	368.9458	TDRD3|81550	535.5922
TDRD5|163589	236.187	TDRD5|163589	34.815
removed	removed	TDRD6|221400	36.0584
TDRD7|23424	895.8642	TDRD7|23424	598.6944
removed	removed	TDRD9|122402	24.2462
TDRKH|11022	562.4236	TDRKH|11022	207.6469
TEAD1|7003	1308.2910000000002	TEAD1|7003	5725.2098
TEAD2|8463	234.3861	TEAD2|8463	840.2238
TEAD3|7005	680.2599	TEAD3|7005	596.2076
TEAD4|7004	203.5119	TEAD4|7004	116.8791
TECPR1|25851	113.7197	TECPR1|25851	299.6581
TECPR2|9895	824.3391	TECPR2|9895	832.7634
TECR|9524	2702.515	TECR|9524	1507.3049
TECTA|7007	37.8208	TECTA|7007	17.7184
TEC|7006	18.7818	TEC|7006	56.8853
TEF|7008	489.6121	TEF|7008	1246.503
TEKT2|27285	12.3496	removed	removed
TEKT3|64518	30.8741	TEKT3|64518	12.4339
TEK|7010	359.16900000000004	TEK|7010	1841.4672
TELO2|9894	402.1355	TELO2|9894	313.6463
TENC1|23371	1891.8119	TENC1|23371	7414.6721
TEP1|7011	1057.6960000000001	TEP1|7011	880.6341
TERF1|7013	541.5836	TERF1|7013	538.0790000000001
TERF2IP|54386	1132.5658	TERF2IP|54386	1838.9804
TERF2|7014	637.2934	TERF2|7014	615.7911
TESC|54997	5.403	TESC|54997	44.7622
TESK1|7016	698.2698	TESK1|7016	1438.6074
TESK2|10420	190.6477	TESK2|10420	146.4097
TES|26136	598.163	TES|26136	1188.8312
TET1|80312	65.8648	TET1|80312	75.8471
TET2|54790	924.4227	TET2|54790	759.0923
TET3|200424	675.1142	TET3|200424	370.8424
TEX10|54881	427.6066	TEX10|54881	330.1212
TEX14|56155	376.9216	TEX14|56155	13.9882
TEX261|113419	2571.5572	TEX261|113419	3552.9997
TEX264|51368	1165.2409	TEX264|51368	727.3858
TEX2|55852	2320.705	TEX2|55852	2034.815
TEX9|374618	209.94400000000002	TEX9|374618	55.3311
TFAM|7019	627.7738	TFAM|7019	462.5427
TFAP2A|7020	2406.8952	TFAP2A|7020	424.3084
TFAP2B|7021	1802.7915	TFAP2B|7021	232.2039
TFAP2C|7022	782.1445	TFAP2C|7022	426.4843
