gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
SLC37A1|54020	662.4145	SLC37A1|54020	361.7194
SLC37A2|219855	262.5536	SLC37A2|219855	81.5085
SLC37A3|84255	638.2929	SLC37A3|84255	984.5904
SLC37A4|2542	516.2936	SLC37A4|2542	474.04699999999997
SLC38A10|124565	3312.5362	SLC38A10|124565	1308.1914
SLC38A11|151258	6.4943	lowly_expressed	lowly_expressed
SLC38A1|81539	3458.1932	SLC38A1|81539	4908.3536
SLC38A2|54407	2956.2797	SLC38A2|54407	4040.5515
SLC38A3|10991	10.2053	SLC38A3|10991	128.5483
SLC38A4|55089	37.1101	SLC38A4|55089	13.382
SLC38A5|92745	400.7886	SLC38A5|92745	30.0081
SLC38A6|145389	172.5618	SLC38A6|145389	131.3869
SLC38A7|55238	168.8507	SLC38A7|55238	174.77700000000002
SLC38A9|153129	183.2309	SLC38A9|153129	195.0527
SLC39A10|57181	602.1106	SLC39A10|57181	894.1606
SLC39A11|201266	1700.5682	SLC39A11|201266	699.1079
lowly_expressed	lowly_expressed	SLC39A12|221074	10.5434
SLC39A13|91252	1243.6507	SLC39A13|91252	635.0365
SLC39A14|23516	1186.1301	SLC39A14|23516	1515.0041
SLC39A1|27173	3272.1791	SLC39A1|27173	1931.0624
SLC39A2|29986	17.1634	SLC39A2|29986	14.5985
SLC39A3|29985	756.5812	SLC39A3|29985	217.356
SLC39A4|55630	553.8676	SLC39A4|55630	181.6707
SLC39A6|25800	18960.4546	SLC39A6|25800	7904.2985
SLC39A7|7922	5133.7122	SLC39A7|7922	1769.2620000000002
SLC39A8|64116	684.2166	SLC39A8|64116	1194.2417
SLC39A9|55334	3511.075	SLC39A9|55334	2496.7559
lowly_expressed	lowly_expressed	SLC3A1|6519	5.6772
SLC3A2|6520	4096.95	SLC3A2|6520	3234.3877
SLC40A1|30061	5321.5818	SLC40A1|30061	2095.7015
SLC41A1|254428	437.4348	SLC41A1|254428	751.0138
SLC41A2|84102	285.7474	SLC41A2|84102	92.4574
SLC41A3|54946	892.4968	SLC41A3|54946	1341.8491
SLC43A1|8501	264.873	SLC43A1|8501	172.7494
SLC43A2|124935	727.8209	SLC43A2|124935	520.2758
SLC43A3|29015	741.7372	SLC43A3|29015	1589.3917
SLC44A1|23446	3376.5511	SLC44A1|23446	2378.3455
SLC44A2|57153	4735.2429999999995	SLC44A2|57153	4783.0495
SLC44A3|126969	141.4821	SLC44A3|126969	334.9554
SLC44A4|80736	3696.1614	SLC44A4|80736	173.5604
SLC44A5|204962	7.422000000000001	SLC44A5|204962	91.6464
SLC45A1|50651	29.2242	SLC45A1|50651	17.0316
SLC45A3|85414	92.3113	SLC45A3|85414	204.7851
SLC45A4|57210	204.5692	SLC45A4|57210	416.0584
SLC46A1|113235	600.5427	SLC46A1|113235	1566.6788
SLC46A2|57864	6.4943	SLC46A2|57864	13.7875
SLC46A3|283537	621.1295	SLC46A3|283537	439.5783
SLC47A1|55244	33.8629	SLC47A1|55244	162.6115
lowly_expressed	lowly_expressed	SLC47A2|146802	21.4923
SLC48A1|55652	868.3753	SLC48A1|55652	922.5466
SLC4A11|83959	68.1897	SLC4A11|83959	379.9676
SLC4A1AP|22950	712.9769	SLC4A1AP|22950	720.6002
SLC4A2|6522	1884.8892	SLC4A2|6522	1225.7097
SLC4A3|6508	226.8352	SLC4A3|6508	460.665
lowly_expressed	lowly_expressed	SLC4A4|8671	31.6302
SLC4A5|57835	271.8822	SLC4A5|57835	231.5815
SLC4A7|9497	872.5502	SLC4A7|9497	1605.0284
SLC4A8|9498	43.6043	SLC4A8|9498	111.5166
SLC5A1|6523	17.6273	SLC5A1|6523	4778.9943
SLC5A3|6526	798.998	SLC5A3|6526	956.3706
lowly_expressed	lowly_expressed	SLC5A5|6528	6.8938
SLC5A6|8884	1301.0971	SLC5A6|8884	2210.1298
SLC5A8|160728	5.1026	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC5A9|200010	30.4136
lowly_expressed	lowly_expressed	SLC6A10P|386757	12.9765
lowly_expressed	lowly_expressed	SLC6A11|6538	35.2798
SLC6A12|6539	21.3383	SLC6A12|6539	12.1655
lowly_expressed	lowly_expressed	SLC6A14|11254	1467.1533
lowly_expressed	lowly_expressed	SLC6A15|55117	35.2798
SLC6A16|28968	17.1634	SLC6A16|28968	49.4728
SLC6A17|388662	17.1634	SLC6A17|388662	25.1419
SLC6A1|6529	60.3038	SLC6A1|6529	16.2206
SLC6A20|54716	34.7907	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC6A2|6530	21.4923
SLC6A6|6533	1324.8289	SLC6A6|6533	935.5231
SLC6A8|6535	1142.0619	SLC6A8|6535	734.3877
SLC6A9|6536	164.4347	SLC6A9|6536	126.2409
SLC7A11|23657	22.266	SLC7A11|23657	41.3625
lowly_expressed	lowly_expressed	SLC7A14|57709	25.953000000000003
SLC7A1|6541	915.2267	SLC7A1|6541	1549.0673
SLC7A2|6542	9932.0422	SLC7A2|6542	1368.6131
SLC7A3|84889	5.1026	SLC7A3|84889	137.0641
SLC7A4|6545	67.7258	SLC7A4|6545	13.382
SLC7A5|8140	1135.5677	SLC7A5|8140	577.8589
SLC7A6OS|84138	124.3187	SLC7A6OS|84138	161.322
SLC7A6|9057	605.3578	SLC7A6|9057	702.425
SLC7A7|9056	389.1917	SLC7A7|9056	117.1938
SLC7A8|23428	5377.2469	SLC7A8|23428	784.6715
SLC7A9|11136	5.1026	SLC7A9|11136	10.1379
SLC8A1|6546	179.5199	SLC8A1|6546	841.4436
SLC8A2|6543	17.1634	SLC8A2|6543	6.4882
SLC8A3|6547	6.4943	lowly_expressed	lowly_expressed
SLC9A1|6548	1798.4460000000001	lowly_expressed	lowly_expressed
SLC9A2|6549	45.9237	SLC9A2|6549	17.8427
SLC9A3R1|9368	13713.5568	SLC9A3R1|9368	2040.957
SLC9A3R2|9351	2907.5728	SLC9A3R2|9351	872.2628
SLC9A5|6553	22.266	SLC9A5|6553	27.1695
SLC9A6|10479	220.3409	SLC9A6|10479	388.0779
SLC9A7|84679	27.8325	SLC9A7|84679	199.9189
SLC9A8|23315	249.5651	SLC9A8|23315	701.1354
SLC9A9|285195	105.7637	SLC9A9|285195	76.2368
lowly_expressed	lowly_expressed	SLCO1A2|6579	647.2019
SLCO1C1|53919	10.2053	lowly_expressed	lowly_expressed
SLCO2A1|6578	1257.1031	SLCO2A1|6578	531.6302
SLCO2B1|11309	599.3274	SLCO2B1|11309	639.9027
SLCO3A1|28232	493.5637	SLCO3A1|28232	580.6975
SLCO4A1|28231	20.8744	SLCO4A1|28231	40.442
lowly_expressed	lowly_expressed	SLCO4C1|353189	31.2247
SLCO5A1|81796	9.2775	lowly_expressed	lowly_expressed
SLFN11|91607	552.0121	SLFN11|91607	400.6488
SLFN12L|342615	18.0912	SLFN12L|342615	41.3625
SLFN12|55106	177.2005	SLFN12|55106	177.2101
SLFN13|146857	270.9034	SLFN13|146857	855.6367
lowly_expressed	lowly_expressed	SLFN14|342618	6.4882
SLFN5|162394	847.9647	SLFN5|162394	800.8921
lowly_expressed	lowly_expressed	SLFNL1|200172	7.2993
SLIT1|6585	10.6691	SLIT1|6585	32.8467
SLIT2|9353	199.9304	SLIT2|9353	363.74699999999996
SLIT3|6586	981.5609	SLIT3|6586	427.4128
SLITRK4|139065	70.5091	SLITRK4|139065	49.4728
lowly_expressed	lowly_expressed	SLITRK5|26050	62.0438
SLITRK6|84189	8.8136	SLITRK6|84189	158.9619
SLK|9748	1361.9389999999999	SLK|9748	2984.1849
SLMAP|7871	499.5941	SLMAP|7871	2393.3496
SLMO1|10650	44.5321	SLMO1|10650	61.6383
SLMO2|51012	1233.4454	SLMO2|51012	1411.1922
SLPI|6590	844.7176	SLPI|6590	2253.0414
SLTM|79811	2059.1441	lowly_expressed	lowly_expressed
SLU7|10569	1280.7608	SLU7|10569	1609.8946
SMAD1|4086	817.8128	SMAD1|4086	772.1006
SMAD2|4087	2264.6411	SMAD2|4087	2466.7478
SMAD3|4088	889.7136	SMAD3|4088	1640.7137
SMAD4|4089	1160.617	SMAD4|4089	2995.3122
SMAD5OS|9597	5.5665	SMAD5OS|9597	6.0827
SMAD5|4090	1107.7351	SMAD5|4090	2349.9594
SMAD6|4091	83.4976	SMAD6|4091	46.6342
SMAD7|4092	995.4772	SMAD7|4092	645.1744
SMAD9|4093	10.2053	SMAD9|4093	106.2449
SMAGP|57228	89.0641	SMAGP|57228	248.5807
SMAP1|60682	538.9818	SMAP1|60682	623.2928
SMAP2|64744	1053.4617	SMAP2|64744	729.5215
SMARCA1|6594	622.5212	SMARCA1|6594	1926.1963
SMARCA2|6595	2257.2191	SMARCA2|6595	6782.2384
SMARCA4|6597	3208.6281	SMARCA4|6597	2611.5166
SMARCA5|8467	1609.1847	SMARCA5|8467	2868.5118
SMARCAD1|56916	653.137	SMARCAD1|56916	1572.5872
SMARCAL1|50485	776.064	SMARCAL1|50485	723.8443
SMARCB1|6598	1605.9376	SMARCB1|6598	1321.5734
SMARCC1|6599	1739.9977	SMARCC1|6599	4441.2003
SMARCC2|6601	2881.5957	SMARCC2|6601	3311.4355
SMARCD1|6602	1668.5608	SMARCD1|6602	1535.2798
SMARCD2|6603	3008.2338	SMARCD2|6603	3274.9392
SMARCD3|6604	300.1276	SMARCD3|6604	976.0746
SMARCE1|6605	4876.725	SMARCE1|6605	3019.4647
SMC1A|8243	2510.0313	SMC1A|8243	2793.9984
lowly_expressed	lowly_expressed	SMC1B|27127	21.4923
SMC2|10592	461.0924	SMC2|10592	739.2539
SMC3|9126	1432.4481	SMC3|9126	2640.3082
SMC4|10051	837.2956	SMC4|10051	1007.2993
SMC5|23137	571.031	SMC5|23137	2066.0989
SMC6|79677	679.5779	SMC6|79677	639.0916
SMCHD1|23347	804.8243	SMCHD1|23347	2252.2303
SMCR7L|54471	567.32	SMCR7L|54471	1166.2612
SMCR7|125170	270.4395	SMCR7|125170	428.6294
SMCR8|140775	357.3234	SMCR8|140775	1499.2539
SMEK1|55671	1658.8194	SMEK1|55671	2291.9708
SMEK2|57223	2031.3116	SMEK2|57223	2414.8418
SMG1|23049	1366.5778	SMG1|23049	4708.0292
SMG5|23381	1535.4285	SMG5|23381	1570.9651
SMG6|23293	943.5231	SMG6|23293	1624.0876
SMG7|9887	2216.3979999999997	SMG7|9887	2116.7883
SMN2|6607	1835.9411	SMN2|6607	1687.4371
SMNDC1|10285	600.719	SMNDC1|10285	737.2263
SMOC1|64093	25.976999999999997	SMOC1|64093	409.1646
SMOC2|64094	2242.375	SMOC2|64094	1194.6472
SMOX|54498	150.2957	SMOX|54498	204.7851
SMO|6608	410.0661	SMO|6608	768.8564
SMPD1|6609	752.4064	SMPD1|6609	436.7397
SMPD2|6610	213.8467	SMPD2|6610	189.3755
SMPD3|55512	265.8008	SMPD3|55512	126.5207
SMPD4|55627	2170.4743	SMPD4|55627	1805.7583
SMPDL3A|10924	207.8163	SMPDL3A|10924	273.7226
SMPDL3B|27293	607.6771	SMPDL3B|27293	268.8564
lowly_expressed	lowly_expressed	SMR3B|10879	42.1736
SMS|6611	2205.7289	SMS|6611	977.2912
lowly_expressed	lowly_expressed	SMTNL1|219537	6.8938
lowly_expressed	lowly_expressed	SMTNL2|342527	5.6772
SMTN|6525	630.8709	SMTN|6525	1238.0373
SMU1|55234	1714.0206	SMU1|55234	1944.85
SMUG1|23583	1081.2942	SMUG1|23583	398.6212
SMURF1|57154	611.351	SMURF1|57154	824.6269
SMURF2|64750	292.7056	SMURF2|64750	887.2668
SMYD1|150572	27.8325	SMYD1|150572	1903.4874
SMYD2|56950	494.9554	SMYD2|56950	693.0251
SMYD3|64754	553.4037	SMYD3|64754	179.2376
SMYD4|114826	159.5732	SMYD4|114826	615.5718
SMYD5|10322	709.7298	SMYD5|10322	841.4436
SNAI1|6615	131.7407	SNAI1|6615	20.2758
SNAI2|6591	1040.4732	SNAI2|6591	3528.3861
SNAI3|333929	38.0378	SNAI3|333929	14.5985
SNAP23|8773	1924.6202	SNAP23|8773	1260.7461
SNAP25|6616	14.844000000000001	SNAP25|6616	44.2011
SNAP29|9342	1212.1072	SNAP29|9342	954.9878
SNAP47|116841	630.0916	SNAP47|116841	670.6002
SNAPC1|6617	209.2079	SNAPC1|6617	344.6878
SNAPC2|6618	901.7743	SNAPC2|6618	233.5766
SNAPC3|6619	428.1573	SNAPC3|6619	545.0122
SNAPC4|6621	231.9378	SNAPC4|6621	510.9489
SNAPC5|10302	105.4529	SNAPC5|10302	86.8938
SNAPIN|23557	696.2774	SNAPIN|23557	370.6407
SNCAIP|9627	77.0034	SNCAIP|9627	98.5401
SNCA|6622	32.9352	SNCA|6622	104.2174
SNCG|6623	143.8015	SNCG|6623	452.5547
SND1|27044	4430.0128	SND1|27044	4963.5036
SNED1|25992	459.2369	SNED1|25992	385.2393
SNF8|11267	1499.7101	SNF8|11267	500.0
SNHG10|283596	38.5017	SNHG10|283596	92.8629
SNHG11|128439	217.8267	SNHG11|128439	176.7153
SNHG12|85028	115.0412	SNHG12|85028	330.2352
SNHG1|23642	495.0481	SNHG1|23642	1568.2847
SNHG3-RCC1|751867	92.4133	SNHG3-RCC1|751867	250.4745
SNHG3|8420	33.399	SNHG3|8420	24.3309
lowly_expressed	lowly_expressed	SNHG4|724102	59.2498
SNHG5|387066	1861.997	SNHG5|387066	2807.7859
SNHG6|641638	1418.9957	SNHG6|641638	791.9708
SNHG7|84973	220.0626	SNHG7|84973	375.0203
SNHG8|100093630	594.2247	SNHG8|100093630	1517.0316
SNHG9|735301	39.8933	SNHG9|735301	25.1419
SNIP1|79753	392.9027	SNIP1|79753	389.6999
SNN|8303	1429.6648	SNN|8303	818.3293
lowly_expressed	lowly_expressed	SNORA39|677821	6.5775
SNORA7B|677797	6.5685	lowly_expressed	lowly_expressed
SNORA8|654320	139.0978	SNORA8|654320	342.7818
lowly_expressed	lowly_expressed	SNORD116-20|100033431	29.1971
SNORD116-28|100033820	7.7374	SNORD116-28|100033820	92.9886
lowly_expressed	lowly_expressed	SNORD116-4|100033416	80.1865
SNORD17|692086	16.2356	lowly_expressed	lowly_expressed
SNORD1C|677850	14.1528	SNORD1C|677850	32.3723
SNPH|9751	654.9925	SNPH|9751	144.7689
SNRK|54861	1123.9708	SNRK|54861	1692.6196
SNRNP200|23020	2930.3027	SNRNP200|23020	9065.6934
SNRNP25|79622	1201.9019	SNRNP25|79622	185.3204
SNRNP27|11017	841.4705	SNRNP27|11017	519.0592
SNRNP35|11066	980.3409	SNRNP35|11066	321.764
SNRNP40|9410	857.7061	SNRNP40|9410	679.6431
SNRNP48|154007	575.2058	SNRNP48|154007	699.9189
SNRNP70|6625	2752.6383	SNRNP70|6625	4127.3317
SNRPA1|6627	505.6245	SNRPA1|6627	332.5223
SNRPA|6626	1519.6567	SNRPA|6626	1274.9392
SNRPB2|6629	1642.1199	SNRPB2|6629	846.3098
SNRPB|6628	4262.5536	SNRPB|6628	1637.0641
SNRPC|6631	1589.2381	SNRPC|6631	759.5296
SNRPD1|6632	1040.937	SNRPD1|6632	603.0008
SNRPD2|6633	4329.3517	SNRPD2|6633	2542.5791
SNRPD3|6634	2420.8466	SNRPD3|6634	1484.6229
SNRPE|6635	1000.1160000000001	SNRPE|6635	701.1354
SNRPF|6636	1776.18	SNRPF|6636	572.5872
SNRPG|6637	1214.4265	SNRPG|6637	291.1598
SNRPN|6638	2690.9846	SNRPN|6638	1597.7129
SNTA1|6640	516.7575	SNTA1|6640	264.8013
SNTB1|6641	302.4469	SNTB1|6641	861.7194
SNTB2|6645	1065.0586	SNTB2|6645	1337.3885
lowly_expressed	lowly_expressed	SNTG2|54221	7.2993
SNUPN|10073	425.8379	SNUPN|10073	521.0868
SNURF|8926	92.2695	SNURF|8926	86.2449
SNW1|22938	1959.8748	SNW1|22938	1890.1054
SNX10|29887	829.4097	SNX10|29887	128.5483
SNX11|29916	760.2922	SNX11|29916	409.1646
SNX12|29934	141.0182	SNX12|29934	274.1281
SNX13|23161	577.9891	SNX13|23161	1306.1638
SNX14|57231	1185.2024	SNX14|57231	964.3147
SNX15|29907	626.2322	SNX15|29907	450.5272
SNX16|64089	159.5732	SNX16|64089	246.5531
SNX17|9784	2315.6674	SNX17|9784	1947.283
SNX18|112574	783.0222	SNX18|112574	1912.4088
SNX19|399979	1946.4224	SNX19|399979	1680.0487
SNX1|6642	2777.2237	SNX1|6642	4403.8929
SNX20|124460	57.5948	SNX20|124460	23.9457
SNX21|90203	382.9618	SNX21|90203	471.9789
SNX22|79856	327.0834	SNX22|79856	114.6999
SNX24|28966	233.7933	SNX24|28966	92.8629
SNX25|83891	1108.6629	SNX25|83891	358.0697
SNX27|81609	855.5584	SNX27|81609	955.2474
SNX29|92017	478.2558	SNX29|92017	714.5174
SNX2|6643	1252.0005	SNX2|6643	1463.0981
SNX30|401548	361.3592	SNX30|401548	976.0746
lowly_expressed	lowly_expressed	SNX32|254122	23.9254
SNX33|257364	1271.0194	SNX33|257364	1066.91
SNX3|8724	2166.7633	SNX3|8724	2423.3577
SNX4|8723	944.9148	SNX4|8723	1090.8354
SNX5|27131	1470.9498	SNX5|27131	1847.5264
SNX6|58533	1068.3057	SNX6|58533	1266.4234
SNX7|51375	420.2714	SNX7|51375	586.7802
SNX8|29886	492.63599999999997	SNX8|29886	228.7105
SNX9|51429	1877.3049	SNX9|51429	1682.0762
SOAT1|6646	322.8575	SOAT1|6646	332.5223
SOAT2|8435	5.5665	lowly_expressed	lowly_expressed
SOBP|55084	106.6914	SOBP|55084	311.03
SOCS1|8651	149.8318	SOCS1|8651	27.575
SOCS2|8835	243.0709	SOCS2|8835	827.6561
SOCS3|9021	1947.3501	SOCS3|9021	113.5442
SOCS4|122809	431.8683	SOCS4|122809	542.9846
SOCS5|9655	651.2815	SOCS5|9655	1423.3577
SOCS6|9306	727.3571	SOCS6|9306	1624.8986
SOCS7|30837	22.7299	SOCS7|30837	126.5207
SOD1|6647	8321.9297	SOD1|6647	2321.9789
SOD2|6648	1621.7094	SOD2|6648	3989.8621
SOD3|6649	211.5273	SOD3|6649	261.9627
SOHLH2|54937	15.7718	SOHLH2|54937	46.4882
SOLH|6650	667.0532	SOLH|6650	402.2709
SON|6651	3834.3964	SON|6651	10445.2555
SORBS1|10580	1007.538	SORBS1|10580	3068.1265
SORBS2|8470	1898.6432	SORBS2|8470	2320.3569
SORBS3|10174	4439.2903	SORBS3|10174	2034.8743
SORCS1|114815	18.0912	SORCS1|114815	18.6537
SORCS2|57537	591.9054	SORCS2|57537	120.0324
SORCS3|22986	8.3498	lowly_expressed	lowly_expressed
SORD|6652	1039.0815	SORD|6652	356.8532
SORL1|6653	632.2626	SORL1|6653	3553.1225
SORT1|6272	2718.3115	SORT1|6272	1827.2506
SOS1|6654	760.2922	SOS1|6654	2205.1906
SOS2|6655	684.2166	SOS2|6655	1819.5458
SOSTDC1|25928	19.4828	SOSTDC1|25928	770.8839999999999
SOX10|6663	68.6536	SOX10|6663	4457.0154
SOX11|6664	105.2998	SOX11|6664	36.0908
SOX12|6666	1240.4036	SOX12|6666	406.32599999999996
SOX13|9580	756.5812	SOX13|9580	1369.4242
SOX15|6665	7.8859	lowly_expressed	lowly_expressed
SOX17|64321	109.0108	SOX17|64321	156.5288
SOX18|54345	196.6833	SOX18|54345	45.4177
SOX2OT|347689	8.3498	lowly_expressed	lowly_expressed
SOX3|6658	100.1971	lowly_expressed	lowly_expressed
SOX4|6659	6321.6978	SOX4|6659	2918.897
SOX5|6660	12.5246	SOX5|6660	68.1265
SOX6|55553	17.1634	SOX6|55553	87.1857
SOX7|83595	174.8811	SOX7|83595	284.4972
SOX8|30812	14.3801	SOX8|30812	328.0616
SOX9|6662	925.8959	SOX9|6662	6317.9238
SP100|6672	3222.0805	SP100|6672	1792.7818
SP110|3431	1445.4366	SP110|3431	561.6383
SP140L|93349	207.8163	SP140L|93349	384.4282
SP140|11262	86.2809	SP140|11262	47.0397
SP1|6667	3133.0164	SP1|6667	4909.5702
SP2|6668	449.4955	SP2|6668	1015.4096
SP3|6670	2068.8855	SP3|6670	2961.0706
SP4|6671	135.4517	SP4|6671	609.8946
SP6|80320	322.8575	SP6|80320	305.3528
SPA17|53340	289.9223	SPA17|53340	44.2011
SPAG16|79582	568.2477	SPAG16|79582	472.0195
SPAG17|200162	66.7981	SPAG17|200162	6.4882
SPAG1|6674	285.7474	SPAG1|6674	110.3001
SPAG4|6676	39.4294	SPAG4|6676	17.8427
SPAG5|10615	443.4652	SPAG5|10615	139.4972
lowly_expressed	lowly_expressed	SPAG6|9576	24.3309
SPAG7|9552	1483.9383	SPAG7|9552	741.6869
SPAG8|26206	5.5665	SPAG8|26206	28.3861
SPAG9|9043	1016.8155	SPAG9|9043	1953.3658
SPARCL1|8404	16407.7467	SPARCL1|8404	22909.1646
SPARC|6678	162152.3832	SPARC|6678	13354.4201
SPAST|6683	456.9175	SPAST|6683	669.0998
SPATA13|221178	136.8433	SPATA13|221178	932.7494
SPATA17|128153	79.3227	SPATA17|128153	18.2482
SPATA18|132671	242.607	SPATA18|132671	730.738
lowly_expressed	lowly_expressed	SPATA1|64173	6.9586
SPATA20|64847	2444.161	SPATA20|64847	1083.1306
SPATA24|202051	31.0797	SPATA24|202051	38.9294
SPATA2L|124044	410.0661	SPATA2L|124044	162.6115
SPATA2|9825	502.8412	SPATA2|9825	368.2076
SPATA4|132851	10.6691	SPATA4|132851	6.4882
SPATA5L1|79029	154.4706	SPATA5L1|79029	321.5734
SPATA5|166378	145.1931	SPATA5|166378	464.3147
SPATA6|54558	44.5321	SPATA6|54558	260.7461
SPATA7|55812	166.9952	SPATA7|55812	309.8135
SPATA9|83890	6.9581	lowly_expressed	lowly_expressed
SPATS2L|26010	2894.5843	SPATS2L|26010	961.0706
SPATS2|65244	592.8331	SPATS2|65244	641.5247
SPC25|57405	129.4213	SPC25|57405	10.5434
SPCS1|28972	1845.7242	SPCS1|28972	1388.4834
SPCS2|9789	1155.5143	SPCS2|9789	521.8978
SPCS3|60559	3556.9987	SPCS3|60559	2351.5815
SPDEF|25803	3843.6739	SPDEF|25803	1829.6837
SPDYA|245711	9.5095	SPDYA|245711	12.3358
lowly_expressed	lowly_expressed	SPDYE1|285955	16.0462
SPDYE3|441272	68.1109	SPDYE3|441272	117.4858
lowly_expressed	lowly_expressed	SPDYE5|442590	11.3544
SPDYE6|729597	15.3079	SPDYE6|729597	27.1695
lowly_expressed	lowly_expressed	SPDYE7P|441251	8.5158
SPDYE8P|389517	26.9048	SPDYE8P|389517	28.3861
SPEF1|25876	32.9352	lowly_expressed	lowly_expressed
SPEF2|79925	109.9385	SPEF2|79925	445.2555
SPEG|10290	252.3484	SPEG|10290	891.7275
SPEN|23013	1670.4163	lowly_expressed	lowly_expressed
SPESP1|246777	27.3547	SPESP1|246777	83.9376
SPG11|80208	1395.8019	SPG11|80208	2721.8167
SPG20|23111	863.2726	SPG20|23111	2098.1346
SPG21|51324	2108.315	SPG21|51324	1385.6448
SPG7|6687	1178.2442	SPG7|6687	1185.7259
SPHAR|10638	98.8055	SPHAR|10638	162.4493
SPHK1|8877	588.2036	SPHK1|8877	436.0381
SPHK2|56848	337.8592	SPHK2|56848	227.94400000000002
lowly_expressed	lowly_expressed	SPHKAP|80309	377.5345
SPI1|6688	595.1525	SPI1|6688	91.2409
SPIB|6689	19.0189	SPIB|6689	6.4882
SPIN1|10927	2785.5735	SPIN1|10927	3850.7705
SPIN2A|54466	6.9581	lowly_expressed	lowly_expressed
SPIN2B|474343	86.2762	SPIN2B|474343	94.7607
SPIN3|169981	270.4395	SPIN3|169981	496.3504
SPIN4|139886	88.6003	SPIN4|139886	302.5142
SPINK5|11005	9.7414	SPINK5|11005	247.3642
SPINK8|646424	6.4943	SPINK8|646424	16.6261
SPINT1|6692	4059.3761	SPINT1|6692	2818.7348
SPINT2|10653	13348.0227	SPINT2|10653	6261.1517
SPIRE1|56907	377.5948	SPIRE1|56907	1032.8467
SPIRE2|84501	88.6003	SPIRE2|84501	119.6269
SPNS1|83985	795.0087	SPNS1|83985	662.6318
SPNS2|124976	287.9462	SPNS2|124976	424.2214
SPNS3|201305	13.4524	SPNS3|201305	15.0041
SPN|6693	261.16200000000003	SPN|6693	247.3642
SPOCD1|90853	32.4713	SPOCD1|90853	6.8938
SPOCK1|6695	1596.1962	SPOCK1|6695	37.3074
SPOCK2|9806	960.6865	SPOCK2|9806	433.9011
SPON1|10418	2130.1171	SPON1|10418	1356.4477
SPON2|10417	1596.6601	SPON2|10417	148.82399999999998
SPOPL|339745	1404.1517	SPOPL|339745	1358.8808
SPOP|8405	1725.6175	SPOP|8405	1308.1914
SPP1|6696	561.7535	SPP1|6696	151.6626
SPPL2A|84888	665.1977	SPPL2A|84888	485.80699999999996
SPPL2B|56928	859.5616	SPPL2B|56928	825.6285
SPPL3|121665	1828.5979	SPPL3|121665	1536.4964
SPRED1|161742	935.6372	SPRED1|161742	2291.1598
SPRED2|200734	1256.6392	SPRED2|200734	1471.6139
SPRN|503542	97.8778	SPRN|503542	63.2603
SPRY1|10252	1117.9404	SPRY1|10252	1699.9189
SPRY2|10253	231.47400000000002	SPRY2|10253	1578.6699
SPRY3|10251	35.7184	SPRY3|10251	73.8037
SPRY4|81848	728.2848	SPRY4|81848	624.8986
SPRYD3|84926	1659.7472	SPRYD3|84926	1131.3869
SPRYD4|283377	527.4266	SPRYD4|283377	333.7388
SPR|6697	1955.6999	SPR|6697	349.5539
SPSB1|80176	1288.1828	SPSB1|80176	1097.3236
SPSB2|84727	207.8163	SPSB2|84727	78.2644
SPSB3|90864	615.0992	SPSB3|90864	769.262
SPSB4|92369	23.1938	lowly_expressed	lowly_expressed
SPTAN1|6709	7451.2351	SPTAN1|6709	6395.7826
SPTBN1|6711	3608.9528	SPTBN1|6711	12776.1557
SPTBN2|6712	395.686	SPTBN2|6712	1175.9935
SPTBN4|57731	70.973	SPTBN4|57731	37.3074
SPTBN5|51332	149.368	SPTBN5|51332	170.7786
SPTB|6710	35.7184	SPTB|6710	79.8865
SPTLC1|10558	1791.9518	SPTLC1|10558	1626.9262
SPTLC2|9517	1932.97	SPTLC2|9517	2686.1314
SPTLC3|55304	151.2235	SPTLC3|55304	529.1971
SPTY2D1|144108	824.1447	SPTY2D1|144108	1229.9189
SQLE|6713	1596.6601	SQLE|6713	536.4964
SQRDL|58472	3612.1999	SQRDL|58472	724.6553
SQSTM1|8878	7601.8323	lowly_expressed	lowly_expressed
SR140|23350	1796.1266	SR140|23350	3961.0706
SRA1|10011	1018.671	SRA1|10011	415.6529
SRBD1|55133	643.8594	SRBD1|55133	614.3552
SRCAP|10847	3741.1574	SRCAP|10847	4115.1663
SRCIN1|80725	472.6893	SRCIN1|80725	365.369
SRCRB4D|136853	46.8514	SRCRB4D|136853	21.0868
SRC|6714	1775.7161	SRC|6714	1176.8045
SRD5A1|6715	129.4213	SRD5A1|6715	237.6318
SRD5A2|6716	5.1026	lowly_expressed	lowly_expressed
SRD5A3|79644	711.0889	SRD5A3|79644	259.4931
SREBF1|6720	3521.2803	SREBF1|6720	2266.0178
SREBF2|6721	1887.974	SREBF2|6721	3347.1208
SRFBP1|153443	156.3261	SRFBP1|153443	485.80699999999996
SRF|6722	1216.7459	SRF|6722	1985.4015
SRGAP1|57522	464.3396	SRGAP1|57522	347.9319
SRGAP2|23380	687.9276	lowly_expressed	lowly_expressed
SRGAP3|9901	81.6421	SRGAP3|9901	540.957
SRGN|5552	1031.6595	SRGN|5552	651.2571
SRI|6717	1658.8194	SRI|6717	1297.6480000000001
SRL|6345	24.1215	SRL|6345	20.2758
